description,category_a,category_a_target
"客戶Bug系統需要使用Chrome瀏覽器登入 工作機安裝的Win10 作業系統從Chrome官網下載都無法安裝 一直會停在 ""正在等待下載"" 使用相同OS的測試機台從Chrome官網下載都可以安裝成功 謝謝!",網管,7
#12821  pdf軟體安裝問題,網管,7
無法正常登入SKYPE，會一直出現密碼驗證的問題,網管,7
電腦開機後會出現office scan的視窗，無法更新並造成當機 #12273,網管,7
自己會自動關掉,內部資訊系統,6
user 對SAP系統有操作上問題,SAP-168(QCI),4
印表機 操作設定issue,SAP-168(QCI),4
系統一直重複要使用者輸入帳號密碼  分機：17240,SAP-168(QCI),4
在sap32中，用自己帳號查庫存為0，但用同事帳號為正常。,SAP-168(QCI),4
新印表機設定,SAP-168(QCI),4
QPM5 Can''t print,SAP-168(QCI),4
can''t print out,SAP-168(QCI),4
印表機更新，不知道如何在SAP系統中設定印表機  ext:12381,SAP-168(QCI),4
SAP印表機無法列印。分機：12381,SAP-168(QCI),4
ZMMI，轉倉，新增完單號3140030，無LINK至BPM，分機12381,SAP-168(QCI),4
變更彩色為黑白,SAP-168(QCI),4
user跑ZV14開SO 想詢問 ZPAO相關問題,SAP-168(QCI),4
SAP printer 問題  無法列印  #:  11289,SAP-168(QCI),4
SAP Printer issue,SAP-168(QCI),4
問題：台幹同事返台，需使用網路兩天，台幹工號：99022204  工號：98090112  分機：12718,網管,7
"點選Mini Cloud電腦會當機, 另外在安裝使用Adobe軟體時亦會有不正常現象, 請協助處理 #11268",網管,7
公司內部網路可連線  無法連至外部網路,網管,7
"1. MSN messenger 裝不起來  2. 除了公司staff外, 公出時連接其他無線網路都無法成功開啟網頁",網管,7
安裝WIN7，VNC無法使用,網管,7
user  電腦有安裝盜版軟體，但無法移除，請協助處理。  #15427,網管,7
分機17906,網管,7
#13346   在廣達學院觀看影片(power point)換頁的時候，都會跳出缺少某元件需要安裝的問題，嘗試下載安裝後狀況依然存在。,網管,7
#13346  看不到myquanta首頁的小動畫，下載安裝某元件之後就可以看見，但重新啟動IE後又看不到，系統依然顯示沒有安裝此元件。,網管,7
想詢問如何設定VNC。分機：13972。,網管,7
#12010  開啟word檔案，會一直不斷出現警示訊息，詢問是否要回報，若點選不回報就一直重覆出現警示訊息                   相同檔案給其他同事可以正常開啟!!                 想請問是否為個人的office軟體有問題呢? office版本為2010,網管,7
#16206  在\\qciord01下抓取cis軟體(繪製線路軟體)，安裝過程正常，但是到了認證時卻失敗                  請求協助解決!!,網管,7
工號：99040104 連絡電話：(381)16206 問題：TREMD MICRO OFFICE SCAN 無法正常運作，系統顯示無安裝防毒軟體,網管,7
"電腦疑似中毒,一直提示C盤磁碟空間不足,即使清除了5G以上空間,沒做什麼事情,又是磁碟空間不足 #16792",網管,7
User需要安裝 ADOBE AIR #18861,網管,7
詢問公司是否有Trust View的軟體可供下載使用,網管,7
"連到QRDC 捉 WIN7 要進行安裝時,出現Error, 無法登入資料夾",網管,7
microsoft 下載的軟體不知可否使用  分機：15123,網管,7
安裝公司的photoshop但被偵測是非法軟體  分機:16338,網管,7
需要原登入帳號的桌面資料,網管,7
雲端無法安裝印表機,網管,7
登入QCO黑畫面  分機：13230,網管,7
忘記密碼,網管,7
QCO無法登入,網管,7
登入觀看公司線上課程後當掉，無法再連上。由於需再處理其他事務，需盡快處理。  分機：16383,網管,7
無法登入 #13516,網管,7
大陸出差中 手機  382-5621329,網管,7
關掉QCO再重新登入時很慢..非常慢.  請問到底是網路有問題還是電腦有問題,網管,7
"Mytc02這幾天的網速都非常慢,有時一pend就只少5mins,甚至中斷連線,一直停在正在重新連線畫面,久久連不上必須強制關掉重新登錄,有時還會不成功,必須分分秒秒都在試著登入.  煩請MIS專家幫忙看看是否這朵雲有問題.並盡速排除網速卡卡的問題.謝謝",網管,7
QCO04無法連線  EXT:17680,網管,7
無法登入雲端 #15710,網管,7
雲端無法登入  #19980,網管,7
無法登出..畫面停在登出中.關掉遠端視窗重新連入也是顯示同一個畫面,網管,7
"使用QCO後登出,一直卡在登出畫面",網管,7
"工號: 95032025 分機:17998  已經申請遠端連線,但是不知道開通了沒?",網管,7
忘記密碼,網管,7
欲移除再重安裝 office scan。 ext 13765,網管,7
"使用者反應電腦操作開啟任何檔案或瀏覽器時, 視窗右邊的捲軸無法正常作用,請協處!(#15306)",網管,7
"使用者反應電腦操作開啟任何檔案或瀏覽器時, 視窗右邊的捲軸無法正常作用,請協處!(#15306)",網管,7
"使用者 NB 鍵盤 失效,無法輸入帳號登入. #13435",網管,7
協理升級至XP SP3 後 電腦出現檔案無法正常使用異狀  協理於1500需與董事長開會使用  協理聯絡方式：12900  協理工號：93030824,網管,7
瀏覽網頁時常跳出rumtime error錯誤訊息視窗  #16072,網管,7
電腦無法開機,網管,7
在自己電腦上無法登入，但是在別台電腦可以。原先只是因為想要抓無線網路，後來重開機就這樣了。#15320,網管,7
user反應說電腦會一直當機,網管,7
Mini Cloud無法使用  #16114,網管,7
密碼忘記了,網管,7
軟體虛擬化頁面無法正常使用,網管,7
user Excel操作button有問題,網管,7
電腦無法登入  TEL:12382,網管,7
重灌完成需安裝需授權軟體 ，請問公司是否有Common Tool File Server能下載 #15126,網管,7
"While execute IE, the issue occurs",網管,7
#12526  Adobe無法正常開啟PDF檔，自行重新卸載adobe，重新安裝不成功。,網管,7
詢問Microsoft visual studio程式要去哪裡下載安裝  分機:15376,網管,7
工作機需要安裝解壓縮軟體,網管,7
趨勢有發現間諜程式或可能的資安危脅程式,網管,7
執行Java程式，會出現無法執行的錯誤訊息,網管,7
電腦感覺中毒，請協助查看,網管,7
or cad license fail問題，無法正常使用。  分機：12349,網管,7
"使用者反應 Office 突然無法使用開啟,  請協處!(ext.12349)",網管,7
系統不明執行檔NTRTSCAN.EXE  執行影響CPU效能問題,網管,7
我工作機的瀏覽器http://myquanta/default.aspx被綁架了,網管,7
"User安裝網路版的Windows企業版後,一直顯示非正版軟體,請協助處理.#13202",網管,7
ORCAD無法使用，授權出現問題，13202,網管,7
安裝Win 7 64bit後無法使用 D Base 軟體  分機：15649,網管,7
QRDCFS01 → VNC 沒有權限安裝　#15649,網管,7
諮詢Office Projrct安裝問題，以前是可以自行安裝的，但是現在是不是需要走申請流程才可安裝？？,網管,7
部門欲購買軟體，想詢問是否皆需透過mis辦理,網管,7
"昨天早上電腦顯示掃到三隻病毒, 今天開機後桌面和多個資料夾都出現desktop.ini檔案。看起來是病毒沒有清除乾淨。",網管,7
電腦裡的檔案都被修改成其他檔案,網管,7
"曾經在QSMC連線到客戶(阿里巴巴)的測試ITEM網頁，回來發現""無法開啟的網頁""會連線到阿里云的頁面  EX.在公司外網連線openvpn無法正常用公司網頁，ping myquanta會顯示:   ===  C:\Users\98102619>ping myquanta  Ping overdue.aliyun.com [47.254.39.76] (使用 32 位元組的資料):  回覆自 47.254.39.76: 位元組=32 時間=250ms TTL=42  回覆自 47.254.39.76: 位元組=32 時間=174ms TTL=42  ===  在公司內網內ping myquanta是正常的",網管,7
pro-E抓取license有錯誤  分機:15342,網管,7
"OfficeScan 頻出現發現病毒的訊息, 但無法描述得知為何造成, 請協助處理, 謝謝",網管,7
#15179,網管,7
今天早上使用都正常，但突然所有的office軟體出現產品啟動失敗，煩請幫忙解決 #17330,網管,7
出現非法軟體，但未安裝此軟體。  #17330,網管,7
"無法安裝office 2010, OS:XP sp3, 請協助處理",網管,7
公司有提供OFFICE PROJECT軟體可以安裝嗎？16312,網管,7
軟體更新已跑三天了，還沒好而且無法關掉 (#13016),網管,7
"excel 裡面本來巨集可以使用,現在不能使用,工作上需要用到此巨集.",網管,7
"我的concept 昨天還在使用  昨天下班前電腦沒關機  來的時候當機  從開後,Concept 被移除",網管,7
Cadence 軟體不能開啟  被防毒軟體擋住,網管,7
電腦進入LAN安裝作業系統，出現錯誤畫面。   #16559,網管,7
"outlook無法收信件, 估計是電腦端的outlook設定檔有問題.",網管,7
同事寄的信都收不到，只能收到公司寄的。#12266,網管,7
可以收信，但是信件無法寄出，煩請處理 #15815,網管,7
本機端的outlook無法通過密碼認證，但雲端跟webmail系統均無此問題，請協助處理，謝謝。,網管,7
在iphone上無法看信,網管,7
收發 Mail  ，寫信，查信，從上禮拜五開始就常常遇到沒有回應，有時候等一下會好，有時候會一直卡在沒有回應的畫面，已無法正常工作。  週二下午要開周會,網管,7
新增 .pst 檔後 還是容易當掉    SSD 跟HDD 檢測結果 良好 使用者的Outlook 2010 只褂載一個3G多的PST檔　仍會當機　此問題只有發生開起Ｏutlook 才會當機　非硬體問題　建議請系統人員再次協助　 2018/1/11 下午 02:37:37,網管,7
outlook開啟有問題 無法正常執行,網管,7
郵件無法收發信件,網管,7
Outlook打開後就一直卡在正在啟動的畫面。,網管,7
#18633  QCO outlook打不開,網管,7
我有清理過信箱，但是其他人寄送給我郵件還是顯示郵箱已滿。  但是我確認信箱應該只有690MB，可否協助檢查一下問題，感謝。,網管,7
1.無法使用outlook收信  2.excel vllokup函數無法使用,網管,7
"郵箱已清除,但還是無法收信",網管,7
Outlook全域通訊錄商務電話顯示錯誤，分機應為14146  ext:14146,網管,7
信箱已滿請協助處理,網管,7
應客人要求，需要將客人的應付賬款信息發送給相關審計機構，但信件發送失敗，outlook顯示有rule restriction，還請幫忙update rule restriction，具體信件信息如下：  郵件主旨：RE: Apple statement review - Quanta - BU8 MP  傳遞至下列收件者或群組失敗: alau@apexanalytix.com   CC：MBU_Payment@quantatw.com,網管,7
"Outlook從昨天晚上開始突然打不開,  重開機數次無法解決,    讓outlook停留在啟動畫面一整晚,今天早上看還是沒打開。",網管,7
outlook打不開,網管,7
OUTLOOK 無法打開PDF附件 #16428,網管,7
outlook收信容量不足，需要幫忙切割資料夾檔  分機：16428,網管,7
outlook寄件備份查詢，無法查詢關鍵字  分機：16428,網管,7
"無法開啟薪資單,會一直要求存取",網管,7
無法正常收發郵件,網管,7
"打開e-mail時一直重複跳出要求輸入認證帳號密碼視窗,影響收信",網管,7
有某個人 (公司內部的人)  的信一直收不到,網管,7
本機的outlook無法打開  分機:15603,網管,7
"QSMC同仁寄信給我會被退信  The e-mail address you entered couldn''t be found. Please check the recipient''s e-mail address and try to resend the message. If the problem continues, please contact your helpdesk.",網管,7
outlook連結無法使用,網管,7
"本機的outlook, 從下午 14:00 開始以後便顯示　　離線工作  以重開電腦仍一樣",網管,7
outlook已清除並整理仍顯示僅500MB使用空間，欲協助檢查相關設定,網管,7
無法收到客人的信。,網管,7
"今早outlook裡面的mail無法直接點BPM或是其他連結  都會出現方塊""這項作業應電腦上作用的限制而取消請聯繫系統管理員""",網管,7
"廠商(@amphenol-gis.com)於6/29晚上寄發的郵件,無法寄送到廣達信箱,疑似被阻擋掉,請協助確認!",網管,7
信件無法收發，會跑到iphoe,網管,7
"手機收信後,本機OUTLOOK無法收到",網管,7
"1. 19999每次打 每次都是忙線中  2. Outlook 2010通訊錄 無法找到QCT的人員. 以及Dino Chen的中文名字以及sVP Mike Yang的中文名字都不正確 懷疑是沒有更新  3. 無法加入Dino Chen處長的行事曆.  4. 連接家裡網路的時候, Outlook可以打開, 但是執行速度非常慢, 常常會跑到""無回應"".",網管,7
一直收到一個不認識的人一直寄信過來,網管,7
#16381    1.outlook無法收發，右下有驚嘆號  2.CCBU網頁無法連，但是連到google其他網站正常,網管,7
Outlook 顯示離線，無法收發Mail，但ping 內部DNS及Mail.quantatw.com都是通的，煩請協助確認。,網管,7
電腦進入LAN安裝作業系統，出現錯誤畫面。   #16559,網管,7
新灌工作機2台，excel2010，無法插入PDF檔案物件，11376,網管,7
#12603  新的工作機須重裝作業系統等等..,網管,7
接到軟體安裝更新執行失敗,網管,7
"在安裝Critix 時, 遇到要求輸入郵件伺服器名稱",網管,7
OFFICE軟體無法插入外部物件，已重新安裝過也失敗，例如PDF物件,網管,7
電腦中毒,網管,7
"當執行Capture CIS會出現""Capture 已經停止運作""",網管,7
power point 不能遷入youtube,網管,7
人在大陸重慶，希望協助加網域  #16364  手機：18696756528,網管,7
FPT Server IP：203.75.58.45無法使用，找不到SEVER管理者 請協助查尋謝謝。,網管,7
FPT Server IP：203.75.58.45無法使用，找不到SEVER管理者 請協助查尋謝謝。,網管,7
無法登入廣達網域,網管,7
連線至聯想網站出現錯誤訊息，請幫忙處理，謝謝！,網管,7
無法連上staff無線,網管,7
可能因網域設定關係，無法連到客人網站下載資料。,網管,7
"分機:13145  想設定無線網路不要預設STAFF,需要有系統管理員權限來幫忙設定",網管,7
使用者反應無法連線客戶 AMI FTP : ftp://ftp.ami.com.tw  #13167,網管,7
ip phone has no power. (PM06/B270),網管,7
"接上公司網路就無法正常登入WINDOW,輸入帳號 密碼後 會顯示網域不被信任等相關資訊,需拔掉網路線或是關閉無線網路 才能登入WINDOW",網管,7
講大陸出差，因為電腦壞掉重灌後需要加入quanta網域 382-18325,網管,7
PT07 C439位置的網路孔不通,網管,7
需開放網路權限(特別網站),網管,7
修改密碼後無法登入,網管,7
"Outlook無法收信且sslvpn登入時顯示帳號取消而無法登入.已經數天無法使用, 麻煩儘快處理.  分機:15731",網管,7
電腦帳戶移除 - 電腦名稱 Q98081705 - Windows 7 企業版6.1 (7601),網管,7
Q10311024,網管,7
AN990113048,網管,7
"密碼過期,無法改密碼.  #16781",網管,7
桌面上的圖示都無法正常使用,網管,7
密碼忘記,網管,7
"OUTLOOK 出現硬體空間不足,無法收發MAIL",網管,7
#13231  更改密碼失敗，新舊密碼都無法登入,網管,7
0Q97081102-1 Windows 7 企業版6.1 (7600) 以更換電腦，不再使用這機械,網管,7
開機後profile不見,網管,7
登入後，桌面設定檔都不見，outlook是新的，都空的,網管,7
忘記密碼,網管,7
輸入正確的舊密碼以及新密碼，會顯示無法連線到windows,網管,7
分機15348，忘記密碼,網管,7
北棟6樓網孔B270網路不通。,網管,7
更改密碼後，無法上網(登入本機仍必須輸入舊密碼才能登入 ),網管,7
網孔編號 PM06:B270,網管,7
網路不通  #15626,網管,7
can''t connect wireless and cable,網管,7
網路不通,網管,7
有線網路不通 連絡分機16000,網管,7
無法偵測到無線網路,網管,7
網路孔不通 無法連線,網管,7
WIFI無法連線,網管,7
"網路無法連線, 右下角出現請聯絡系統管理員",網管,7
網路無法連進公司網域#16861  網路孔號碼 PO15,網管,7
有線網路不通,網管,7
無法使用公司網路 #16861,網管,7
"#16162, 電腦網路無法連線",網管,7
網路孔不通+ 無線網路不穩  PJ02 D194  分機: 16162,網管,7
無法使用無線網路,網管,7
無線網路不通   #16162,網管,7
進入公司網域會要求一直輸入密碼,網管,7
ex. 13146,網管,7
因NB4測試的ISSUE，可否請防火牆的設定人員提供目前QCI的防火牆設定值，以供與大陸防火牆的差異性來驗證。  目前此USER在大陸。分機：12213,網管,7
"目前在大陸出差,在宿舍及展運上網連線時 會一直跳出登入需求,輸入帳號密碼也不能登入  最後網頁就會跳出 無法連網,mail 公司網頁正常 ,請幫忙確認該如何排出",網管,7
"從ofsvm10設置DFS新增member (tdsap07) 的時候出現""The member and replication group are in different forests""，想請教這個問題該怎麼處理，是否需要把tdsap07加入rsquanta domain，謝謝。",網管,7
網域是quantade.com的同事發現他們無法連到http://ofsvm09:8080 (網域是rsquanta.com)，會出現page not found，請問要如何讓他們可以連到呢?,網管,7
連不到qrdcfs01,網管,7
#16260  內外網都可以，但是有些server無法連上,網管,7
PADS VX1.2 無法連結至License Server (\\Layout-svr01)，需與代理商(茂泰科技)共同討論排解問題。,網管,7
使用者反應更換座位後 網路IP位置變動導致無法連結到測試機 希望能跟讓現在位置網孔IP變動成跟前個座網孔IP一樣,網管,7
Server IP：10.241.151.12  下載及上傳資料速度很慢，也時常斷線導致使用困難。  分機：382 44509,網管,7
無法連到某台server,網管,7
10.241.120.21無法上傳或下載資料請協助處理.  EXT:17330,網管,7
"我的MAIL是在雲端開的,每次只要有收到薪資那樣的加密文件都會打不開~~~",網管,7
無法連至SERVER下載Driver，謝謝。,網管,7
薪資單等加密郵件無法開啟,網管,7
"實驗室中有一台電腦作業系統為XP,今天無法連上網路",網管,7
IE 無法開啟My quanta 網頁.,網管,7
無法連到ftp server  #17198,網管,7
加密郵件打不開,網管,7
ip phone無法撥打,網管,7
IP PHONE不通,網管,7
電話不通..點腦直接接網路點.會崇開機,網管,7
"User IP phone can not use in s06 ET, but there are no any port be shut down.Please call 12647 to contact user.",網管,7
與達豐con call品質不佳,網管,7
使用者申請查詢 Softphone.15095 的使用權限，請協助處理，謝謝! Ext.382-14068,網管,7
MVPN：17757，座機不通,網管,7
分機15589突然無法使用，煩請處理，任何問題請電#12889,網管,7
IP phone 不通.與她連絡用#15250,網管,7
"電話螢幕無顯示,無法使用, 拔掉網路線重插也一樣",網管,7
"IP PHONE  shutdown , tel:13139",網管,7
NB4有大批網路電話不通,網管,7
想要設定IP PHONE 13秒後轉MVPV  分機:13017,網管,7
電腦重灌後 IPPHONE無法使用,網管,7
"從昨天下午開始, 要撥打至大陸工廠分機, 均有問題, 無法撥出成功, 對方來電, 接起來後, 也出現馬上掛斷的訊號",網管,7
南棟2樓HR一 IPT 一直停在cisco畫面 抓不到IP 請協助處理,網管,7
"IP PHONE 不通,但網路是通請幫忙check",網管,7
"user 說網路正常, 電腦可以上網, 但是ip phone 不能用  #11762",網管,7
user將出差，想利用vpn設定softphone (出差地點非廣達分公司) #16605,網管,7
無法更新電腦密碼  人在杭州出差，請撥#18811083566,網管,7
請幫我  移除以下電腦帳號  謝謝 AP970100716 Windows 7 企業版6.1 (7601),網管,7
AP990108063 電腦帳戶移除,網管,7
0 AP910101166 Windows XP Professional5.1 (2600),網管,7
"使用者反應密碼設定無法登入, 請協處! (MVPN Ext.18001)",網管,7
一開機就出現Check C槽的動作,網管,7
"目前有兩台工作機, 其中一台工作機約一年未使用, 今天要使用時, 用目前的帳密, 無法登入",網管,7
登入網路 IE 錯誤碼,網管,7
無法登入網域,網管,7
無法登入系統,網管,7
請用電話連繫,網管,7
SAP168資料查詢問題,SAP-168(QCI),4
"無法登入, 顯示""遠端登入必須要有權限""",SAP-168(QCI),4
user的sap資料夾無法開啟  #18421,SAP-168(QCI),4
執行SAPF3路徑之下的檔案無法執行  分機:15092,SAP-168(QCI),4
SAP ZMZA CODE  問題,SAP-168(QCI),4
查詢單一或多個廣達料號的描述及相關資料，想請問是否有相關的系統或程式可以操作使用,SAP-168(QCI),4
該同仁無法登入SAP系統 煩請協助處理  該同仁分機11433,SAP-168(QCI),4
分機11433，在雲端操作SAP下載資料時選不到本機磁碟,SAP-168(QCI),4
因從雲端改回local端收信，不知道SAP檔案存取路徑,SAP-168(QCI),4
SAP無法連上,SAP-168(QCI),4
T-code ZRR1 無法生成RMA,SAP-168(QCI),4
無法進入CSAP系統以及無法連接印表機,SAP-168(QCI),4
無法進入SAP,SAP-168(QCI),4
"達丰APO HP專案SAP R5部份,達丰人員昨與HP廠商做過討論,須要修改,煩請相關人員協助處理.",SAP-168(QCI),4
無法透過citrix連進sap,SAP-168(QCI),4
"Outlook搜尋功能無法搜尋，搜尋不完全且會出現""項目仍在編製索引因此搜尋結果可能不完整""，D槽E槽搜尋功能也一樣狀況，無法搜尋",網管,7
"Outlook會卡在""正在驗證資料完整性""25-30分鐘  之後會卡在""載入設定檔""15分鐘  就算進入到mail裡，動作也很慢，容易outlook當機  無法收信",網管,7
不能透過smtp發mail,網管,7
分機: 16217  問題:  大陸同事的outlook無法於通訊錄中搜尋到user的eamil address。,網管,7
"Outlook會不定時彈出一小畫面, 畫面上有如下之文字, 煩請幫忙處理!  以下為彈出一小畫面中的訊息:  "" 允許此網站設定 Eric.Ti@quantatw.com 伺服器設定? ""  https://mail.quantatw.com/autodiscover/autodiscover.xml  您的帳戶已重新導向至此網站以進行設定  您最好只允許您知道且信任之來源的設定  不要再問我有關此網站的問題                                                            允許         取消",網管,7
outlook無法開,網管,7
假日web mail更改密碼後~今天新舊密碼均無法使用公司mail,網管,7
Outlook會跳出message要求重啟outlook更新，按確定後重啟仍無法收發。,網管,7
信箱滿了無法收信,網管,7
本機outlook無法收信  分機：16761,網管,7
在安裝其他應用軟體並重開機後，Outlook無法打開，並一直出現安裝程序,網管,7
要收發CN的MAIL,網管,7
這兩天無法開啟公司發的公告信件  且會導致outlook當機,網管,7
郵件無法寄出且顯示信箱內容已滿,網管,7
"信箱開啟速度很慢 有時會需要2個多小時 螢幕都顯示""正在驗證資料完整性""",網管,7
本機Outlook出現....QCI lost錯誤訊息，重開機和重開Outlook還是有一樣問題,網管,7
Outlook一直打不開，顯示沒有回應的狀態，Webmail是正常的。,網管,7
Outlook 2016可以寄信但無法收信,網管,7
outlook microsfot exchange 無法連線，無法寄信跟收信。  ext:15726,網管,7
"Outlook開啟檔案時，會出現""此內容無法透過您目前的認證進行存取，您要使用Microsoft  帳戶來存取此內容嗎?""  但認證都失敗，還煩請協助，謝謝您",網管,7
Outlook連線斷斷續續，持續跳出向Microsoft Exchange資料中心擷取資料失敗，造成操作上極為困難,網管,7
outlook一直處在正在啟動的狀態打不開,網管,7
outlook 開啟很慢,網管,7
有時點開信件會強制關閉outlook，無法開啟資料夾組與公用資料夾。,網管,7
#15079  Outlook無法開啟,網管,7
無法打開Outlook,網管,7
"圖片無法顯示,謝謝。",網管,7
webmail上信件收至本機資料夾後就被自動刪除，以至於已讀信件僅能使用本機outlook開啟，如何能同時保存本機及webmail上信件? 並將過往的信件上傳至webmail中?,網管,7
收不到mail.yzu.edu.tw 寄來的信，之前是OK的,網管,7
同仁一整天的 mail都沒有收到，因為人正在QSMC出差，聯絡方式如下  長號: 183-2101-5864  短號: 626135,網管,7
Outlook點不開(路徑錯誤、無權限),網管,7
Outlook 信件寄出時，Outlook會自動重啟且無暫存草稿區。已嚴重影響工作進度，煩請盡快幫忙解決，謝謝。,網管,7
從外部發信來的信件，位於同辦公室、相鄰隔壁位子的3位收件者，只有1人能及時收信，其餘2人皆會等到30分鐘甚至將近1小時後才收到信件，造成與客戶、貨代運送聯繫困難，亦難以應對突發的緊急狀況，故煩請MIS幫忙確認Outlook的收外部信件的相關設定。,網管,7
MYTC01 Outlook 部分郵件依規則移動至資料夾後即消失。 煩請協助查詢原因，謝謝！,網管,7
Mytc01 效能過慢,網管,7
user 反應網路不通  #13146,網管,7
有線網路不通(PN02 B290) #13146,網管,7
座位上的分機無法使用(port:V295)，在其他位置使用OK。麻煩協助處理，謝謝!!  #16050,網管,7
北棟6樓網路有線網路不通。,網管,7
生產大樓一樓警衛電腦的網路不通,網管,7
10766,網管,7
北棟3樓c區  實驗室名稱BL5SIT  無線網路(公司跟個人) 訊號差 #10766,網管,7
分機16353，找不到Staff無線網路,網管,7
無線網路不通,網管,7
出現驗證訊息.,網管,7
無線網路常常連不到Staff,網管,7
outlook 有時停止收信    用hang out con call時 聲音會斷斷續續  在家時，需要連回公司處理公司的事情。  ext:12867,網管,7
您好，我是從上海回來QRDC支援的員工。但無法使用這邊的網路，也無法連回上海。因為沒有MVPN，所以附上我的手機號碼：0928592897。因為要出貨，所以還請盡快連絡幫忙處理。感謝您。另外，USB也無法使用。謝謝。,網管,7
WIFI可以使用，接有線網路則顯示無網際網路  #17535,網管,7
"於QSMC, 電腦玉加入廣達網域, 聯絡電話382-63624",網管,7
分機: 17802  問題: NB的無線網路正常，但有線網路的網路孔無法使用，網孔代號 PK22/B238，請予以支援。,網管,7
"北棟6F NB3 USER反應無線網路無法連線,出現驚嘆號~請協助處理 #12018",網管,7
port shutdown 北棟4F 4B32 #12887請打MVPN,網管,7
C189網路口異常,網管,7
無線網路無法使用,網管,7
網路更新失敗請協助處理,網管,7
MeetingPlace預約沒有發通知  #45134,網管,7
"使用者/客戶反應 FTP 無法連線使用,請協處, Thx! Ext.12487",網管,7
"對面華亞大樓連不上外部FTP, 但在廣達大樓就正常  分機: 16807",網管,7
"當他人電腦連入我本身的遠端桌面服務時，可以正常登入，但登入後，Host端網路即會自動斷線，Client端在此時，亦無法ping 到我的機器。  我的機器，會持續斷線一分鐘無法連線，後來又會自己恢復正常。   已測試Client與我的電腦，以Cross網路線來對接，確認我的電腦，遠端桌面的服務正常動作。  但只要一把電腦接回公司的網域時，任何一台Client端，連上我的遠端桌面服務時，網路會立即斷線  是否能夠協助處理,謝謝!!",網管,7
無法登入公司網頁，分機:14782,網管,7
"user 反應自己的電腦無法連上 Intel 網站，但是其他同事可以 (#15608, 請在今天四點以後連絡，因為下午要開會)",網管,7
1. 密碼過期，無法上網  2. VPN 密碼被鎖住，請解鎖  (#15573),網管,7
"南棟4樓NB2 RD1, 少網孔",網管,7
quanta FTP 無法使用 name:ftp01,網管,7
FTP資料刪除後，是否能夠救回來,網管,7
"此助理欲幫部門人員申請門禁,但無法進行... #17048",內部資訊系統,6
地下室安全門皆無法開啟~ #11316,內部資訊系統,6
"15665, N building 7F.",內部資訊系統,6
GAMS門禁申請有問題 分機:7283,內部資訊系統,6
同仁已申請門禁(已簽核完成)，但仍無法正常進出，請幫忙確認。(門禁單號: APP0003268蘇彥豪96080115),內部資訊系統,6
在啟動SAP的狀態下，如開啟多個頁面後，例如:多個excel、word、檔案總管、一般Chrome或Microsoft Edge等等，要再回到SAP使用介面，不能直接點擊下方圖示展開或alt+tab切換，只能一個個縮小已打開的所有檔案與網頁。此問題嚴重影響工作效率，需請MIS協助。,SAP-168(QCI),4
"delivery number : 500759507,SAP登入帳號: ES031 , C-center請改為: ES5A",SAP-168(QCI),4
user 說 AI 008519101 料在block 中狀態是空白的   可是在SAP狀態是99  請協助  分機  17896,SAP-168(QCI),4
SAP系統無法正常登入，請協助處理,SAP-168(QCI),4
VWMS系統使用上有問題,SAP-168(QCI),4
"使用SSLVPN連線進公司後, Myquanta可以開, 但SAP系統則無法連線, 顯示遠端電腦關閉連線 (#12889)",SAP-168(QCI),4
無法使用ZMD5請連絡391-5738,SAP-168(QCI),4
user 表示想查 2011的資料 但因為太舊已歸檔查不到了 想詢問是否有辦法查到?,SAP-168(QCI),4
"user有5000多個料號需要修改其 bio code and lead time,因為數量很多,想請問有沒有快速一些的方法來modify.謝謝",SAP-168(QCI),4
copy  168 vender code 主檔到268,SAP-168(QCI),4
SAP FS3 變成無權限且搜尋不到。  分機：66170,SAP-168(QCI),4
SAP領料單無法列印 #17613,SAP-168(QCI),4
無線網路無法連線,網管,7
分機16812，無線設定有問題,網管,7
無線網路連不上,網管,7
無法連接外部網路 #16716,網管,7
mytc01 發信Outlook 常會當掉 http://imgur.com/4ncYXPf,網管,7
Outlook顯示讀取中 無法打開 #18939,網管,7
"本機上使用OUTLOOK一直在畫面上顯示執行,但一直開不起來",網管,7
"寄信客人收不到信.   收信沒辦法收下來,會遺失 .",網管,7
"Outlook pst檔過大造成無法開啟, 但需要舊有的信件  想詢問是否有tool幫忙做切割    TEL:15033",網管,7
OUTLOOK一直reset.,網管,7
"從mail點選公司連結的網頁會出現一error  Show""這項作業因電腦上作用中的限制而取消‧請聯絡您的系統管理員""",網管,7
信箱exchang 登入失敗,網管,7
Mail outlook 運作異常 時常無法回應 會一直跳出Outlook 正在嘗試從Microsoft Exchange Server mail.quantatw.com 擷取資料,網管,7
郵件無法收發,網管,7
"老闆寄的信會收不到, 但同事寄的信都收得到, 已與老闆, 同事確認過 填寫的 email 無誤 .  請幫忙確認, 謝謝",網管,7
今日開始無法正常收到別人寄的郵件，同一寄件者寄來的郵件有些收得到但有些不行，不只發生在一位寄件者上  發送出去的郵件對方可以收到，但卻沒有請對方回覆的郵件,網管,7
Outlook 無郵件回收功能，請協助處理。,網管,7
Outlook無法開啟，  使用者無MVPN，請聯繫18418,網管,7
本機outlook連線中斷常常造成當機。,網管,7
不斷出現要求帳號密碼視窗. 且無法連線,網管,7
信箱爆掉! 不知道怎麼處裡,網管,7
薪資單無法開啟,網管,7
outlook中搜尋不到已封存的郵件,網管,7
