description,category_a,category_a_target
目前使用的Server變的很慢，記憶體顯示使用到9x%了。(QCO04),網管,8
目前使用QCO04速度極慢且都有無回應現象發生，請幫忙確認，謝謝。,網管,8
空間滿了 user不知道如何處理,網管,8
打開雲端連線電腦經常會當機。,網管,8
想詢問雲端服務的問題。分機：15403,網管,8
"user反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),5
無法登錄SAP,SAP-2X8(QSMC),5
"User反應無法logon sap298,已協助處理",SAP-2X8(QSMC),5
SAP 298 無法登入,SAP-2X8(QSMC),5
sap 298無法登入,SAP-2X8(QSMC),5
無法logon SAP,SAP-2X8(QSMC),5
連logon的畫面都出不來,SAP-2X8(QSMC),5
ext.11727 SAP無法登入,SAP-2X8(QSMC),5
SAP 系統 無法登入,SAP-2X8(QSMC),5
user 重灌電腦後，無法執行。  #15248,SAP-2X8(QSMC),5
SAP 2X8 無法登入二層帳號,SAP-2X8(QSMC),5
無法logon298 但168可以連 請協助處理,SAP-2X8(QSMC),5
無法logon SAP 318,SAP-2X8(QSMC),5
298無法登入,SAP-2X8(QSMC),5
user 無法登入，最近常發生這種狀況。  #11482,SAP-2X8(QSMC),5
can not use 268 (QSMC General),SAP-2X8(QSMC),5
"user反映說268的資料沒有轉進來,無法作業",SAP-2X8(QSMC),5
無法登入  #11382,SAP-2X8(QSMC),5
SAP的東西印不出來,SAP-168(QCI),4
user在creat delivery時不知道要怎摩選擇type,SAP-168(QCI),4
"User表示初次使用SAP印表機,在設定上似乎有誤,無法列印,煩請協助處理.",SAP-168(QCI),4
ZV06 print delivery failed.,SAP-168(QCI),4
VA01 使用詢問,SAP-168(QCI),4
SAP 抓不到列印印表機 可是該列表機可正常列印 請協助設定,SAP-168(QCI),4
使用VL04無法轉delivery,SAP-168(QCI),4
使用VL04無法轉delivery,SAP-168(QCI),4
"物流課user反應昨日SAP168處理速度不正常後,今日使用自動倉系統無法連線做入出庫的動作,煩請相關同仁協助處理.",SAP-168(QCI),4
user有出貨delivery相關的問題 請協助處理,SAP-168(QCI),4
"user跑168領料時,出現錯誤無法進行操作",SAP-168(QCI),4
SAP無法列印,SAP-168(QCI),4
SAP 列印問題,SAP-168(QCI),4
ZN35 有一個料號的出貨數字run不出來,SAP-168(QCI),4
分機: 18231,SAP-168(QCI),4
"點選列印並無反應,是否有Job卡住,請協助處理,謝謝",SAP-168(QCI),4
設定印表機,SAP-168(QCI),4
USER進BPM要查詢簽核時畫面會跳出系統錯誤，HTTP 503之類的字樣,BPM平台系統,0
15233  反映BPM很慢,BPM平台系統,0
"無法登入BPM,網路正常,其他系統(如出勤系統)可登入",BPM平台系統,0
無法登入，使用者為採購部門。,SAP-168(QCI),4
帳號被鎖(工號: 06060033),SAP-168(QCI),4
RD10,SAP-168(QCI),4
原來的帳唬密碼進不去,SAP-168(QCI),4
因調部門在myquanta網頁登入要從原來的csap23-->csap21,SAP-168(QCI),4
SAP 帳號無法使用,SAP-168(QCI),4
#12988  幫新人申請帳號,SAP-168(QCI),4
無法使用 #17176,SAP-168(QCI),4
使用者無法登入,SAP-168(QCI),4
User無法登入SAP，請MIS人員協助處理。分機#15076,SAP-168(QCI),4
"使用者無法登入SAP,  顯示password failed. 請協助處理!",SAP-168(QCI),4
第二層進不去--Change 第二層group.,SAP-168(QCI),4
SAP無法登入 出現需要遠端的權限訊息 聯絡電話13026,SAP-168(QCI),4
MyQuanta 中無Sap Login icon,SAP-168(QCI),4
myQuanta沒有出現SAP登入Icon，上星期前仍可使用。,SAP-168(QCI),4
myquanta中看不見sap應用程式,SAP-168(QCI),4
詢問NB1帳號有多少？及明細，382-12843,SAP-168(QCI),4
SAP 168  RD10新增第二層帳號   87020202,SAP-168(QCI),4
SAP帳號無法使用,SAP-168(QCI),4
"user反應SAP218無法連線,煩請相關同仁協助處理.",SAP-2X8(QSMC),5
SAP 無法顯示登入畫面,SAP-2X8(QSMC),5
CSPA 原來23 改33  的問題詢問,SAP-2X8(QSMC),5
無法進入SAP，下載.ica，還是無法開啟,SAP-2X8(QSMC),5
使用者 無法在SAP 上使用 剪下 貼上功能,SAP-2X8(QSMC),5
SAP速度很慢  請連絡17324,SAP-2X8(QSMC),5
無法登入sap,SAP-2X8(QSMC),5
"USER反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),5
SAP 無法連線,SAP-2X8(QSMC),5
按照mail的步驟做完後還是無法logon SAP,SAP-2X8(QSMC),5
請協助user安裝  #18912,SAP-2X8(QSMC),5
"系統很慢, 無法使用  ps.倉庫那邊的user也反應系統很慢",SAP-2X8(QSMC),5
系統自動後，user就無法登入    #13069,SAP-2X8(QSMC),5
"使用者剛申請過帳號,但似乎沒告知密碼, 因此無法登入",SAP-2X8(QSMC),5
無法Logon SAP 318,SAP-2X8(QSMC),5
無法logon SAP 298,SAP-2X8(QSMC),5
"user在使用zv75這支程式的時候出現錯誤,請協助其處理,分機5835",SAP-168(QCI),4
credit cost center 錯誤 倉庫無法扣帳 請協助處理,SAP-168(QCI),4
有關ZV33的詢問,SAP-168(QCI),4
ZMAW 扣帳出現問題#62575,SAP-168(QCI),4
"User(#13533)反應手動執行ZMAW手動轉出原218有10台,轉至168變20台",SAP-168(QCI),4
User 反應開立SO 時有問題,SAP-168(QCI),4
"會計反應TCC假收假出資料太多,執行有問題  shipment No.:2005620716,2005620739",SAP-168(QCI),4
"該user想和你討論ZV6T這支程式,請與其聯繫.",SAP-168(QCI),4
執行假收假出程式會出現Error: not maintain accounting view,SAP-168(QCI),4
ZMAW無法扣帳產生扣帳單號.#7325,SAP-168(QCI),4
Zv29帶出來的有些單價會是零，而且太慢，是否有其他的可以使用,SAP-168(QCI),4
"USER表示SKD出貨使用QSSP系統在Creat PO連到SAP開SO時出現錯誤,煩請相關同仁協助處理",SAP-168(QCI),4
208假收假出無法到168,SAP-168(QCI),4
訪客網路昨天客人在lobby可以使用，今天在南棟4F 會議室416卻無法使用，只能看到guess2的連線，看不到guess的連線  #14153,網管,8
"填寫訪客網路需求表出現異常,無法申請,請協住處理.  #12726",網管,8
無線網路申請的帳號密碼無法使用，申請單號:APP0068145   #12726,網管,8
申請訪客網路最長期限是否有三個月?  (系統申請最多只有一星期),網管,8
ext. 13146,網管,8
廣韻基金會在1/20要在廣誼廳開記者會，使用151會議室，當天約需要20個訪客帳號以供媒體上網，請協助處理此安排,網管,8
PDC的訪客申請網路 帳號密碼未下來  #18925,網管,8
"Guest 網路無法使用,user 沒有分機,請用mail 聯繫~",網管,8
幫訪客申請wifi權限了但無法使用,網管,8
MRO2: APP0422087 and APP0423860 此兩張採購申請單PO產出不完全，已反應許久，請盡快協助產出PO,BPM平台系統,0
無法開啟mro2表單,BPM平台系統,0
1900112099無法自動產生驗收單，手動也無法開，請協助謝謝。,BPM平台系統,0
填一張表單但產生2個收料單及2張發票,BPM平台系統,0
MRO申請單已簽核完成，其中有附件需查看使用，但點開需求單內容顯示無權限，無法查看等字樣，再煩請幫忙處理,BPM平台系統,0
"QSMC送出申請的MRO單號#1600008476,無法簽核",BPM平台系統,0
MRO表單1600074447 & 160007444兩張表單目前簽核人Celine Tseng (曾彩蓮) 目前正在請假  表單簽核代理人已轉給我  但我在系統上看不到這兩張表單  請幫忙處理,BPM平台系統,0
收料與開發票功能都無法使用,BPM平台系統,0
請問PO展延單要從BPM哪個地方進去? 分機#17544,BPM平台系統,0
使用者想詢問MRO相關問題  #12811,BPM平台系統,0
要取消MRO申請單(APP0388623),BPM平台系統,0
"User反應無法正常登入使用CASP31,請協助處理,#18095",SAP-168(QCI),4
分機: 18095,SAP-168(QCI),4
要申請sap系統使用權限，請問申請單是: 資訊需求申請單→SAP→申請Citrix帳號嗎?  跑完申請單就可以logon了，不用下載其他東西對吧? 懇請協助，感謝!,SAP-168(QCI),4
user要安裝舊的168系統查詢資料 請協助處理,SAP-168(QCI),4
"進入SAP操作時, 系統跑很慢, 要上傳資料時一直間接性當機~",SAP-168(QCI),4
SAP 168無法連線,SAP-168(QCI),4
user無法logon sap,SAP-168(QCI),4
"SAP在使用中突然斷線, 之後嘗試連線, 無法登入",SAP-168(QCI),4
無法登入168 出現錯誤訊息 已經登入 請協助處理,SAP-168(QCI),4
"User反應點選 CSAP04 無法登入使用系統,畫面會當住無法進入,其他同事可以登入相同的Server,煩請協助處理.",SAP-168(QCI),4
"CSAP23 打開後有程式在執行,且沒有回應#11728",SAP-168(QCI),4
# 17295 SAP LOGIN ERROR,SAP-168(QCI),4
無法進入sap system in 168,SAP-168(QCI),4
sap the secord level logon fail,SAP-168(QCI),4
使用者反映登入SAP系統有問題.請協助處理,SAP-168(QCI),4
使用QCO會常發生無法回應，導致無法發E-mail,網管,8
"申請使用本機Outlook,退出QCO權限",網管,8
已請Brenda Yeh處理.,網管,8
取消QCO,網管,8
工作需求。  Amy,網管,8
OUTLOOK 移轉,網管,8
公出需求,網管,8
遠端速度太慢  附件存取麻煩,網管,8
已請Brenda Yeh處理.,網管,8
換部門之後 簽核流程還停在上一個部門的主管  #382-43379,內部資訊系統,7
QDSM借用歸還device，Mail無法收到通知,R&D資訊系統,3
上傳device excel file到QDSM的時候出現錯誤訊息,R&D資訊系統,3
無法查看SIT3/SIT4 Device List,R&D資訊系統,3
前一陣子開始，設備歸還時，並無收到系統發出的MAIL，只有在一開始借出時才有收到系統發出的MAIL。,R&D資訊系統,3
放行單跟資產外帶證系統，系統跑不出來。  EXT:10556,BPM平台系統,0
#11025  南棟1樓警衛的資產外帶系統無法開啟,BPM平台系統,0
382#47940   開放外帶證管理權限,BPM平台系統,0
填完表單，按下submit的時候出現error,BPM平台系統,0
BPM / 非標單 - 完成簽核， 無法抽單,BPM平台系統,0
"在填寫完之後, BU 這個欄位的資料跑掉, 所以帶出的簽核者為非本BU 的人, 請盡快幫忙處理, 目前已經卡在海關",BPM平台系統,0
user 表示 想撈SAP 2012 6 月前的資料 但現在已經無法撈到 是否有方法可以做,SAP-168(QCI),4
"想詢問, SAP安裝步驟   TEL:18515",SAP-168(QCI),4
sap登入介面異常，只有正常1/4畫面,SAP-168(QCI),4
"無法登入SAP,  顯示正在啓動, 但一直沒有登入畫面",SAP-168(QCI),4
"總經理室經管組反應SAP處理速度極慢,USER表示每到月初就會如此,煩請相關同仁協助處理",SAP-168(QCI),4
使用者排的Job一直被刪除，麻煩你幫忙看看，今天此Job務必要執行完畢，謝謝!!,SAP-168(QCI),4
分機:  13140  無法開啟CITRIX,SAP-168(QCI),4
Thermal 過熱，會自動關機.,網管,8
早上網路異常，有來MIS重新設定從工號切換成資產編號後，網路磁碟不能連本機電腦,網管,8
廣達研究院課程無法觀看,網管,8
"三月分開始開機時出現如下的畫面, 無法正常開機(已發生三次)  ,  今早又出現此現象,請幫我安排人員, 我馬上把電腦帶過去確認, 謝謝.  A problem has been detected and windows has been shut down to prevent damage to your computer.  ...........................................................................................................................................  ...............................................................................................................  Technical information :  *** stop: 0x0000004F",網管,8
QCMC 出差同仁 C. C. Huang (黃建智) 的工作機無法進入Win7 OS. 系統無法自動修復. QCMC MIS 同仁只有重灌OS 的方法.  希望桃園MIS 可以幫忙. 3Q~  聯絡方式: 699482 (QCMC MVPN),網管,8
"已連上Staff wifi, 但是仍聯無法網路, 請幫忙協助處理問題, 謝謝",網管,8
EXCEL 跑函數、關檔案速度越來越慢，卡很久,網管,8
"Windows lock 輸入密碼無法進入系統, 且會顯示""伺服器上的安全資料庫沒有此工作站信任關係的電腦帳戶!""",網管,8
"MS EXCEL 格式會亂掉!!   儲存完檔案後 , 問題還是一樣會出現!!!  請幫忙!!",網管,8
無法 Booking 雲端 meeting room.   請盡快幫忙解決,網管,8
"部門有一台電腦要來做為source code control 的 Git Server, 請問如何能夠透過Quanat 的網域access 到這台server?( 目前這台電腦是無法登入到Quanta 網域)",網管,8
"你好 我在使用 ,員工服務專區 的會議室管理系統, 在預約會議室的時候 都會出現下列問題  這是哪邊出問題??      ''/GAMS'' 應用程式中發生伺服器錯誤。  --------------------------------------------------------------------------------    並未將物件參考設定為物件的執行個體   描述: 在執行目前 Web 要求的過程中發生未處理的例外情形。請檢閱堆疊追蹤以取得錯誤的詳細資訊，以及在程式碼中產生的位置。     例外詳細資訊: System.NullReferenceException: 並未將物件參考設定為物件的執行個體    原始程式錯誤:       行 598:     arrSign = (ArrayList)Session[""arrSign""];  行 599:     行 600:     if(arrSign[this.ddlConferenceRoom.SelectedIndex].ToString() == ""Y"")  行 601:     {  行 602:      this.lblSignNotice.Visible = true;       原始程式檔: c:\Inetpub\Wwwroot\GAMS\Program\GAMS_CR\GAMS_CR_SelectOneFreeTime.aspx.cs    行: 600     堆疊追蹤:       [NullReferenceException: 並未將物件參考設定為物件的執行個體]     GAMS_CR.Program.GAMS_CR.GAMS_CR_SelectOneFreeTime.lblCheckSign() in c:\Inetpub\Wwwroot\GAMS\Program\GAMS_CR\GAMS_CR_SelectOneFreeTime.aspx.cs:600     GAMS_CR.Program.GAMS_CR.GAMS_CR_SelectOneFreeTime.ddlConferenceRoom_SelectedIndexChanged(Object sender, EventArgs e) in c:\Inetpub\Wwwroot\GAMS\Program\GAMS_CR\GAMS_CR_SelectOneFreeTime.aspx.cs:587     System.Web.UI.WebControls.ListControl.OnSelectedIndexChanged(EventArgs e) +105     System.Web.UI.WebControls.DropDownList.RaisePostDataChangedEvent() +134     System.Web.UI.WebControls.DropDownList.System.Web.UI.IPostBackDataHandler.RaisePostDataChangedEvent() +7     System.Web.UI.Page.RaiseChangedEvents() +117     System.Web.UI.Page.ProcessRequestMain(Boolean includeStagesBeforeAsyncPoint, Boolean includeStagesAfterAsyncPoint) +1646           --------------------------------------------------------------------------------  版本資訊: Microsoft .NET Framework 版本:2.0.50727.1873; ASP.NET 版本:2.0.50727.1433",網管,8
無法連上CCBU Portal Service,網管,8
使用IE連公司的首頁會被導到這個網址 http://nfdnserror17.wo.com.cn:8080/issueunziped/lianghui20180301/index.html?sf=&UserUrl=myquanta&loc=&type=pc&url=http%3A%2F%2Fmyquanta%2Fdefault.aspx&protocol=HTTP/1.1&method=GET&pageCode=lianghui20180301&unuse=unuse,網管,8
"Pro-E (有申請)   使用到一半  忽然 License Lost  , 許多同事也是如此, 請幫忙",網管,8
一直跳出安全性,網管,8
10.241.151.13 SEVER對外網路不通。,網管,8
.,網管,8
"上星期五開始, 網路連線符號出現驚嘆號,  連結BPM和PDM 不順, 每次開機會出現""可能需要其他的登入資訊"",",網管,8
"BPM無法連線, 但其他網站正常  可能是DNS有問題?",網管,8
無法連至NB4的Server，聯絡電話385-621163,網管,8
"無法連線到QCI廠區電波暗室控制電腦, 那台電腦的名稱是pdc754lab  那台電腦可以發出email, 所以網路是通的.",網管,8
無法下載文件,網管,8
Supplier''s web can''t link www.speed.tech.com.tw  ext 18048,網管,8
#12335,網管,8
公司公告和薪資信件打不開 Server Error in ''/Certification'' Application.,網管,8
使用者反應登入客戶網站輸入資料發生問題 請協助處理,網管,8
目前P61B project需要透過SSH連線至客人的server。 server現在有white list IP設定，需要知道我們的IP。 我們是用廣達的VM連過去的(IP 10.242.112.88)，請問VM有固定的public連外IP嗎？,網管,8
user無法連到bpm伺服器。,網管,8
無法連線到MyQunata且無法連線到Https://plmapp.apple.com/agile。#15455,網管,8
加密郵件打不開,網管,8
"工作機帶回家,無法使用SSLVPN 連到公司內網",網管,8
出現正在更新資訊XXXXX訊息,網管,8
您好，我們有project使用MTK平台，MTK部份文件使用trustview加密。 原本在去年還能正常連上trustview server https://trv.mediatek.com:9443/tvud/rd 最近發現都連不上了。請問是否為公司檔掉了？ 謝謝。,網管,8
訪客網路很慢。MVPN: #211146,網管,8
使用者反應申請訪客網路，現在客戶無法使用，請協助處理,網管,8
帳號: 160315058 無法連線,網管,8
駐廠客人網路不通,網管,8
"401會議室有客戶目前無法上網,沒有login畫面可否盡快請人過去協助  聯絡分機12002",網管,8
HP 客人 網路不通,網管,8
訪客網路無法使用。有客戶急著使用。分機：12002,網管,8
Android手機，無法使用guest帳號登入,網管,8
客戶帳號0116110 目前無法登入#15514,網管,8
"客人以在廣達開會，但連不上網路  序號 公司 姓名 開始日期 結束日期 目的 申請帳號/卡號 無線網路帳號 無線網路密碼  1  ACER  翁偉航Leo Weng  2015/1/28 上午 12:00:00  2015/4/29 上午 12:00:00  PM-Tashigi&Kaku_BA(ZYLB&ZYLC), Magellan_BA (Z8AD), Garp_BA(ZHKD) 1501230002  150127016  9pdQSwQG",網管,8
訪客網路如何申請,網管,8
客戶無法連上網路。#15361,網管,8
"User反應申請訪客網路,但無法使用,訪客今天下午會到,請協助處理.  #17909",網管,8
JRE8 無法安裝 安裝完畢還是顯示無安裝  無法使用Agile   料號沒辦法申請沒辦法串BOM,R&D資訊系統,3
PLM 系統無法安裝,R&D資訊系統,3
PLM 無法使用,R&D資訊系統,3
"目前電腦裡面沒有Java,照著SOP安裝之後,在開始的選單當中沒有Java,所以沒辦法設定  工作上需要使用Agile Java版本",R&D資訊系統,3
#16218  PLM登入不進去,R&D資訊系統,3
"user輸入客戶資料,但是關務那告知並沒有看到user輸入的資料",SAP-168(QCI),4
"user使用ZV05要查價,會出現錯誤訊息,請協助其處理,分機5710",SAP-168(QCI),4
"user在跑ZV33程式時,發現權限被取消了,無法進入",SAP-168(QCI),4
"user反應說COST CENTER有問題,請與分機2619連絡",SAP-168(QCI),4
#11135,網管,8
QCO無法登入,網管,8
登入時會卡住無法進入桌面   分機:11135,網管,8
QCO04一直停在設定遠端工作階段,網管,8
今天只有用一台電腦無線連線，卻顯示不能同時兩台電腦連線，需幫忙踢掉一台,網管,8
"從有線網路切換到無線網路之後就無法再登入了, 卡住...  #11663",網管,8
#11663  QCO連不上,網管,8
"目前在重慶出差, 登入雲端後, 因畫面反應過慢, 一直無法正常作業, 請OCS 連絡",網管,8
"雲端登入卡在""請等侯 System Event Notification Service...""這個畫面  可以快速幫我解決嗎？  因為我目前人在重慶正在跟客人開siff off的會！  需要馬上用到mail！  謝謝",網管,8
網路不通#216956,網管,8
#13971,網管,8
LAN 認證失敗,網管,8
分機13971,網管,8
一直要求輸入密碼  分機:387-10388,網管,8
南棟.網孔C580.網路不通,網管,8
無法使用網路,網管,8
使用者連不到基地台，請利用手機0933827806與使用者聯繫,網管,8
12822  人在新竹要連QSMC連不到,網管,8
無線網路不通,網管,8
更改密碼後無法登入,網管,8
"無線網路 重新設定後, 只能用訪客身分連線",網管,8
user反應無線網路不通，請幫忙處理，謝謝!,網管,8
電腦無法上網,網管,8
"user 反應從舊的lab 搬到新的lab 網路孔不知道哪幾個是可以對外的IP(之前有設定), 再請協助  #15753",網管,8
"網路孔不同,孔號:   BC4-01  #15753",網管,8
"網孔不通(PD19),電話及網路都不能使用",網管,8
分機15753 南棟5樓 內部一台server網路不通,網管,8
user 無法登入  #15830,SAP-2X8(QSMC),5
SAP無法使用，ext 17613,SAP-2X8(QSMC),5
SAP 無法登入,SAP-2X8(QSMC),5
無法logon SAP,SAP-2X8(QSMC),5
SAP 2X6無法登入,SAP-2X8(QSMC),5
使用者帳號被鎖住無法登入 請協助處理,SAP-2X8(QSMC),5
User 無法登入268系統,SAP-2X8(QSMC),5
"user反應無法連到SAP-268(192.168.28.71),並表示他們有一位同仁出差到大陸去也無法連上SAP-268",SAP-2X8(QSMC),5
"登入SAP後點218子選單, 結果又跳回至主頁面中",SAP-2X8(QSMC),5
CSAP30.33 進不去    #17009,SAP-2X8(QSMC),5
在sap系統，若是輸入工號為8開頭的就正常，但9開頭的就會找不到工號,SAP-2X8(QSMC),5
Cannot find the SAP form after SAP is upgraded N in 1.,SAP-2X8(QSMC),5
無法登入218,SAP-2X8(QSMC),5
298 無法logon 但其他client可以 請協助處理,SAP-2X8(QSMC),5
變更簽核人員#382-43381,BPM平台系統,0
1. 無法連上/ Install Cisco WebEx Meetings  2. https://oneharman.webex.com/oneharman/j.php?MTID=m5bcaee23e072523832b030f73fa1c552,網管,8
#16243  連入客戶的內部網路，登入帳號密碼，卻無法使用,網管,8
"user 無法進入BPM 系統, 無法解析DNS, 只能用IP 進入系統, #13244",網管,8
分機:17353    問題:無法連上客戶網頁，需要特定port:29418，如需申請設定請告知應如何操作,網管,8
薪資單打不開,網管,8
福委會與PAYEASY有合作，但常接獲同仁反映無法連線PAYEASY。福委分機：15242,網管,8
內部網路都可以使用，唯獨BPM會無法顯示網頁，OCS尚可使用，請協助解決問題  大陸出差中 MVPN: 612761,網管,8
"剛出差回來 ,可連線至myquanta可是點bpm會顯示無法顯示網頁",網管,8
無法連線到某網域。,網管,8
[To Resen]  可以幫我加開tdsb2b.quantatw.com 的8220 port嗎?  internal IP 有4台:   10.243.28.55  10.243.28.56  10.243.28.57  10.243.28.58  是為了連到客人的URL如下。  http://b2btest.asus.com:8220/invoke/wm.EDIINT/receive  http://b2b.asus.com:8220/invoke/wm.EDIINT/receive,網管,8
請幫忙確認B2B server : ofb2b01(10.243.29.136/  203.75.58.18) 可以通過防火牆連到客人B2B URL ，目前測試不行  http://b2btest.asus.com:8220/invoke/wm.EDIINT/receive    PS. 網路設定可參考 osvr30 (10.243.29.130) ，這台目前測試OK,網管,8
請幫忙確認B2B server : ofb2b01(10.243.29.136/ 203.75.58.18) 可以通過防火牆連到客人B2B URL ，目前測試不行   https://test.gedi.toshiba.co.jp/AS2   http://gistest.toshiba-teg.com:8888/b2bhttp/inbound/as2     PS. 網路設定可參考 osvr30 (10.243.29.130) ，這台目前測試OK,網管,8
請幫忙確認ofsvr35 可以連到客人網址，如下。謝謝!  https://edi2.sword.dbschenker.com:6383/Quanta_Prod,網管,8
[B2B][MON][Production] 由於客人換IP和URL請幫忙確認，我們是否從ofsvr35連到新的 IP & URL 收送資料。謝謝。    Production URL: http://messaging.tomtom.com:7004  Outbound IP address: 185.33.164.37,網管,8
客人反映從IP : 159.119.230.25  無法連到我們的server : ofb2b01 (203.75.58.18) ，是否可以幫忙確認防火牆是否有擋下客人的連線，謝謝。  我們提供給客人連線的URL是 https://ofb2b01.quantatw.com/QCI_as2/BTSHTTPReceive.dll 通過443 port。,網管,8
"Hi MIS, 請幫忙設定Ubuntu server ""10.243.28.10"" 加入Quanta 網域，使其可以藉由proxy對外連上Internet",網管,8
[B2B][MON] 可不可以幫忙確認ofb2b01送出的封包是否有通過防火牆連線到客人的URL: http://messaging.qas.tomtom.com:7004/  需要釐清是客人的問題還是我們連線沒有出防火牆。謝謝。,網管,8
使用者反應無法連至XR910-Server 請協助處理,網管,8
quanta加密信件無法開啟。,網管,8
"使用者目前在美國出差, 希望能登入QCO但會顯示權限不足, 請協助處理!  因電話聯絡不便, 可使用email方式告知設定方式:   email: Dino.Hsu@quantatw.com",網管,8
QCO無法連線 分機12403,網管,8
#15471  QCO 無法登入,網管,8
部門代碼更換 兩張delivery的cost center有誤 請協助處理,SAP-168(QCI),4
"新增customer data,但不知道sale org...系統晶片實驗室 分機12042  手機0935260151",SAP-168(QCI),4
批次開啟資料有問題 #16327,SAP-168(QCI),4
SAP的備案資料查不到 #13808,SAP-168(QCI),4
"We need to create CR in 168, please help advise w/c billing document # we need to put on the blank space",SAP-168(QCI),4
168 Delivery 的COST CENTER需要更正.分機25717(QSMC),SAP-168(QCI),4
User would like to set up trading partner in SAP but don''t know what information is needed.,SAP-168(QCI),4
部門代碼4S101更改4S301,SAP-168(QCI),4
USER在maintain價格時 顯示被block住 請與分機3497連絡,SAP-168(QCI),4
已請Brenda Yeh 處理.,網管,8
工作內容不適合使用QCO 麻煩了!!,網管,8
工作需求。  Amy,網管,8
無需求,網管,8
使用本機 outlook .,網管,8
使用上PST檔案一直有損壞的問題,網管,8
Outlook無法收郵件,網管,8
QCO 使用影響到工作效率，故申請權限移除,網管,8
使用上不方便，影響作業效率,網管,8
找不到特定的共用路徑 #13859,網管,8
"您好,    我是工號 10606046 分機16641 的呂彥璋，公司電腦因為沒有更改密碼，需要MIS提供協助，謝謝！",網管,8
"10609033   MacBook 的bootcamp Win10 出現  無法載入作業系統""\windows\system32\config\system\ ""  錯誤碼 0xc0000017,   需要復原.",網管,8
使用手機發信無法正常發送，想了解問題為何 #12681,網管,8
電腦無法切換工作視窗。如欲切換SAP，需將EXCEL視窗縮小，無法直接點選桌面的工作列,網管,8
廣達菁英學校裡的課程無法正常播放教學影片,網管,8
小米手機只要變更密碼就會無法使用內建outlook(已確定帳號密碼都是輸入正確)  人出差需撥桌機(15631)會自動轉換  或是大陸分機825610608,網管,8
POWER POINT.DLL遺失 (明天出差)  #13892,網管,8
"開啟IE會一直跳出停止回應, 完全沒辦法使用IE,  #17625",網管,8
"My notebook''s internet browsers, both IE & Chrome, are extreme slow or crashed when I open it. 上週至QSMC出差時發生，懷疑是瀏覽器被Hijack",網管,8
電腦超慢,網管,8
您好，我忘記雲端的密碼，請問要如何重新設定？ 我的工號：10405059 VPN: 18241,網管,8
"無法開啟BOS java 程式, 連結http://pdmagile01/program/BOS/BOS.jnlp  會出現  ""Could not vreate the Java virtual machine""",網管,8
"PLMPDM  系統 在使用search 找元件, 且在點元件到要看內容的過程中. 開啟時都會的很慢.  是否能改善, 不然會花太多時間在等待.",網管,8
移除筆電windows帳戶,網管,8
#17571  有客人來，想借螢幕  還請幫忙處理 感謝。,網管,8
分機: 15833  問題: QES頁面無法進入，一直要求輸入帳號密碼。,內部資訊系統,7
"[問題描述:] Step 1. 進廣達菁英學校選任一課程 Step 2. 當點選 [播放] 課程影片時,會有錯誤訊息如下, 且無法撥放投影片。] ********************************** 伺服器錯誤 404 - 找不到檔案或目錄。 您要尋找的資源可能已移除、名稱已變更，或暫時無法使用。",內部資訊系統,7
"# 18160, 跳出輸入帳密的視窗，輸入後仍無法登入使用",內部資訊系統,7
廣達菁英學校無法報名  課程名稱:直流電源濾波器課程  ext: 15567,內部資訊系統,7
無法播放影片,內部資訊系統,7
操作時一直出現該帳戶已過期之錯誤訊息 #16855,內部資訊系統,7
從昨晚開始就無法連結廣達精英學校,內部資訊系統,7
分機: 15206  課程無法撥放，問券無法填,內部資訊系統,7
無法觀看線上課程，windows media player找不到檔案,內部資訊系統,7
分機: 16388  問題: QEX畫面無法登入,內部資訊系統,7
線上課程無法播放  ext:18368,內部資訊系統,7
廣達學院出院缺少元件錯誤，無法進行課程。分機：15306,內部資訊系統,7
user重新upload後就無法登入SAP,SAP-168(QCI),4
SAP無去登入,SAP-168(QCI),4
report跑很久出不來,SAP-168(QCI),4
User反應無法登入168.268.318，請幫忙處理，謝謝！,SAP-168(QCI),4
無法登入SAP,SAP-168(QCI),4
"user反映說SAP無法登入,會出現錯誤訊息",SAP-168(QCI),4
無法logon SAP,SAP-168(QCI),4
登入時跳出錯誤訊息。,SAP-168(QCI),4
在168中無法使用transaction code,SAP-168(QCI),4
Please help to install SAP,SAP-168(QCI),4
無法登入168系統,SAP-168(QCI),4
user 反應無法login SAP 分機#11665,SAP-168(QCI),4
下午就無法連結,SAP-168(QCI),4
"user來電詢問SAP Server的連線位置,已協助處理",SAP-168(QCI),4
已update sap ini但仍無法登入.分機:3132,SAP-168(QCI),4
"client168,使用者sap 無法logon 請協助處理 分機:3132",SAP-168(QCI),4
有下面兩件事想詢問:  1. 是否可以在QCO 安裝filezilla client  2. 如何從家裡/或遠端連回安裝linux OS的工作機,網管,8
#13259  想在QCO上使用pdf creator,網管,8
分機:13254,網管,8
#15766  顯示沒有使用桌面的權限,網管,8
當機了~無法登出 ~ 目前急需處裡信件~謝謝!!,網管,8
Issue: 連線QCO之後，系統顯示無音訊裝置，無法聽到聲音 Device: MacBook Pro MacOS 10.13.6,網管,8
登入後顯示裝置未就緒,網管,8
