,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
2286,"QCO,信箱,死機,16353",8,8,1,"[0.14151531 0.08823116 0.03157466 0.2388241  0.06081711 0.01167886
 0.02871565 0.02884246 0.3113161  0.00507118 0.041026   0.01238745]"
18773,"使用,反應,系統,操作,相當,緩慢,無法,正常,執行,聯絡,方式,382,72344,請,協助,處理",0,0,1,"[0.72063303 0.15399157 0.00599853 0.01521954 0.00962817 0.01995906
 0.01745553 0.00796883 0.02943511 0.0035675  0.0101287  0.00601438]"
17436,"分機,12208,雲端,outlook,無法,使用",3,3,1,"[0.02433536 0.28569585 0.00875111 0.3072894  0.07179024 0.01124727
 0.15157622 0.00800879 0.00891497 0.00568581 0.01015831 0.10654671]"
12432,"User,反應,使用,Android,系統,設定,收,公司,信件,發生,漏信,情況,請,協助,處理",3,3,0,"[0.10234861 0.0808781  0.05450891 0.24950175 0.09320952 0.0201236
 0.04532165 0.04351821 0.21172725 0.01365252 0.05914233 0.02606749]"
8807,"密碼,遺忘,煩請,重新,設定,382,12770",8,8,3,"[0.0217137  0.02280538 0.03534853 0.3644429  0.0764258  0.00422523
 0.01528151 0.02273592 0.38714507 0.0034575  0.03706928 0.00934913]"
8760,"雲端,outlook,打不開",1,1,0,"[0.04192021 0.5615819  0.00334306 0.12006827 0.03415855 0.01104569
 0.1343394  0.00401699 0.00441585 0.0030838  0.00479207 0.0772342 ]"
14189,"無法,進,ｍ,ｙ,ｑ,ｕ,ａ,ｎ,ｔ,ａ",3,3,8,"[0.03931606 0.05835336 0.03196061 0.4386152  0.08750743 0.00686491
 0.0311692  0.02367709 0.22530514 0.00442374 0.03557927 0.01722798]"
7161,"無法,收發,mail",3,3,0,"[9.76530893e-04 1.18398769e-02 4.21659229e-03 8.64876807e-01
 5.91673851e-02 4.73250548e-04 1.18567180e-02 2.46458594e-03
 2.64881160e-02 4.46196907e-04 4.54505580e-03 1.26488125e-02]"
32376,"特定,網頁,無法,開啟",0,0,10,"[0.3959137  0.189768   0.02005465 0.11109471 0.03941858 0.02246402
 0.04225062 0.02280823 0.10396574 0.00679848 0.0291462  0.0163171 ]"
16181,"有線,不通,網孔,PQ05,A413,13860",3,3,8,"[1.8702789e-03 1.0146740e-02 7.6575759e-03 7.9290694e-01 6.3152224e-02
 6.0474011e-04 8.9655193e-03 4.3713120e-03 9.3381144e-02 5.4944924e-04
 8.2796281e-03 8.1144115e-03]"
6148,"無法,開啟,薪資,信件,12051",3,3,0,"[0.1208467  0.1822543  0.02907546 0.30312055 0.08128141 0.01816989
 0.07173274 0.02676915 0.08882193 0.00849784 0.03440219 0.03502776]"
20340,"南棟,S307,會議室,附近,無線,網路,Staff,很慢,,,斷線,,,麻煩,有空,幫忙,檢測,一下,,,謝謝",1,1,8,"[0.23694211 0.643758   0.00209914 0.02564549 0.00984058 0.01247285
 0.03919017 0.00352391 0.00786299 0.00141054 0.00359974 0.01365447]"
19377,"user,ip,phone,分機,17385,outlook,資料,分機,顯示,17835,麻煩,協助,修改",8,8,3,"[0.20302282 0.07797454 0.04391736 0.1476729  0.05901369 0.01978995
 0.02916881 0.0396764  0.30170238 0.00989801 0.0545213  0.01364189]"
11940,"昨天,電腦,重灌,後,無法,開啟,word,PDF,12519",8,8,3,"[8.5369794e-04 1.3328191e-04 5.8777155e-03 8.9097964e-03 3.0376031e-03
 1.2733090e-04 1.0402223e-04 2.9354587e-03 9.7195286e-01 1.4443006e-04
 5.8608563e-03 6.2901141e-05]"
17398,"工作,使用,本機,方便",3,3,1,"[7.2033267e-04 1.3535767e-02 3.0092595e-03 8.7594038e-01 5.6820210e-02
 4.4170249e-04 1.4448951e-02 1.8277807e-03 1.2734785e-02 4.2188363e-04
 3.2773886e-03 1.6821511e-02]"
5803,"有線,網路,時有時無,無,桌機,請用,Mail,聯絡",3,3,8,"[8.0079830e-04 8.2275756e-03 4.5401882e-03 8.6395258e-01 5.8485359e-02
 3.8933629e-04 8.6635640e-03 2.5511282e-03 3.7511308e-02 3.9168791e-04
 4.8191077e-03 9.6673369e-03]"
20930,"user,反應,使用,wireless,group,WBU,時好時壞,穩定,請,連絡,謝謝",3,3,8,"[0.10743733 0.13997121 0.04039936 0.29129866 0.09579762 0.02190093
 0.07211619 0.03446771 0.09957273 0.01293573 0.04436821 0.03973436]"
5198,"分機,11850",3,3,8,"[0.14746463 0.12337743 0.02884633 0.27413452 0.06587579 0.01303509
 0.03873824 0.02741416 0.22135976 0.00533912 0.03770789 0.01670713]"
21481,"使用,電腦,突然,無法,開機,,,請,協助,處理,17753",1,1,3,"[0.03584024 0.45958498 0.00501122 0.16721961 0.04696588 0.01239569
 0.15369302 0.00545005 0.00558032 0.00440567 0.00665341 0.09719989]"
8891,"電腦,名稱,AN990107851",8,8,3,"[5.8841007e-03 2.0574455e-03 1.5342899e-02 6.9401823e-02 1.6136788e-02
 7.3588936e-04 1.2657584e-03 8.9451028e-03 8.6233431e-01 6.3042896e-04
 1.6571118e-02 6.9426198e-04]"
13991,"已,web,mail,網頁,修改,無法,登入,216073",0,0,3,"[0.60169536 0.26556373 0.00470025 0.02494064 0.01134139 0.01635141
 0.02382009 0.00639825 0.02696285 0.00232703 0.00814597 0.00775307]"
15821,認証,0,0,8,"[0.22812848 0.17245969 0.02361148 0.21763377 0.05529808 0.01599189
 0.04409786 0.02523822 0.16146271 0.00542636 0.0331245  0.01752695]"
4985,"無法,開啟,OUTLOOK,SKYPE,點開,程式,後,數秒,內會,顯示,發生,問題,導致,程式,停止,正常,運作,,,windows,關閉,程式,,,解決,方案,可用將,通知,嘗試,安全,模式,進入,系統,,,點開,程式,後,顯示,找,到,應用,程式,授權,,,修復,嘗試,失敗,取消,,,Office,立即,結束",1,1,0,"[0.04099439 0.28951663 0.01408223 0.18973863 0.07752656 0.02441184
 0.1731451  0.01375467 0.01001106 0.01405543 0.0159595  0.136804  ]"
23356,"ID,0601030005,PW,20060104162624725,訪客,這一,組,帳號,密碼,無法,登入,請,聯絡,0920282396",1,1,8,"[0.23240435 0.6780119  0.00133712 0.01853883 0.00691997 0.00981253
 0.03134615 0.00241168 0.00571264 0.0009117  0.0024101  0.01018311]"
21686,"大陸,出差,,,登入,後,出現,輸入,帳號,密碼,對話,窗,,,請回,mail,sunny,yu,quantacn,com",3,3,8,"[0.01616627 0.07247735 0.01942711 0.60119945 0.10319607 0.00571065
 0.05360349 0.01384692 0.05100045 0.00434152 0.02005256 0.03897819]"
21026,"需要,了解,公司,軟體,安全,規範,,,謝謝",0,0,4,"[0.5407488  0.23185828 0.0095797  0.05101032 0.02083249 0.01994561
 0.0319606  0.01181195 0.0516341  0.00403242 0.01529002 0.01129561]"
12082,"外面,無法,連回,公司,工號,94070413,分機,15043",1,1,2,"[0.05068092 0.52175707 0.00480511 0.13788383 0.03970137 0.0129828
 0.133773   0.00559679 0.00657912 0.00391389 0.00664428 0.07568184]"
22889,"rpmsg,打不開",1,1,0,"[0.04190035 0.50932163 0.00430691 0.15992115 0.0409235  0.01101636
 0.13447306 0.00501183 0.00644071 0.00334641 0.00606994 0.07726822]"
655,"有線,網路,不通",8,8,3,"[1.4590161e-03 3.6726965e-04 7.8603113e-03 2.5507851e-02 6.2891426e-03
 2.0115066e-04 2.6711030e-04 4.0388806e-03 9.4552594e-01 2.0679676e-04
 8.1182122e-03 1.5830033e-04]"
3508,"ORCAD,16.6,突然,無法,使用,重灌,後",3,3,4,"[1.6178874e-03 1.5798258e-02 6.0292375e-03 8.3196104e-01 6.9313914e-02
 7.7376817e-04 1.5625559e-02 3.6138513e-03 3.2091308e-02 7.2675350e-04
 6.3976790e-03 1.6050795e-02]"
6204,"今天,休假,家,VPN,連回,公司,電腦,連不上,12714",3,3,2,"[0.02349266 0.03147    0.03411717 0.43245023 0.08673503 0.00490055
 0.0209175  0.02258444 0.29053098 0.00387396 0.03599265 0.01293489]"
29761,"IE,網頁,無法,連線,跳出,Windows,安全性,要求,輸入,密碼,認證,畫面",8,8,10,"[2.3051212e-03 1.0103232e-03 1.7533537e-02 7.4684858e-02 1.8925576e-02
 5.6209072e-04 1.0045917e-03 9.0346532e-03 8.5653490e-01 7.1148295e-04
 1.6954599e-02 7.3827105e-04]"
24805,"IP,PHONE,無法,使用,PORT,C559",8,8,3,"[5.6056440e-04 9.0820256e-05 5.0438931e-03 8.3093112e-03 2.6808169e-03
 8.8576911e-05 7.7103730e-05 2.3871264e-03 9.7570568e-01 1.0847476e-04
 4.8991144e-03 4.8473419e-05]"
30368,"家,無法,使用,wi,fi,link,無法,上線",3,3,4,"[0.06040178 0.1060916  0.03487714 0.40479738 0.0993753  0.01261434
 0.05743587 0.02744208 0.11912713 0.00786319 0.03775964 0.03221451]"
5304,"User,VPN,設定,有誤,聯絡,方式,0926388118",1,1,8,"[0.11273041 0.665993   0.00280738 0.06995713 0.01945808 0.01097508
 0.06969955 0.00429422 0.00851094 0.00182327 0.00464381 0.02910712]"
14152,AN980100114,0,0,3,"[0.22812848 0.17245969 0.02361148 0.21763377 0.05529808 0.01599189
 0.04409786 0.02523822 0.16146271 0.00542636 0.0331245  0.01752695]"
28263,"OCS,系統,操作,尋問",8,8,3,"[0.03957165 0.01271986 0.02961391 0.11170495 0.03261632 0.00383113
 0.00589043 0.02128152 0.7028979  0.00249068 0.03455307 0.00282853]"
15571,"請,移除,AN990113948",0,0,3,"[8.2782930e-01 1.3020934e-01 1.2618249e-03 4.6135043e-03 2.4985061e-03
 7.2570224e-03 5.7839514e-03 1.9461735e-03 1.3909743e-02 6.0980424e-04
 2.6106611e-03 1.4700874e-03]"
4751,"18633,QCO,outlook,打不開",1,1,0,"[0.03820148 0.51595294 0.00394987 0.1448513  0.03969459 0.0112224
 0.14254944 0.00452954 0.00500074 0.00347385 0.00549169 0.08508209]"
9811,"無法,列印,文件",8,8,3,"[0.04581476 0.02210536 0.03467863 0.1832302  0.04863791 0.00519494
 0.0106346  0.02519161 0.57607824 0.00335415 0.03978917 0.0052904 ]"
28187,"user,電腦桌面,outlook,設定,消失,文件夾,資料,不見",0,0,3,"[0.4802013  0.28353494 0.00926588 0.05714013 0.02270609 0.02083055
 0.03905785 0.01146433 0.04293147 0.00414888 0.01455747 0.01416101]"
27830,"ooutlook,無法,開啟,顯示,超過,登入,時間,錯誤,分機,15055",8,8,0,"[0.13998486 0.0361784  0.04121767 0.10875609 0.04260721 0.01186609
 0.01409468 0.03498342 0.5062638  0.00643827 0.05123817 0.00637134]"
29756,"出現,無法,顯示,網頁",0,0,10,"[0.81855696 0.11473215 0.00242735 0.00754684 0.00410926 0.00962382
 0.00747746 0.00350002 0.02410782 0.0011163  0.00473014 0.0020719 ]"
8628,"網孔,C326",3,3,8,"[0.18018194 0.1433265  0.02740311 0.25010988 0.06272952 0.01478394
 0.04216119 0.02720876 0.19205749 0.00568821 0.03664252 0.01770694]"
1668,16328,0,0,8,"[0.22812848 0.17245969 0.02361148 0.21763377 0.05529808 0.01599189
 0.04409786 0.02523822 0.16146271 0.00542636 0.0331245  0.01752695]"
2231,"無法,上網",3,3,8,"[0.07757297 0.09849125 0.03228498 0.36890605 0.08323287 0.01084565
 0.04206968 0.02711522 0.19464438 0.00571619 0.03819107 0.02092962]"
12522,"欲,更新,FLASH,套件,防毒,軟體,阻擋,分機,17953",0,0,11,"[0.5955781  0.19932923 0.00906956 0.04089069 0.01791047 0.01937411
 0.02668553 0.01127145 0.05208221 0.00387446 0.0146961  0.00923806]"
14734,"詢問,手機,使用,outlook,SOP,11664",1,1,0,"[0.03313355 0.5251591  0.00327775 0.13887239 0.03798861 0.01041357
 0.14544396 0.00382265 0.00395505 0.00316198 0.00465068 0.09012079]"
28965,"升級,LYNC,最新,版本,15488",8,8,6,"[1.3686953e-03 6.2710693e-04 1.0617285e-02 6.6935197e-02 1.3023980e-02
 2.5572802e-04 5.5051659e-04 5.1374896e-03 8.9038801e-01 2.9323890e-04
 1.0423101e-02 3.7968930e-04]"
14144,"雲端,系統,outlook,無法,使用,停留,寄件,備份",3,3,1,"[0.01252725 0.19190235 0.00815724 0.40709162 0.08241984 0.00821928
 0.1424975  0.00694423 0.0072967  0.00522538 0.0091223  0.11859632]"
17954,"人,出差,,,無法,連上,Yahoo",0,0,8,"[0.64970684 0.19112659 0.00655604 0.02918428 0.01310995 0.01664255
 0.02099677 0.00849069 0.0432886  0.00284511 0.01117942 0.0068731 ]"
7486,"outlook,雲端,開啟,收發,,,使用到,一半,突然,無法,開啟,outlook,,,請,協助,查看,Thanks",1,1,0,"[0.11444774 0.6890025  0.00243474 0.04223226 0.01614414 0.01358422
 0.07468028 0.00371704 0.00469028 0.00229155 0.00387325 0.03290193]"
3189,"user,反應,無法,開啟,IE,17869",0,0,10,"[0.40448177 0.16196573 0.0228648  0.10762567 0.04038306 0.0234059
 0.03926624 0.02542243 0.11879777 0.00766549 0.0327337  0.01538737]"
2772,"QCO,Outlook,反應",1,1,0,"[0.06611546 0.38169435 0.00980388 0.25905904 0.05707284 0.01304099
 0.10675555 0.01097225 0.0219952  0.00440773 0.01309784 0.05598484]"
24919,"YF,已,處理",8,8,1,"[0.05409149 0.01598188 0.02810408 0.10826898 0.0313815  0.00434777
 0.00643029 0.02153005 0.69004184 0.00249797 0.03441979 0.00290442]"
30610,"更換,密碼,後,無法,登入,16370",8,8,3,"[0.01137626 0.00942208 0.02860502 0.26735392 0.05320232 0.00211345
 0.00670126 0.01702276 0.5684296  0.00189308 0.02966837 0.00421186]"
2265,"使用,網路,許多,網站,無法,正常,連線,分機,17655",8,8,4,"[1.1007923e-03 1.9045695e-04 6.9149006e-03 1.1981246e-02 3.8925633e-03
 1.6422691e-04 1.4771101e-04 3.4989647e-03 9.6490276e-01 1.8286030e-04
 6.9350693e-03 8.8412809e-05]"
27988,"工作,性質,適合,使用,QCO",3,3,1,"[0.00289985 0.02268696 0.00791835 0.797486   0.07432012 0.00114762
 0.0198246  0.00486001 0.0415913  0.00098603 0.00840838 0.0178707 ]"
30492,"分機,15128",3,3,8,"[0.14746463 0.12337743 0.02884633 0.27413452 0.06587579 0.01303509
 0.03873824 0.02741416 0.22135976 0.00533912 0.03770789 0.01670713]"
624,"本機,系統,嘗試,安裝,Adobe,Flash,Player,16,ActiveX,失敗",1,1,4,"[0.32858875 0.5885096  0.00156093 0.0162927  0.00646597 0.01061105
 0.02575365 0.00272522 0.00791745 0.00093123 0.00279822 0.00784523]"
27008,"user,outlook,收件,問題,,,18383",3,3,0,"[1.2216456e-03 7.8143729e-03 6.3316771e-03 8.1997836e-01 5.9442613e-02
 4.4494713e-04 7.4818465e-03 3.4850906e-03 7.9279281e-02 4.2755902e-04
 6.7638787e-03 7.3287208e-03]"
10406,"lost,客戶,issue,tracking,update,create,notification,email,客戶,希望,IP,加入,信賴,網域,202.248,78.141,202.248,78.140",8,8,0,"[0.02172789 0.0116666  0.04503348 0.1786975  0.05570709 0.0045447
 0.00878622 0.02836524 0.5902793  0.00433925 0.04536077 0.005492  ]"
28528,"Outlook,移回,本機",3,3,1,"[1.1622353e-03 1.9801414e-02 3.7468125e-03 8.5056829e-01 6.2295966e-02
 6.6231011e-04 1.9765701e-02 2.3493913e-03 1.3730291e-02 5.9531163e-04
 4.0880847e-03 2.1234227e-02]"
29998,"管理,資訊,中心,公告,Adobe,Acrobat,reader,漏洞,通知,點,連結,安裝,之後,,,無法,順利,安裝",0,0,3,"[7.3176676e-01 2.3321049e-01 8.6159358e-04 3.2227500e-03 2.1496508e-03
 9.1745909e-03 8.3479332e-03 1.4672388e-03 5.1685655e-03 6.5590232e-04
 1.7305594e-03 2.2439463e-03]"
7748,"PDC,M570,188B2,無,連線",8,8,3,"[6.3593616e-03 1.8233357e-03 1.4663174e-02 5.3360812e-02 1.3492054e-02
 7.2580873e-04 1.0686019e-03 8.6602326e-03 8.8276142e-01 6.0436979e-04
 1.5917672e-02 5.6308380e-04]"
15839,"工號,10201008,分機,16402,問題,使用,雲端,中午,本地,端,ｏ,ｕ,ｔ,ｌ,ｏ,ｏ,ｋ,無法,使用",3,3,1,"[0.00806485 0.0193519  0.02305687 0.5984131  0.09217741 0.00252358
 0.0172527  0.01407807 0.1852211  0.00243471 0.0236356  0.01379011]"
2153,"381,18363,知道,手機,能不能,使用,LYNC",1,1,6,"[0.03833658 0.54060084 0.00348222 0.12670729 0.03644571 0.0112315
 0.14178935 0.00408377 0.00421626 0.00332926 0.00490942 0.08486778]"
24347,"使用,網孔,號碼,PK02,,,A218",3,3,8,"[0.06911679 0.09233464 0.03371924 0.38160405 0.08749638 0.0107594
 0.04275414 0.02752037 0.18762048 0.00607546 0.03891469 0.02208436]"
26546,"16549,網孔,PK08V224",3,3,8,"[0.18018194 0.1433265  0.02740311 0.25010988 0.06272952 0.01478394
 0.04216119 0.02720876 0.19205749 0.00568821 0.03664252 0.01770694]"
12481,"同一,辦公室,無線,網路,不通,staff,請,協助",0,0,8,"[0.6084264  0.17708902 0.00953435 0.04101525 0.01764165 0.01868711
 0.02398404 0.01208972 0.06368804 0.0038206  0.01581465 0.00820919]"
3469,"本機,桌面,東西,不見,無法,存取,檔案,ext,16321",8,8,3,"[0.02242225 0.01548645 0.04436164 0.24075477 0.06641053 0.00473317
 0.01146473 0.02767776 0.5109564  0.00434511 0.04422008 0.00716712]"
3219,"電腦,帳號,密碼,過期,無法,登入,網域,分機,15677",0,0,8,"[0.22202978 0.21348536 0.02633311 0.19813287 0.0637462  0.02389901
 0.0676359  0.02703089 0.0840222  0.00934095 0.03390626 0.0304375 ]"
13416,"OUTLOOK,回應",1,1,0,"[0.02655655 0.41740054 0.00465842 0.21263237 0.05118882 0.01006085
 0.15490755 0.00488841 0.00546676 0.00378972 0.00617948 0.10227057]"
3382,"172.21,139.130,PMC",3,3,8,"[0.07651594 0.27215478 0.01554179 0.3362008  0.06967249 0.01332626
 0.08920363 0.01614075 0.04170014 0.00516027 0.01976075 0.04462248]"
14272,"北棟,2F,網路,印表機,無法,使用,應該,網路,問題,請,幫忙,確認",8,8,3,"[0.0497468  0.04190624 0.04480466 0.28561932 0.08082277 0.00904566
 0.02373169 0.0332399  0.36145476 0.00645871 0.04939492 0.01377454]"
6863,"無法,power,on",0,0,3,"[0.41637668 0.20562646 0.01714763 0.10226385 0.03548733 0.02128731
 0.04066451 0.01990833 0.0946337  0.00580371 0.02554535 0.0152552 ]"
2240,"使用,反應,防毒,軟體,無法,開啟,,,請,協處,ext.12609",0,0,11,"[8.7391418e-01 9.3942799e-02 1.0780130e-03 2.4485744e-03 1.7582453e-03
 7.5412984e-03 4.3736962e-03 1.6563926e-03 9.2756767e-03 6.6612178e-04
 2.2016228e-03 1.1434499e-03]"
27238,"重設,帳號,密碼",0,0,4,"[0.66020024 0.27573618 0.00174909 0.00993331 0.00463055 0.01014171
 0.01304114 0.00275942 0.01396565 0.00088837 0.00339657 0.0035578 ]"
7515,"本機,電腦,網頁,無法,登入,MyQuanta,首頁,,,網頁,正常,連線,15713",8,8,10,"[3.0821951e-03 1.6297309e-03 1.7286839e-02 1.0842460e-01 2.3197170e-02
 6.3954823e-04 1.4255514e-03 9.2249401e-03 8.1586945e-01 7.1022363e-04
 1.7513640e-02 9.9615706e-04]"
29406,"使用,反應,無法,連到,外網,請,協助,處理",0,0,8,"[0.5844731  0.32595363 0.00263953 0.01458397 0.0071284  0.01396629
 0.02039308 0.00394715 0.01444018 0.00151604 0.00474214 0.00621656]"
27565,"outlook,跳出,重新,啟動,訊息,造成,當機,17342",8,8,0,"[0.00354674 0.00420016 0.02060738 0.33554614 0.05169197 0.00090802
 0.00400623 0.01082419 0.54418254 0.00101047 0.02033552 0.00314066]"
31791,"設定,IP,Phone",8,8,3,"[7.47536891e-04 1.42591496e-04 5.39371185e-03 1.24162119e-02
 3.42021231e-03 1.05065403e-04 1.10510933e-04 2.62130261e-03
 9.69441473e-01 1.17347605e-04 5.41763194e-03 6.65050684e-05]"
19067,"無法,連上,外網",3,3,8,"[1.6185946e-03 7.5717475e-03 8.2637630e-03 7.6654083e-01 6.1544549e-02
 5.2230631e-04 7.0147426e-03 4.5099258e-03 1.2669930e-01 5.0223555e-04
 8.7419813e-03 6.4700507e-03]"
20244,"16783,Android,手機,設定,收,公司,信,遇到,憑證,相關,問題,android,版本,以上",8,8,0,"[9.7728393e-04 1.5837784e-04 7.0372904e-03 9.8571237e-03 3.5775646e-03
 1.6508393e-04 1.3114617e-04 3.5629543e-03 9.6727139e-01 1.9549891e-04
 6.9839275e-03 8.2348430e-05]"
11644,17611,0,0,8,"[0.22812848 0.17245969 0.02361148 0.21763377 0.05529808 0.01599189
 0.04409786 0.02523822 0.16146271 0.00542636 0.0331245  0.01752695]"
28035,"無法,顯示,分機,17437,ps,星期一,報到,新人,晚上,收到,中華,電信,簡訊,通知,mvpn",0,0,6,"[0.7188089  0.16966711 0.00472042 0.01567913 0.00878036 0.01650061
 0.01649024 0.00630651 0.02687694 0.00256382 0.00822496 0.00538103]"
27252,"新建,Outlook,PST,裡面,郵件,搬過去,後,發覺,原有,PST,檔案,大小,變小",1,1,0,"[0.05247998 0.6380944  0.00252401 0.07838761 0.02527575 0.01132519
 0.11603457 0.00334602 0.00349934 0.00261969 0.00381184 0.06260157]"
14739,"法務,寄信,收到,請,mis,確認,幫忙,撈信,65628",1,1,0,"[2.02242270e-01 7.32631862e-01 7.38975010e-04 1.29939765e-02
 4.62814374e-03 7.10417284e-03 2.49418076e-02 1.48147007e-03
 3.62455519e-03 5.35792031e-04 1.42942462e-03 7.64759909e-03]"
388,Q96091004,0,0,3,"[0.22812848 0.17245969 0.02361148 0.21763377 0.05529808 0.01599189
 0.04409786 0.02523822 0.16146271 0.00542636 0.0331245  0.01752695]"
28324,"日前,作業,系統,容易,出現,死當,經多次,重新,啟用,後,目前,有線,網路,皆,無法,使用,網路,孔接,桌機,使用,正常,分機,18219",8,8,3,"[0.01595496 0.00448143 0.03650302 0.06420658 0.02717707 0.00322758
 0.00340555 0.02404763 0.77742624 0.00325768 0.03823705 0.00207521]"
22854,"FTP,到期",3,3,7,"[7.0989958e-04 1.6103135e-02 2.6416751e-03 8.7235796e-01 5.6275066e-02
 4.6836108e-04 1.7126678e-02 1.6545865e-03 9.1666682e-03 4.3563373e-04
 2.9104813e-03 2.0149883e-02]"
11007,"上次,送修,之後,,,光碟機,系統,消失,無法,存取,分機,15650",1,1,3,"[0.03521308 0.43340454 0.00576857 0.17506146 0.05063379 0.01319301
 0.15954593 0.0060169  0.00577561 0.00505076 0.00735516 0.10298122]"
27883,"user,電腦,CN,網域,VPN,回,qsmc,部門,位子,連不到,guest,access,page,剛剛,有來,MIS,連的,請,協助,處理",0,0,8,"[0.30435297 0.09628091 0.04168814 0.10276752 0.050545   0.02873127
 0.03345601 0.04215277 0.21660036 0.01333017 0.05462385 0.01547101]"
12564,17062,0,0,8,"[0.22812848 0.17245969 0.02361148 0.21763377 0.05529808 0.01599189
 0.04409786 0.02523822 0.16146271 0.00542636 0.0331245  0.01752695]"
762,"轉回,本機",3,3,1,"[9.8999066e-04 1.2870574e-02 3.8419107e-03 8.6874402e-01 5.6902520e-02
 4.6207270e-04 1.2311572e-02 2.2965623e-03 2.4128797e-02 4.1597270e-04
 4.2307195e-03 1.2805258e-02]"
19451,"換了,新,工作,機,,,舊機,取消,網域,登入,方式,,,變,單機,作業,,,詢問,操作,方法",0,0,3,"[0.6022885  0.16749062 0.01182066 0.03904152 0.01963987 0.02342651
 0.02686185 0.01453554 0.0608134  0.00547914 0.01869306 0.00990939]"
4143,"30,過後,寄信,收不到,信,,,出現,無法,升級,officeScan,代理,程式",3,3,8,"[0.01433289 0.01692999 0.03806446 0.3821004  0.08387686 0.00381263
 0.01413948 0.02309193 0.37228724 0.00377366 0.03757609 0.0100144 ]"
14829,"欲,進入,客戶,網頁,,,進不去,,,客戶,線上,15950",1,1,8,"[0.02918715 0.3889436  0.00604058 0.21653767 0.05633945 0.01182203
 0.15931207 0.00613938 0.00638261 0.00487275 0.00766511 0.10675769]"
8121,"無法,預覽,郵件,內容",1,1,0,"[0.07773458 0.75029314 0.00133315 0.04179335 0.01299406 0.00847878
 0.06884383 0.00215359 0.00311937 0.00123934 0.00229138 0.02972552]"
6562,"User,工號,99071216,遠端,桌面,閘道,伺服器,頻證,已,到期,,,電腦,無法,連線到,遠端,電腦,,,請,聯絡,網路,系統,管理員",8,8,1,"[0.01662208 0.0045991  0.03308081 0.06517319 0.02568422 0.00293139
 0.00320161 0.02170264 0.78715163 0.00273907 0.03522654 0.00188781]"
5683,"更新,之後,無法,使用",1,1,0,"[0.03547062 0.5640522  0.0028205  0.11688288 0.03336048 0.01032722
 0.13914743 0.00342153 0.0034233  0.00288453 0.00408978 0.08411949]"
25258,"windows,系統,無法,開啟,應用,程式,分機,11828",8,8,3,"[0.01837931 0.00721193 0.03606192 0.11719389 0.03730952 0.00309627
 0.00495721 0.02227742 0.71091115 0.00282937 0.03688231 0.00288974]"
4877,"無法,更新,電腦,密碼,人,杭州,出差,請,撥,18811083566",1,1,3,"[0.19598256 0.6831892  0.001767   0.03089108 0.00995029 0.01004627
 0.0395268  0.00305176 0.00770778 0.00109488 0.00315122 0.01364104]"
13577,"雲端,outlook,移回,本機,使用",3,3,0,"[0.00141125 0.02942934 0.00388778 0.8136049  0.06858301 0.0009928
 0.03109458 0.00261357 0.0089935  0.00089836 0.00424413 0.03424685]"
12292,"13902,無法,開啟,加密,文件",8,8,0,"[5.8581210e-03 1.3399662e-03 1.5338970e-02 3.7540074e-02 1.1429112e-02
 7.2901486e-04 8.5159630e-04 8.8557489e-03 9.0080887e-01 6.6155859e-04
 1.6125079e-02 4.6183472e-04]"
18751,"郵件,要求,輸入,帳號,密碼,13531",1,1,0,"[0.078679   0.7619034  0.0011805  0.0366874  0.01177672 0.0082543
 0.06561425 0.00194237 0.00273584 0.00114703 0.00204896 0.02803028]"
2201,"移除,帳戶,Q99120107",0,0,3,"[8.0455041e-01 1.4925857e-01 1.3720618e-03 5.5080648e-03 2.8625391e-03
 7.7250353e-03 6.7384546e-03 2.1171754e-03 1.4666412e-02 6.5448380e-04
 2.8142063e-03 1.7325790e-03]"
12430,"雲端,outlook,無法,收發,郵件,點擊,收件,出現,伺服器,無法,使用,錯誤,訊息",3,3,0,"[0.00180518 0.01752412 0.00699254 0.8154818  0.07685266 0.00099586
 0.01889041 0.00422259 0.02879623 0.00099819 0.00723648 0.02020398]"
26964,"User,s,network,is,still,not,working",1,1,8,"[0.02894533 0.45622945 0.00421938 0.169328   0.04628956 0.01114093
 0.15946236 0.00457177 0.00436422 0.00400691 0.00565247 0.10578961]"
18541,"更換,位置,後,,,新,位置,桌上,電話,無法,使用,網路,孔,PM04,A268",8,8,4,"[1.6138534e-03 3.6684785e-04 1.1852862e-02 2.2043264e-02 7.5357975e-03
 3.2819674e-04 3.3565785e-04 6.0466779e-03 9.3783408e-01 4.1006407e-04
 1.1408553e-02 2.2408346e-04]"
4970,"Outlook,無,郵件,回收,功能,請,協助,處理",1,1,0,"[1.5932214e-01 7.6001203e-01 8.1483630e-04 1.7332569e-02 5.8435057e-03
 7.2317496e-03 3.1730343e-02 1.5912533e-03 3.4542901e-03 6.2755070e-04
 1.5555102e-03 1.0484220e-02]"
6202,"hi,你好,,,outlook,目前,停留,藍色,正在,啟動,畫面,中,已,達,20min,嘗試,重,開機,依然,卡在,畫面,,,skype,正常,開啟,使用,,,昨天,下班,前,正常,使用,,,還找,不到,原因,,,再,麻煩,貴,單位,協助,感謝",8,8,0,"[0.02778729 0.01544572 0.06700994 0.16211794 0.07195839 0.0097933
 0.0144474  0.04631004 0.49665463 0.01085438 0.0668579  0.01076302]"
