,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
7869,"使用,BPM,系統,裡的,Customer,Data,表單,資料,原始,資料,不符,情形,需要,修改,相關同仁",,4,資訊系統,1,SAP,[0.12499943 0.08272456 0.08724039 0.02660766 0.67842793]
5704,"工作,需求,使用,google,雲端,硬碟,單機版,功能,裝完,連線",,3,網路,2,其他,[5.2400837e-03 1.6930085e-03 3.0658437e-02 9.6209455e-01 3.1403254e-04]
1583,"無法使用,Agile,使用,網路版",,1,SAP,4,資訊系統,[0.00141949 0.8238772  0.07753158 0.09004609 0.00712564]
1112,"部門,內部,幾位,新進,人員,帳號密碼,SAP,路徑,權限",,2,其他,1,SAP,[0.0010796  0.1211554  0.85545284 0.011589   0.01072315]
5133,"自行,設定,群組,對方,回信,群組,沒辦法,收到",,2,其他,0,Outlook與郵件,[6.1619762e-15 4.1158893e-17 1.0000000e+00 7.6545697e-12 1.4470465e-10]
2764,"員工,服務處,網頁,無法,打開",,0,Outlook與郵件,4,資訊系統,[1.0000000e+00 1.4291274e-21 1.1956452e-08 4.4056740e-18 1.7989815e-12]
4954,"中午,12,offie,scan,彈出,掃描,訊息,電腦,自動,重開,連續,星期,開啟,檔案,全部,關閉,確定,電腦中毒,本週,之前,發生,過這種,狀況",,3,網路,2,其他,[1.6316722e-08 4.1704247e-05 2.7868185e-05 9.9993026e-01 1.4988348e-07]
6331,"VPN,連線,無法使用,公司網域,開啟,軟體,VPN連線,顯示,安裝,軟體,使用,裝完,每次,連線,重複,出現,公司,使用,PROE,需要,License,Lincese,使用,時間,過期,公司網域,VPN連線,無法,正常,借到,Licese",,2,其他,3,網路,[4.6701123e-05 1.0481081e-06 9.9746585e-01 2.1953301e-03 2.9100431e-04]
8784,"chrome,影響,桌面",,1,SAP,2,其他,[3.1015758e-13 9.9999511e-01 4.7377061e-06 9.8262525e-08 9.1545642e-09]
6352,"有用,CAMP,出勤,申報,加班,完成,加班,申請,還送,了二,確定,Trans,it,根本,沒送,請問,這該",,2,其他,4,資訊系統,[1.6181252e-07 4.8784715e-10 9.9999249e-01 6.3804464e-06 9.5809480e-07]
7037,"尹佳,Jia,Yin,核示申請單,簽核,副總,系統,自動,簽核,想問,是否,回滾,重簽,自動,簽核,是否,異常,詳細,問題,聯繫,申請",,2,其他,4,資訊系統,[1.9623936e-12 3.5195977e-14 9.9999964e-01 2.9895492e-08 3.0668650e-07]
8059,"BPM,合約,申請單,無法使用,填寫,送出,後會,fail",,2,其他,4,資訊系統,[1.1297646e-03 9.7861353e-05 9.7317296e-01 1.0883529e-02 1.4715965e-02]
2675,"MIS,回覆,此問,題為,PDM,系統,問題,連接,mail,ECN,相關,網頁,失敗,星期,問題",,0,Outlook與郵件,2,其他,[9.9999964e-01 6.5600278e-18 3.2625351e-07 4.0722590e-14 1.1865771e-09]
7923,"failed,to,change,password,She,doesn,know,what,it,is,and,cannot,login,Quanta,domain,now",,3,網路,2,其他,[9.4801916e-11 1.1441169e-07 1.3919035e-07 9.9999976e-01 6.9326822e-11]
9294,"密碼過期,無法,正常,更改",,1,SAP,2,其他,[1.6386034e-13 9.9999642e-01 3.4066875e-06 1.6796039e-07 1.1936653e-08]
9201,"無線網路,無法收發,email,透過,有線,收信",,4,資訊系統,3,網路,[3.1824840e-08 1.5795102e-06 6.0589628e-05 7.2635786e-04 9.9921143e-01]
2224,"原本,使用,雲端,收發,郵件,申請,使用,機上,outlook,剛剛,突然,無法,正常,收發,郵件,跳出,登入,視窗,輸入,登入帳號,密碼,無法收發,郵件",,2,其他,0,Outlook與郵件,[1.5119277e-11 6.8971284e-14 1.0000000e+00 3.7236614e-10 1.5251134e-09]
6925,"無法登入,雲端,電腦,雲端,資料,無法,下載,電腦,錯誤訊息,顯示,電腦,無法連線,遠端,電腦,web,proxy,伺服器,驗證,若要,允許,透過,web,proxy,伺服器,傳送,未經,驗證,流量,RD,閘道,伺服器,網路,系統管理員",,2,其他,3,網路,[7.9570184e-10 5.7862543e-10 9.9998569e-01 2.5464467e-06 1.1802991e-05]
8163,"遠端,連接,畫面,全黑,無法登入,遠端",,0,Outlook與郵件,3,網路,[9.9999797e-01 3.2414462e-15 2.0131065e-06 2.1157464e-13 1.4070866e-09]
1016,"can,access",,3,網路,1,SAP,[0.03096773 0.14114568 0.26437047 0.5146178  0.04889825]
1352,"使用,手冊,下載,For,Windows,config,zip,工作,機上,Win7,x64,裝完,OpenVPN,windos,x64,檔案,並已,確定,設定檔,成功,寫入,Program,Files,OpenVPN,config,double,click,OpenVPN,icon,出現,以下,錯誤訊息,無法,打開,OpenVPN,程式,有試,過用,Administrato,權限,執行,無法,打開,建立,程序,失敗,exe,program,files,openvpn,quanta,bin,openvpn,exe,cmdline,openvpn,version,dir,program,files,openvpn,quanta,bin",,0,Outlook與郵件,3,網路,[9.9365038e-01 2.6451207e-06 5.5499482e-03 2.1208932e-04 5.8504863e-04]
3934,"開機,出現,Windows,正版,警告",,3,網路,2,其他,[1.7271608e-08 1.3327254e-05 7.3344163e-05 9.9991322e-01 9.4377114e-08]
5191,"網管,專案,需求,Linux,PC,10.243,64.73,連上,網段,git,server,10.242,118.181,port,number,可否,以下,Ethernet,port,滿足,此一,需求,PQ03,A411,Scott,Lee",,0,Outlook與郵件,3,網路,[9.9995852e-01 4.6788606e-12 4.0838939e-05 1.2589304e-09 5.7583401e-07]
9374,"FTP01,無法使用,客人,上傳,資料,希望",,4,資訊系統,2,其他,[0.0231971  0.02759798 0.16204251 0.03387235 0.75329006]
8933,"QPM5,Can,print",,4,資訊系統,1,SAP,[2.3011320e-14 5.5078715e-12 1.4475835e-08 6.0645010e-11 1.0000000e+00]
5117,"Windows,無法開啟,程式,軟體,限制,阻止",,3,網路,0,Outlook與郵件,[8.2881429e-38 2.2437994e-22 1.8681272e-20 1.0000000e+00 2.4479121e-33]
279,"APP71,已經,簽核,電腦,繳交,宜芳,兩天過,報廢,資產,還掛,名下,流程,是否,還欠,步驟",,2,其他,4,資訊系統,[1.1423211e-05 1.9928589e-07 9.9841487e-01 2.8743694e-04 1.2859781e-03]
8731,"用電,腦在,QSMC,無法登入,OCS,email,正常,接收",,3,網路,2,其他,[3.5947846e-06 3.9086221e-03 5.9482851e-04 9.9338114e-01 2.1117732e-03]
3982,"部門,簽核流程,還停,一個,部門,主管",,2,其他,4,資訊系統,[1.6401865e-19 5.4174308e-21 1.0000000e+00 3.8718320e-14 3.9505874e-13]
3347,"連上,公司網路,右下,符號,黃色,驚嘆號,網路,頁面,顯示,需要,註冊,網路,網際網路,服務,提供,ISP",,4,資訊系統,3,網路,[7.8999254e-36 1.1071125e-26 6.6535460e-21 1.7181472e-26 1.0000000e+00]
9175,"PLM,系統,建立,專案,資料,請假,系統,找不到,專案,資訊",,3,網路,4,資訊系統,[7.6939351e-11 5.4126366e-07 1.0639459e-05 9.9998879e-01 3.2192377e-10]
7860,"申請,帳號,似乎,告知,密碼,無法登入",,3,網路,1,SAP,[1.0343666e-25 1.7858508e-15 7.3643247e-14 1.0000000e+00 6.7868657e-23]
7907,"網路,很慢,有線,無線,斷掉",,2,其他,3,網路,[0.00245621 0.00209088 0.5009461  0.00954577 0.48496106]
6988,"OUTLOOK,顯示,執行,電子郵件,應用程式,支援,限制,權限,郵件,Microsoft,Office,2003,更新版,下載,用於,Internet,Explorer,版權,管理,附加,檢視,郵件",,2,其他,0,Outlook與郵件,"[5.82260033e-03 1.08763576e-04 6.17024779e-01 8.50770064e-03
 3.68536204e-01]"
1477,"資料,轉至,SAP,問題,諮詢",,1,SAP,4,資訊系統,[0.0000000e+00 1.0000000e+00 1.0361548e-19 1.0804318e-25 3.6247217e-29]
2984,"網路不通,PG14,A134",,2,其他,3,網路,[6.3523823e-25 5.8687178e-26 1.0000000e+00 2.3375520e-18 9.5431900e-17]
8728,"ocs,無法使用,方式",,4,資訊系統,2,其他,[1.6653119e-04 3.0277748e-02 1.6711323e-02 4.5589702e-03 9.4828546e-01]
6621,"網孔,編號,PH12,C156",,0,Outlook與郵件,3,網路,"[9.98959780e-01 1.04581686e-08 1.02434633e-03 1.58930348e-07
 1.57324630e-05]"
4659,"奢訂,資料檔,無法,存入,資料檔,資料檔,無法,打開",,1,SAP,0,Outlook與郵件,[3.1377823e-23 1.0000000e+00 2.8423053e-10 3.5299473e-13 8.3624912e-15]
5625,"flash,無法更新",,0,Outlook與郵件,2,其他,[9.7472680e-01 1.9538644e-05 2.3119459e-02 1.8713350e-04 1.9471282e-03]
9171,"Mail,收不到,發送",,3,網路,0,Outlook與郵件,[0.01251386 0.04299609 0.3288727  0.5993851  0.01623228]
7177,"網路不通,網孔,編號,PK04,B220",,2,其他,3,網路,[1.4106518e-29 1.4124549e-30 1.0000000e+00 3.1521820e-21 4.5179504e-19]
4233,"PST,檔案,搬到,本機,資料夾,雲端,打開,PST,出現錯誤,訊息",,2,其他,0,Outlook與郵件,[2.1006194e-17 3.6165238e-18 1.0000000e+00 1.5672332e-12 1.4937775e-11]
9464,"Office,安裝,開啟,提示,設定檔,錯誤",,0,Outlook與郵件,2,其他,[1.0000000e+00 4.3573112e-30 1.1877401e-11 3.4547205e-24 1.8137646e-17]
8791,"需要,一組,FIX,ID,日本客,連線",,4,資訊系統,3,網路,"[1.25215714e-17 3.09142496e-14 2.40235221e-10 5.54979728e-13
 1.00000000e+00]"
6407,"重灌,完成,安裝,授權,軟體,請問,公司,是否,Common,Tool,File,Server,下載",,0,Outlook與郵件,2,其他,[9.9709249e-01 2.6852656e-09 2.8802312e-03 5.4416654e-07 2.6708793e-05]
2398,"QITS,系統,NB3RD1,HK8,HK9,create,無法,選擇,Found,Stage,已經,subitem,做過,neo,設定",,2,其他,4,資訊系統,[0.0192055  0.01459541 0.5695418  0.06536263 0.33129472]
7654,"使用,wifi,chorm,跳出,輸入,帳密,視窗,IE,則是,接報,無法連線",,2,其他,3,網路,[2.1654472e-11 4.9304293e-12 9.9999988e-01 2.9629151e-08 8.3683602e-08]
44,"電腦,重灌,無法登入,QEx,學習,互動,平臺",,2,其他,4,資訊系統,[3.8320260e-07 2.4782285e-08 9.9870491e-01 4.0303206e-05 1.2543186e-03]
3437,"收到,廣告信,MIS,擋掉,信件",,1,SAP,0,Outlook與郵件,[0.00256091 0.9076544  0.06834752 0.01519664 0.00624062]
4594,"PLM,無法安裝,調整,瀏覽器,參數,無法安裝",,2,其他,4,資訊系統,[2.5712243e-05 1.5707800e-06 9.9805933e-01 1.2321419e-03 6.8127376e-04]
3645,"BIOS,工作,需要,連到,AMI,SVN,server,svnbios,ami,com,tw,IP,220.130,11.235,port,443,Protocol,HTTPS,但會,連線失敗,PS,公司,網路,正常,連到,server",,0,Outlook與郵件,3,網路,[0.765872   0.00211818 0.07820547 0.00773759 0.14606683]
9618,"QSMC,出差,無法,正常,收發,郵件",,1,SAP,0,Outlook與郵件,[2.1164359e-09 9.9975342e-01 2.1910359e-04 2.2884613e-05 4.6551518e-06]
9734,"特定,廠商,寄出,email,時會,收不到,目前,出差,請用,email",,2,其他,0,Outlook與郵件,[2.4495041e-06 1.2655920e-07 9.9867648e-01 4.2468868e-04 8.9625036e-04]
4573,"南棟,二樓,NB6,網務,孔號,P118,D186",,2,其他,3,網路,[1.9003464e-11 3.3747077e-14 9.9999964e-01 1.4628564e-07 2.1112960e-07]
2201,"Question,時常,收不到,廠商,寄來,Question,收信,速度很慢",,3,網路,0,Outlook與郵件,[7.7550320e-11 7.7960772e-07 8.2969746e-05 9.9991620e-01 2.1774722e-10]
1428,"目前,QCMC,出差,使用,CAMP,發送,料號,出現,無法連線,錯誤,畫面,myQuanta,正常,顯示",,3,網路,4,資訊系統,[0.00473474 0.02922875 0.05744275 0.90502363 0.00357017]
3253,"must,log,on,the,same,qciclient,24,logoin,22",,2,其他,1,SAP,[4.5639910e-09 6.4455680e-10 9.9997926e-01 3.5402770e-06 1.7117842e-05]
8143,"Remove,account,on,PC,AP",,3,網路,2,其他,[2.7807224e-05 2.0596364e-03 2.2736711e-02 9.7508585e-01 8.9943889e-05]
1886,"網路,7286,網路不通",,2,其他,3,網路,[3.2312297e-09 8.8875185e-10 9.9999487e-01 3.3759286e-06 1.7492854e-06]
6058,"MEETING,ROOM,407,訪客,連不上",,1,SAP,3,網路,[0.01412416 0.89978886 0.06992432 0.00875751 0.00740511]
3441,"退單,作業,單號,APP36",,0,Outlook與郵件,4,資訊系統,[6.7265439e-01 1.4913008e-05 3.2646671e-01 2.6891063e-04 5.9505360e-04]
1449,"客戶,使用,公司,Server,測試,使用到,網路,相關,資訊",,0,Outlook與郵件,2,其他,[1.0000000e+00 0.0000000e+00 8.7747864e-23 0.0000000e+00 1.1552536e-33]
6827,"客人,訪客,密碼,無法使用",,2,其他,3,網路,[0.02280557 0.0170315  0.66971207 0.13020667 0.16024415]
4516,"出現,線道,active,directory,rights,management,services,伺服器,發生錯誤,導致,信件,無法開啟",,1,SAP,4,資訊系統,[7.2812202e-07 9.3590969e-01 5.2798344e-03 5.8806408e-02 3.3710019e-06]
9272,"Outlook,cannot,open",,3,網路,0,Outlook與郵件,[2.4767590e-32 4.0464936e-21 3.8824937e-19 1.0000000e+00 3.0464687e-30]
2360,"客戶,網站,進不去,動到,設定,IE,出現,一堆,其怪,網頁,Chrom",,0,Outlook與郵件,2,其他,[9.9999833e-01 1.0518611e-17 1.6290734e-06 5.9415370e-14 1.3634126e-10]
1216,"BPM,價格,簽核系統,無法使用,系統,出現,BPM,Portal,應用程式,發生,伺服器錯誤,伺服器,法要,999",,3,網路,4,資訊系統,[0.0000000e+00 1.0135740e-27 1.0076298e-26 1.0000000e+00 0.0000000e+00]
6731,"outlook,顯示,信箱,狀況,請問,一下,創新,資料夾,繼續,下載,目前,資料夾,半年,檔案,很大,收信,outlook,反應,遲鈍,無法,下載,回應",,2,其他,0,Outlook與郵件,[2.4161318e-15 5.1729440e-19 1.0000000e+00 8.2768108e-13 9.5601263e-11]
3266,"Web,版及,Agile,無法,download,drawing,不開,無法顯示",,0,Outlook與郵件,2,其他,[9.4690555e-01 9.2231278e-07 5.2866708e-02 3.3812059e-05 1.9302433e-04]
1132,"登入,QSMC,網域,無法登入",,0,Outlook與郵件,3,網路,[0.8447787  0.05072147 0.08247264 0.00808538 0.01394188]
1540,"是否,MIS,暫借,Lenovo,tnkPad,充電器,使用",,2,其他,4,資訊系統,[5.9954727e-05 8.1116959e-05 9.9802607e-01 8.6671888e-04 9.6606615e-04]
4800,"Today,recieve,mail,about,管理,資訊,公告,Windows,強制,通知,Right,now,am,in,USA,What,should,do,for,ts,How,could,know,my,computer,already,程式,or,not",,3,網路,2,其他,[1.8961030e-07 4.6725097e-05 6.3987453e-03 9.9354881e-01 5.5099194e-06]
4511,"表示,無法,寄給,廠商,對方,無法,寄給",,2,其他,0,Outlook與郵件,[0.0000000e+00 0.0000000e+00 1.0000000e+00 5.6086486e-34 2.6097222e-30]
7822,"XP,升級成,SP3,無法連線",,0,Outlook與郵件,3,網路,[9.6094489e-01 5.9895032e-05 2.8689554e-02 2.2859436e-04 1.0077052e-02]
6259,"In,印度,team,收到,廣達,信有,時後,定為,psng,mail,移除,信件,裡面,貼圖,夾帶,檔案,每一次,找不出,會發,生子,問題,規則,一次,發生,公司,內部網路,問題,導致,更改,使用,webmail,信件,寄出,In,team,反饋,寄送,郵件,問題,回復,不知道,為題,點出,現在",,3,網路,0,Outlook與郵件,[7.3764589e-13 9.3334421e-08 6.8112442e-08 9.9999976e-01 3.6060387e-11]
2419,"密碼,已期,無法登入,需要,驗證,網路,變更,密碼",,4,資訊系統,2,其他,[1.423710e-10 6.546347e-09 1.544834e-05 6.060103e-08 9.999845e-01]
5690,"無線網路,不通",,2,其他,3,網路,[0.00941822 0.0124409  0.71500385 0.23407318 0.02906385]
926,"南棟,樓有線,網路不通",,2,其他,3,網路,[9.4657511e-11 1.1804243e-11 9.9999940e-01 4.3510434e-07 8.3213067e-08]
300,"SO,No,無法,created,Delivery,error,message,Copying,is,not,poss,because,an,entry,is,missing,in,Table,TVCPL,LV,請速,連繫",,3,網路,1,SAP,[0.00682454 0.00527571 0.11881525 0.86115444 0.00793   ]
3262,"VA01,新增,SO,出現錯誤",,0,Outlook與郵件,1,SAP,[0.8755501  0.00092266 0.09892702 0.00489352 0.01970667]
1265,"訪客,帳號,無法使用,查尋",,2,其他,3,網路,[2.3856992e-06 1.2570985e-06 9.9885523e-01 1.2154008e-04 1.0194799e-03]
9647,"server,裡的,防毒,疑似,問題,可否",,0,Outlook與郵件,2,其他,[9.9068695e-01 1.2049719e-06 6.8953573e-03 7.7123977e-06 2.4087743e-03]
1797,"通訊錄,申請,一個,組織",,1,SAP,0,Outlook與郵件,[0.00227891 0.8557084  0.11636841 0.01685293 0.00879138]
2297,"無法使用,無線網路,有線網路,正常,使用",,2,其他,3,網路,[0.07194719 0.10634729 0.3477417  0.13961703 0.33434677]
1269,"無法連上,無線網路,Staff,電腦,無法,有線,如請",,2,其他,3,網路,[0.0260995  0.01151704 0.6679803  0.07616751 0.21823557]
649,"印表機,編號,QACC,刪除,資料",,2,其他,1,SAP,[0.06482773 0.24942498 0.30737102 0.288797   0.08957928]
9261,"寄給,廠商,郵件,退件",,2,其他,0,Outlook與郵件,[1.5582355e-05 7.2058779e-06 9.9920768e-01 4.6115153e-04 3.0852933e-04]
3252,"任用,建議表,GWF039,單號,APP56,按下,簽核,同意,按鈕,遇到,伺服器錯誤,狀態,500",,2,其他,4,資訊系統,[1.2138220e-04 1.0553086e-05 9.8080689e-01 1.8225538e-02 8.3564752e-04]
4238,"移到,port,無法上網",,2,其他,3,網路,[0.00649223 0.00776098 0.9291938  0.02887708 0.02767601]
8547,"南棟,部門,辦公室,SAP,印表機無法列印",,2,其他,1,SAP,[2.1397365e-12 4.7261535e-12 1.0000000e+00 5.5362652e-09 1.2015731e-08]
283,"申請,內部,行文,單子,突然,不見了",,2,其他,4,資訊系統,[0.03712713 0.06886747 0.71567124 0.09895131 0.07938284]
6805,"OFFICE,SCAN,顯示,金探號,無法更新,掃描",,0,Outlook與郵件,2,其他,[9.9947256e-01 2.6796170e-09 5.0326821e-04 2.7127722e-08 2.4131430e-05]
6121,"soso,搜尋,綁架,內部,網站,問題",,3,網路,2,其他,[2.0280991e-08 3.6829690e-05 1.1823054e-04 9.9984479e-01 1.4932382e-07]
2069,"無法,刪除,寄送,mail,出現,含有,資料檔,磁碟機,空間,不足,清空,刪除,郵件,訊息",,1,SAP,0,Outlook與郵件,[4.9652272e-08 9.9922442e-01 6.9395703e-04 6.8439651e-05 1.3226221e-05]
9924,"電腦,無法,複製,貼上,重開,依然,同樣,情形",,3,網路,2,其他,[5.8460650e-05 3.1513423e-03 6.3306810e-03 9.9029845e-01 1.6102697e-04]
3684,"password,update,fails,for,wired,and,wireless",,2,其他,3,網路,[1.9461757e-09 3.2338413e-10 9.9989724e-01 9.3886405e-07 1.0176754e-04]
1389,"本機,Outlook,出現,軟體,限制,無法開啟",,2,其他,0,Outlook與郵件,[3.9950025e-01 6.5550179e-05 5.9173030e-01 6.9450247e-03 1.7588632e-03]
732,"3rd,party,有給,mail,不知道,當我,mail,退回來,不知道,問題,一下",,2,其他,0,Outlook與郵件,[7.2418828e-05 1.3819943e-08 9.9989474e-01 9.1783268e-06 2.3553928e-05]
324,"logon,fail",,4,資訊系統,1,SAP,[2.6490188e-09 1.8737678e-07 1.9873793e-05 5.4525304e-07 9.9997938e-01]
2314,"電腦網路,無線,有線,沒辦法,連上,內外網",,4,資訊系統,3,網路,"[3.29176022e-04 1.16540445e-02 1.12062274e-02 1.52379239e-03
 9.75286722e-01]"
9513,"Some,of,the,Code,that,can,be,use,but,these,code,can,be,used,before,changing,tolayer,login",,4,資訊系統,1,SAP,[8.5934218e-05 7.9349987e-03 3.6073148e-02 6.8590599e-03 9.4904685e-01]
8590,"詢問,公司,WinRAR,安裝",,1,SAP,2,其他,[0.00121926 0.88138324 0.05389722 0.05243672 0.01106372]
8082,"myquanta,網頁,綁架,無法顯示,正常,myquanta,網頁",,0,Outlook與郵件,3,網路,[9.9999809e-01 7.1033665e-16 1.9543638e-06 3.0564302e-13 1.8332035e-09]
6062,"工作,帳號,移除,AP",,3,網路,2,其他,[8.8925080e-19 1.6830877e-11 2.5125632e-10 1.0000000e+00 9.5606435e-17]
4237,"無線,有限,網路,無法使用",,1,SAP,3,網路,[5.7756661e-06 9.9181050e-01 5.7530208e-03 1.1702649e-03 1.2605402e-03]
5988,"CSPA,原來,23,33,問題,詢問",,2,其他,1,SAP,[8.7844237e-04 6.7654956e-04 9.5747000e-01 8.2265427e-03 3.2748397e-02]
8170,"預約,186,會議室,15,00,17,00,面談,人員,預約,取消,需將,預約,狀態,修正",,2,其他,4,資訊系統,[1.4533065e-08 5.4078906e-09 9.9998224e-01 5.7778257e-06 1.2040290e-05]
1684,"Camp,IE,無法登入,查詢,帳號密碼",,1,SAP,2,其他,[2.9604768e-04 6.4023077e-01 3.4772187e-01 8.1062438e-03 3.6451092e-03]
5939,"目前,公司,電腦,資產編號,使用,staff,無線網路,使用,USB,網路卡,無法,有線網路,使用,無線網路,無法連到,公司,server,10.242,118.180",,0,Outlook與郵件,3,網路,[1.0000000e+00 6.3374901e-27 1.6443162e-10 5.1811915e-22 1.3548722e-15]
949,"電腦,自動,從三點,無法進入,WINDOWS,桌面",,3,網路,2,其他,"[7.78040743e-09 2.78666575e-05 1.05108906e-04 9.99866843e-01
 7.81658542e-08]"
719,"cant,open,outloook",,3,網路,0,Outlook與郵件,[0.0000000e+00 1.7647282e-23 1.1575634e-21 1.0000000e+00 1.2780902e-34]
6765,"網孔,PV06,B486",,1,SAP,3,網路,[6.8502465e-12 9.9998581e-01 1.3863930e-05 3.1161073e-07 3.8282067e-08]
168,"出現,安全性,憑證,問題,無法使用,OUTLOOK",,1,SAP,0,Outlook與郵件,[0.24762367 0.3412175  0.2050618  0.04507852 0.16101852]
8128,"公司,裡的,組織,變動,附件,裡有,增加,28,部門,代碼,24,QCI,QCMC,日期,標記,2018,11,匯入",,2,其他,4,資訊系統,[5.3067297e-02 5.5282962e-06 9.3942922e-01 5.2080010e-03 2.2899362e-03]
3809,"交通車,無法,申請,同事,正常,申請",,2,其他,4,資訊系統,[9.9382180e-10 4.0407719e-10 9.9999845e-01 9.2691073e-07 6.3666590e-07]
5542,"南棟,警衛,無法使用",,2,其他,4,資訊系統,[0.01580539 0.01654384 0.7825193  0.13002054 0.05511104]
7641,"網路,孔不通,網孔,代號,PR18,A402",,1,SAP,3,網路,[1.7728801e-22 1.0000000e+00 5.0824045e-10 4.0299505e-13 1.8213038e-14]
2618,"雲端,Database,Error,Occurred",,4,資訊系統,3,網路,[4.1826937e-05 9.2136237e-04 6.5249912e-03 7.8363431e-04 9.9172819e-01]
4730,"大廳,會議室,系統,幾天,異常,01,05,server,切換,相同,問題",,2,其他,4,資訊系統,[3.8927223e-04 6.9243651e-09 9.9958426e-01 1.9965008e-05 6.4239416e-06]
9337,"填寫,訪客網路,需求,出現,異常,無法,申請,協住",,1,SAP,3,網路,[1.1108086e-05 9.9405694e-01 4.6489956e-03 1.1740257e-03 1.0886180e-04]
8535,"連到,server,10.17,147.21,資料,顯示,權限",,0,Outlook與郵件,3,網路,[0.41994482 0.02328668 0.1367304  0.006938   0.4131001 ]
3709,"區域網路,接孔,無法使用",,1,SAP,3,網路,[0.00169121 0.8597446  0.0612404  0.03705465 0.04026921]
8113,"當要,進入,預約,會議室,頁面,時發,生下,訊息,GAMS,應用程式,發生,伺服器錯誤,並未將,物件,參考,設定為,物件,執行,個體,描述,執行,目前,Web,要求,過程,發生,例外,情形,檢閱,堆疊,追蹤,取得,錯誤,詳細,資訊,程式碼,產生,位置,例外,詳細,資訊,System,NullReferenceException,並未將,物件,參考,設定為,物件,執行,個體,原始,程式,錯誤,598,arrSign,ArrayList,Session,arrSign,599,600,if,arrSign,ts,ddlConferenceRoom,SelectedIndex,ToString,601,602,ts,lblSignNotice,Visible,true,原始,程式,inetpub,wwwroot,GAMS,Program,GAMS,CR,GAMS,CR,SelectOneFreeTime,aspx,cs,600,堆疊,追蹤,NullReferenceException,並未將,物件,參考,設定為,物件,執行,個體,GAMS,CR,Program,GAMS,CR,GAMS,CR,SelectOneFreeTime,lblCheckSign,in,inetpub,wwwroot,GAMS,Program,GAMS,CR,GAMS,CR,SelectOneFreeTime,aspx,cs,600,GAMS,CR,Program,GAMS,CR,GAMS,CR,SelectOneFreeTime,ddlConferenceRoom,SelectedIndexChanged,Object,sender,EventArgs,in,inetpub,wwwroot,GAMS,Program,GAMS,CR,GAMS,CR,SelectOneFreeTime,aspx,cs,587,System,Web,UI,WebControls,ListControl,OnSelectedIndexChanged,EventArgs,107,System,Web,UI,WebControls,DropDownList,RaisePostDataChangedEvent,134,System,Web,UI,WebControls,DropDownList,System,Web,UI,IPostBackDataHandler,RaisePostDataChangedEvent,10,System,Web,UI,Page,RaiseChangedEvents,165,System,Web,UI,Page,ProcessRequestMain,Boolean,includeStagesBeforeAsyncPoint,Boolean,includeStagesAfterAsyncPoint,3135,版本,資訊,Microsoft,NET,Framework,版本,2.0,ASP,NET,版本,2.0,6427",,2,其他,4,資訊系統,[4.9138269e-08 1.9001756e-10 9.9927062e-01 1.0766948e-06 7.2833098e-04]
6098,"安裝,WIN,10,會變,WIN",,1,SAP,2,其他,[2.7899214e-11 9.9995327e-01 4.4898527e-05 1.6868810e-06 9.9550419e-08]
8476,"裝完,安全性,開機,成功,登錄,廣達,網域,無法上網,無法上網",,2,其他,3,網路,[2.9234509e-03 5.3937611e-04 9.6135998e-01 3.0644502e-02 4.5326944e-03]
6265,"使用,無線網路,時需,輸入密碼",,4,資訊系統,3,網路,[8.4191089e-07 2.3104290e-05 5.5867195e-04 7.8017525e-05 9.9933940e-01]
7580,"申請,oulook,機端,發信",,2,其他,0,Outlook與郵件,[1.7516547e-09 1.1690033e-09 9.9999762e-01 1.1145047e-06 1.3171986e-06]
9664,"斷出,現需,輸入,帳號密碼,無法收發",,2,其他,0,Outlook與郵件,[0.04948054 0.08417483 0.4424874  0.07046887 0.35338837]
4988,"網路不通,出差,返國,部門,換座",,2,其他,3,網路,[8.7900004e-37 0.0000000e+00 1.0000000e+00 2.5028557e-27 2.1740245e-24]
4423,"開機,出現,NDIS,檔案,遺失",,0,Outlook與郵件,2,其他,[0.72140336 0.00750171 0.13718133 0.08965953 0.04425411]
8802,"14,45,使用,Pro,情況,突然,license,取得",,2,其他,4,資訊系統,[9.7125873e-14 1.6935402e-15 1.0000000e+00 2.8462341e-09 7.7234796e-09]
1510,"使用,IE,chrome,出現,無法連線,狀況,網路,名稱,解析,正常,是連,公司,內部,部門,網頁,時好時壞",,0,Outlook與郵件,2,其他,[0.7525159  0.05462889 0.15474549 0.02156284 0.01654686]
18,"工作,帶回,無法使用,SSLVPN,連到,公司,內網",,2,其他,3,網路,[0.02963505 0.36538205 0.44883823 0.07635885 0.07978582]
6323,"VPN,公司,影片,問題",,1,SAP,3,網路,[7.7446665e-23 1.0000000e+00 3.3877562e-10 3.5267774e-13 2.0924929e-14]
3376,"mis,設定,印表機,印表機,顯示,無法,列印",,0,Outlook與郵件,2,其他,[9.9442494e-01 4.7034666e-07 5.2503832e-03 1.8452729e-05 3.0569072e-04]
3293,"開機,密碼,26,電腦,公司,雲端,環境,無法修改,密碼,28,修改密碼",,3,網路,2,其他,[1.7098885e-06 4.2069718e-04 1.7167728e-01 8.2789451e-01 5.8368505e-06]
4972,"詢問,申請,對外,mail,group",,2,其他,0,Outlook與郵件,[0.05664017 0.18330945 0.5475957  0.12046908 0.09198555]
