,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
7003,"SAP,168,QCI, ,user,反應,無法,列印,資料",0,BPM平台系統,4,"[9.9843985e-01 1.3485667e-06 4.5643569e-06 9.9117868e-04 4.2950409e-04
 1.2786459e-04 2.0329626e-06 3.7040888e-06]"
1331,"BPM,平台,系統, ,填寫,BPM,表單,時,正常,填寫, ,填完,送出,跳出,簽核,人員,維護, ,聯繫,MIS,人員, ,需,麻煩, , , , , ,385",6,內部資訊系統,0,"[3.7058617e-06 5.7056006e-03 1.1350421e-03 4.8824672e-06 2.1840390e-06
 1.9343167e-04 9.9260545e-01 3.4970176e-04]"
2055,"SAP,168,QCI, ,盤點",0,BPM平台系統,4,"[9.98593152e-01 1.07595883e-06 3.70662974e-06 8.84665176e-04
 4.01753496e-04 1.10706125e-04 1.69321982e-06 3.18807020e-06]"
52,"R,D,資訊,系統, ,QCMC,測試,人員,反應,無法,使用,QITS,系統, ,原本,NB7,使用,權限,刪除, ,附件, , ,原本,已,刪除,權限, ,現在,跑出來, ,附件, , ,麻煩,儘快",6,內部資訊系統,3,"[2.2912674e-05 5.5961544e-03 1.7446944e-03 2.1118030e-05 7.8749781e-06
 5.0457648e-04 9.8898739e-01 3.1152130e-03]"
1434,"BPM,平台,系統, ,送單,後,出現,error",1,CAMP,0,"[1.8897957e-05 6.2250942e-01 9.6707225e-02 2.0920497e-04 3.0773805e-05
 3.2569661e-03 2.7606371e-01 1.2037848e-03]"
308,"BPM,平台,系統, ,qci, , , ,sap, , , ,change, ,group, ,id, , , ,新增, ,掛掉, , , , , , ,exception",3,R&D資訊系統,0,"[5.6492291e-02 3.1919568e-04 1.9224738e-03 8.5280508e-01 1.4276990e-03
 8.6946175e-02 7.8806523e-05 8.2234583e-06]"
1464,"SAP,168,QCI, , , , ,到,大陸,做,三角,貿易, ,SAP,相關,填寫,資料,SOP,取得",0,BPM平台系統,4,"[9.9772066e-01 1.6591616e-06 5.3648514e-06 1.1858823e-03 9.3202217e-04
 1.4553606e-04 2.5406302e-06 6.2440668e-06]"
29013,"網管, ,台灣,同仁,到,大陸,出差, ,NB,問題, ,大陸,MIS,申,臨時,電腦, ,大陸,MIS,說,只,能家,大陸,員工,網域, ,無法,回來,台灣, , , , , ,385",6,內部資訊系統,7,"[1.0818022e-05 3.4597870e-03 6.6000305e-04 7.4941254e-06 3.6333486e-06
 1.6386490e-04 9.9469310e-01 1.0012634e-03]"
2442,"SAP,168,QCI, ,user,反應,無法,登入,168,系統",0,BPM平台系統,4,"[9.9848157e-01 1.3209223e-06 4.5439865e-06 1.0026199e-03 3.7656035e-04
 1.2783543e-04 1.9852116e-06 3.4929915e-06]"
1411,"R,D,資訊,系統, ,使用,反應,無法,取得,License",6,內部資訊系統,3,"[2.6264475e-05 5.0267261e-03 1.1789550e-03 1.0602552e-05 1.2373305e-05
 2.0840981e-04 9.4098979e-01 5.2546863e-02]"
6633,"SAP,168,QCI, ,ZAMW, ,error",0,BPM平台系統,4,"[9.9847704e-01 1.1616904e-06 3.9681322e-06 9.3410409e-04 4.6121160e-04
 1.1710955e-04 1.8255088e-06 3.5716919e-06]"
8761,"SAP,168,QCI, ,線上,設定,客戶,開發票",0,BPM平台系統,4,"[9.9826896e-01 1.2332525e-06 4.1124372e-06 9.7434316e-04 6.2457618e-04
 1.2055129e-04 1.9609397e-06 4.3126297e-06]"
416,"R,D,資訊,系統, ,SharePoint, ,excel,無法,匯入",6,內部資訊系統,3,"[5.1827833e-06 3.1050041e-03 6.1762898e-04 3.4092045e-06 2.4622925e-06
 1.1863955e-04 9.9440199e-01 1.7456042e-03]"
7738,"SAP,168,QCI, ,急件, ,SAP168,帳號,相關,問題, , , ,聯絡",0,BPM平台系統,4,"[9.9037194e-01 2.1974556e-06 6.1359697e-06 1.6677260e-03 7.7489144e-03
 1.8098291e-04 3.7649165e-06 1.8258535e-05]"
2858,"GOC, ,安裝,問題",5,SAP-2X8(QSMC),2,"[2.2168658e-04 3.5980469e-04 5.6294035e-03 6.7122905e-03 2.2251974e-05
 9.8699111e-01 6.1819708e-05 1.7639301e-06]"
4199,"BPM,平台,系統, , , ,反映,BPM,很慢",6,內部資訊系統,0,"[1.8893052e-06 2.6996182e-03 4.4013440e-04 1.5670810e-06 1.1391442e-06
 7.2899740e-05 9.9641955e-01 3.6323024e-04]"
20958,"網管, ,出差,上海,人員,網路,設定,問題",6,內部資訊系統,7,"[1.05002755e-05 2.43068440e-03 3.57556215e-04 3.02490412e-06
 3.94029666e-06 7.01796089e-05 9.87550080e-01 9.57394112e-03]"
1418,"SAP,168,QCI, ,user,無法,登入,使用",0,BPM平台系統,4,"[9.9820793e-01 1.2979747e-06 4.3226682e-06 1.0174391e-03 6.3655170e-04
 1.2591385e-04 2.0446939e-06 4.4210055e-06]"
5186,"SAP,168,QCI, ,ECN,已經, ,SAP,看不到, ,E8,0958",0,BPM平台系統,4,"[9.9696004e-01 1.4560690e-06 4.5301877e-06 1.1913327e-03 1.6983987e-03
 1.3439367e-04 2.3965915e-06 7.5615580e-06]"
3018,"R,D,資訊,系統, ,QSIT,PMA,系統,發生,案子,辦法,sync,狀況, ,刪除,PMA,系統,上面,WS1,QITS,系統,上面,兩,WS1, , , ,QITS, ,system, , , , ,1502, , ,NB3RD2, , ,WS1, , ,Andy, ,Chen, , ,Modify, , , ,1511, , ,NB3RD2, , ,WS1, , ,Andy, ,Chen, , ,Modify",6,內部資訊系統,3,"[2.4935056e-05 8.0174413e-03 2.6709617e-03 3.1197877e-05 9.1785460e-06
 6.5812137e-04 9.8602676e-01 2.5613799e-03]"
7781,"SAP,168,QCI, ,USER,說,使用,ZKD9, ,件,料號,問題, ,建了,之後,PDM,裡看,不到",0,BPM平台系統,4,"[9.5418864e-01 3.5433302e-06 8.6647287e-06 2.4659354e-03 4.3027088e-02
 2.5342658e-04 6.2901890e-06 4.6474968e-05]"
4915,"SAP,168,QCI, ,SAP, ,Login, ,fail, ,fix, ,MSN",0,BPM平台系統,4,"[9.8938799e-01 2.3011878e-06 6.3164211e-06 1.8105664e-03 8.5814279e-03
 1.8872328e-04 3.8957487e-06 1.8681967e-05]"
1412,"R,D,資訊,系統, ,電腦,名稱,Q,開頭,無法,取得,License, , ,電腦,名稱,須,改為,AP,開頭",7,網管,3,"[5.09005986e-05 2.75714789e-03 7.97309331e-04 1.27062685e-05
 2.77881591e-05 1.16807001e-04 2.36346513e-01 7.59890795e-01]"
4335,"SAP,168,QCI, ,AS,新人,汪,克群,104,欲,掛帳,資產,編號,3861, ,NB, ,總務,方面, ,靜芳, ,知會,固定,資產,系統,無法,帶出,此人,資料, ,無法,掛帳, ,HR,門禁,系統,皆,已,作業, ,固定,資產,無法,掛帳",0,BPM平台系統,4,"[9.9651021e-01 4.2276674e-06 1.4496668e-05 2.8507423e-03 2.5744253e-04
 3.5400141e-04 4.2953493e-06 4.5299926e-06]"
8466,"SAP,168,QCI, ,PLM, ,料號,已, ,release, , ,同步,到, ,SAP",0,BPM平台系統,4,"[9.9827313e-01 1.4027233e-06 4.6697201e-06 9.6071482e-04 6.2821590e-04
 1.2458116e-04 2.1667702e-06 5.1091224e-06]"
1993,"SAP,168,QCI, ,user, , ,009, ,反應,需要,建立,sales,new, ,account, ,Charles",0,BPM平台系統,4,"[9.8926115e-01 5.3408758e-06 2.0914622e-05 9.6926745e-03 3.5508705e-04
 6.5727456e-04 4.3197442e-06 3.2558851e-06]"
9527,"SAP,168,QCI, ,NB1, ,User, , , ,反應,ZM02,跑,CS12, , ,268, , , , ,CS50, , ,208, ,時,發生,當掉,現象, ,同事,情形",0,BPM平台系統,4,"[9.9607348e-01 5.0394528e-06 1.3762109e-05 2.2527752e-03 1.3375457e-03
 3.0203792e-04 5.8887740e-06 9.5714668e-06]"
6573,"SAP,168,QCI, ,SAP, ,168, ,Client, ,無法,登入",0,BPM平台系統,4,"[9.6224076e-01 3.1460038e-06 7.8639332e-06 2.4625971e-03 3.5000350e-02
 2.4076455e-04 5.6199974e-06 3.8977418e-05]"
13082,"網管, ,去,大陸,出差,後, ,多個,網站,強制,導向,別處,202, ,102, ,110, ,207",6,內部資訊系統,7,"[7.6170611e-05 4.4805501e-03 1.0672287e-03 2.0201960e-05 2.0703175e-05
 2.2976671e-04 8.5262644e-01 1.4147899e-01]"
8982,"SAP,168,QCI, ,Logon, ,Issue",0,BPM平台系統,4,"[9.9836904e-01 1.6951257e-06 6.2035397e-06 1.2738676e-03 1.6879456e-04
 1.7573044e-04 2.1740348e-06 2.4317242e-06]"
1882,"R,D,資訊,系統, ,人員,離職,後,無法,分配,人員",6,內部資訊系統,3,"[9.8236187e-06 3.9032626e-03 8.6057064e-04 5.7434049e-06 4.4692838e-06
 1.6323682e-04 9.8929721e-01 5.7557314e-03]"
1707,"SAP,168,QCI, ,user,反映,開,SAP,後, ,查詢,幾次,後,造成,電腦,卡住, ,關掉,SAP,後,再,開,恢復,正常, , ,查詢,幾次,後,發生",0,BPM平台系統,4,"[9.8825139e-01 5.0769354e-06 1.2235804e-05 2.4425376e-03 8.9826547e-03
 2.7267035e-04 6.9170219e-06 2.6555763e-05]"
4580,"SAP,2X8,QSMC, ,User, ,需要,重跑, ,ZW19, , , ,ZW19, , ,Lock, ,住, , ,Please, ,call",6,內部資訊系統,5,"[3.3562233e-06 1.0730526e-02 1.6816668e-03 5.3864342e-06 2.7055185e-06
 2.1186520e-04 9.8698586e-01 3.7857570e-04]"
596,"BPM,平台,系統, ,無法,使用,簽核",6,內部資訊系統,0,"[3.7424666e-06 1.6611438e-02 3.1947079e-03 1.0254247e-05 2.6726700e-06
 3.9050137e-04 9.7954327e-01 2.4336143e-04]"
3826,"SAP,168,QCI, ,SAP,無法,登入",0,BPM平台系統,4,"[9.1434902e-01 3.3516405e-06 7.6979559e-06 2.7787033e-03 8.2550243e-02
 2.5291886e-04 6.1141759e-06 5.1928135e-05]"
2312,"BPM,平台,系統, ,QCI, ,人員,到,QSMC, ,出差,時, ,QSMC, ,警衛,資產,管理,系統,無法,直接,刷,barcode,檢查,QCI, ,人員,電腦,登記, ,需,手動,開機,登記,CPU,RAM,HDD, ,訊息, ,遭遇,不便, ,尤其,上下班,時刻, ,曾,當面,報告,副總,此項,問題, ,求, , , , , ,告知,情形",3,R&D資訊系統,0,"[1.4035740e-01 2.0750260e-03 1.0325644e-02 5.6320155e-01 3.7346694e-03
 2.7962786e-01 5.7820848e-04 9.9663623e-05]"
7499,"SAP,168,QCI, ,csap23,無法,login",0,BPM平台系統,4,"[9.98655677e-01 1.19513504e-06 4.16333114e-06 9.15365817e-04
 2.99507956e-04 1.19395256e-04 1.79822280e-06 2.91321976e-06]"
5165,"SAP,168,QCI, ,user,之前,已經,填申,單申,帳號,權限, ,幫其,查詢,是否,已經,設定好, ,3591",0,BPM平台系統,4,"[8.0979407e-01 3.0835574e-05 1.3289736e-04 1.8528947e-01 1.0128325e-03
 3.7217550e-03 1.2867354e-05 5.3697404e-06]"
6730,"SAP,168,QCI, ,舊,部門,原先,使用, ,sap, ,34, , , ,新,部門,使用,sap35, , ,但法,登入,sap35, , ,若用, ,sap, ,34, ,無法,登入, ,新,部門,所給,帳號",0,BPM平台系統,4,"[9.9710065e-01 3.3392873e-06 9.5869782e-06 1.4778362e-03 1.1854710e-03
 2.0933746e-04 4.2960710e-06 9.4107982e-06]"
9733,"SAP,168,QCI, ,user, ,連繫",0,BPM平台系統,4,"[9.9845326e-01 1.2365424e-06 4.2267707e-06 9.6432480e-04 4.4876969e-04
 1.2270086e-04 1.9167383e-06 3.6122883e-06]"
733,"BPM,平台,系統, , ",6,內部資訊系統,0,"[1.5138389e-05 4.1298044e-01 6.6169575e-02 1.4336314e-04 2.2590903e-05
 2.5832145e-03 5.1661611e-01 1.4695969e-03]"
165,"R,D,資訊,系統, , ,autoCAD,無法,使用",6,內部資訊系統,3,"[5.8545011e-06 3.2462012e-03 6.5055105e-04 3.6808242e-06 2.8390955e-06
 1.2322493e-04 9.9357772e-01 2.3899751e-03]"
3923,"BPM,平台,系統, ,上週,已申,攜出,單並,簽核,完, , ,警衛,仍查,不到, , ,查詢,單號, ,APP76",6,內部資訊系統,0,"[2.2182257e-06 3.1394444e-03 5.3698604e-04 2.0124037e-06 1.2900575e-06
 9.0250032e-05 9.9587506e-01 3.5268129e-04]"
1801,"BPM,平台,系統, ,諮詢,人員,離職,後, ,已,開立,相關,簽核,表單,是否,轉單, , ,382",6,內部資訊系統,0,"[3.9270972e-06 3.2008369e-03 5.2741915e-04 2.2858501e-06 2.4436699e-06
 9.0011185e-05 9.9453413e-01 1.6389620e-03]"
2867,"BPM,平台,系統, ,今天,上午,使用,電腦,申單, ,申,筆電,舊換新, ,送件,後,網頁,直接,顯示,下列,錯誤, ,無法,完成,送件,程序, , , , , , , ,BPMPortal, ,應用,程式,中,發生,伺服器,錯誤, , , , , , , ,輸入,字串,格式,正確, , , , ,描述, , ,執行,目前, ,Web, ,要求,過程,中,發生,未,例外,情形, ,檢閱,堆疊,追蹤,取得,錯誤,詳細,資訊, ,程式碼,中,產生,位置, , , , , , ,例外,詳細,資訊, , ,System, ,FormatException, , ,輸入,字串,格式,正確, , , , , ,原始,程式,錯誤, , , , , , , , ,行, ,165, , , , , , , , , , , , , , , , ,行, ,166, , , ,行, ,167, , , , , , , , , , , , , ,if, , ,int, ,Parse, ,strNBQty, , , , , , , ,行, ,168, , , , , , , , , , , , , , , , ,行, ,169, , , , , , , , , , , , , , , , , ,txtTwoNB, ,T, , , , ,X, , , , , ,名下, ,台,以上,NB, , , , , , , , ,原始,程式,檔, , ,c, ,inetpub,wwwroot,BPMPortal,Program,GWF024,GWF024, ,New, ,aspx, ,cs, , , , ,行, , ,167",7,網管,0,"[0.01635784 0.00738345 0.00887802 0.00968266 0.01307748 0.0045095
 0.0159764  0.92413455]"
499,"BPM,平台,系統, ,權限,轉給,同事, ,知道,轉移",6,內部資訊系統,0,"[2.5260770e-06 4.8463000e-03 9.6564548e-04 3.6405111e-06 1.4473152e-06
 1.6120520e-04 9.9379611e-01 2.2302354e-04]"
4178,"SAP,2X8,QSMC, ,can, ,not, ,use, ,268, , ,QSMC, ,General",2,GOC,5,"[7.1861112e-05 1.6493210e-01 7.5763136e-01 1.6335787e-03 4.6806825e-05
 6.4863272e-02 1.0698308e-02 1.2270600e-04]"
2126,"CAMP, ,CAMP, , ,產品,管理, , ,Platform, ,Information, , , , ,現行,database,中,Coffeelake,更改為, ,CoffeeLake,H, , , , ,新增,一筆,CoffeeLake,U,data",6,內部資訊系統,1,"[2.6526566e-06 2.7964746e-03 4.2005547e-04 1.6621128e-06 1.7086199e-06
 7.1407005e-05 9.9592638e-01 7.7969977e-04]"
5346,"SAP,168,QCI, ,user,反應,CSAP26,無法,進入",0,BPM平台系統,4,"[9.9847561e-01 1.3202658e-06 4.4902285e-06 9.7774167e-04 4.0815238e-04
 1.2712201e-04 1.9983499e-06 3.5500686e-06]"
11770,"SAP,168,QCI, ,SAP,頁面,printer, ,icon,不見, , ,無法,print",0,BPM平台系統,4,"[9.7127253e-01 3.0926462e-06 7.8300336e-06 2.2809431e-03 2.6164578e-02
 2.3072437e-04 5.3766203e-06 3.4934008e-05]"
311,"BPM,平台,系統, , , , ,未,設定, ,整個,BPM,系統,自動,轉換為,英文,語系, ,問,切換,回,中文,語系",6,內部資訊系統,0,"[4.3012751e-06 9.6527487e-03 2.2391628e-03 9.0808935e-06 2.5549919e-06
 3.7194969e-04 9.8747241e-01 2.4773445e-04]"
1681,"SAP,168,QCI, ,使用,168,登錄, ,帳號, ,ep007, , ,畫面,顯示,帳號,鎖住, ,使用,連繫",0,BPM平台系統,4,"[9.9782383e-01 2.5019938e-06 8.5714501e-06 1.5966230e-03 3.3770528e-04
 2.2377394e-04 3.1784737e-06 3.8526637e-06]"
2857,"GOC, , , , , ,問題, , ,PRO,E, ,系統,初始,頁面,無法,開啟",5,SAP-2X8(QSMC),2,"[1.8042672e-04 6.9005170e-04 9.9254595e-03 4.8134886e-03 1.7182641e-05
 9.8425621e-01 1.1434045e-04 2.8290306e-06]"
8858,"SAP,168,QCI, ,無法,列印",0,BPM平台系統,4,"[9.9852234e-01 1.1647029e-06 3.9895317e-06 9.3564787e-04 4.1454667e-04
 1.1715474e-04 1.8051488e-06 3.3682963e-06]"
116,"BPM,平台,系統, ,採購,單號, ,APP06, , , ,PO,已經,生成, ,但查,不到,PO,資料, , ,Thanks, ,to, ,your, ,help, ,in, ,advance",6,內部資訊系統,0,"[3.0656768e-06 3.5501006e-03 6.0744496e-04 2.5108382e-06 1.9226256e-06
 1.0282176e-04 9.9512118e-01 6.1089237e-04]"
3922,"BPM,平台,系統, ,補登,過後,紅字",6,內部資訊系統,0,"[3.0622241e-06 1.1253172e-02 2.0708500e-03 6.7227706e-06 2.1500095e-06
 2.6946288e-04 9.8616540e-01 2.2918907e-04]"
6245,"SAP,168,QCI, ,電腦,重新,安裝,執行, ,步驟,儲存,檔案, ,無法,打開",0,BPM平台系統,4,"[9.9830329e-01 1.8727844e-06 6.6699272e-06 1.2723632e-03 2.2980657e-04
 1.8032167e-04 2.4892081e-06 3.0249241e-06]"
6206,"SAP,168,QCI, ,myquanta,登入,後, ,出現,sap, ,logon,視窗, ,點選,所要,登入,server, ,卻,出現,error,訊息",0,BPM平台系統,4,"[9.9797243e-01 1.8110831e-06 5.9637950e-06 1.2185220e-03 6.3816283e-04
 1.5491902e-04 2.6402747e-06 5.4792349e-06]"
3929,"BPM,平台,系統, ,單子,填過",6,內部資訊系統,0,"[2.5471484e-06 7.2230347e-03 1.3023670e-03 4.3375499e-06 1.7095152e-06
 1.8585411e-04 9.9105752e-01 2.2262605e-04]"
1959,"GOC, ,Pro,E,無法,安裝",1,CAMP,2,"[1.9460816e-05 7.8392547e-01 1.5532705e-01 3.2284987e-04 3.7091580e-05
 4.6756496e-03 5.5316120e-02 3.7631145e-04]"
952,"BPM,平台,系統, ,之前,查到,接送機,資訊, ,現在,登入,後,到,資訊",7,網管,0,"[5.3875185e-05 3.2290989e-03 9.3842548e-04 1.4428303e-05 2.8443696e-05
 1.4279009e-04 3.1591061e-01 6.7968237e-01]"
34,"SAP,2X8,QSMC, ,218,部門,帳號,進不去",2,GOC,5,"[4.2832562e-05 2.4462292e-01 7.0333654e-01 1.0342913e-03 3.3628352e-05
 3.5695620e-02 1.5098453e-02 1.3566956e-04]"
4559,"SAP,168,QCI, ,sap, ,無法,登入",0,BPM平台系統,4,"[9.1178846e-01 3.4747088e-06 7.9884658e-06 2.8326544e-03 8.5047983e-02
 2.5886815e-04 6.3385000e-06 5.4264459e-05]"
6736,"SAP,168,QCI, ,無法,使用,SAP",0,BPM平台系統,4,"[9.4808030e-01 2.8218224e-06 6.7981377e-06 2.3845315e-03 4.9255837e-02
 2.2410227e-04 5.1890470e-06 4.0497620e-05]"
2592,"R,D,資訊,系統, ,問,QDSM,系統, , , , ,是否,能多筆,資料,一起,刪除, , , ,問,之前,歸還,物品,Mail, ,現在,Mail,通知, ,此項,功能,是否,已,停止",6,內部資訊系統,3,"[1.0951814e-05 5.6771990e-03 1.0684907e-03 6.2222566e-06 7.8668627e-06
 1.7688097e-04 9.8516256e-01 7.8898352e-03]"
3226,"SAP,168,QCI, ,user,表示,說,SAP,帳號,進不去",0,BPM平台系統,4,"[9.9508899e-01 1.6675857e-06 4.9494529e-06 1.3520514e-03 3.3892137e-03
 1.4930277e-04 2.8219615e-06 1.0940920e-05]"
748,"BPM,平台,系統, ,無法,簽核",6,內部資訊系統,0,"[3.1520256e-06 1.1355445e-02 2.1457283e-03 7.0311453e-06 2.1826093e-06
 2.8350286e-04 9.8597533e-01 2.2751439e-04]"
200,"SAP,168,QCI, ,user, ,安裝,SAP,程式",0,BPM平台系統,4,"[9.9364191e-01 1.7542289e-06 5.0388094e-06 1.4124254e-03 4.7697695e-03
 1.5310480e-04 2.9931189e-06 1.2924004e-05]"
2915,"BPM,平台,系統, ,部門,組織,變動, ,知道,尋問,COST, ,費用,修改,相關,問題",1,CAMP,0,"[2.5177282e-05 7.7043813e-01 1.6039088e-01 3.8939965e-04 4.0946852e-05
 5.2035106e-03 6.3071422e-02 4.4056727e-04]"
396,"SAP,168,QCI, ,IP, ,phone, ,連不上, , ,麥克風,講話,聲音",0,BPM平台系統,4,"[9.9855882e-01 1.5198694e-06 5.3694303e-06 1.0424007e-03 2.4112278e-04
 1.4557513e-04 2.1374783e-06 2.9848295e-06]"
2982,"SAP,168,QCI, ,使用,反應,輸入,帳號,密碼,無法,登入,SAP32,主機, , ,聯絡, , ",0,BPM平台系統,4,"[9.9818558e-01 1.9510187e-06 6.5454324e-06 1.2586981e-03 3.6861538e-04
 1.7211835e-04 2.6625360e-06 3.8863191e-06]"
977,"BPM,平台,系統, , , , , ,問題, , ,加班,申單,無法,使用",2,GOC,0,"[1.37785784e-04 1.08209275e-01 7.50398278e-01 2.86137010e-03
 6.85572231e-05 1.30256504e-01 7.95214437e-03 1.16102419e-04]"
1856,"SAP,168,QCI, ,無法,登入,SAP,168",0,BPM平台系統,4,"[9.86305118e-01 2.03009699e-06 5.48431080e-06 1.75719010e-03
 1.17310295e-02 1.75778754e-04 3.60545255e-06 1.97805784e-05]"
2588,"R,D,資訊,系統, ,是否,一次性,大量,刪除,Device,資訊",7,網管,3,"[5.4026517e-05 2.6465603e-03 8.2063396e-04 1.4418678e-05 2.7719459e-05
 1.3049933e-04 2.5018603e-01 7.4612015e-01]"
369,GOC,1,CAMP,2,"[1.9612973e-05 7.7737087e-01 1.7354770e-01 3.4375142e-04 3.8928614e-05
 5.2088769e-03 4.3174285e-02 2.9601678e-04]"
3525,"SAP,168,QCI, ,order, ,type, ,zcrr,無法,created",0,BPM平台系統,4,"[9.9848652e-01 1.1997753e-06 4.0979262e-06 9.4665930e-04 4.3672547e-04
 1.1924373e-04 1.8634908e-06 3.5755500e-06]"
4528,"SAP,168,QCI, ,Please, ,help, ,to, ,install, ,SAP",0,BPM平台系統,4,"[9.9866056e-01 1.3562895e-06 4.6173141e-06 8.9075189e-04 3.1621772e-04
 1.2108027e-04 1.9785944e-06 3.4311065e-06]"
1536,"BPM,平台,系統, ,簽核,流程,只,看到",6,內部資訊系統,0,"[2.6403607e-06 6.5840604e-03 1.2183910e-03 4.2401475e-06 1.6819753e-06
 1.8058476e-04 9.9177903e-01 2.2941036e-04]"
6340,"SAP,168,QCI, ,can,t, ,find, ,SAP, ,icon, ,on, ,Quanta, ,EIP",0,BPM平台系統,4,"[9.6504575e-01 3.3212746e-06 8.3046634e-06 2.3412532e-03 3.2317232e-02
 2.3762739e-04 5.7761154e-06 4.0765917e-05]"
697,"SAP,168,QCI, ,SAP, ,logon, ,fail",0,BPM平台系統,4,"[9.95026410e-01 1.65176584e-06 4.91307719e-06 1.41499599e-03
 3.38685326e-03 1.51766522e-04 2.79915480e-06 1.06072985e-05]"
3986,"SAP,2X8,QSMC, ,298, ,download, ,BOM, ,error",2,GOC,5,"[6.5675282e-05 1.5142752e-01 7.7118522e-01 1.5616649e-03 4.0669071e-05
 6.5701835e-02 9.9068135e-03 1.1062383e-04]"
2182,"SAP,168,QCI, ,csap24, ,進不去",0,BPM平台系統,4,"[9.9862790e-01 1.2102147e-06 4.2131333e-06 9.2593749e-04 3.1457085e-04
 1.2145471e-04 1.8329620e-06 2.9924008e-06]"
3416,"SAP,168,QCI, ,SAP,進不去, ,帳號,無法",0,BPM平台系統,4,"[9.7457916e-01 2.5178490e-06 6.5272297e-06 2.1422161e-03 2.3025360e-02
 2.1084076e-04 4.5639340e-06 2.8818420e-05]"
480,"R,D,資訊,系統, ,問,Nb3rd1, ,Issue, ,Report,格式,增加,Comment,欄位, ,Nb3rd2",6,內部資訊系統,3,"[2.0549209e-05 5.0734221e-03 1.2310211e-03 1.0093115e-05 9.5817495e-06
 2.2778411e-04 9.6895814e-01 2.4469350e-02]"
3776,"R,D,資訊,系統, ,User, ,反應,出現,Error",6,內部資訊系統,3,"[5.0985177e-06 3.0746059e-03 5.9905124e-04 3.2790165e-06 2.4201574e-06
 1.1476178e-04 9.9459285e-01 1.6079936e-03]"
6813,"SAP,168,QCI, ,ex, ,7138, ,無法,連線",0,BPM平台系統,4,"[9.9734592e-01 1.3778343e-06 4.4145604e-06 1.1404759e-03 1.3657638e-03
 1.3292232e-04 2.2872096e-06 6.7304500e-06]"
33144,"網管, ,國外,出差,回來,後, ,筆電,無法,存取,公司,區網,印表機, , , , ,Win7,系統,還原,出差,前的還,原點, ,目前,存取,區網,internet, ,Windows,右下,角,網路,狀態,卻,顯示, ,未經,授權",6,內部資訊系統,7,"[1.5582309e-05 3.7747959e-03 8.3478261e-04 1.0840115e-05 4.7595017e-06
 2.2372637e-04 9.9339551e-01 1.7400655e-03]"
4867,"BPM,平台,系統, ,需要,更改,簽核,人員, , ,441",6,內部資訊系統,0,"[9.18763817e-06 3.62247415e-03 6.63004234e-04 4.00342515e-06
 4.80991912e-06 1.12752525e-04 9.85871732e-01 9.71206557e-03]"
7922,"SAP,168,QCI, ,新增,SAP, ,Group, ,user,NB1SALES010",0,BPM平台系統,4,"[9.8664349e-01 2.2216184e-06 6.0142024e-06 1.8081892e-03 1.1329943e-02
 1.8577247e-04 3.8737662e-06 2.0426292e-05]"
6735,"SAP,168,QCI, ,sap, ,logon, ,problem",0,BPM平台系統,4,"[9.8448700e-01 2.1523706e-06 5.8388887e-06 1.8638439e-03 1.3428024e-02
 1.8748567e-04 3.8759376e-06 2.1820902e-05]"
3219,"SAP,168,QCI, ,今天,登入",0,BPM平台系統,4,"[9.98466253e-01 1.15448142e-06 3.94808285e-06 9.44381172e-04
 4.61939926e-04 1.17013726e-04 1.81305950e-06 3.53749351e-06]"
4981,"內部,資訊,系統, , , , ,問題, ,課程,點選,後,無法,正常,播放, ,網頁,無法,正常,開啟",1,CAMP,6,"[3.3625656e-05 6.5985447e-01 2.7144718e-01 6.2168628e-04 3.9861181e-05
 1.0411738e-02 5.7248339e-02 3.4312630e-04]"
5377,"SAP,2X8,QSMC, ,SPOR10,問題, ,回覆",3,R&D資訊系統,5,"[1.9131381e-02 2.5577901e-04 1.8839614e-03 8.4079784e-01 7.7326986e-04
 1.3710217e-01 5.2529092e-05 3.0542808e-06]"
5960,"BPM,平台,系統, ,USER,表示,填單,最多,只能,填,20,填,下去, ,還會,跳,錯誤,訊息",6,內部資訊系統,0,"[2.24192399e-06 3.60344280e-03 6.73920847e-04 2.53863595e-06
 1.29008231e-06 1.15415605e-04 9.95334923e-01 2.66167073e-04]"
6551,"SAP,168,QCI, ,無法,登入,SAP",0,BPM平台系統,4,"[9.7269630e-01 2.3657117e-06 6.0208167e-06 2.0560967e-03 2.5008569e-02
 1.9780309e-04 4.2952661e-06 2.8499311e-05]"
1771,"R,D,資訊,系統, ,QCMC, , ,廠區,預約, ,Plug, ,in, ,out,設備,時, , ,系統,出現, ,Please, ,wait, , ,停滯,不動",6,內部資訊系統,3,"[1.0844112e-05 4.8171445e-03 1.1894235e-03 8.2321203e-06 5.2434143e-06
 2.5670411e-04 9.9061745e-01 3.0949384e-03]"
1496,"BPM,平台,系統, ,無法,申, ,出現,無法,連線到,後端,伺服器,錯誤",6,內部資訊系統,0,"[7.3833435e-06 4.9801540e-02 1.1183322e-02 3.7243251e-05 5.2435148e-06
 1.1580072e-03 9.3745607e-01 3.5122628e-04]"
13172,"內部,資訊,系統, ,訪客,系統,問題, ,無法,查詢",1,CAMP,6,"[2.6093410e-05 7.0679349e-01 2.2873177e-01 4.9411284e-04 3.5119454e-05
 7.8986157e-03 5.5695456e-02 3.2531537e-04]"
