description,category_a,category_b,category_c,category_d,category,description_clean,category_target
採購單簽核時發生系統錯誤。分機：12812,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,BPM平台系統,採購單簽核時發生系統錯誤,0
"MRO2申請單填寫好按傳送後,出現""BPM Protal 編譯錯誤,原始錯誤 行31 ,SC0433 ""的訊息.  透過BPM的系統管理去查詢舊單據, 一樣會出現類以錯誤訊息.  請求認問題並處理.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,mro2申請單填寫好按傳送後出現bpm protal 編譯錯誤原始錯誤 行31 sc 的訊息.  透過bpm的系統管理去舊單據 會出現類以錯誤訊息.,0
點擊MAIL LOG跳出錯誤訊息，無法發送PO MAIL  分機：16687,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,點擊mail log跳出錯誤訊息無法發送po mail,0
APP0067845 user該單要修改簽核流程 但無法改,BPM平台系統,管理類相關服務,核示申請單,關卡流程詢問,BPM平台系統,app45 該單簽核流程 但無法改,0
核示申請單，點入畫面呈現空白,BPM平台系統,管理類相關服務,核示申請單,系統無法登入,BPM平台系統,核示申請單點入畫面呈現空白,0
BPM flow 無法展開,BPM平台系統,管理類相關服務,核示申請單,關卡流程詢問,BPM平台系統,bpm flow 無法展開,0
手機登入BPM無法簽核,BPM平台系統,管理類相關服務,核示申請單,相關操作詢問,BPM平台系統,登入bpm無法簽核,0
新增串簽的時候 會有問題,BPM平台系統,管理類相關服務,核示申請單,關卡流程詢問,BPM平台系統,新增串簽的 會有問題,0
分機：15927  問題：核示申請單填寫時，加附件和加簽時，就會出現異常錯誤字碼頁面（伺服器連結錯誤）,BPM平台系統,管理類相關服務,核示申請單,系統無法登入,BPM平台系統,核示申請單填寫時加附件和加簽時就會出現異常錯誤字碼頁面伺服器連結錯誤,0
流程問題詢問,BPM平台系統,管理類相關服務,核示申請單,相關操作詢問,BPM平台系統,流程問題詢問,0
同事徐珮雯#91121608請假8/15~8/25，未設代理人簽核，請幫忙設代理人---楊惠菀#96080612，謝謝。,BPM平台系統,管理類相關服務,核示申請單,相關操作詢問,BPM平台系統,請假8/158/25未設代理人簽核設代理人,0
無法登入BPM系統,BPM平台系統,管理類相關服務,核示申請單,系統無法登入,BPM平台系統,bpm系統,0
Hi  我在家裡用ProE，有連上OpenVPN，但是打開ProE非常慢，試圖連上WorkSpace，會不斷停留運轉狀態，然後連不進去、當掉，從沒有成功使用過 其他同仁也有這個問題，想請問該如何解決 謝謝,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,我在家裡用proe有連上openvpn打開proe慢試圖連上workspace會不斷停留運轉狀態連不進去當掉從沒有成功使用過 也有問題想,1
遺失PLM密碼..無法登入,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,遺失plm密碼.,1
MyPLM無法開啟,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,myplm,1
無法登入，一直出現登入失敗。#17451,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,出現登入失敗,1
"PLM無法安裝, 調整瀏覽器參數也無法安裝",R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,plm無法安裝 調整瀏覽器參數也無法安裝,1
登入後無畫面。,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,登入後無畫面,1
PLM的密碼忘記無法登入,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,plm的密碼忘記,1
更新上傳檔案時會有問題，程式會直接結束。#13726,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,更新上傳檔案時會有問題程式會直接結束,1
PDM 系統相關操作問題  分機: 12911,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,pdm 系統相關,1
目前專案是QCI 與QSMC研發合作開發，但是大型檔案互傳有問題，請問公司有雲端硬碟之類的系統可以使用嗎     Thanks,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,目前專案是qci 與研發合作開發大型檔案互傳有問題請問公司有雲端硬碟的系統可以使用嗎,1
user反應Pro/E按照SOP操作，無法順利連線，問過其他同事，但沒遇過此狀況 #13285,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,pro/esop操作無法順利連線問過但沒遇過此狀況,1
"想請教,若因為我們和美國客戶之間想要傳ME 3D CAD,但若檔案很大mail無法傳,公司有類似ftp之類可以給我們用嗎,以便雙方能上傳或下載檔案?  只是先詢問目前公司狀況及申請流程,還未確定要申請.    Thanks. 可以用mail回覆.感謝. steven_yeh@quqntatw.com",R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,想請教若和客戶之間傳me 3d cad但若檔案很大mail無法傳公司有類似ftp可以給用嗎雙上傳或下載檔案  先詢問目前公司狀況及申請流程還未確定要申請.    . 可以用mail回覆..,1
PLM WEB檔案得一個一個上傳，之前都可以多檔案上傳。#15543,R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,plm web檔案得一個一個上傳之前都可以多檔案上傳,1
"系統選單是否可以修改為容易識別的名稱，以方便使用者選取。  ""預約維修設備"" → ”預約維修/保養/校驗設備”",R&D資訊系統,測試相關服務,【SDAEB】SDA儀器設備預約管理平台,相關操作詢問,R&D資訊系統,系統選單是否可以為容易識名稱以方便選取  預約維修設備 → ”預約維修/保養/校驗設備”,1
"QSMC 二位同仁至QCMC出差, 但卻無法使用QCMC預約系統, 依正常來講因該SDA同仁可互梘預約三個廠區, 請幫忙查詢問題所在, 謝謝!",R&D資訊系統,測試相關服務,【SDAEB】SDA儀器設備預約管理平台,相關操作詢問,R&D資訊系統,二位至 但卻預約系統 依正常因該sda可互梘預約三個廠區 所在,1
軟體需求申請單，資產編號出不來，是空的無法使用,BPM平台系統,資訊類相關服務,軟體需求申請單,相關操作詢問,BPM平台系統,軟體需求申請單資產編號出不來是空的,0
BPM Peter Oh 10507021無法看到SI的單子  ext:18847,BPM平台系統,採購類相關服務,SI申請單,系統無法登入,BPM平台系統,bpm peter oh 無法看到si的單子,0
SI的管理功能發生錯誤 #18847,BPM平台系統,採購類相關服務,SI申請單,相關操作詢問,BPM平台系統,si的管理功能發生錯誤,0
"SIBU GM要求, SI申請單的簽核流程應為: 智慧輸入產品事業部業務部業務一課同仁->智慧輸入產品事業部業務部業務一課主管->智慧輸入產品事業部GM  簽核流程中的工號姓名如右: 97122207劉珮君->97040719李光強->88051706李士偉,   因為FLOW顯示無法自行加入主管,   懇請協助處理, 謝謝.",BPM平台系統,採購類相關服務,SI申請單,系統無法登入,BPM平台系統,sibu gm要求 si申請單的簽核流程應為 智慧輸入產品事業部業務部業務一課智慧輸入產品事業部業務部業務一課智慧輸入產品事業部gm  簽核流程中的姓名如右    flow顯示無法自行加入   懇,0
軟體需求申請單-找不到軟體公司選項(繪圖軟體) 彩原科技 #17041,BPM平台系統,資訊類相關服務,軟體需求申請單,相關操作詢問,BPM平台系統,軟體需求申請單軟體公司選項繪圖軟體 彩原科技,0
電腦沒有解壓縮軟體(zip or winara)，能否幫忙安裝或是提供一個合法下載途徑，謝謝。,BPM平台系統,資訊類相關服務,軟體需求申請單,系統無法登入,BPM平台系統,電腦沒有解壓縮軟體zip or winara能否幫忙安裝提供一個合法下載途徑,0
分機：　12277  問題：　所屬機器的固定資產編號於軟體需求申請單無法顯示,BPM平台系統,資訊類相關服務,軟體需求申請單,關卡流程詢問,BPM平台系統,所屬機器的固定資產編號於軟體需求申請單無法顯示,0
點擊時沒有權限。,BPM平台系統,資訊類相關服務,軟體需求申請單,系統無法登入,BPM平台系統,點擊時沒有權限,0
APP0007391 此申請單發的通知郵件中的連結無法使用，請確認系統發的通知連結是否正常。#10836,BPM平台系統,資訊類相關服務,軟體需求申請單,相關操作詢問,BPM平台系統,app91 此申請單發的通知郵件中的連結系統發的通知連結是否正常,0
填寫表單無法新增和送出,BPM平台系統,資訊類相關服務,軟體需求申請單,相關操作詢問,BPM平台系統,填寫表單無法新增和送出,0
登入bpm之後無法看到資訊類底下的軟體需求申請單,BPM平台系統,資訊類相關服務,軟體需求申請單,系統無法登入,BPM平台系統,登入bpm之後無法看到資訊類底下的軟體需求申請單,0
"詢問以下幾個問題: 1． 自動assign功能目前是否仍work? 流程”Simple”套用自動assign功能，但所有member都沒收到通知信 2． 自訂報表功能 ""JET.TMA""這張報表部份查詢條件撈不到data (e.g issue stage=VITS), 在一般查詢相同查詢條件則可查到data 3. 轉關時不選擇任何負責人，先前使用經驗是系統會通知所有參與該專案的人員，但最近卻發現變成完全不通知任何人，是否程式有修改?",R&D資訊系統,測試相關服務,【測試管理平台】議題追蹤系統,相關操作詢問,R&D資訊系統,詢問以下 1. 自動assign功能目前是否仍work 流程”simple”套用自動assign功能但所有member都沒收到通知信 2. 自訂報表功能 jet.tma這張報表部份條件撈不到data e.g  stagevits 在相同條件則可查到data 3. 轉關時不選擇負責人先前使用經驗是系統會通知所有參與該專案的人員但卻發現變成完全不通知人是否程式有,1
在ITS系統中，”首頁” 與 “查詢” 下的「檢視」按鈕可以正常顯示；但”報表查詢”下的「檢視」按鈕則出現錯誤。Chrome/IE 皆相同。,R&D資訊系統,測試相關服務,【測試管理平台】議題追蹤系統,專案權限問題,R&D資訊系統,在its系統中”首頁” 與 “” 下的「檢視」按鈕可以正常顯示但”報表”下的「檢視」按鈕則chrome/ie 皆相同,1
1.IE顯示問題  2.加入的成員” Jerry Chien (簡瑞霖) Jerry_Chien@quantatw.com”，無法看到分機資訊  　（但檢查員工通訊錄是有資料的）,R&D資訊系統,測試相關服務,【測試管理平台】議題追蹤系統,系統無法登入,R&D資訊系統,1.ie顯示問題  2.加入的成員”   ”無法看到資訊   但檢查員工通訊錄是有資料的,1
Report下載時，中文副檔下載後，顯示亂碼 ([測試管理平台 Phase II-00216)中有附件檔案，請參閱    謝謝,R&D資訊系統,測試相關服務,【測試管理平台】議題追蹤系統,系統資料異常問題,R&D資訊系統,report下載時中文副檔下載後顯示亂碼 測試管理平臺 phase ii中有附件檔案請參閱,1
請協助加入下列人員至SIT4人力資源名單，  Steel Yang Steel.Yang@quantatw.com 11859,R&D資訊系統,測試相關服務,【測試管理平台】產品管理系統,專案權限問題,R&D資訊系統,加入下列人員至sit4人力資源名單,1
你好，不確定分類是否正確，請問QTMC工廠端可以透過什麼平台來取得RD上傳的資料呢? 在QSMC是透過VRC來下載，但QTMC不知道要走什麼樣的方式，請幫忙確認並建議，謝謝！,R&D資訊系統,測試相關服務,【測試管理平台】產品管理系統,系統無法登入,R&D資訊系統,不確定分類是否正確請問qtmc工廠端可以透過平臺來取得rd上傳的資料呢 是透過vrc來下載但qtmc不知道要走的方式並建議,1
因APP0005252 呆料轉賣申請單，不停重複所有簽核流程，達3次。主管均簽核後，還收到該單未曾簽核已12小時。請協助處理，謝謝! 有需詳細資訊或問題，請不吝聯繫AVP Wayne#15599，謝謝,BPM平台系統,採購類相關服務,呆料轉賣申請單,相關操作詢問,BPM平台系統,因app52 獃料轉賣申請單不停重複所有簽核流程達3次均簽核後還收到該單未曾簽核已12小時 有需詳細資訊或問題請不吝avp wayne,0
APP0006528表單開啟請協助處理。,BPM平台系統,採購類相關服務,Charged Notice,系統無法登入,BPM平台系統,app28表單開啟,0
"填寫單子到最後簽核人員處,採購人員下拉無人可選,按送出此單時,就出現""部份簽核人員未選或空白,無法送出"",  請協助處理這情況",BPM平台系統,採購類相關服務,Charged Notice,相關操作詢問,BPM平台系統,填寫單子到最後簽核人員處採購人員下拉無人可選按送出此單時就出現部份簽核人員未選或空白無法送出  這情況,0
表單無法正常送出,BPM平台系統,採購類相關服務,Charged Notice,關卡流程詢問,BPM平台系統,表單無法正常送出,0
表單無法正常送出,BPM平台系統,採購類相關服務,Charged Notice,關卡流程詢問,BPM平台系統,表單無法正常送出,0
Transit以後出現error,BPM平台系統,採購類相關服務,Contract Price,相關操作詢問,BPM平台系統,transit以後,0
無法看影片,內部資訊系統,人資資訊系統,廣達學院相關服務,主管必修查詢問題,內部資訊系統,無法看影片,2
#12924  QEX 無法登入使用，彈出輸入帳號密碼畫面,內部資訊系統,人資資訊系統,廣達學院相關服務,e-Learning系統相關問題,內部資訊系統,qex 使用彈出輸入帳號密碼畫面,2
分機: 15299  問題:  觀看課程 績效評估與面談/目標設定與績效管理 的時候，播放會斷斷續續，無法正常觀看,內部資訊系統,人資資訊系統,廣達學院相關服務,e-Learning系統相關問題,內部資訊系統,觀看課程 績效評估與面談/目標設定與績效管理 的播放會斷斷續續無法正常觀看,2
檔案無法連接到伺服器。#13703,內部資訊系統,人資資訊系統,廣達學院相關服務,e-Learning系統相關問題,內部資訊系統,檔案無法連接到伺服器,2
主管設定代理人為97051212，但無法看到申請簽合單，請協助，謝謝.,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,設定代理人為但無法看到申請簽合單,0
"做了兩次建立內部行文申請單沒用,請協助處理  #16945",BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,做了兩次建立內部行文申請單沒用,0
資料填寫完，無法送單 #12722,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,資料填寫完無法送單,0
無法上傳附檔,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,無法上傳附檔,0
QCICK系統權限操作問題請協助謝謝。,BPM平台系統,品保類相關服務,禁用申請單,相關操作詢問,BPM平台系統,qcick系統權限,0
詢問是QCI的處長否可以任命QSMC的部經理在其請假期間為職務代理人。請先通知張曉霞(A0093700) 再行處理。 處長: 880302006 (QCI) 代理人QSMC部經理: 99080950 (QSMC),BPM平台系統,管理類相關服務,內部行文申請單,關卡流程詢問,BPM平台系統,詢問是qci的處長否可以任命的部經理在其請假期間為職務代理人請先通知張曉霞a00 再行 處長  qci 代理人部經理,0
user表示 有張單已經到他們那邊 但看不到,BPM平台系統,管理類相關服務,內部行文申請單,系統無法登入,BPM平台系統,表示 有張單已經到 但看不到,0
無法在流程上面加主管進來串簽，煩請幫忙處理 #17480,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,無法在流程上面加進來串簽,0
內部行文簽核流程中的簽核人員看不到 #15594,BPM平台系統,管理類相關服務,內部行文申請單,關卡流程詢問,BPM平台系統,內部行文簽核流程中的簽核人員看不到,0
昨天申請的內部行文的單子突然不見了,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,申請的內部行文的單子突然不見了,0
驗收單子簽核模式與之前不同，需協助處理,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,驗收單子簽核模式與之前,0
內部行文案print 的時候 會有系統發生異常.,BPM平台系統,管理類相關服務,內部行文申請單,相關操作詢問,BPM平台系統,內部行文案print 的 會有系統發生異常,0
無法選取到新加入部門的人員,R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,無法選取到新加入部門的人員,1
"因應公司裡的組織變動，附件裡有再增加了28個部門代碼(24*QCI, 4 *QCMC，日期標記=”2018/11/6”) ，請再協助匯入，謝謝！",R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,因應公司裡的組織變動附件裡有再增加了28個部門代碼24qci日期標記”/11/6” 請再協助匯入,1
幫忙create 新的template >> NB2_TOP (TOP AIO轉到NB2)  Admin目前暫定設如下三個   感謝了!!  Luis Hsu (許哲維) Luis.Hsu@quantatw.com  Isabel Chen (陳佳雯) Isabel.Chen@quantatw.com  Cheng-Chung Chen (陳政仲) Cheng-Chung.Chen@quantatw.com,R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,幫忙create 新的template  nb2_top top aio轉到nb2  admin目前暫定設三個   了  luis hsu 許哲維,1
"無法使用Agile系統,觀看系統上的圖檔",R&D資訊系統,專案管理,【PMS】專案管理系統,專案資料匯出問題,R&D資訊系統,agile系統觀看系統上的圖檔,1
"Create Project時,Platform/Chipset的下拉選單沒有AMD Richland和AMD Kabini,   麻煩幫忙新增並且幫忙把AMD Richland的資料填入已經create的project - BD8.",R&D資訊系統,專案管理,【PMS】專案管理系統,系統資料異常問題,R&D資訊系統,create project時platform/cpset的下拉選單沒有amd richland和amd kabini   幫忙新增幫忙把amd richland的資料填入已經create的project  bd8,1
"Eric Liou (劉得灃) 下午 04:18  PMA platform 沒有Intel SKYLAKE,  需要新增",R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,下午 0418  pma platform 沒有inskylake  需要新增,1
無法新增專案,R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,無法新增專案,1
"PDM簽核無法開啟附件內容, 使用Web & Java Version 皆無法",R&D資訊系統,專案管理,【PMS】專案管理系統,相關操作詢問,R&D資訊系統,pdm簽核附件內容 使用web  java version 皆無法,1
"我己經把我自已跟另一個同事(96090302) 己經加入到NB2_CB的  role 跟subrole 的SIT group中了  但我們兩個都遇到了無法 Add project members 的問題。訊息是"" You are no right to access this page"".   請問還有什麼地方的權限要設呢?thanks.      project name: Baytrial   HR template: NB2_CB",R&D資訊系統,專案管理,【PMS】專案管理系統,相關操作詢問,R&D資訊系統,我己經把我自已跟 己經加入到nb2_cb的  role 跟subrole 的sit group中了  但兩個都遇到了無法 add project members 的問題訊息是 you are no right to access ts page.   請問地方的權限要設呢.      project name baytrial   hr template nb2_cb,1
"目前的PMA platform control ，我只能看到NB2_OLPC ，但因為Carol Lin  請長假，我需要請MIS幫忙把我的權限開成跟Carol Lin一樣  需要有NB2_TPG, NB2_IPG , 白牌 的控制操作權，麻煩請再開一次, THANK YOU.",R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,目前的pma platform control 我只能看到nb2_olpc 但  請長假我需要請mis幫忙把我的權限開成跟  需要有nb2_tpg nb2_ipg  白牌 的控制操作權請再開一次 thank you,1
Project kick off 之後。  Project maintenance -> Project member setting -> 此時memers可進行加入或刪除的動作。  再做完了Team Schedule Setting 之後。  發現Project member Setting 只能加入人員，無法進行刪除的動作。    請問這是預期的行為嗎?? thanks.,R&D資訊系統,專案管理,【PMS】專案管理系統,相關操作詢問,R&D資訊系統,project kick off 之後  project maintenance  project member setting  此時memers可進行加入或刪除的動作  再做完了team schedule setting 之後  發現project member setting 只能加入人員無法進行刪除的動作    請問這是預期的行為嗎,1
"問題1 : 在Lenovo -TPG 案子的  Carlsgerg - Discrete  ,  Dutton-Kabini , Miller -UMA , Miller-Kabini 的 project information 頁面中的 customer name 填錯了。需由原本填錯的 ''Lenovo'' 更改為 ''Lenovo-TPG''  。 煩請幫忙更改。    問題2 ：在Lenovo -IPG 案子中的 U310T-UMA  以及 NB2_CB 中的 CL4 , QB4 , H01 ,在案子Kick Off後，無法成功把人員加到案子中，因為SubRole 欄位下來後沒有資料。但是我有在 Template SubRole Maintenance  中  己經有建立了SubRole 的角色了。",R&D資訊系統,專案管理,【PMS】專案管理系統,系統資料異常問題,R&D資訊系統,問題1  在lenovo tpg 案子的  carlsgerg  discrete    duttonkabini  miller uma  millerkabini 的 project information 頁面中的 customer name 填錯了需由原本填錯的 ''lenovo'' 更改為 ''lenovotpg''   幫忙更改    問題2 在lenovo ipg 案子中的 u310tuma   nb2_cb 中的 cl4  qb4  h01 在案子kick off後無法成功把人員加到案子中subrole 欄位下來後沒有資料我有在 template subrole maintenance  中  己經有建立了subrole 的角色了,1
"1. Project maintenance -> Project Information -> Platform 選單中，須再增加一個選項  "" Intel Baytrial"" 。    2. 可以把我的權限開到最高嗎? 就是不要受限role這個的限制，以方便我可以驗證輸入資料後的結果。 thanks.",R&D資訊系統,專案管理,【PMS】專案管理系統,相關操作詢問,R&D資訊系統,1. project maintenance  project information  platform 選單中須再增加一個選項   inbaytrial     2. 可以把我的權限開到最高嗎 受限role的限制以方便我可以驗證輸入資料後的,1
"目前我己有 建立PMA專案權限 了，但在頁面中''Analysis'' 的右邊少了個 '' Template Management'' 選項可以使用  經詢問了Gary , 應該權限沒有全開，麻煩請幫忙開這個的權限。thanks.",R&D資訊系統,專案管理,【PMS】專案管理系統,專案權限問題,R&D資訊系統,目前我己有 建立pma專案權限 了但在頁面中''analysis'' 的右邊少了個 '' template management'' 選項可以使用  經詢問了gary  應該權限沒有全開開的權限,1
PMA 專案管理系統無法登入  EXT:17463,R&D資訊系統,專案管理,【PMS】專案管理系統,系統無法登入,R&D資訊系統,pma 專案管理系統,1
please help to add Intel Braswell and AMD Carrizo& Carrizo-L in the PMA system,R&D資訊系統,專案管理,【PMS】專案管理系統,相關操作詢問,R&D資訊系統,please help to add inbraswell and amd carrizo carrizol in the pma system,1
"研發類>>Team Resource Analysis,   我的還有Sophie lien(連芷瑩) FF4 project,在PMA 上被close了.  照理說,上面的工作狀況,不應該project被close而不見,麻煩請你們check一下.  這樣會照成老闆以為我們沒有任何事情",R&D資訊系統,商業智慧分析,【EMBA】商業智慧分析管理平台,資料接收/顯示問題,R&D資訊系統,研發類team resource analysis   我的 ff4 project在pma 上被close了.  照理說上面的工作狀況不應該project被close而不見請check一下.  會照成老闆以為沒有事情,1
"於大陸出差 , 連BPM OK , 但進入做簽核 , 無法做簽核",BPM平台系統,其他類相關服務,工單重開申請單,系統無法登入,BPM平台系統,於  連bpm ok  但進入做簽核  無法做簽核,0
簽核人員已離職，需修改  分機: 382-13574,BPM平台系統,其他類相關服務,工單重開申請單,關卡流程詢問,BPM平台系統,簽核人員已離職,0
線上填寫料號傳送時發生錯誤訊息.請協助處理謝謝 EXT:15185,BPM平台系統,其他類相關服務,工單重開申請單,相關操作詢問,BPM平台系統,線上填寫料號傳送時發生錯誤訊息.,0
BPM設定代理人那邊無法新增資料,BPM平台系統,其他類相關服務,工單重開申請單,系統無法登入,BPM平台系統,bpm設定代理人無法新增資料,0
#385693230  調整工單需求申請單 上傳會有問題,BPM平台系統,其他類相關服務,工單重開申請單,相關操作詢問,BPM平台系統,調整工單需求申請單 上傳會有問題,0
"上傳考綪,但流程無法到上層長官",內部資訊系統,人資資訊系統,考績相關服務,系統操作問題,內部資訊系統,上傳考綪但流程無法到上層長官,2
職能評鑑頁面亂碼，13660,內部資訊系統,人資資訊系統,考績相關服務,資料顯示問題,內部資訊系統,職能評鑑頁面亂碼,2
主管無法上傳員工考核表  #13680,內部資訊系統,人資資訊系統,考績相關服務,系統操作問題,內部資訊系統,無法上傳員工考核表,2
MyQuanta -> Intra-System -> 沖銷平台  請問該系統發生問題要找哪一位負責人?  invoice num 無法沖銷,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,R&D資訊系統,myquanta  intrasystem  沖銷平臺  請問該系統發生問題要找哪一位負責人  invoice num 無法沖銷,1
"16047, 欲請假按出勤資訊,點選請假作業時,無法顯示畫面,出連線錯誤",R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,R&D資訊系統,欲請假按出勤資訊點選請假作業時無法顯示畫面出連線錯誤,1
Process裡面沒有簽核者，但是主管有收到Mail  主管進入表單後看不到內容，有Error,BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,BPM平台系統,process裡面沒有簽核者有收到mail  進入表單後看不到內容有error,0
"按送出時, 會出現伺服器無法操作999, 這個錯誤訊息, 使用IE填寫, 其他同事也出現類似錯誤訊息",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,按送出時 會出現伺服器999 錯誤訊息 使用ie填寫 也出現類似錯誤訊息,0
"資訊需求單:    ''/BPMPortal'' 應用程式中發生伺服器錯誤。  --------------------------------------------------------------------------------    編譯錯誤   描述: 資源編譯無法完成 (錯誤發生於服務要求)。請檢閱下列的特定錯誤詳細資料，並視情況修改您的原始程式碼。     編譯器錯誤訊息: CS1061: ''BPM.GWF016.FormData'' 不包含 ''CheckIsExistWireless'' 的定義，也找不到擴充方法 ''CheckIsExistWireless'' 來接受型別 ''BPM.GWF016.FormData'' 的第一個引數 (您是否遺漏 using 指示詞或組件參考?)    原始程式錯誤:         行 5901:                        {  行 5902:                            BPM.GWF016.FormData objForm = new BPM.GWF016.FormData(this.DBType, this.DBCode, this.ErrType, this.ErrCode, Session[""ComcodID""].ToString(), Session[""UserID""].ToString());  行 5903:                            if (objForm.CheckIsExistWireless(strGuid, ddlModule.SelectedValue, ddlGuestApplyNo.SelectedValue))  行 5904:                            {  行 5905:                                MasterPage.AlertMessage(ddlModule.SelectedItem.Text.ToString() + "":"" + ddlGuestApplyNo.SelectedValue + "" ，已存在申請記錄"");       原始程式檔: c:\inetpub\wwwroot\BPMPortal\Program\GWF016\ApplyForm.aspx.cs    行: 5903",BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,BPM平台系統,資訊需求單    ''/bpmportal'' 應用程式中發生伺服器錯誤      編譯錯誤   描述 資源編譯無法完成 錯誤發生於服務要求請檢閱下列的特定錯誤詳細資料並視情況您的原始程式碼     編譯器錯誤訊息 cs ''bpm.gwf016.formdata'' 不包含 ''checkisexistwireless'' 的定義也擴充方法 ''checkisexistwireless'' 來接受型別 ''bpm.gwf016.formdata'' 的第一個引數 您是否遺漏 using 指示詞或組件參考    原始程式錯誤         行                           行                             bpm.gwf016.formdata objform  new bpm.gwf016.formdatats.dbtype ts.dbcode ts.errtype ts.errcode sessioncomcodid.tostring sessionid.tostring  行                             if objform.checkisexistwirelessstrguid ddlmodule.selectedvalue ddlguestapplyno.selectedvalue  行                               行                                 masterpage.alertmessageddlmodule.selecteditem.ttostring    ddlguestapplyno.selectedvalue   已存在申請記錄       原始程式檔 c\inetpub\wwwroot\bpmportal\program\gwf016\applyform.aspx.cs    行,0
http://qcibpm/BPM/program/GWF016/GWF016_Sort.aspx?FORMID=GWF016&APPLID=1800001040&OWNCOM=QCI&OWNEMP=89090616  資訊需求申請單:1800001040  出現404錯誤:找不到資源,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,BPM平台系統,資訊需求申請單  出現404錯誤資源,0
帳號密碼過期，煩請幫忙 #17876,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,BPM平台系統,帳號密碼過期幫忙,0
"因部門內轉, 資訊需求申請單流程(例如: QCI -> 網管 - > 加入網域/outlook設定) 會帶到之前MIS的主管, 煩請幫忙修正, 謝謝!  分機: 19899",BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,BPM平台系統,因部門內轉 資訊需求申請單流程 qci  網管   加入網域/outlook設定 會帶到之前mis的,0
問題頁面: http://citrixgw/Core/Menu.aspx?Menuset=GITS                    Platform: QIC1822B_UVC15_EVB                     submit之後，stage仍無異動  分機: 12021,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,問題頁面                     platform qicb_uvc15_evb                     submit之後stage仍無異動,1
若想知道各專案每個onwer手上的issue狀況，除了手動搜尋外，是否有其它更方便快速的方法?,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,若想知道各專案每個onwer手上的狀況手動搜尋外是否有更方便快速的方法,1
