description,category_a,category_b,category_c,category_d,category,description_clean,category_target
http://qcibpm/BPM/program/GWF016/GWF016_Sort.aspx?FORMID=GWF016&APPLID=1800001040&OWNCOM=QCI&OWNEMP=89090616  資訊需求申請單:1800001040  出現404錯誤:找不到資源,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,BPM平台系統,資訊需求申請單   出現404錯誤 找不到資源,0
"因部門內轉, 資訊需求申請單流程(例如: QCI -> 網管 - > 加入網域/outlook設定) 會帶到之前MIS的主管, 煩請幫忙修正, 謝謝!  分機: 19899",BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,BPM平台系統,因部門內轉  資訊需求申請單流程   QCI    網管     加入網域/outlook設定  會帶到之前MIS的  幫忙修正,0
問題頁面: http://citrixgw/Core/Menu.aspx?Menuset=GITS                    Platform: QIC1822B_UVC15_EVB                     submit之後，stage仍無異動  分機: 12021,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,問題頁面                      Platform  QIC1822B_UVC15_EVB                     submit之後 stage仍無異動,1
若想知道各專案每個onwer手上的issue狀況，除了手動搜尋外，是否有其它更方便快速的方法?,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,若想知道各專案每個onwer手上的狀況 手動搜尋外 是否有更方便快速的方法,1
"QITS administration - account management  新增員工資料, 但還是看不到新增的員工資料. (ex. in search - Project leader)",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,QITS administration   account management  新增員工資料  但看不到新增的員工資料.  ex. in search   Project leader,1
"我在抓 QITS report 時 出現很奇怪的結果, REPORT: ISO_NB4, creator : Esther Wang 我明明抓了很多 project, 但是 不管我跑幾次  report , 都只能出現 project ZRV   請幫忙查一下原因 急要交報告 謝謝~~",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,我在抓 QITS report 時 出現很奇怪的  REPORT  ISO_NB4  creator   Esther Wang 我明明抓了 project   我跑幾次  report   都只能出現 project ZRV   請幫忙查一下原因 急要交報告,1
create new platforn in QITS  1.Intel Gemini Lake  2.Intel Coffee Lake  3.AMD Summit Ridge,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,create new platforn in QITS  1.InGemini Lake  2.InCoffee Lake  3.AMD Summit Ridge,1
"你好,麻煩幫我把以下兩個Project的Project Name Win跟8.1中間的空格去掉  因為多了個空格,所以無法設定QITS  Project ID 1155  Department NB3RD2  Project Name XV1H_Win 8.1    Project ID 1156  Department NB3RD2  Project Name VZ8H_Win 8.1  麻煩在PMA,QSIT,QITS上Project Name的空格都要一併去掉  謝謝!",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,幫我把以下兩個Project的Project Name Win跟8.1中間的空格去掉  多了個空格 無法設定QITS  Project ID 1155  Department NB3RD2  Project Name XV1H_Win 8.1    Project ID 1156  Department NB3RD2  Project Name VZ8H_Win 8.1  在PMA QSIT QITS上Project Name的空格都要一併去掉,1
"Project WS1  Project leader: Andy  Chen(10005016)  Driver: Bruce Lin(10202024), Young Kuo(10201023)  上述member反應收不到issue type為""Driver""類別的notice mail, 但是可以收到issue type為""BIOS""類別的notice mail.  notice mail為，加了comment之後系統自動發給所有參與人員的通知信  若操作issue轉status，則上述人員皆可收信系統自動發出的通知信",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Project WS1  Project leader  Andy  Chen    Driver  Bruce Lin    Young Kuo    上述member反應收不到 type為 Driver 類notice mail  可以收到 type為 BIOS 類notice mail.  notice mail為 加了comment之後系統自動發給所有參與人員的通知信  若操作轉status 則上述人員收信系統自動發出的通知信,1
"1. 於QITS欲新增一Report, 在report篩選條件中設定Project Name=XV2A，結果帶出的Project Name為CINNA.  2. 同issue1於Report篩選條件中，沒有XV1A_2A的project可供選擇",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,1. 於QITS欲新增一Report  在report篩選條件中設定Project Name XV2A 帶出的Project Name為CINNA.  2. 同1於Report篩選條件中 沒有XV1A_2A的project可供選擇,1
"請幫忙關閉project ""JIMMY""的 pending issue notice mail.",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,請幫忙關閉project  JIMMY 的 pending  notice mail,1
收到郵件的簽核通知，點進去之後卻顯示沒權限,BPM平台系統,研發類相關服務,RD試產請購申請單,系統無法登入,BPM平台系統,收到郵件的簽核通知 點進去之後卻顯示沒權限,0
EXT:11132  申請者想要cancel 此張單號APP0000250(RD 試產請購申請單),BPM平台系統,研發類相關服務,RD試產請購申請單,相關操作詢問,BPM平台系統,申請者cancel 此張單號APP50 RD 試產請購申請單,0
KEY單完會自動跳出,BPM平台系統,研發類相關服務,RD試產請購申請單,相關操作詢問,BPM平台系統,KEY單完會自動跳出,0
中控室反應表單無法打開   #11100,BPM平台系統,事務類相關服務,70885申請單,系統無法登入,BPM平台系統,中控室反應表單無法打開,0
如何預約一樓大廳的會議室,內部資訊系統,總務資訊系統,會議室相關服務,相關操作詢問,內部資訊系統,預約一樓大廳的會議室,3
user有登記加班交通車但排完加班交通車後找不到已申報的記錄,內部資訊系統,總務資訊系統,交通車相關服務,系統無法登入,內部資訊系統,有登記加班交通車但排完加班交通車後找不到已申報的記錄,3
145.146會議室會自動鎖上,內部資訊系統,總務資訊系統,會議室相關服務,相關操作詢問,內部資訊系統,145.146會議室會自動鎖上,3
會議是無法預約，日期選單無法跳出來。,內部資訊系統,總務資訊系統,會議室相關服務,系統無法登入,內部資訊系統,會議是無法預約 日期選單無法跳出來,3
會議室135狀態顯示異常，請幫忙處理,內部資訊系統,總務資訊系統,會議室相關服務,相關操作詢問,內部資訊系統,會議室135狀態顯示異常,3
從MyQuanta點選員工服務專區 系統出現異常 無法作業,內部資訊系統,總務資訊系統,會議室相關服務,系統無法登入,內部資訊系統,從MyQuanta點選員工服務專區 系統出現異常 無法作業,3
"APP0022970, #17451, 無法抽單",BPM平台系統,管理類相關服務,合約審核申請單,關卡流程詢問,BPM平台系統,APP70     無法抽單,0
"BPM無法登入,顯示帳密錯誤 (382)22618",BPM平台系統,其他類相關服務,工單結案申請單,系統無法登入,BPM平台系統,BPM無法登入 顯示帳密錯誤,0
QSMC 人員可以幫鼎天RTK申請嗎？(一般合約)，17187,BPM平台系統,管理類相關服務,合約審核申請單,相關操作詢問,BPM平台系統,人員可以幫鼎天RTK申請嗎  合約,0
六月新進員工，卻出現要合約歸檔   (1)申請單號：APP0004290  (2)合約名稱(The title of contract)：CDA (Confidential Disclosure Agreement)  (3)此合約經法務組審核後已經超過21天，請儘速將相關合約資料送至法務組歸檔，在未完成歸檔動作前，此通知信將每7天通知一次，以提醒使用者!!,BPM平台系統,管理類相關服務,合約審核申請單,相關操作詢問,BPM平台系統,六月新進員工 卻出現要合約歸檔   申請單號 APP90  合約名稱 The title of contract  CDA  Confidential Disclosure Agreement   此合約經法務組審核後已經超過21天 請儘速將相關合約資料送至法務組歸檔 在未完成歸檔動作前 此通知信將每7天通知一次 以提醒,0
流程已簽核完畢，但是未收到結單通知訊息。,BPM平台系統,管理類相關服務,合約審核申請單,關卡流程詢問,BPM平台系統,流程已簽核完畢 未收到結單通知訊息,0
"你好, 我上個月報加班時出現錯誤,  後來有申請成功, 今天查詢發現4/23, 4/25兩日的加班沒有申請到, 不確定是不是之前發生錯誤的關係, 請問如果要再補申請該如何處理?",BPM平台系統,人資類相關服務,加班申請單,相關操作詢問,人資資訊系統,我上個月報加班時出現錯誤   有申請成功  發現4/23  4/25兩日的加班沒有申請到  不確定是之前發生錯誤的關係  請問要再補申請該,2
電腦維修中無法簽核，手機無法簽核，請告知可以簽核的方法,BPM平台系統,人資類相關服務,加班申請單,系統無法登入,人資資訊系統,電腦維修中無法簽核 無法簽核 請告知可以簽核的方法,2
手機要簽核一些，如:加班單的問題詢問，謝謝.,BPM平台系統,人資類相關服務,加班申請單,系統無法登入,人資資訊系統,要簽核一些 如 加班單的問題詢問,2
填如加班時系統有異常請協助處理謝謝  EXT:13947,BPM平台系統,人資類相關服務,加班申請單,系統無法登入,人資資訊系統,填如加班時系統有異常,2
在點選單號 :1300137126  後，出現一個訊息 「無法取得申請單相關資訊」 。  無法簽核此申請單~,BPM平台系統,人資類相關服務,加班申請單,系統無法登入,人資資訊系統,在點選單號    後 出現一個訊息 「無法取得申請單相關資訊」    無法簽核此申請單,2
年前使用簽核都正常，但年後使用都會出現305錯誤訊息如附件，麻煩您協助處理。,BPM平台系統,人資類相關服務,加班申請單,相關操作詢問,人資資訊系統,年前使用簽核都正常 但年後使用都會出現305錯誤訊息如附件 您,2
"我有兩張加班申請單 (03/10 和 03/14)  發生異常, 查看流程路徑可確認我的主管已簽核同意, 但流程卡在 ""系統執行: 上傳加班結果"" 沒有動作, 請協助處理此問題. 因為明天(25)為人資系統結算日, 請幫忙盡快解決此問題, 謝謝您 !!",BPM平台系統,人資類相關服務,加班申請單,關卡流程詢問,人資資訊系統,我有兩張加班申請單  03/10 和 03/14   發生異常  查看流程路徑可我的已簽核同意  但流程卡在  系統執行  上傳加班  沒有動作  此問題.  25 為人資系統結算日  請幫忙此問題  您,2
要cancel 已簽核完成的加班申請單，單號:1600049167  ext:18680,BPM平台系統,人資類相關服務,加班申請單,相關操作詢問,人資資訊系統,要cancel 已簽核完成的加班申請單 單號,2
EXT:16293  主管已經簽核同意加班申請，但同仁的畫面仍然為申請中。  今天為結算日，希望能在五點以前解決。,BPM平台系統,人資類相關服務,加班申請單,相關操作詢問,人資資訊系統,已經簽核同意加班申請 但同仁的畫面為申請中   為結算日 希望能在五點以前,2
單號1800000929，開單10分鐘之後被系統退回 #10768,BPM平台系統,人資類相關服務,加班申請單,相關操作詢問,人資資訊系統,單號 開單10分鐘之後被系統退回,2
人在大陸出差，可以補登上下班時間，但無法申請加班。電話: 15196726073,BPM平台系統,人資類相關服務,加班申請單,系統無法登入,人資資訊系統,可以補登班時間 但無法申請加班,2
"BPM許多單號異常，無法簽核  分機: 382-5-610413, 15766",BPM平台系統,人資類相關服務,加班申請單,關卡流程詢問,人資資訊系統,BPM許多單號異常 無法簽核    3,2
剛收到通知說1206我出勤異常，不過當天我沒有報加班，系統顯示早上8:44刷進，20:44刷出。不知道這樣的情況需要怎麼處理?,內部資訊系統,人資資訊系統,出勤相關服務,補登問題,人資資訊系統,剛收到通知說1206我出勤異常 當天我沒有報加班 系統顯示早上8 44刷進 20 44刷出 不知道的情況需要,2
9/30 出勤記錄正常、卻顯示異常,內部資訊系統,人資資訊系統,出勤相關服務,補登問題,人資資訊系統,9/30 出勤記錄正常 卻顯示異常,2
進入系統請假，需要輸入請假日期時，無法在跳出的小視窗點選需要請假日期 (點選後系統無反應)。 附註，在填寫本19999問題單時，希望完成日在小視窗跳出來後，也無法選取日期。,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,進入系統請假 需要輸入請假日期時 無法在跳出的小視窗點選需要請假日期  點選後系統無反應   附註 在填寫本問題單時 希望完成日在小視窗跳出來後 也無法選取日期,2
HR加班申請系統異常 #15613,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,HR加班申請系統異常,2
"預報加班抽單失敗,出現錯誤,請協助處理",內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,預報加班抽單失敗 出現錯誤,2
Myquanta研發中心資料庫中的投影片無法開啟，顯示錯誤為內容有問題。,R&D資訊系統,廣達入口網站【MyQuanta】,【SDA】SDA知識管理平台,資料上傳/下載問題詢問,R&D資訊系統,Myquanta研發中心資料庫中的投影片無法開啟 顯示錯誤為內容有問題,1
在取得license時，會跳出license錯誤。#13486,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,在取得license時 會跳出license錯誤,1
ORCAD & Allegro 軟體無法使用,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,ORCAD   Allegro 軟體無法使用,1
想詢問Myquanta首頁 > organization > LC事業部要新增空間相關問題!! #11700,R&D資訊系統,廣達入口網站【MyQuanta】,【SDA】SDA知識管理平台,資料上傳/下載問題詢問,R&D資訊系統,Myquanta首頁   organization   LC事業部要新增空間相關問題,1
AutoCad需要權限.   #381-15288,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,AutoCad需要權限.,1
"半個前收到MIS  mail請大家移除Java軟體,目前發現無法將pdf file加浮水印字體---""Quanta Confidential""字樣在report上給客人,  希望MIS能幫忙安裝Java for PDF file轉檔佳浮水印字樣在report給客人",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,R&D資訊系統,半個前收到MIS  mail請移除Java軟體 目前發現無法將pdf file加浮水印字體    Quanta Confidential 字樣在report上給客人   希望MIS能幫忙安裝Java for PDF file轉檔佳浮水印字樣在report給客人,1
Creo 3.0 安裝後，打開顯示Invalid feature_Name 錯誤，無法使用。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,Creo 3.0 安裝後 打開顯示Invalid feature_Name 錯誤 無法使用,1
請問為何今天一整天都無法登入...客戶等著我的線路修改.,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,請問一整天都無法登入...客戶等著我的線路修改,1
"今天不到九點 Orcad就取不到license, 如此我今早所有的工作將停滯,嚴重影嚮進度,煩請儘快協助處理.",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,不到九點 Orcad就取不到license  我今早所工作將停滯,1
"Allegro Concept 抓不到LICENSE  已確認在LICENSE有空閒的時候一樣抓不到  之前有發生類似的情形,請幫忙確認LICENSE的權限是否有開啟  電腦名稱AN990117825  謝謝",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,Allegro Concept 抓不到LICENSE  已在LICENSE有空閒的抓不到  之前有發生類情形 LICENSE的權限是否有開啟  電腦名稱AN,1
14:45使用Pro/E情況下突然沒了license，麻煩請協助取得，謝謝~,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,14 45使用Pro/E情況下突然沒了license 請協助取得,1
麻煩請協助取得License,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,請協助取得License,1
麻煩請協助提供License以利圖面修改，謝謝。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,請協助提供License以利圖面修改,1
早上八點開Pre/E就無法取得License，麻煩請協助處理，謝謝。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,早上八點開Pre/E就無法取得License,1
可以點選borrow license但是拔掉網路之後卻無法開啟Pro-E.,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法借出borrow license,R&D資訊系統,可以點選borrow license拔掉網路之後卻無法開啟Pro E,1
人事異動單-調部門(八職同仁使用)  點選預計預動申請日無法彈出日曆,BPM平台系統,人資類相關服務,人事異動申請單,相關操作詢問,人資資訊系統,人事異動單 調部門 八職同仁使用   點選預計預動申請日無法彈出日曆,2
簽核主管異動，需協助進行修改。#11615,BPM平台系統,人資類相關服務,人事異動申請單,關卡流程詢問,人資資訊系統,簽核異動 需協助進行修改,2
“Fixed Available Date” 日期下拉選單目前只能選2007~2015年，請協助增加2016以後的選單,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,“Fixed Available Date” 日期下拉選單目前只能選2007 2015年 請協助增加2016以後的選單,1
請協助刪除issue XV1H_8.1-0001,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,請協助刪除 XV1H_8.1 0001,1
"User can''t login system successfully, it show: 找不到此工號  user 10106039 is ok to login.  user 94062701, 99080927 failed to login.",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,can''t login system successfully  it show  找不到此    is ok to login.      failed to login,1
1. 離職人員仍列在project management的人員設定清單中。請將離職人員移除。  2. Eric Wu (吳清正) Eric.Wu@quantatw.com 尚在職，系統標示為離職,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,1. 離職人員仍列在project management的人員設定清單中 請將離職人員移除   2. Eric Wu  吳清正   尚在職 系統標示為離職,1
Tester/Issue owner在i系統上加了command(無轉狀態)，系統並無發通知系給project相關人員,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Tester/ owner在i系統上加了command 無轉狀態  系統發通知系給project相關人員,1
"因應VAIO新客戶流程, 其他單位有上QITS發issue的需求(SDA.HW.ME，Thermal..)    經檢視現行SIT3二課系統，需要更改下列兩點  1. 由各team發出來的issue, 各team的leader自行open及close(ex. SIT發的issue，由project leader open及close, HW team發的issue，由HW leader open及close)  2. 在project management頁面新增其他單位的test team及team leader設定框    請MIS針對上述兩個新需求評估可行性及改動所需時間",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,因應VAIO新客戶流程  單位有上QITS發的需求 SDA.HW.ME Thermal..     經檢視現行SIT3二課系統 需要更改下列兩點  1. 由各team發出來的  各team的leader自行open及close ex. SIT發的 由project leader open及close  HW team發的 由HW leader open及close   2. 在project management頁面新增單位的test team及team leader設定框    針對上述兩個新需求評估可行性及改動所需時間,1
Account Transfer功能，公司別選單缺少QCMC資料，無法做QCMC人員之權限轉移,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Account Transfer功能 公司別選單缺少資料 無法做人員之權限轉移,1
issue轉狀態後，系統重複發出6~8封相同的notice mail給相關人員,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,轉狀態後 系統重複發出6 8封相同的notice mail給相關人員,1
"詢問以下幾個問題:  1． 自動assign功能目前是否仍work?   流程”Simple”套用自動assign功能，但所有member都沒收到通知信  2． 自訂報表功能  ""JET.TMA""這張報表部份查詢條件撈不到data (e.g issue stage=VITS), 在一般查詢相同查詢條件則可查到data  3. 轉關時不選擇任何負責人，先前使用經驗是系統會通知所有參與該專案的人員，但最近卻發現變成完全不通知任何人，是否程式有修改?",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,詢問以下  1. 自動assign功能目前是否仍work    流程”Simple”套用自動assign功能 但所有member都沒收到通知信  2. 自訂報表功能   JET.TMA 這張報表部份條件撈不到data  e.g  stage VITS   在相同條件則可查到data  3. 轉關時不選擇負責人 先前使用經驗是系統會通知所有參與該專案的人員 但卻發現變成完全不通知人 是否程式有修改,1
1. QITS個人首頁無法正常顯示  2. 使用Search頁面查得issue後，點擊issue number無法顯示issue內容,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,1. QITS首頁無法正常顯示  2. 使用Search頁面查得後 點擊 number無法顯示內容,1
QITS>>Project Management  Project Name:BD8_win8.1  點Modify會出現伺服器錯誤,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,QITS  Project Management  Project Name BD8_win8.1  點Modify會出現伺服器錯誤,1
"在QITS系統中的search功能, 是否能新增一個條件""Discretionary Field 2""並且有下拉式選單""Expected Behavior"". 也就是說在search功能裡面, 能夠篩選出Discretionary Field 2 = Expected Behavior的項目",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,在QITS系統中的search功能  是否能新增一個條件 Discretionary Field有下拉式選單 Expected Behavior . 也說在search功能裡面  能夠篩選出Discretionary Field  Expected Behavior的項目,1
"因應最近SIT1有許多新客戶公司, 需要增加下面客戶公司名稱至QITS系統  (Add below name in Customer company欄位)  1. Aether  2. NeoCitrus  3. Savant  4. LEEO  5. Toshiba  6. Outernet  7. Others",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,因應SIT1有許多新客戶公司  需要增加下麵客戶公司名稱至QITS系統   Add below name in Customer company欄位   1. Aether  2. NeoCitrus  3. Savant  4. LEEO  5. Tosba  6. Outernet  7. Others,1
"希望增加新的customer, NEC至QITS系統中",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,希望增加新的customer  NEC至QITS系統中,1
需要新增SIT1客戶Barnes & Noble,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,需要新增SIT1客戶Barnes   Noble,1
QCMC --> QITS and QSIT can''t work.,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,QITS and QSIT can''t work,1
因更换工号，现ITS系统里有单号为：APP0015667，APP0015668，APP0015669，APP0015670，创建账号为L4200799的信息未能更新，现维护信息的账户为A4102463（张晓芳）。  麻烦请帮忙更改单号为：APP0015667，APP0015668，APP0015669，APP0015670的Creator，授权给A4102463（张晓芳）。,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,因更換 現ITS系統里有單號為 APP67 APP68 APP69 APP70 創建賬號為L99的信息未能更新 現維護信息的賬戶為A63 張曉芳    請幫忙更改單號為 APP67 APP68 APP69 APP70的Creator 授權給A63 張曉芳,1
請協助修改 「合約審核申請單APP0022871」之合約名稱  原：Toshiba’s CMOS Image Sensor  請修改為：NDA_Toshiba’s CMOS Image Sensor,BPM平台系統,管理類相關服務,合約審核申請單,相關操作詢問,BPM平台系統,請協助修改 「合約審核申請單APP71」之合約名稱  原 Tosba’s CMOS Image Sensor  請修改為 NDA_Tosba’s CMOS Image Sensor,0
APP0022358無法規檔列印,BPM平台系統,管理類相關服務,合約審核申請單,相關操作詢問,BPM平台系統,APP58無法規檔列印,0
"請問合約審核已簽核完畢但系統未通知法務的執行人,請問我該去哪尋找?  感謝你!",BPM平台系統,管理類相關服務,合約審核申請單,關卡流程詢問,BPM平台系統,請問合約審核已簽核完畢但系統未通知法務的執行人 請問我該去哪尋找   你,0
簽核完成的申請單無法列印,BPM平台系統,事務類相關服務,公務車派車單,相關操作詢問,BPM平台系統,簽核完成的申請單無法列印,0
尋問合約申請書相關問題 請協助處理謝謝 EXT:13497,BPM平台系統,管理類相關服務,合約審核申請單,系統無法登入,BPM平台系統,尋問合約申請書相關問題,0
"需夾附之word檔案大於 3MB限制, 請問該如何送審",BPM平台系統,管理類相關服務,合約審核申請單,相關操作詢問,BPM平台系統,需夾附之word檔案大於 3MB限制  請問該送審,0
SI申請單，同事請產假，有設代理人，但代理人收不到信件，卡關問題詢問。 #16958,BPM平台系統,採購類相關服務,SI申請單,關卡流程詢問,BPM平台系統,SI申請單 同事請產假 有設代理人 但代理人收不到信件 卡關問題詢問,0
多張SI單，老闆無法簽核,BPM平台系統,採購類相關服務,SI申請單,系統無法登入,BPM平台系統,多張SI單 老闆無法簽核,0
APP2013395167 因同仁請假尚未申請代理人請協助處理  EXT:17561,BPM平台系統,採購類相關服務,SI申請單,關卡流程詢問,BPM平台系統,APP 因同仁請假尚未申請代理人,0
軟體需求申請單無權限使用,BPM平台系統,資訊類相關服務,軟體需求申請單,系統無法登入,BPM平台系統,軟體需求申請單無權限使用,0
軟體需求單送出時出現伺服器錯誤999,BPM平台系統,資訊類相關服務,軟體需求申請單,系統無法登入,BPM平台系統,軟體需求單送出時出現伺服器錯誤999,0
已確認系統環境變數中有包含CDS_LIC_FILE:5280@QCIROCAD01，但執行OrCAD還是顯示找不到License.,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,已系統環境變數中有包含CDS_LIC_FILE 5280 QCIROCAD01 但執行OrCAD顯示找不到License,1
新人進來，License數量不夠，這兩天跟同事都搶到中午才搶的到，根本無法工作。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,新人進來 License數量不夠 這兩天跟同事都搶到中午才搶的到 根本無法工作,1
更換電腦後 orcad 無法取的license,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,更換電腦後 orcad 無法取的license,1
ORCAD使用問題(上週user有 mail 詢問Amy Wang) #13552,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,ORCAD使用問題 上週有 mail 詢問Amy Wang,1
無法借出license及取得license...,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法借出borrow license,R&D資訊系統,無法借出license及取得license..,1
Pro/E  license 無法借出及無法取得..,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法借出borrow license,R&D資訊系統,Pro/E  license 無法借出及無法取得.,1
無法借出license及無法取得license.,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法借出borrow license,R&D資訊系統,無法借出license及無法取得license,1
昨天上午到今天為止，Creo 2.0一直都沒有Lincese可以使用，請問是否有辦法協助解決，已經嚴重影響到工作了。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,上午到為止 Creo 2.0都沒有Lincese可以使用 請問是否有辦法 已經嚴重影響到工作了,1
一早creo 2 就沒license ， 增加套數的部分能否盡快評估 ， 這已經連續兩週都發生同樣問題了 。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,一早creo就沒license   增加套數的部分能否評估   這已經連續兩週都發生同樣問題了,1
今天一整天到現在為止都沒有License可以登入，是否應該增加creo-2 套數了?  ＷＦ３．０現在有８０幾套可以用，但是應該都沒人使用居多了吧,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,一整天到現在為止都沒有License可以登入 是否應該增加creo套數了   WF3.0現在有80幾套可以用 應該都沒人使用居多了吧,1
昨天一整天都無法連線導致無法工作，今天一大早8點10分來公司也是無法連線，請問有沒有其他方式可以讓我們進行工作呢?,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,一整天都無法連線導致無法工作 一大早8點10分來公司也是無法連線 請問有沒有方式可以讓進行工作呢,1
從早上上班到現在為止都無法使用  Pro/E Creo2可用套數：0,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,從早上上班到現在為止都無法使用  Pro/E Creo2可用套數,1
早上開機一個license都沒有,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,早上開機一個license都沒有,1
依照設定了但是license還是只能借5天沒有辦法借14天,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法借出borrow license,R&D資訊系統,設定了license只能借5天沒有辦法借14天,1
您好，依據PMC  Tom Shen(沈佳贤)A1041147要求， 請問PMC簽核人能否調整自動帶出Scott Li(李峰)  02042016,BPM平台系統,業務類相關服務,異常SO申請單,關卡流程詢問,BPM平台系統,依據PMC  Tom Shen 沈佳賢 A47要求  請問PMC簽核人能否調整自動帶出Scott Li 李峰,0
