id,content,type,date
APP0011946,Dear Shirley：    请查询RPE-0601495明细是否收料？还是收料没有将资料传入EC系统？现EC系统没有GR信息，不能正常入账，    请查明！谢谢！,SAP Issue,20070130
APP0012724,Hi Shirley:    请帮忙把268 PO：5900013061， item 80的数量加到1747PCS，谢谢！,SAP Issue,20070224
APP0011807,Dear Shirely，  以下单子请帮忙导入，谢谢！    5000036153      ZYE-0702034       38LE3TALV02     1560PCS,SAP Issue,20070126
APP0012906,BAX相关问题，940PULL不出去，而PO数量和Delivery date 也正确，请帮忙查看原因,SAP Issue,20070302
APP0011260,Pls help to enlarge Qty to 20000 for  1000416834-10,SAP Issue,20070118
APP0011249,"1000416834 的10 item 我已经cancel了，     为什么还会带出来，而不显示20 item ,  以至于PO不足，     请帮忙处理",SAP Issue,20070118
APP0029956,Ctrix沒有顯示在myquanta中,GOC,20100125
APP0038997,詢問如何新增>5人數,GOC,20110603
APP0035965,"USER反應有設定問題,已通知Ellis協助處理 #15228",GOC,20101201
APP0024891,詢問meeting place人數設定問題,GOC,20090403
APP0024891,詢問meeting place人數設定問題,GOC,20090403
APP0020797,安裝完project2007後一直被要求重新設定#11765,GOC,20080623
APP0031304,Meetingplace 無法使用  #: 13637,GOC,20100414
APP0013869,使用者需要設定視訊三方通話,GOC,20070412
APP0013869,使用者需要設定視訊三方通話,GOC,20070412
APP0023563,myquanta無法連線,GOC,20081222
APP0041104,"申請meeting place時, 出現視窗, 要求sign in",GOC,20111021
APP0010686,無法連上MeetingPlace,GOC,20070103
APP0028389,Need to upgrade project 2003 to 2007. But online updtae/ access can not work. Please help!,GOC,20091109
APP0039772,"無法使用MEETING, 急需與客人開會",GOC,20110727
APP0039401,工號:100043H8 分機:17952  Meetingplace 無法登入,GOC,20110630
APP0033625,透過 sslvpn連回公司後，使用ctrix上sap會出現 Session can not flond in ICA File   .   請聯絡218829,GOC,20100730
APP0040960,Meeting Place 設定con-call號碼問題,GOC,20111013
APP0021633,新增會議出現錯誤無法新增：Error 22587、Error22640。#215348,GOC,20080811
APP0044672,MeetingPlace申請問題,GOC,20120619
APP0025660,meeting place 相關操作設定問題。#12156,GOC,20090525
APP0025660,meeting place 相關操作設定問題。#12156,GOC,20090525
APP0010272,meeting place設定,GOC,20061129
APP0000458,"Hi Will,    I finally have a file that needs to be uploaded to (zeso).    Please find attached.    Regards,    Lilibeth",SAP-GS,20050720
APP0000317,"Hello, Will :     Please advice how we put in SAP , under which path ?  thank !     Best regards  Sophie Wu",SAP-GS,20050713
APP0000483,"QCH做價差操作時,出現的會計分錄不對(66PO),煩請Aleen協助處理.",SAP-GS,20050721
APP0013828,BOM百分比,SAP Issue,20070410
APP0012620,料号：32AD6CB0028，版本：D3C无法保存，请帮忙延伸，谢谢！（系统298）,SAP Issue,20070214
APP0012921,维护料号版本,SAP Issue,20070302
APP0013029,料号view,SAP Issue,20070306
APP0011788,Maintain MARC master data,SAP Issue,20070126
APP0012918,工单扣帐问题。,SAP Issue,20070302
APP0011016,料号mrp view未建,SAP Issue,20070115
APP0011016,料号mrp view未建,SAP Issue,20070115
APP0009435,4@Introduction more detail about sales return of DR process,SAP Issue,20060916
APP0012919,料号MRPview维护,SAP Issue,20070302
APP0012922,ZP76修改,SAP Issue,20070302
APP0012477,batch问题,SAP Issue,20070209
APP0011908,维护BATCH,SAP Issue,20070130
APP0011530,仓别有误!,SAP Issue,20070123
APP0011497,BOM 维护,SAP Issue,20070122
APP0011765,RUN ZPE1 ERROR!!!,SAP Issue,20070126
APP0011764,"JOB CANCEL ,CHECK W/O DOUBLE!!!",SAP Issue,20070126
APP0011199,288 material,SAP Issue,20070117
APP0003732,不能进入SAP系统，提示找不到服务器,SAP Issue,20051124
APP0034717,BY-ES-ME1 的密码无法登陆，请帮忙查询是哪位更改了密码？  请将新密码设置为abcabc， 以便通知BU其他的成员。,SAP Issue,20100920
APP0011414,HCKT2040017 在1/1--1/15之间我们在ZM03中未发现一个165pcs的收料记录，但是厂商在EC系统中确认GR时是有这一票的，而与厂商确认，他们确实有出货，请帮忙处理一下，请查看附件,SAP Issue,20070120
APP0002277,ZHF4 MODIFY,SAP Issue,20051013
APP0013101,"请帮忙将美国以下SOLD-TO下的SHIP-TO和BILL-TO地址由 “Apple Computer Inc”.去掉“Computer”.（Need your help to change the name of Ship to and Bill to if show” Apple Computer Inc.”Please change the name to “Apple Inc”, just remove the “Computer”.）  218 SOLD TO：QCI-PALUS1  168 Sold  to： PAL-USA10  如果以下SOLD TO也显示 APPLE COMPUTER INC  也请帮忙修改：  218 Consign Sold-To：QCI-QCHPAL，QCI-QCHPA1， QCI-QCHTN1  168 Consign Sold-To：QCH-PAL1，QCH-PAL2， QCH-PAL3",SAP Issue,20070309
APP0016158,"原VENDER CODE:9710936444,受款单位名称：中外运阪急国际货运有限公司，转成新的VENDER CODE :300000600L,受款单位名称就变成：中外运阪急货运有限公司。现在系统与实际不符合，无法付款，请协助解决，谢谢！",SAP Issue,20070816
APP0016158,"原VENDER CODE:9710936444,受款单位名称：中外运阪急国际货运有限公司，转成新的VENDER CODE :300000600L,受款单位名称就变成：中外运阪急货运有限公司。现在系统与实际不符合，无法付款，请协助解决，谢谢！",SAP Issue,20070816
APP0002156,盘点账目调整for ma12 and ma13,SAP Issue,20051011
APP0007499,"Now QSMCSAP isn''t available, but QCI SAP is too slow to enter. So there is no SAP to use.   I have urgent orders to issue. Please help.    04051148    #13589",SAP Issue,20060428
APP0014136,TPC170923481L   苏州市相城区黄桥诚信劳保用品批发部RMB银行资料为正确汇款资料（账号为004039242539701040009600），TCC因无银行交换号无法汇出，现申请将TPC银行资料导入TCC，即账号  前加入银行交换号:004039242,SAP Issue,20070425
APP0013035,SAP不能down 13周缺料表到本机，请帮忙确认原因，谢谢！,SAP Issue,20070306
APP0012946,复出口协议书号2007030046 无法用ZSCL生成报废单  请帮忙处理！谢谢,SAP Issue,20070302
APP0013305,"cost down requirement already approved and showed upload to 278system. But check it on 278system, it is not upload.",SAP Issue,20070316
APP0012400,在298系统中PO单：2200001384中料号XX060008507还有21PCS允交量，现在我们在系统中不能把这21PCS允交量删除。请协助处理！,SAP Issue,20070207
APP0013575,"SAP 298(05063023) 登陆时页面为QSMCSAP14,需更新为QSMCSAP16",SAP Issue,20070328
APP0002275,ZG99 MODIFY,SAP Issue,20051013
APP0054513,SAP里面用MM01申请治具料号，里面少了Basic Data 这一选项，烦请帮忙维护。  SAP账号：05030104,SAP Issue,20131210
APP0034057,SAP安装后无法使用  IP：172.28.89.43,SAP Issue,20100818
APP0054864,QSMC反應使用SAP Tcode CO01 & CS03 帶不出1HY9ZZZ0123 BOM材料，但PDM系統在01/03/2014 09:45:17 AM CST已release。,SAP Issue,20140106
APP0003753,"We have canceled 5pcs PO as an error, PO# 1000267694.    The warehouse need 120pcs PO or receiving, but the balance PO is only 115pcs left.    Could you please help to modify the balance PO to 120pcs or the PO# 1000267694.    Thanks you so much!",SAP Issue,20051124
APP0009797,3@bom not correct in GCC WO,SAP Issue,20061020
APP0000283,Modify Report title & add one more field in this report & check catch Proforma Invoince exist in it.,SAP-GS,20050711
1800001873,新申請電腦給調任回台的處長，人事異動申請流程已簽核完成兩天，但填電腦申請單時所顯示成本單位代碼不是正確的,BPM平台系統,20180905
1600002109,1600010210無法結單,BPM平台系統,20160811
1500000583,"3/11申請的訪客無線網路(單號1500003362)在3/12訪客可以登入, 但今日3/19已無法登入, 請幫忙澄清是否需要再次申請! 感謝",BPM平台系統,20150319
APP0014466,"申请SAP 268-CS12,208-CS50的权限.  工号：04041246/03043019",SAP Issue,20070510
APP0009369,4@ How to create a new delivery for NetApp swap unit? SO 10160573,SAP Issue,20060913
1600002715,TEST,BPM平台系統,20161017
1600002750,dasd,BPM平台系統,20161024
1700001396,無法簽核資訊需求單,BPM平台系統,20170607
APP0056870,資訊需求單送簽到Andy Fan(范礼双) 之後，找不到签核的地方 ，所以签不了  單號:APP0129048,BPM平台系統,20140730
APP0058010,需求內容:無線網路申請，由會議室申請單加入時出現錯誤。,BPM平台系統,20141209
APP0050112,在資訊需求申請單裡面選擇i2後按下新增時跳出帳號權限錯誤  分機:387-13038,BPM平台系統,20130408
1500000626,資訓需求單1500003880 要cancel，不能cancel，簽核流程也不能看。  傳回的錯誤訊息:從伺服器傳回的狀態碼為500。  ext:17742,BPM平台系統,20150324
APP0056028,"申請將QCO遠端Outlook轉換成本地電腦存取, 另外NB電池故障需要檢修,",BPM平台系統,20140505
APP0056028,"申請將QCO遠端Outlook轉換成本地電腦存取, 另外NB電池故障需要檢修,",BPM平台系統,20140505
1800001094,為客戶申請無線網路申請單，單不能 由訪客申請單導入,BPM平台系統,20180524
APP0046550,密碼已過期，煩請聯絡 Karen Chou #16346,BPM平台系統,20121001
APP0046550,密碼已過期，煩請聯絡 Karen Chou #16346,BPM平台系統,20121001
APP0055412,用自己的帳號登入電腦但是進入BPM後變成別人的帳號(01050140),BPM平台系統,20140304
1700001110,BPM 無法登入,BPM平台系統,20170515
APP0005780,"I want to cancel 531pc excess PO due to ""122 recovered PO"", thanks for releasing the block of 531pc.    AJ042500T07 IC(635P) 41E4250 (KOD,PBGA) EU  2005/09/17  5950004088 00040 QCI-IBM    IBN-IBM    J08 03089719   2005/09/26 CS20             531           531",SAP Issue,20060206
APP0007616,"Please help release the block of below PO so that I can cancel 800pc excess PO, thanks.  AJ082010F41 IC(48P) RTL8201CP-VD-LF (LQFP)  2006/03/02  1070081022 00030 RPE-RSC               S07 03089719   2006/04/07 CS40             800             0         0.530",SAP Issue,20060508
APP0007616,"Please help release the block of below PO so that I can cancel 800pc excess PO, thanks.  AJ082010F41 IC(48P) RTL8201CP-VD-LF (LQFP)  2006/03/02  1070081022 00030 RPE-RSC               S07 03089719   2006/04/07 CS40             800             0         0.530",SAP Issue,20060508
APP0007616,"Please help release the block of below PO so that I can cancel 800pc excess PO, thanks.  AJ082010F41 IC(48P) RTL8201CP-VD-LF (LQFP)  2006/03/02  1070081022 00030 RPE-RSC               S07 03089719   2006/04/07 CS40             800             0         0.530",SAP Issue,20060508
APP0005950,"Question: Need MIS to release the block for buyer to cancel below trivial PO, thanks for help.    AJ008830F06 IC(48P) ALC883-GR(LQFP)  2005/12/19  1070066905 00100 RPE-RSC               S07 03089719   2006/01/13 CS40             200           200",SAP Issue,20060210
APP0007051,"Hi,   Below price has be updated to $3.04 ,please help release the block of below PO so that buyer can revise the price asap , thanks.  AJ080530036 IC(64P)88E8053-A3-NNC1C000-A066(QFN)  2005/11/09  1050103141 00010 WTM-MVL               J25 02070155   2006/01/20 CS20           5,044             0         3.100",SAP Issue,20060404
APP0007616,"Please help release the block of below PO so that I can cancel 800pc excess PO, thanks.  AJ082010F41 IC(48P) RTL8201CP-VD-LF (LQFP)  2006/03/02  1070081022 00030 RPE-RSC               S07 03089719   2006/04/07 CS40             800             0         0.530",SAP Issue,20060508
APP0005783,"I want to cancel excess PO due to ""122 recovered PO"", thanks for releasing the block of below 193pc.]    AJ044010F05 IC(128P) BCM4401KQL-P20(LQFP)  2005/06/04  1050079735 00020 BCM-BCM               J08 03010107   2005/09/22 CS20             193           193",SAP Issue,20060206
APP0007480,"Please help release the block for below PO can be revised the price from $3.05 to $3.25, thanks.    AJ057880T13 IC(196P) BCM5788MKFBG P15 (FPBGA) L-F  2006/01/18  1000307680 00010 BCM-BCM               S07 03089719   2006/04/21 CS12           4,000         4,000         3.050000 USD          3.250000  2006/01/18  1000307680 00020 BCM-BCM               S07 03089719   2006/05/12 CS12          10,000         8,170         3.050000 USD          3.250000  2006/01/18  1000307680 00030 BCM-BCM               S07 03089719   2006/05/12 CS12          10,000             0         3.050000 USD          3.250000  2006/03/29  1000328839 00120 BCM-BCM               S07 03089719   2006/07/08 CS12           2,000             0         3.050000 USD          3.250000  2006/03/29  1000328839 00130 BCM-BCM               S07 03089719   2006/07/14 CS12           1,580             0         3.050000 USD          3.250000  2006/04/06  1000331762 00010 BCM-BCM               S07 03089719   2006/07/08 CS12             520             0         3.050000 USD          3.250000  2006/04/13  1000334376 00010 BCM-BCM               S07 03089719   2006/07/08 CS12           1,010             0         3.050000 USD          3.250000  2006/04/13  1000334376 00020 BCM-BCM               S07 03089719   2006/07/14 CS12           2,460             0         3.050000 USD          3.250000  2006/04/13  1000334376 00030 BCM-BCM               S07 03089719   2006/07/21 CS12           1,880             0         3.050000 USD          3.250000  2006/04/13  1000334376 00040 BCM-BCM               S07 03089719   2006/07/28 CS12           1,870             0         3.050000 USD          3.250000  2006/04/20  1000337021 00060 BCM-BCM               S07 03089719   2006/07/14 CS12           1,540             0         3.050000 USD          3.250000  2006/04/20  1000337021 00070 BCM-BCM               S07 03089719   2006/07/21 CS12           1,000             0         3.050000 USD          3.250000",SAP Issue,20060426
APP0007098,Records with error :  CS20/LET-LOE:AD055099002 PO price must Less than or Equal to Last PO Price: 1050122742 !(N),SAP Issue,20060405
APP0006397,I cannot to enter 298 system.,SAP Issue,20060301
APP0006397,I cannot to enter 298 system.,SAP Issue,20060301
APP0006814,"Please help to add 4368pcs PO#1050118623 for entering account a.s.a.p, thanks,",SAP Issue,20060321
APP0004723,"Please help to add 50pcs for PO#1050108607 for entering account a.s.a.p, thanks,",SAP Issue,20051227
APP0004711,"Please help to add 50pcs for PO#1050108607 for entering account a.s.a.p, thanks,",SAP Issue,20051227
APP0005551,"Please help to add 350pcs for PO#1030030832-10 for entering account a.s.a.p, thanks,",SAP Issue,20060121
APP0005551,"Please help to add 350pcs for PO#1030030832-10 for entering account a.s.a.p, thanks,",SAP Issue,20060121
APP0005551,"Please help to add 350pcs for PO#1030030832-10 for entering account a.s.a.p, thanks,",SAP Issue,20060121
APP0005551,"Please help to add 350pcs for PO#1030030832-10 for entering account a.s.a.p, thanks,",SAP Issue,20060121
APP0051071,"BPM 畫面出來很慢, 且左手邊的選項一直無法正常顯示, 無法key 訪客申請單",BPM平台系統,20130527
APP0052292,想把權限轉給同事，不知道該如何轉移,BPM平台系統,20130815
APP0047447,無法填單，15230,BPM平台系統,20121112
APP0048087,"無法申請,今日9點有訪客",BPM平台系統,20121213
APP0054883,使用者反應，系統無法正常操作，請協助處理,BPM平台系統,20140107
APP0049807,南棟北棟2F所有的門禁系統發生錯誤訊息請協助處理  EXT:10555,BPM平台系統,20130325
1800001521,"無法送出申請單,顯示申請單已存在",BPM平台系統,20180713
1900000452,門禁區域找不到QCI0A000進出口課選項,BPM平台系統,20190306
APP0049336,無法進行簽核　#13986,BPM平台系統,20130227
APP0048774,使用者申請單號為:APP0011830有相關問題詢問  #12812,BPM平台系統,20130123
APP0051582,簽核時出現異常  請協助,BPM平台系統,20130628
APP0056217,出現bpm portal error錯誤,BPM平台系統,20140521
APP0057051,接待反應目前無法制卡。,BPM平台系統,20140820
APP0046597,連線不穩定,BPM平台系統,20121003
1800000569,訪客申請單想把時間往後改,BPM平台系統,20180320
APP0047904,網路不斷出現錯誤訊息。BPM進不去。但其它內部系統可以正常使用。分機：15248。,BPM平台系統,20121203
APP0053289,要填受訪者聯絡人以及陪同人員時，無法使用,BPM平台系統,20131101
1600001234,"分機: 12112  問題: MYQUANTA/BPM 無法登入, 一直要求輸入帳號密碼",BPM平台系統,20160519
APP0050681,"使用者反應上週 BPM 系統發生問題時所開立的訪客申請單現在無法刪除, 請協助處理。",BPM平台系統,20130503
APP0054634,訪客單主管無法簽核。,BPM平台系統,20131218
APP0011612,"MD41,MD42不能用 278",SAP Issue,20070124
APP0013870,SAP无法登陆,SAP Issue,20070412
APP0012160,工单入库数量问题,SAP Issue,20070202
APP0040934,在query 資料的時候，千分位變成小數點，導致計算會有問題  分機:12260,SAP-168(QCI),20111012
1800000940,#12260  SAP CODE zmmih 退料單292   會計已變價但是系統上面價格還是0,SAP-168(QCI),20180507
APP0038117,無法登入sap,SAP-168(QCI),20110408
APP0018802,SAP Client 168 價錢的 allocation 有問題，ext 382-41605，資訊需求申請單號 (APP0058347),SAP-168(QCI),20080124
APP0054951,SAP無法登入,SAP-168(QCI),20140113
APP0056291,#13267,SAP-168(QCI),20140529
APP0019004,問題諮詢,SAP-168(QCI),20080212
APP0040235,user反映 在QSMC連 SAP27連不上 #3825611134,SAP-168(QCI),20110829
APP0012774,Please help add new location MA8Q of  CS12 for Spart Part Line,SAP Issue,20070226
APP0011025,仓别申请单,SAP Issue,20070115
APP0010852,add locations  RJVQ RJV2 RJVP,SAP Issue,20070111
APP0012842,请帮忙查询一下FG10 是否跑MRP,SAP Issue,20070228
APP0013300,"现需在SAP279测试中 create Storage Location,the info as below:  RQMJ/RQRM/RQMG",SAP Issue,20070316
APP0012323,Dear Shirley     请帮忙查看238中，有无下列仓别，谢谢。    仓别的设定：仓库课提出新定义之仓别的申请（拆解料件退运仓）          具体定义为：Q-Bus F栋 RJVQ ； F2 RJV2 ；FP RJVP,SAP Issue,20070206
APP0011546,"Dear Shirley,    达富278现需申请两个仓别，请帮忙在系统里建立，单据后续我想办法给你，谢谢！    FG30 ( for sonos成品良品仓)      TW21 （for SMT料件良品仓）    详细信息如下：    申请人：冯丽丽  分机：387-10957  厂区：CS70   部门：0A304   仓别代码：如上两个    建立原因：新机种需要     是否MRP计算：是    申请单位主管：黄昆钦    关务课主管：林慧义    会计课主管：郭文豪    运筹处主管：卢信华    产销课主管：廖崧佐    资讯部主管：请帮忙递签一下好吗？谢谢了",SAP Issue,20070123
APP0013115,CS40  FX6Q FQA6 请帮忙建立,SAP Issue,20070309
APP0013115,CS40  FX6Q FQA6  已递单，请帮忙建立,SAP Issue,20070309
APP0020945,ZV29 下載Report有錯誤訊  SAP 298  TEL: 12926,SAP-2X8(QSMC),20080704
APP0020945,ZV29 下載Report有錯誤訊  SAP 298  TEL: 12926,SAP-2X8(QSMC),20080704
APP0048855,APP0077641 主管無法看到簽核單    #12802,BPM平台系統,20130130
APP0050239,"APP79852, 主管無法簽核 也無法抽單。",BPM平台系統,20130411
1800000881,申請出差網路電話顯示已申請,BPM平台系統,20180427
1800001617,出差申請單無法成功填單，會出現錯誤,BPM平台系統,20180727
APP0050436,"單子簽核到主管, 但主管說, 看不到申請單, 4/23 即要出差",BPM平台系統,20130422
1600001675,無法填寫航班資訊 for 出差接機,BPM平台系統,20160707
APP0051368,"剛剛網頁lag點了幾次送出, 產生了多筆出差申請單, 煩請協助取消以下單子  APP0081895  APP0081896  APP0081897",BPM平台系統,20130613
1500000425,"處理伺服器上的要求發生未知的錯誤,從伺服器傳回的狀態為500",BPM平台系統,20150225
APP0046678,航班申請單只能填寫QSMC,BPM平台系統,20121009
1800000726,BPM系統錯誤,BPM平台系統,20180410
APP0047482,出差填單時間與實際出差時間不同，想詢問有沒有關係!!,BPM平台系統,20121113
APP0050206,"同仁填寫出差申請單到北京出差, 系統顯示需要QCMC 的 Linda Cao(曹会平) 同仁簽核,   請幫忙處理, 不然同仁無法出差, 謝謝您.",BPM平台系統,20130411
APP0051975,"SIBU Q2 QSMC的出差統計次數有誤,   助理查詢BU出差統計為29次,   但實際Q2的出差只有28次,  請幫忙處理.",BPM平台系統,20130725
APP0049791,"點進""系統管理""->出差申請單查詢, 出現下述錯誤訊息, 無法查詢:  Error Message已發生類型 ''System.Web.HttpUnhandledException'' 的例外狀況。",BPM平台系統,20130322
APP0051046,"出差需求取消,但出差申請單已簽核完成無法抽單.  請幫忙抽單,謝謝  單號:APP0080976",BPM平台系統,20130524
APP0048253,分機:11891  出差申請單，簽核設定,BPM平台系統,20121224
APP0055315,系統跳出研發替代役相關錯誤訊息，但本人已非研發替代役身份。  分機：15837,BPM平台系統,20140220
APP0051401,無法看到已填寫完畢之出差申請單 #16193,BPM平台系統,20130614
APP0031467,user 安裝window7後無法使用SAP. (分機216222),SAP-168(QCI),20100426
APP0037849,"登 入主機 : CTRIX SAP  31  登入QCI  帳號: 97041422  輸入帳號密碼, 連線時出現系統忙線訊息,無法登入  早上還可以,直到下午六七點後才發現錯誤訊息  分機:17125",SAP-168(QCI),20110323
APP0024022,使用者帳號 無法登入,SAP-168(QCI),20090203
APP0035137,"SAP-33 沒法登入 ,出現找不到遠端電腦畫面,　 ext:3761",SAP-168(QCI),20101012
APP0037562,user反映無法登入SAP 33,SAP-168(QCI),20110307
APP0014182,USER帳號無法使用，分機13761,SAP-168(QCI),20070426
APP0015055,Can''t log in SAP on Quanta EIP,SAP-168(QCI),20070614
APP0005507,"Wanna cancel the rest PO of 47P59RAPL06, but fail, which blocked by packing......pls help to solve the problem",SAP Issue,20060119
APP0005507,"Wanna cancel the rest PO of 47P59RAPL06, but fail, which blocked by packing......pls help to solve the problem",SAP Issue,20060119
APP0010838,请帮忙维护版本，238.谢谢！  31BH1MB0005 E3FFS  31BH2MB0009 E3CFR  31BH2MB0017 E3CFS  35BH2MD0003 B2B,SAP Issue,20070110
APP0002142,"NB3,NB1有些料的mrp type被改为ND，影响MRP",SAP Issue,20051011
APP0002403,编写程式，产生并输出QSMC VENDOR PURCHASING LIST，详情见附件,SAP Issue,20051014
APP0011601,23TW3LA01S0    缺少MRP VIEW信息。,SAP Issue,20070123
APP0012600,"请将耗材设免验,谢谢, 料号:XX060002304",SAP Issue,20070213
APP0015491,"Please help to study the T-code ZPTL, which we can maintain logic rule in SAP. Thank you.     Currently due to customer request we wants to upgrade the system to add 2 function. Example as below .     1, if we meet SKU region code ABA or ABC or ABL with PC620AV , ZPTK will have feature label QCI P/N HCAT8172010    2,if we meet SKU region code ABD with Memory, ZPTK will have two Memory P/N 2AT5RM00500 and 2AT5RM00500.",SAP Issue,20070717
APP0015491,"Please help to study the T-code ZPTL, which we can maintain logic rule in SAP. Thank you.     Currently due to customer request we wants to upgrade the system to add 2 function. Example as below .     1, if we meet SKU region code ABA or ABC or ABL with PC620AV , ZPTK will have feature label QCI P/N HCAT8172010    2,if we meet SKU region code ABD with Memory, ZPTK will have two Memory P/N 2AT5RM00500 and 2AT5RM00500.",SAP Issue,20070717
APP0010879,update SMT program for new request.,SAP Issue,20070111
APP0002423,"208/268  MPS job 周末被系统cancel ,严重影响Quanta 的日常工作.",SAP Issue,20051017
APP0002423,"208/268  MPS job 周末被系统cancel ,严重影响Quanta 的日常工作.",SAP Issue,20051017
APP0009437,test,SAP Issue,20060918
APP0002875,"Dear Hans:    Please cancel po as below        26JM2PKWI24 1050013323 00010     1,360         2004/05/12  ETKZCSN 26JM2PKWI41 1050012039 00030        2,16       2004/04/16   ETKZCSN CS20       thsnks !",SAP Issue,20051026
APP0011629,run ZN26时提示错误信息,SAP Issue,20070124
APP0011614,在2x8 中change sold-to error！,SAP Issue,20070124
APP0003208,"为PO解锁. 谢谢,",SAP Issue,20051107
APP0007094,"Psl help unlock the PO  in 218 so that i can cancel Overdue PO, thanks!",SAP Issue,20060405
APP0003819,"Buyers cancel the PO before W/H receiving which caused that W/H has no SAP PO to receive the shipment,. pls MIS help unlock the PO , buyer will enlarge the PO quantity for W/H Good receiving, thanks!",SAP Issue,20051128
APP0002238,"PO was cancelled, Incoimgs has no PO to received. so , pls help unlock the PO and i will add 24pcs to the PO, thank you",SAP Issue,20051013
APP0004360,unlock PO to increase quantity for W/H Good Receiving. sorry+thanks!,SAP Issue,20051216
APP0008155,"Unlock the overdue PO in 218, thanks!",SAP Issue,20060620
APP0003115,"Unlock overdue PO, then buyer can cancel, thanks!",SAP Issue,20051102
APP0004253,Unlock the overdue PO.,SAP Issue,20051214
APP0002229,"Backlog PO is blocked by system,need MIS to unlock the PO and buyer will cancel the overdue PO, thank you.",SAP Issue,20051012
APP0004320,"Pls help unlock the Overdue PO in 218, buyer need cancel them. thanks!",SAP Issue,20051215
APP0005024,"Unlock PO in CS20 . Buyer will cancel overdue PO,. thanks!",SAP Issue,20060106
APP0002416,"overdue PO need be cancelled, but unlock in SAP, pls help unlock and buyers will cancel them, thank you!",SAP Issue,20051017
APP0057071,"JON原材出貨 的程式SAP 端设置 业务上传的SO category  栏位必须为SP或者CKD, 否则上传Fail",SAP Issue,20140822
1500002599,"申请开通 SAP账号A1030884,a3040420 ZVPF QUI-CUS功能。",SAP Issue,20150915
1500002599,"申请开通 SAP账号A1030884,a3040420 ZVPF QUI-CUS功能。",SAP Issue,20150915
APP0004509,无法用ZV39 download report,SAP Issue,20051221
APP0034744,请问SAP权限申请通过后，登陆时账号密码是什么呀？有初始密码么？,SAP Issue,20100920
APP0003516,CVB5603TN03   PO number  1070050363  CV01011MZ00   po number   1070023929  CH7101M9419  PO number  1070038565   此三张PO单需要砍掉，由于供应商已经packing，无法自行砍单。,SAP Issue,20051117
APP0014240,截止2007年4月30日QCI对TFC，TCC，TYC，TPC的应付账款明细,SAP Issue,20070430
APP0020904,请帮忙拉出QCI对TFC、TCC、TYC、TPC、TGC截止6月30日的应付明细，谢谢！,SAP Issue,20080702
APP0016403,截止8月31日QCI对TFC，TCC，TYC和TPC的应付账款明细,SAP Issue,20070830
APP0018447,请拉出QCI对TFC、TCC、TPC、TYC、TGC截止2008年1月31日之应收账款余额，谢谢！,SAP Issue,20071229
APP0000761,"USER欲連線到SAP298,請求協助相關連線設定",SAP-2X8(QSMC),20050803
APP0031341,無法登入,SAP-2X8(QSMC),20100415
APP0005488,sap 268 client password error  17667陳小姐,SAP-2X8(QSMC),20060119
APP0006932,created 第二層帳號於RD10下,SAP-2X8(QSMC),20060328
APP0039126,無法登入SAP (無權限),SAP-2X8(QSMC),20110614
APP0019112,公用帳號:95091804  user is lock，分機13229,SAP-2X8(QSMC),20080220
APP0055651,分機:382 13182,SAP-2X8(QSMC),20140327
APP0007669,第一層帳號被鎖住(sap-268)    #15101,SAP-2X8(QSMC),20060512
APP0048299,無法列印,BPM平台系統,20121225
APP0048939,無法列印放行單,BPM平台系統,20130204
1800002604,BPM 無法列印放行單 請協助處理 謝謝,BPM平台系統,20181220
1500003114,安裝CAMP   無法執行  IOS版本9.1,CAMP,20151110
1600000797,桌機轉到Qcall操作問題,CAMP,20160331
1600000797,桌機轉到Qcall操作問題,CAMP,20160331
1700001637,"Android 手机下载 CAMP APP 行动办公云 ,安装完后, 无法登入CAMP",CAMP,20170705
1700002255,CAMP APP打開一片空白，無法使用  手機OS版本:android 7.1.1,CAMP,20170831
1700001638,需要CAMP問卷功能做課後滿意度調查,CAMP,20170705
1700001659,"6/22 收到MIS信件說CAMP 有新增iworkflow功能, 但我手機點進去都顯示沒有待簽核表單, 實際從BPM簽核進去看卻有待簽核表單.  麻煩幫忙確認一下. thanks",CAMP,20170706
1600000561,"廠商打來詢問, 如何使用CAMP 系統上傳發票, 以下是廠商的聯繫方式  廠商: 龍大昌  電話: 8684-1618 分機:215, 吳小姐",CAMP,20160309
1600000561,"廠商打來詢問, 如何使用CAMP 系統上傳發票, 以下是廠商的聯繫方式  廠商: 龍大昌  電話: 8684-1618 分機:215, 吳小姐",CAMP,20160309
1800001143,"雲端硬碟無法上傳檔案, 無個人資料夾, 無配置空間",CAMP,20180530
1800001143,"雲端硬碟無法上傳檔案, 無個人資料夾, 無配置空間",CAMP,20180530
1800002307,內部行文申請單，公司名稱跑不出來,CAMP,20181108
1600000550,"製造服務雲無法使用, 是否有需要申請    龍大昌股份有限公司    (02)8684-1618 #215  吳小姐",CAMP,20160308
1600000550,"製造服務雲無法使用, 是否有需要申請    龍大昌股份有限公司    (02)8684-1618 #215  吳小姐",CAMP,20160308
1600000153,CAMP 無法使用,CAMP,20160114
1800000791,護照簽證申請單 1800000176 原先申請一般件已完成簽核，中間需改急件申請，現旅行社已先代辦完成，原先的申請單好像無法自行抽單，請幫忙告知是否幫忙抽單重新申請，或是有其他方式，謝謝!,CAMP,20180419
1700001582,HI :     我手機無法簽ECN     THANKS  RYAN,CAMP,20170628
1900000753,"CAMP 忘記密碼,  無法登入",CAMP,20190416
