Id,Content,Type,Date,idx
APP0040977,"客人給的con call 帳密一直無法登入,部門中其他同仁有相同問題",GOC,20111013,277
APP0015012,與會者邀請有問題。,GOC,20070611,278
1500001473,CAMP無法登入請協助處理謝謝  EXT:13941,CAMP,20150528,279
1500001473,CAMP無法登入請協助處理謝謝  EXT:13941,CAMP,20150528,280
1500003516,安裝新版CAMP後，IOS出現相容錯誤的訊息，導致無法開啟CAMP。分機：11891,CAMP,20151223,281
1500003516,安裝新版CAMP後，IOS出現相容錯誤的訊息，導致無法開啟CAMP。分機：11891,CAMP,20151223,282
1800000608,CAMP - 產品管理 - Platform Information  1. 現行database中的Coffeelake更改為 CoffeeLake-H  2. 新增一筆CoffeeLake-U的data,CAMP,20180326,283
1800000608,CAMP - 產品管理 - Platform Information  1. 現行database中的Coffeelake更改為 CoffeeLake-H  2. 新增一筆CoffeeLake-U的data,CAMP,20180326,284
1600001229,分機: 13110  問題:  參予的專案無法透過CAMP WEB共享專案文件,CAMP,20160519,285
1600001229,分機: 13110  問題:  參予的專案無法透過CAMP WEB共享專案文件,CAMP,20160519,286
1700001528,"電腦外帶證申請單無法在CAMP簽核,預報加班/加班申請單也不行",CAMP,20170623,287
1700000003,"加入專案, 但在表單內容看不到任何資料",CAMP,20170103,288
1800001220,新增通知人員 的帳號需要額外申請嗎?  Jane_Huang@quantatw.com 無法搜尋到，這樣案子也無法加入人員,CAMP,20180606,289
1800000362,#16976  行文系統如何操作,CAMP,20180222,290
1700002141,電腦名稱 An980100513 確認電腦已無需使用提出電腦帳戶移除,CAMP,20170823,291
1800001575,登录CAMP后出现以下情况，请帮忙处理，谢谢。  IE無法顯示該網頁,CAMP,20180724,292
1800000363,#16452  iPhone 8 plus 無法更新 CAMP App,CAMP,20180222,293
1800001486,"表單編號5444, T2G,新增表單管理者, 無法搜尋到Victor_Peng@quantatw.com, 以及F.C.Lin@quantatw.com  請幫忙加入或是請幫忙看看是不是我操作上有問題  謝謝",CAMP,20180709,294
1600003343,新增會議室    分機：15484,CAMP,20161223,295
1500003566,是否有基本教學文件可以參考 #18093,CAMP,20151229,296
1700000171,"從昨天開始, 用手機版CAMP 開BPM 時, 都無法正常顯示, 一直都在加載, 轉圈中",CAMP,20170120,297
1600000710,無法在CAMP查出勤記錄,CAMP,20160323,298
APP0051016,"PROE安裝完成後,不知何原因,執行無反應",GOC,20130522,299
1800001595,"申請者目前在QSMC出差，Pro/E 系統無法開啟。  ext:38213943, 18217667425",GOC,20180725,300
APP0045570,#15911  沒有license，打不開,GOC,20120809,301
1500001593,#17167  ProE Licence不能借,GOC,20150608,302
1500001593,#17167  ProE Licence不能借,GOC,20150608,303
APP0049114,分機：12407。已經借了一整天的PorE license，還是借不到。想詢問是否有其它的方法。,GOC,20130218,304
APP0049411,使用者借用不到License，詢問是否借用率為100%。,GOC,20130306,305
APP0023950,"ICA 受到損壞, can''t login in SAP.., SAP team said that problem may because of Citrix....",GOC,20090122,306
APP0023950,"ICA 受到損壞, can''t login in SAP.., SAP team said that problem may because of Citrix....",GOC,20090122,307
APP0017781,MSN無法安裝,GOC,20071119,308
APP0049125,分機：12123。pro-e的license問題詢問。,GOC,20130218,309
1500001027,電腦是新領的，使用時會彈出錯誤視窗，似乎跟顯示的驅動有關係,GOC,20150415,310
APP0054595,分機: 12123  問題: PRO/E 系統初始頁面無法開啟。,GOC,20131216,311
APP0005738,安裝問題,GOC,20060127,312
APP0005738,安裝問題,GOC,20060127,313
APP0010087,myquanta出現驗證問題,GOC,20061114,314
APP0044312,"你好,請教一下, 我電腦去年12月底換新機, 但是PRO/E開較大組立圖會跳掉,請問是電腦問題嗎?我的電腦RAM:4GB,CPU:2.7GHz,謝謝!",GOC,20120525,315
1800001567,"Windchill 無法登入 ( Invalid server location. Please change the ""Location"" field and try again、請協助確認、謝謝",GOC,20180720,316
APP0023068,無法開啟Pro/E，請聯絡17898,GOC,20081114,317
APP0049130,"Cannot borrow license, too.",GOC,20130219,318
1600003023,"iPhone 更新,iOS: 1.07 版本之後, 就無法看出勤紀錄",CAMP,20161121,319
1800000397,無法顯示此網頁    •請確定網址   是正確的。  •使用您的搜尋引擎尋找網頁。  •在幾分鐘後重新整理網頁。,CAMP,20180227,320
1700002917,#17890   CAMP手機簽核OPS表單與網頁簽核選項有落差,CAMP,20171102,321
1800000015,CAMP無法登入,CAMP,20180102,322
1600001444,"CAMP登入問題, 使用Quanta\工號 + 公司密碼, 會無法登入...請協助",CAMP,20160606,323
1900000547,CAMP畫面為英文界面，請幫忙修改為中文界面  謝謝,CAMP,20190319,324
1700000170,因應工作需要,CAMP,20170120,325
1800001027,在CAMP系統上其他同事沒辦法搜尋到我，用名字或是mail都無法找到。,CAMP,20180514,326
1600003021,"目前在QCMC 出差, 要使用CAMP 發送料號時, 出現無法連線的錯誤畫面, 但myQuanta 是可以正常顯示",CAMP,20161121,327
1600000942,#15589  無法登入，目前人在外面有許多單子需處理,CAMP,20160418,328
1700001170,"表單附件無法下載,或下載到一部分就卡住",CAMP,20170517,329
1600000404,"第一次安裝時出現錯誤訊息:  ""尚未信任企業級開發人員，除非信任此開發人員，否則無法使用其企業級APP""  無法進行安裝  ios9.2.1",CAMP,20160218,330
1600000404,"第一次安裝時出現錯誤訊息:  ""尚未信任企業級開發人員，除非信任此開發人員，否則無法使用其企業級APP""  無法進行安裝  ios9.2.1",CAMP,20160218,331
1700000210,"CAMP簽核使用上有問題,常常需要重新登入帳密  #16910",CAMP,20170124,332
1700000215,"CAMP上面無法看到BPM單子可以簽核,但是電腦上面有看到BPM單子   #15732",CAMP,20170124,333
1500003548,手機安裝以後點開會出現錯誤訊息，無法使用,CAMP,20151228,334
1500003548,手機安裝以後點開會出現錯誤訊息，無法使用,CAMP,20151228,335
APP0041468,#15090，未收到MEETING通知信，不確定是否meeting申請成功，meeting ID 1001116,GOC,20111116,336
APP0029203,myquanta進不去，分機12208,GOC,20091215,337
APP0029203,myquanta進不去，分機12208,GOC,20091215,338
APP0022206,user反映無法在outlook中設定會議,GOC,20080919,339
1600000299,"裝了Creo 3.0 , 但Creo 2.0出問題, 重灌Creo 2.0 M110 & M060皆無效    -------------------------------------------------  The trace creation timestamp is: Tue Feb 02 09:21:34 16  The executable build timestamp is: Mon Dec 23 22:57:12 13  The datecode is: 2013410  The pro machine type is: x86e_win64  The process ID is: 8432  The traceback type is : CRASH  -------------------------------------------------  Exception EXCEPTION_ACCESS_VIOLATION has occurred in the thread 3808.  Main Thread 3808",GOC,20160202,340
APP0049130,Cannot connect to license server system. (7788@qciintralink),GOC,20130219,341
APP0049432,License is zero always. WHY? Could help to check the license usage status?,GOC,20130306,342
APP0049416,"PChost : AN990100097.quanta.corp  Cannot get license, but  there are some free license, when use PTC status to check.",GOC,20130306,343
APP0049416,Contact info : 382 5 648554,GOC,20130306,344
1600000735,CREO 3.0 License request failed.,GOC,20160328,345
APP0045606,"目前出差重慶,不管廠內外都無法使用Pro/E  同事告知需申請使用權限,已經申請權限,但還在簽核中  目前案子很緊急需用Pro/E  懇請提供協助",GOC,20120812,346
APP0045452,Pro/E licence 過期，無法使用此系統。  ext:15839,GOC,20120806,347
APP0045452,Pro/E licence 過期，無法使用此系統。  ext:15839,GOC,20120806,348
APP0024951,"user反應無法操作頁面項目   請相關系統負責人聯絡use做進一步的使用說明,謝謝!",GOC,20090409,349
APP0027338,使用者 Meeting Place 無法使用.,GOC,20090907,350
APP0027338,使用者 Meeting Place 無法使用.,GOC,20090907,351
APP0029957,myquanta 中Intra無發登入,GOC,20100125,352
APP0029957,myquanta 中Intra無發登入,GOC,20100125,353
APP0036938,"要預約MeetingPlace, 點選""Schedule Meeting""出現""Please Login""的訊息",GOC,20110121,354
APP0030132,外國的電話無法連進來 EXT:16243,GOC,20100203,355
APP0030132,外國的電話無法連進來 EXT:16243,GOC,20100203,356
APP0020019,想詢問操作及使用方法  TEL:14021,GOC,20080425,357
APP0020019,想詢問操作及使用方法  TEL:14021,GOC,20080425,358
APP0035892,MeetingPlace問題請協叔處理.,GOC,20101126,359
APP0040859,工號:85052703  電話:13551  問題類型:使用live-hd無法連線 視訊會議功能無法運作,GOC,20111007,360
APP0024197,無法使用meeting place  IP: 10.243.180.13,GOC,20090212,361
1700002372,I need access to Amazon AWS S3 for FAB project. Right now this seems blocked by the firewall.,GOC,20170914,362
APP0040004,MeetingPlace使用問題詢問,GOC,20110812,363
APP0035353,設定Meeting Place 問題 #17350,GOC,20101025,364
APP0043897,無法登入去預約會議 #15128,GOC,20120427,365
1700001851,筆電轉軸處已裂，也已凹陷,GOC,20170726,366
APP0019376,"沒法登入sap, 請與使用者聯繫 17138",GOC,20080310,367
APP0038156,登入系統時，一直出現sign in的訊息，key 入帳密碼還是無法使用,GOC,20110411,368
APP0013890,test,GOC,20070413,369
APP0025550,申請meeting place之後過了五個小時才會收到mail通知，會議時間已經過了才收到，近期已發生數次類似狀況,GOC,20090518,370
APP0025550,申請meeting place之後過了五個小時才會收到mail通知，會議時間已經過了才收到，近期已發生數次類似狀況,GOC,20090518,371
APP0041907,於對面三樓，想申請MeetingPlace但一直要輸入帳號密碼，輸入後會出現帳號密碼錯#18290,GOC,20111215,372
APP0041776,無法schedule一個meeting，提示需要登入帳號密碼#11729,GOC,20111207,373
APP0024146,user 詢問如何申請meeting place. user 想讓客戶可以遠端登入控制某一台電腦。,GOC,20090210,374
APP0024146,user 詢問如何申請meeting place. user 想讓客戶可以遠端登入控制某一台電腦。,GOC,20090210,375
APP0029792,相關操作詢問  #15254,GOC,20100114,376
APP0029792,相關操作詢問  #15254,GOC,20100114,377
APP0042417,無法使用,GOC,20120111,378
APP0044665,視訊會議 帳號設定問題,GOC,20120619,379
APP0016399,連到meeting place頁面有問題,GOC,20070829,380
APP0037773,Meeting ID 需增加人有問題..請協助處理  Ext:18973,GOC,20110318,381
APP0041286,想要修改會議參與人數。分機：382-61613,GOC,20111103,382
APP0023156,meeting place can''t use.,GOC,20081124,383
APP0023156,meeting place can''t use.,GOC,20081124,384
APP0022488,"MS office live meeting issue, 無法使用",GOC,20081009,385
APP0017921,"User在使用meetingplace上有疑問,請予以解答~~謝謝!! #13008",GOC,20071127,386
APP0034398,"使用者反應連線聲音品質不佳,請協處(Ext.16805)",GOC,20100902,387
APP0018861,User PLM 系統無法登入,GOC,20080129,388
APP0007792,無法撥通meeting place，請幫忙處理，謝謝！分機 #17596,GOC,20060522,389
APP0007792,無法撥通meeting place，請幫忙處理，謝謝！分機 #17596,GOC,20060522,390
APP0013681,視訊會議無法使用,GOC,20070402,391
APP0013681,視訊會議無法使用,GOC,20070402,392
APP0029997,使用者無法使用.,GOC,20100127,393
APP0030051,"還是無法使用10:00要con-call,請求手動幫他申請一個~",GOC,20100129,394
APP0030051,"還是無法使用10:00要con-call,請求手動幫他申請一個~",GOC,20100129,395
APP0019175,無法連上Meeting Place,GOC,20080225,396
APP0010157,不會操作,GOC,20061117,397
APP0050762,操作上問題詢問,GOC,20130507,398
1600000380,#18031  ProE License 無法使用,GOC,20160216,399
APP0028017,無法抓到公司的License,GOC,20091019,400
APP0048398,無法使用  分機: 12268,GOC,20130103,401
APP0048398,無法使用  分機: 12268,GOC,20130103,402
1700002245,請協助釋出license,GOC,20170831,403
APP0057364,麻煩請協助提供Pro/E 4.0 License，謝謝。,GOC,20140924,404
1600000373,麻煩請協助釋放Pro/E4.0 License，畫到一半停住不到五分鐘就遺失了....謝謝!!,GOC,20160215,405
APP0057376,麻煩請協助提供Pre/E4.0 License，謝謝~,GOC,20140925,406
1600000885,PDM密碼忘記,GOC,20160412,407
APP0021836,PRO-E 無法打開,GOC,20080827,408
APP0023089,"同仁PTC 無法連線至Pro-E Server, 煩請協助處理, 謝謝",GOC,20081117,409
1600000939,#12674  ProE licence點開沒有用,GOC,20160418,410
