Id,appearedTimeOfDay,terrainType,closeToWater,city,continent,weather,temperature,windSpeed,pressure,weatherIcon,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m,cooc_1,cooc_2,cooc_3,cooc_4,cooc_5,cooc_6,cooc_7,cooc_8,cooc_9,cooc_10,cooc_11,cooc_12,cooc_13,cooc_14,cooc_15,cooc_16,cooc_17,cooc_18,cooc_19,cooc_20,cooc_21,cooc_22,cooc_23,cooc_24,cooc_25,cooc_26,cooc_27,cooc_28,cooc_29,class
OTY4NjQwMjAzMDQ0MDQwNDU=,evening,13,FALSE,New_York,America,Clear,27.8,7.67,1021.71,clear-day,2102.9775,TRUE,TRUE,TRUE,FALSE,0.355666,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.030868,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
NDQ5MTY1NzE0NDMxMjk5NDMzMw==,night,0,TRUE,New_York,America,Clear,21.7,13.34,1020.46,clear-day,0,FALSE,FALSE,FALSE,TRUE,1.855117,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.243733,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
MTA2MjkwOTQxNDcwNTM3MDM2Mjk=,night,13,FALSE,Chicago,America,Clear,26.6,3.96,1012.49,clear-day,849.44226,TRUE,TRUE,TRUE,FALSE,1.130199,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.243634,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
NjY0MTQ5NzExNDk0MjI3NTM3Mw==,morning,0,TRUE,Stockholm,Europe,PartlyCloudy,18.2,12.94,1013.26,partly-cloudy-day,214.14536,FALSE,FALSE,TRUE,FALSE,2.726831,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.726831,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
MTEzMzU4MjQ2OTI1Njk2NjM0ODU=,night,13,FALSE,Los_Angeles,America,Clear,27.6,9.59,1008.35,clear-night,683.3539,FALSE,TRUE,TRUE,FALSE,0.172239,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.172239,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTEwNDQzMTM5MjYyMzUxMDAyODU=,morning,5,FALSE,Los_Angeles,America,PartlyCloudy,17.4,3.17,1009.88,partly-cloudy-night,570.0402,FALSE,TRUE,TRUE,FALSE,0.219294,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.050072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
MTI3NDg0Mjc0NzkxMzYzNjU1MDE=,afternoon,13,FALSE,New_York,America,Clear,25.2,6.69,1024.09,clear-day,2810.7285,TRUE,TRUE,TRUE,FALSE,0.254576,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.05867,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
MTY5MDIyMzUzNDkxMTM1MDc1ODE=,night,0,TRUE,Tahiti,Pacific,Breezy,27.8,22.11,1016.51,wind,0,FALSE,FALSE,FALSE,TRUE,3859.424664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25339,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mzk1MDk2OTM0NDcyNTI0ODM2NQ==,afternoon,10,FALSE,Chicago,America,Clear,23.3,14.07,1011.88,clear-day,6.129168,FALSE,FALSE,FALSE,TRUE,0.52691,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.302764,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTQ5NjUwNzE5MjExMzY2NTk1NDk=,evening,7,FALSE,Denver,America,Clear,27.8,11.13,1003.57,clear-day,111.492096,FALSE,FALSE,FALSE,TRUE,0.227943,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.07826,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ODUxNTU0NzMzOTY1MzQ4Mzc1Nw==,evening,5,FALSE,New_York,America,Clear,28.7,4.77,1021.56,clear-day,10.18296,FALSE,FALSE,FALSE,TRUE,16.55492,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.415902,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
MTQ5OTc0OTI1MTk4OTk2ODc2NQ==,night,1,TRUE,Oslo,Europe,Clear,13.8,6.25,1011.53,clear-night,0,FALSE,FALSE,FALSE,TRUE,2.558153,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.558153,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
ODUzOTE4NTgwNzQ4MTg1MDU1Nw==,night,10,FALSE,Chicago,America,Clear,32.2,11.77,1013.53,clear-day,138.59012,FALSE,FALSE,FALSE,TRUE,0.893811,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.602392,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTMxNzgzNzc4MjgxODQ0MDQ0Mjk=,evening,12,TRUE,Hong_Kong,Asia,Clear,28,4.68,1005.02,clear-day,4039.2358,TRUE,TRUE,TRUE,FALSE,0.099719,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.035909,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Mjg2OTE2ODMwODg2ODAyNzE2NQ==,night,13,FALSE,Chicago,America,Clear,20.2,8.9,1021.97,clear-night,511.28308,FALSE,TRUE,TRUE,FALSE,0.235317,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.044355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
MTI5MTA4NDgyMzA2NjQ0NzMxMDE=,afternoon,2,FALSE,Melbourne,Australia,Overcast,10.7,5.67,1029.13,cloudy,28.107285,FALSE,FALSE,FALSE,TRUE,0.083387,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.100122,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
NDE5NDEwNzgxMTMyNjU5MDE=,afternoon,13,FALSE,Melbourne,Australia,Clear,7.8,2.81,1029.14,clear-night,1055.8982,TRUE,TRUE,TRUE,FALSE,0.388561,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.141677,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MjAwMzc3NTQyMjM0Njg4ODQ1,night,13,FALSE,Melbourne,Australia,PartlyCloudy,10.6,11.37,1028.99,partly-cloudy-day,1055.8982,TRUE,TRUE,TRUE,FALSE,0.30495,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.199278,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
NzE3MjMwMTYwODQwNjI4OTc0MQ==,afternoon,0,TRUE,Hong_Kong,Asia,Clear,27.5,6.99,1006.6,clear-day,5206.375,TRUE,TRUE,TRUE,FALSE,0.31539,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.156322,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MjE3NzU1ODU4OTE3NDIxMjQ3Nw==,afternoon,5,FALSE,Rome,Europe,Clear,27.8,6.16,1015.59,clear-day,43.430546,FALSE,FALSE,FALSE,TRUE,0.289319,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.021056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
MTQxNDc0MzkzNDEzNzIyODI4NDU=,night,13,FALSE,Chicago,America,Clear,15.5,4.4,1023.21,clear-night,761.8856,FALSE,TRUE,TRUE,FALSE,0.010822,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.084602,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTgyNTU3MjMwMzEzODAwMDkyNDU=,morning,13,FALSE,Los_Angeles,America,Clear,23.1,9.21,1008.69,clear-night,549.7402,FALSE,TRUE,TRUE,FALSE,0.557633,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.301902,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTI4MTgyNjQ5NTQwOTI1ODY1MDk=,night,13,TRUE,London,Europe,Clear,18.1,4.12,1022.97,clear-night,1886.2122,TRUE,TRUE,TRUE,FALSE,0.038574,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.069311,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
MTQwMzk2MDk0ODE3OTU2MjQ3NDk=,afternoon,13,FALSE,New_York,America,Clear,25.2,6.69,1024.09,clear-day,2810.7285,TRUE,TRUE,TRUE,FALSE,0.390298,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.018748,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
MjY0OTU1MzUwNTc1MjEzNTgzNw==,night,13,TRUE,London,Europe,Breezy,17.8,20.67,1012.08,wind,1886.2122,TRUE,TRUE,TRUE,FALSE,0.028344,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.107414,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
MzY3MTg5Mzc3NzU1NzMyMzk0OQ==,night,10,FALSE,Chicago,America,Clear,31.9,9.43,1014.93,clear-day,138.59012,FALSE,FALSE,FALSE,TRUE,0.1626,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.101641,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
NjU4MTg2OTk3OTQ1NjY1MDE0MQ==,night,0,TRUE,Puerto_Rico,America,Rain,24.8,10.61,1015.31,rain,3133.7402,TRUE,TRUE,TRUE,FALSE,0.228354,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.022013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
OTU4MzcxNTUzMTIzMjUxMjUwOQ==,evening,0,TRUE,London,Europe,Clear,17.7,12.01,1016.25,clear-day,3493.8728,TRUE,TRUE,TRUE,FALSE,0.061248,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.041919,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
NjIzMDg5MzI5NTI1NDU1Nzk5Nw==,night,7,FALSE,Los_Angeles,America,Clear,25.3,19.58,1007.68,clear-day,591.0899,FALSE,TRUE,TRUE,FALSE,0.431712,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.115503,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTcwMzI4Nzk5NDE3OTQ4ODc2OTM=,night,13,TRUE,Paris,Europe,MostlyCloudy,23.7,3.32,1017.74,partly-cloudy-night,0,FALSE,FALSE,FALSE,TRUE,0.225524,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.064561,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
MjIzMDMxMjUzNzAxMzQwNDcxNw==,night,7,FALSE,Phoenix,America,Clear,35.7,8.74,1000.91,clear-night,635.5498,FALSE,TRUE,TRUE,FALSE,0.913543,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.201018,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTU0ODA1NDkyOTMzMDc3MjM2NjE=,evening,5,FALSE,New_York,America,Clear,29.6,7.32,1019.75,clear-day,790.0195,FALSE,TRUE,TRUE,FALSE,0.434146,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.054615,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
NTQyNjA3MDc3Nzc5MTg5NjQxMw==,night,0,TRUE,New_York,America,Clear,19.8,3.28,1019.28,clear-night,0,FALSE,FALSE,FALSE,TRUE,0.216234,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.126265,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
MTQ3MTUwNTIxODQ3MzgyMzYyODU=,night,13,TRUE,New_York,America,Clear,24.2,8.06,1020.98,clear-night,0,FALSE,FALSE,FALSE,TRUE,0.023643,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.060351,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Mjc2MzQxOTEzNzMzODg5MjA0NQ==,evening,13,FALSE,Los_Angeles,America,Clear,24.5,3.41,1009.53,clear-day,1361.0005,TRUE,TRUE,TRUE,FALSE,0.152153,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.079758,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
NTEyMDMxNTk3NTQzODQ1ODU1Nw==,night,13,TRUE,New_York,America,Clear,27.3,8.91,1019.86,clear-night,511.28308,FALSE,TRUE,TRUE,FALSE,0.107572,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.151405,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTY4NDgzNzQ2OTU3MTAwMjY4NQ==,afternoon,0,TRUE,Brunei,Asia,Clear,27.8,1.66,1010.91,clear-day,18.862122,FALSE,FALSE,FALSE,TRUE,308.034197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.370592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
NTIzNjM2MzcyMzQzNTMyNTcwOQ==,night,8,TRUE,Rome,Europe,Clear,22.7,2.43,1013.15,clear-night,0,FALSE,FALSE,FALSE,TRUE,0.176003,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.085223,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nzk5Nzc2NzUyMTc2NDc2OTUxNw==,morning,5,FALSE,Prague,Europe,MostlyCloudy,13.3,8.76,1023.36,partly-cloudy-day,64.71778,FALSE,FALSE,FALSE,TRUE,0.450821,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.237186,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
NTQwODAxNDE4NzE1NjY0ODYzNw==,afternoon,12,FALSE,London,Europe,Clear,24.6,12.81,1021.49,clear-day,138.59012,FALSE,FALSE,FALSE,TRUE,0.235996,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.076326,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
OTQ1MDAyMjIwMTg1ODg5MDcxNw==,morning,12,TRUE,London,Europe,Clear,17.5,16.25,1008.3,clear-day,761.8856,FALSE,TRUE,TRUE,FALSE,0.306945,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.084225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
MTA1ODg5NzY2MzI1Njk1MzAzNw==,afternoon,12,FALSE,Rome,Europe,MostlyCloudy,26.1,1.3,1015.58,partly-cloudy-day,683.3539,FALSE,TRUE,TRUE,FALSE,0.065447,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.099197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTgzNjg3ODEwMDEzMDUyMDQ4NjE=,night,12,FALSE,Rome,Europe,Clear,15.4,15.29,1015,clear-night,683.3539,FALSE,TRUE,TRUE,FALSE,0.146009,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.046169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
