description,category_a,category_b,category_c,category_d,category,description_clean,category_target
我在QCO登入Outlook時會先出現一個提示訊息：    https://mail.quanta.corp/autodiscover/autodiscover.xml  你的帳戶已重新導向至此網站以進行設定。是否允許?    點選允許後會顯示：  無法啟動Microsoft Outlook。無法開啟Outlook視窗。無法開啟資料夾組。,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,我在qco登入outlook時會先出現一個提示訊息      你的帳戶已重新導向至此網站以進行設定是否允許    點選允許後會顯示  無法啟動microsoft outlookoutlook視窗資料夾組,0
自己的NB Outlook中設定收發quantatw的信件，但只能收，不能寄，會出現發送失敗訊息,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,的nb outlook中設定收發quantatw的信件但只能收不能寄會出現發送失敗訊息,0
1.關於藝文活動E-mail  2.QUANTA 公佈重要信件  3.福委會  請幫忙確認E-mail信箱是否有問題呢?謝謝!,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,1.藝文活動email  2.quanta 公佈重要信件  3.福委會  email信箱是否有問題呢,0
無法打開薪資單,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,無法打開薪資單,0
薪資單沒有權限開啟  ext:12626,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,薪資單沒有權限開啟,0
"您的信箱快滿了-----我已經清空刪除資料夾,但還是還是持續這樣,所以須請你幫忙確認",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,您的信箱快滿了我已經清空刪除資料夾但持續須請你,0
顯示需要使用Microsoft帳戶存取內容,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,顯示需要使用microsoft帳戶存取內容,0
outlook 點不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook 點不開,0
"outlook顯示已停止運作,重新開啟",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook顯示已停止運作重新開啟,0
outlook無法登入,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook,0
本機outlook無法正常開啟,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,本機outlook無法正常開啟,0
"Outlook 沒辦法打開, 卡在 正在驅動的畫面.",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook 沒辦法打開 卡在 驅動的畫面,0
4/17 下午3點多~7點的郵件，無法完全接收到，一直到晚上7點多才全部進來(一次進來40~50封信)  因為有時客戶發的信需要急件處理，還請釐清原因後，協助告知如何修正異常原因，避免因收信延誤，而影響回覆客戶的時效，謝謝,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,4/17 下午3點多7點的郵件無法完全接收到到晚上7點多才全部進來一次進來4050封信  有時客戶發的信需要還請釐清原因後協助告知異常原因避免因收信延誤而影響回覆客戶的時效,0
Zv17 fail to print out,SAP-168(QCI),SD,Sales Process,Billing issue,SAP,zv17 fail to print out,1
user反映有一個MM50無法操作,SAP-168(QCI),MM,其它,其它,SAP,有一個mm50,1
訂單無法列印，未出現任何錯誤訊息,SAP-168(QCI),Basis,印表機,無法列印,SAP,訂單無法列印未出現錯誤訊息,1
請協助增設印表機  聯絡電話: 17613,SAP-168(QCI),Basis,印表機,設定,SAP,增設印表機,1
csap33沒辦法列印，分機13377,SAP-168(QCI),Basis,印表機,無法列印,SAP,csap33沒辦法列印,1
"使用者反應想要詢問關於列印相關問題,煩請協助",SAP-168(QCI),Basis,印表機,無法列印,SAP,詢問列印相關問題協助,1
QMQ1 printer fail,SAP-168(QCI),Basis,印表機,無法列印,SAP,qmq1 printer fail,1
SAP Printer fail QMQ1,SAP-168(QCI),Basis,印表機,無法列印,SAP,sap printer fail qmq1,1
印表機無法列印,SAP-168(QCI),Basis,印表機,無法列印,SAP,印表機無法列印,1
ZV1B不能使用,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,zv1b不能使用,1
can''t print out,SAP-168(QCI),Basis,印表機,無法列印,SAP,can''t print out,1
T-code: VL01  轉dly無法轉  TEL:12308,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,tcode vl01  轉dly無法轉,1
無法連線印表機,SAP-168(QCI),Basis,印表機,無法列印,SAP,無法連線印表機,1
"USER反應說有一個料號被MISPP給LOCK住,料號是ejm2zzzwiw4,請幫忙其處理,分機1130",SAP-168(QCI),MM,其它,領退料問題,SAP,有一個料號被mispp給lock住料號是ejm2zzzwiw4,1
outlook無法啟動,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法啟動,0
Email adress 在Outlook上顯示為10610076@quantatw.com  正常應該顯示為英文姓名。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,adress   正常應該顯示為英文姓名,0
一直要輸入認證,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,要輸入認證,0
"After updated Outlook2013, I can''t launch it.",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,after updated outlook i can''t launch it,0
outlook無法正常開啟  分機：15513,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法正常開啟,0
Outlook打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook,0
有兩個禮拜的信件未看到.  1.Server 端確認沒有信件  2.WebMail沒有任何郵件  3.設定檔已從設置,網管,Outlook與郵件,Outlook,信件有時無法下載,Outlook與郵件,有兩個禮拜的信件未看到.  1.server 端沒有信件  2.webmail沒有郵件  3.設定檔已從設置,0
outlook 點不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook 點不開,0
Excel共用功能寄出的MAIL，內容全部不見只剩附件，另外寄件備份也找不到  (Excel版本2016),網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,excel共用功能寄出的mail內容全部不見只剩附件寄件備份也  excel版本,0
今天outlook無法收信  分機: 13402,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法收信,0
outlook 無法開啟,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook,0
mail box pst檔案問題  分機: 15605,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,mail box pst檔案問題,0
"開啟薪資單信件時，經常出現""Cannot generate SSPI context""、""開啟受資訊版權管理保護的內容時發生錯誤。發生內部錯誤。"" 等訊息，無法看到信件內容。但偶而又突然可以開啟。",網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,開啟薪資單信件時出現cannot generate sspi cont開啟受資訊版權管理保護的內容時發生錯誤發生內部錯誤 等訊息無法看到信件內容但又突然可以開啟,0
"outlook無法打開, 人在重慶, 請用OCS和申請者聯絡",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法打開  請用ocs和申請者,0
"最左邊那欄""收件匣""後面有(13)顯示未讀郵件，但沒看到這些未讀郵件。10月中""收件匣""後面只有(5)，後來越來越多，有重開過Outlook但沒效。  收發信正常，擔心有郵件遺漏掉。",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,最左邊那欄收件匣後面有13顯示未讀郵件但沒看到未讀郵件10月中收件匣後面5越來越多有重開過outlook但沒效  收發信正常擔心有郵件遺漏掉,0
右下方outlook圖示有時會出現驚嘆號而無法收發信  ext:16781,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,右下方outlook圖示有時會出現驚嘆號而無法收發信,0
"Outlook顯示離線, 無法收發郵件, 重新開機也無效.  ps: skype是有連線的.",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook顯示離線 無法收發郵件 重新開機也無效.  ps skype是有連線的,0
office 2010 升級至2013 後，outlook無法收發信。,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,office  升級至 後outlook無法收發信,0
Outlook無法收發信件,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法收發信件,0
登入不進outlook也收不到信件,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,登入不進outlook也收不到信件,0
user跑ZV36扣帳的時候會出現error message 如mail所示,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,跑zv36扣帳的會 message 如mail所示,1
VL02 locked and processing very slowly.,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,vl02 locked and processing very slowly,1
"號碼51868734,51868735,其為內銷,應帶出5%的稅率,但是帶不出來",SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,號碼其為內銷應帶出5%的稅率帶不出來,1
sap無法列印 請協助處理,SAP-168(QCI),Basis,印表機,無法列印,SAP,sap無法列印,1
sap 數值到達最大無法列印,SAP-168(QCI),Basis,印表機,無法列印,SAP,sap 數值到達最大無法列印,1
"達丰USER反應APO專案R10有問題,煩請Sworm協助處理",SAP-168(QCI),MM,其它,其它,SAP,達豐apo專案r10有問題sworm,1
印表機無法列印,SAP-168(QCI),Basis,印表機,無法列印,SAP,印表機無法列印,1
LV Order 無法建立 分機16281,SAP-168(QCI),SD,Sales Process,SO issue,SAP,lv order 無法建立,1
要從SAP印東西，該如何設定，聯絡電話216281或桌機17595,SAP-168(QCI),Basis,印表機,設定,SAP,要從sap印東西該設定1或,1
13465 Citrix 無法登錄sap,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,citrix 無法登錄sap,1
使用者無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon sap,1
無法連進SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法連進sap,1
"User was unabl to login ASP via my Quanta Web Site.  She had waited for 10 minutes, There was no response. She also trid to reboot computer.  The situation is still the same.  Please help.    Her Ext is 11415",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,was unabl to login asp via my quanta web site.  she had waited for 10 minutes there was no response. she also trid to reboot computer.  the situation is still the same.  please help.    her is,1
連線 CSAP26顯示SAP無回應,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,連線 csap26顯示sap無回應,1
Thin Client CSAP33無法登入  ext:15043,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,tn client csap33,1
無法logon in SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon in sap,1
#17481  原本在SAP上作業都可以直接編輯，現在都變為下載另存新檔,SAP-168(QCI),Basis,其它,Performance Issue,SAP,原本在sap上作業都可以直接編輯現在都變為下載另存新檔,1
"總物流部物流課user反應今日SAP168處理速度很慢,煩請相關同仁協助處理",SAP-168(QCI),Basis,其它,Performance Issue,SAP,總物流部物流課今日sap168速度很慢相關,1
sap26無法進入#11285,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,sap26,1
CSAP23無法login，帳號85090205,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,csap23無法login帳號,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon sap,1
sap 168 連不上,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,sap 168 連不上,1
SAP無法logon,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,sap無法logon,1
SAP更新之後無法登入 請協助處理,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,sap更新之後,1
sap can''t logon,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,sap can''t logon,1
不知如何，  解ME22中Lock PO資料,SAP-168(QCI),MM,其它,其它,SAP,不知  解me22中lock po資料,1
"NB1 User(#11834)反應ZM02跑CS12 (268) & CS50 (208)時會發生當掉的現象,其它同事也是一樣的情形,煩請協助處理.",SAP-168(QCI),MM,其它,其它,SAP,nb1 反應zm02跑cs12 268  cs50 208時會發生當掉的現象也是的情形,1
QSA1 印表機無法列印 請協助處理,SAP-168(QCI),Basis,印表機,無法列印,SAP,qsa1 印表機無法列印,1
"billing cost  center 帶錯,請協助解決.",SAP-168(QCI),SD,Sales Process,Billing issue,SAP,billing cost  center 帶錯,1
user表示透過SAP無法列印,SAP-168(QCI),Basis,印表機,無法列印,SAP,表示透過sap無法列印,1
outlook會漏收一些信件  ext:18357,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook會漏收一些信件,0
"於Outlook雙擊信件後，彈出視窗顯示""此內容無法透過您目前的認證進行存取。您要使用Microsoft帳戶來存取此內容嗎？""若選擇""是""，彈出一瀏覽器視窗Windows Right Management，但網頁顯示為已取消瀏覽該網頁的頁面，若選擇""否""，彈出一系統視窗""嘗試連線到Active Directory Rights Management Services伺服器時發生錯誤。請稍後再試或聯絡您的系統管理員""，隨後僅能點""是""關閉視窗，總之就是無法開啟薪資明細單郵件",網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,於outlook雙擊信件後彈出視窗顯示此內容無法透過您目前的認證進行存取您要使用microsoft帳戶來存取此內容嗎若選擇是彈出一瀏覽器視窗windows right management但網頁顯示為已取消瀏覽該網頁的頁面若選擇否彈出一系統視窗嘗試連線到active directory rights management services伺服器時發生錯誤請稍後再試或您的系統管理員隨後僅能點是關閉視窗薪資明細單郵件,0
Outlook 打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook,0
#17113  昨日下午兩點email左下角工具列出現驚嘆號，有時會收不到信，還請幫忙處理 感謝!,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,昨日下午兩點左下角工具列出現驚嘆號有時會收不到信還,0
"EMAIL PROXY SECURITY ALERT; He is the foreign needs to speak English if call him; First call:13662, second:15038",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,proxy security alert he is the foreign needs to speak english if call m first call second,0
"代廣達文教基金會填單 分機 66694  , OUTLOOK 發信時異常 ,不在MAIL LOOP裡的人 確收到信",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,代廣達文教基金會填單     outlook 發信時異常 不在mail loop裡的人 確收到信,0
使用QOC 無法開公告信,網管,Outlook與郵件,Outlook,無法開啟公告信,Outlook與郵件,使用qoc 無法開公告信,0
"因客戶使用MAIL 方式下訂單 ,MIS需建立自動收單程序  目前時用　TDS (MIS TDS) (TDS@quantatw.com)　收單，但發現這帳號無法接收MAIL  請問可否開啟收Mail權限　或有其他解決辦法　感謝  出現以下錯誤：  TDS (MIS TDS) (TDS@quantatw.com)  因為限制不能傳遞到這個地址，所以無法傳遞您的郵件。",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,因客戶使用mail 方式下訂單 mis需建立自動收單程序  目前時用 tds mis tds  收單但發現這帳號無法接收mail  請問可否開啟收mail權限 或有其辦法   出現以下錯誤  tds mis tds   限制不能傳遞到地址無法傳遞您的郵件,0
#15109  誤刪pst檔案，outlook無法連結,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,誤刪pst檔案outlook無法連結,0
outlook打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook,0
無法清空垃圾筒，空間不足導致郵件無法收取。分機：15109,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,無法清空垃圾筒空間不足導致郵件無法收取,0
Outlook 登不進去,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook 登不進去,0
"pst 轉移到D槽之後, 用搜尋功能都找不到信。",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,pst 轉移到d槽之後 用搜尋功能都信,0
附件Word檔案無法開啟  ext:18610,網管,Outlook與郵件,Outlook,附件無法開啟,Outlook與郵件,附件word檔案,0
Outlook 欄位設定無法更改，格式更改後沒有改變，想諮詢一下如何更改設定。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook 欄位設定無法更改格式更改後沒有改變想諮詢一下更改設定,0
昨天下午開始outlook發送給展運或其他廠商無法sent mail   #15523,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,下午outlook發送給展運或廠商無法sent mail,0
#15523  一直要輸入認證帳號的訊息,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,要輸入認證帳號的訊息,0
so沒辦法刷,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,so沒辦法刷,1
詢問ZVE4 ; ZFOR ; OR type等問題,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,詢問zve4  zfor  or type等問題,1
"user在做領料時,因為是新的機種,所以出現錯誤的訊息,請與分機5090連洛",SAP-168(QCI),MM,其它,領退料問題,SAP,在做領料時是新的機種的訊息連洛,1
"USER操作SAP 168 ZMQW時,net Price欄位資料帶不出來,USER提供了兩個Delivery Number:570044225,570044226,煩請相關同仁協助處理",SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,操作sap 168 zmqw時net price欄位資料帶不出來提供了兩個delivery number相關,1
設定新的印表機,SAP-168(QCI),Basis,印表機,設定,SAP,設定新的印表機,1
"無法列印SAP文件, 例如 INVOICE...",SAP-168(QCI),Basis,印表機,無法列印,SAP,無法列印sap文件  invoice..,1
"使用者反應無法將資料列印到印表機QAC5,請協助處理",SAP-168(QCI),Basis,印表機,無法列印,SAP,無法將資料列印到印表機qac5,1
領料單列印問題,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,領料單列印問題,1
詢問如何設定sap的printer  #16162,SAP-168(QCI),Basis,印表機,設定,SAP,詢問設定sap的printer,1
sap無法列印,SAP-168(QCI),Basis,印表機,設定,SAP,sap無法列印,1
外部寄來的信收不到,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,外部寄來的信收不到,0
Outlook會一直要求登入帳號密碼。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook會要求登入帳號密碼,0
"點選""outlook""後會一直出現 ""正在啟動""，但無法打開，。",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,點選outlook後會出現 啟動但無法打開,0
寄信時會當機，需要不斷重新開機。(特別是要寄信給大陸工廠端時)。有將信件從default 的收寄件資料夾移出，但情況並沒有改善，請幫忙，謝謝。,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,寄信時會當機需斷重新開機特別是要寄信給工廠端時有將信件從default 的收寄件資料夾移出但情況有改善,0
發送信件 outlook 皆會當機，會影響工作進度。  還請幫忙看是否能盡快排除，謝謝幫忙,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,發送信件 outlook 皆會當機會影響工作進度  還看是否能排除幫忙,0
無法設定Skype Meeting   分機: 12625,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,無法設定skype meeting,0
同事於outlook無法用工號等資訊找到自己的資訊(A3033451)  (可連絡382-72260找到USER),網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,於outlook無法用等資訊找到的資訊a51  可找到,0
outlook信箱無法收發信件,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook信箱無法收發信件,0
信箱快滿了，還有無法收加密信件,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,信箱快滿了無法收加密信件,0
升級OFFICE2016之後，OUTLOOK的線上會議邀請鈕按不見了，15303,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,升級office之後outlook的線上會議邀請鈕按不見了,0
outlook無法正常收發信件，嚴重影響工作進度，請協助解決!  謝謝,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法正常收發信件嚴重影響工作進度,0
開啟OUTLOOK信件連結時，提示無法開啟應用程式  #17335,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件,開啟outlook信件連結時提示應用程式,0
請系統人員協助Outlook是不是有病毒存在 謝謝您   EXT:13566,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,請系統人員協助outlook是有病毒存在,0
"自己家裡的NB拿來公司做工作機使用,可是最近發現outlook的郵件,裏頭有些問題:像是顯示內容上會跑掉,或者mail中有些超連結無法點選直接開啟;估計可能IE瀏覽器版本需要更新或者outlook電腦設定上問題,請協助處理.  #13566",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,家裡的nb拿來公司做工作機使用發現outlook的郵件裏頭像是顯示內容上會跑掉mail中超連結無法點選直接開啟估計ie瀏覽器版本需要更新outlook電腦設定上問題.,0
健檢的選項不能點,網管,Outlook與郵件,Outlook,附件無法開啟,Outlook與郵件,健檢的選項不能點,0
通訊錄需要申請一個新組織請協助.  EXT:18027,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,通訊錄需要申請一個新組織.,0
"使用者反應Outlook常常會執行一半自動關閉 版本是outlook2010,請協助解決",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook會執行一半自動關閉 版本是outlook,0
分機18027，outlook 信無法接收,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook 信無法接收,0
有BOM需要建立，已從PMD申請完，但比較急，想先轉入SAP。#17791,SAP-168(QCI),PP,BOM,BOM Create Error,SAP,有bom需要建立已從pmd申請完但比較急想先轉入sap,1
"申請權限-->DM5,JM6,FM1",SAP-168(QCI),PP,BOM,Cost BOM,SAP,申請權限dm5jm6fm1,1
BOM create error MVPN 216219,SAP-168(QCI),PP,BOM,BOM Create Error,SAP,bom create error,1
"User需要手動轉入BOM表,煩請協助處理.",SAP-168(QCI),PP,BOM,Cost BOM,SAP,需要手動轉入bom表,1
ZMD5跑不出來,SAP-168(QCI),PP,BOM,Cost BOM,SAP,zmd5跑不出來,1
"user用二層式Account 時,ZMD5出現無權限訊息...之前一層Account時是可以run.",SAP-168(QCI),PP,BOM,Cost BOM,SAP,用二層式account 時zmd5出現無權限訊息...之前一層account時是可以run,1
"ZP33 back BOM 跑不出來,status:cancle",SAP-168(QCI),PP,BOM,BOM Create Error,SAP,zp33 back bom 跑不出來statuscancle,1
Down 2個BOM但無動作,SAP-168(QCI),PP,BOM,BOM Create Error,SAP,down 2個bom但無動作,1
"USER想請你幫他修改一個程式,好像程式有錯誤,請與分機26802連絡",SAP-168(QCI),PP,BOM,BOM Create Error,SAP,想請你幫一個程式程式有錯誤,1
請問如何用outlook發出有conference bridge的會議邀請? 謝謝,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,請問用outlook發出有conference bridge的會議邀請,0
無法搜尋mail-->案網路上指示要編製索引，但是索引項目太多了....要用很久....,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,無法搜尋mail案網路上指示要編製索引索引項目太多了....要用很久...,0
本機信箱無法開啟.  #381-12773,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,本機信箱.,0
"outlook 用一用會hang 無法繼續使用, 必須將outlook 關閉再重新開啟",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook 用一用會hang 無法繼續使用 將outlook 關閉再重新開啟,0
使用者反應Outlook無法正常收發信件，請協助處理,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook無法正常收發信件,0
我們3rd party有給我們他們的mail  但不知道為什麼當我送出去時，這2個mail都會被退回來，不知道是什麼問題  可以幫我看一下嗎？謝謝！  RECEIVING_APAC@curvature.com   shipping_ACAC@curvature.com,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,3rd party有給的mail  但不知道當我送出去時這2個mail都會被退回來不知道是問題  可以幫我看一下嗎,0
QSMC台籍出差同仁自8/26上午九點開始無法收到外部信件，影響客人資訊傳遞，請及時處理(Local皆可以),網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,台籍自8/26上午九點無法收到外部信件影響客人資訊傳遞請及時local以,0
Outlook打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook,0
需Create mail group的問題,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,需create mail group的問題,0
Outlook無法使用,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook,0
使用FAQ步驟進行設定手機收發公司內部郵件，出現錯誤無法正常使用。  iPhone及Android皆相同狀況。  分機：16298,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,使用faq步驟進行設定收發公司內部郵件無法正常使用  iphone及android皆相同狀況,0
郵件無法寄出,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,郵件無法寄出,0
"信件有設規則, 昨晚9:00開始收到很多重複的信件,一封進有設規則的新建夾, 一封則進收件夾!",網管,Outlook與郵件,Outlook,信件會重複收到,Outlook與郵件,信件有設規則 昨晚900收到重複的信件一封進有設規則的新建夾 一封則進收件夾,0
薪資單郵件無法開啟,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,薪資單郵件,0
手機無法收發公司EMAIL,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,無法收發公司,0
"Outlook驗證資料完整性當機,outlook打不開  目前mailbox outlook資料檔大小:49,812,305KB",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook驗證資料完整性當機outlook  目前mailbox outlook資料檔大小05kb,0
使用者反應無法收發信件，請協助處理,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,無法收發信件,0
"您好：  請問，我有一隻""Blackberry 8820""，想設定成可以收發我們公司的Exchange mail。但在設定mail時，訊息顯示""您的系統管理員尚未將您的信箱新增至BlackBerry Enterprise Server。是否表示需要您那邊的設定，我才能使用？還是我的設定錯誤呢？煩請協助。  感謝",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,請問我有一隻blackberry 想設定成可以收發公司的exchange mail但在設定mail時訊息顯示您的系統管理員尚未將您的信箱新增至blackberry enterprise server是否表示需要您的設定我使用我的設定錯誤呢協助,0
"使用者反應網域帳號密碼變更後, 手機就無法收發信件, 請協處!(Ext.215631)",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,網域帳號密碼變更後 就無法收發信件 請協處1,0
詢問家中OUTLOOK可否收公司郵件,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,詢問家中outlook可否收公司郵件,0
使用者反應開啟OUTLOOK是離線狀態 無法收發信件 請協助處理,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,開啟outlook是離線狀態 無法收發信件,0
想在通訊錄裡查詢新進同事，卻找不到資料，別的同事可以查得。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,想在通訊錄裡新進卻資料可以查得,0
outlook didn''t work,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook didn''t work,0
Outlook 操作非常慢,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook 操作慢,0
QCO outlook 升級至2013後，郵件規則無法正常運作，郵件不會根據規則搬到所屬的目錄之下，煩請幫忙 #13529,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,qco outlook 升級至後郵件規則無法正常運作郵件規則搬到所屬的目錄之下幫忙,0
無法讀取設定權限的mail. #13529,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,無法讀取設定權限的mail.,0
信件無法刪除與移動,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,信件無法刪除與移動,0
"問題諮詢,出差使用本機收信,在QCI用雲端收信問題",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,問題諮詢使用本機收信在qci用雲端收信問題,0
3/30 9l50後的信件不見,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,3/30 9l50後的信件不見,0
郵件過多問題,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,郵件過多問題,0
新印表機設定,SAP-168(QCI),Basis,印表機,設定,SAP,新印表機設定,1
QPM5 Can''t print,SAP-168(QCI),Basis,印表機,無法列印,SAP,qpm5 can''t print,1
can''t print out,SAP-168(QCI),Basis,印表機,無法列印,SAP,can''t print out,1
印表機更新，不知道如何在SAP系統中設定印表機  ext:12381,SAP-168(QCI),Basis,印表機,設定,SAP,印表機更新不知道在sap系統中設定印表機,1
SAP印表機無法列印。分機：12381,SAP-168(QCI),Basis,印表機,無法列印,SAP,sap印表機無法列印,1
ZMMI，轉倉，新增完單號3140030，無LINK至BPM，分機12381,SAP-168(QCI),MM,其它,其它,SAP,zmmi轉倉新增完單號30無link至bpm,1
