description,category_a,category_b,category_c,category_d,category,description_clean,category_target
SAP 298 LOGON,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 298 logon,1
"SAP 268操作到一半會跳出一堆視窗,並顯示Error",SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,sap 268操作到一半會跳出一堆視窗並,1
SAP 298無法登入，請幫忙檢查，謝謝!!,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 298檢查,1
user can''t logon SAP    #11653,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,can''t logon sap,1
"建立SAP298,288連線設定",SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,建立sap連線設定,1
SAP 208 第一層帳號被鎖住 無法使用.,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 208 第一層帳號被鎖住,1
需申請帳號查詢資料 #382-645195,SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,需申請帳號資料,1
"USER的帳號無法登入,為268的系統",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,的帳號為268的系統,1
SAP218  帳號沒有權限    #2-18853,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap218  帳號沒有權限,1
"user反應在218系統裡,帳號90091205是被locked...煩請協助重新開通,謝謝! #11429",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,在218系統裡帳號是被locked...協助重新開通,1
218今天進不去,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,218進不去,1
"cs20,cs12,cs40,cs50",SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,cs20cs12cs40cs50,1
SAP 第二層Login無法登入 分機:13452,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 第二層login,1
SAP 268無法LOGIN   分機15090,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 268無法login,1
user無法logon SAP,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,無法logon sap,1
"User反應在268上使用CS03 做display BOM 時只要key入廠區就無法query到任何資料,在ZPA2上也是一樣的狀況,煩請協助處理./",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,在268上使用cs03 做display bom 時key入廠區就無法query到資料在zpa2上也是的狀況./,1
"以下料号的描述中出现异常：  1HYYZZZ0870, 1HYYZZZ0888,1HYYZZZ0896,1HYYZZZ08C7,1HYYZZZ08D5,1HYYZZZ08E3",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,以下料號的描述中出現異常  1hyyzzz 1hyyzzz1hyyzzz1hyyzzz08c71hyyzzz08d51hyyzzz08e3,1
"user須要調出前四週MRP的資料,煩請相關同仁協助處理 #13063",SAP-2X8(QSMC),PP,其它,SCITS,SAP-2X8,須要調出前四週mrp的資料相關,1
"USER反應操作SAP 298  ZP16 一直產生ERROR,煩請Charles協助處理.",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,操作sap 298  zp16 產生errorcharles,1
user建料狀態有點問題 他說有發mail給你了請協助處理 分機25618,SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,建料狀態問題,1
"第二層登入帳號密碼忘記了，可否將密碼重新初始化?  (RD10, 93022310)",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,第二層登入帳號密碼忘記了可否將密碼重新初始化  rd10,1
SAP帳號被鎖住了，麻煩幫忙處理，謝謝。,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap帳號被鎖住了,1
"can''t login SAP,   and what password to enter?  please contact him at QSMC ext:45195",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,can''t login sap   and what password to enter  please contact m at,1
"SAP帳號無法登入,請協助(382-71318 Linda )",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap帳號 linda,1
SAP 208連不上,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 208連不上,1
"使用者反應登入SAP系統時會出現錯誤訊息,請協助處理.",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,登入sap系統時會訊息,1
SAP 帳號: 92022406  TEL:16631,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 帳號,1
從昨天下午過後無法正常進入SAP,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,從下午過後無法正常進入sap,1
"SAP 34無法登入   ext:15792,15793",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 34,1
"1.使用rd10/genius登入sap系統之後,要求輸入工號跟密碼,請問密碼的預設值是多少?  2.NB3是否只能查詢sap 208的庫存,無法查其他廠區的(sap268, 218 etc..)  3.星期天要去QSMC出差,所以希望問題可以明天解決,謝謝",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,1.使用rd10/genius登入sap系統之後要求輸入跟密碼請問密碼的預設值是  2.nb3是否只能sap 208的庫存無法查廠區的sap268 218 etc..  3.星期天要去希望問題可以,1
進入SAP208 輸入帳號rd10 密碼genius 無法登入 系統顯示user is locked.,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,進入sap208 輸入帳號rd10 密碼genius  系統顯示 is locked,1
user可連268 但不能連208 請協助處理,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,可連268 但不能連208,1
"user 欲登入268一直無法登入,請協助處理",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,欲登入268,1
欲詢問268問題,SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,欲詢問268問題,1
user(#11653)反應該部門的人皆無法logon 268 SAP.請儘速處理。謝謝！,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,反應該部門的人皆無法logon 268 sap,1
268顯示user lock 無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,268顯示 lock,1
SAP Client 218 T-code NB51 執行過久無法正常作業,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,sap client 218 tcode nb51 執行過久無法正常作業,1
user(#19926)反應登入SAP第二層帳號有問題,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,反應登入sap第二層帳號有問題,1
所有的QSMC CLIENT 無法使用,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,所 client,1
"user反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap218相關,1
after  QCI-PUR6 --passwe 12345  .      input  89080132 .passwd . can''t pass login .,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,after  qcipur6 passwe   .      input   .passwd . can''t pass login,1
"日前登入皆可使用,今天登入系統查庫存,系統顯示無權限",SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,日前登入使用登入系統查庫存系統顯示無權限,1
申請SAP 218 權限,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,申請sap 218 權限,1
268 query function not work,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,268 query function not work,1
user申請開放268權限,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,申請開放268權限,1
使用者?有使用t-code的權限..煩請處理(1405),SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,有使用tcode的權限.,1
"該user反應,他想使用218 裡ZVPF QCI~Customer的選項,但是沒有權限",SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,該他想使用218 裡zvpf qcicustomer的選項沒有權限,1
無法儲存檔案 #12595,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,無法儲存檔案,1
"User反應早上十點左右操作SAP 298時發生不明原因強制跳出系統,之後再進入SAP系統後部份權限就無法使用,User使用的T-code:MMB1,MD04,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,早上十點左右操作sap 298時發生不明原因強制跳出系統之後再進入sap系統後部份權限就使用的tcodemmb1md04相關,1
SAP 218 ZP33權限被移除,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,sap 218 zp33權限被移除,1
User 詢問 ZP87修改進度,SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,詢問 zp87進度,1
"使用AVL功能,輸入廣達料號無法帶出",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,使用avl功能輸入廣達料號無法帶出,1
無法進入SAP 請打分機382+13845   VNC:172.20.152.104     PW:1031,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap    vnc172.20.152.104     pw,1
登入時需要每次KEY帳號密碼,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,登入時需要每次key帳號密碼,1
"無法登入，出現""無法找到輸入點""",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,出現無法找到輸入點,1
298 download BOM error,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,298 download bom error,1
SAP功能有問題,SAP-2X8(QSMC),PP,BOM,Cost BOM,SAP-2X8,sap功能有問題,1
登不進去SAP，ext.382+70567,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,登不進去sap,1
ext . 15191  無法Login入SAP系統,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,無法login入sap系統,1
建BOM需要查庫存,SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,建bom需要查庫存,1
"cs20,cs12,cs40,cs50",SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,cs20cs12cs40cs50,1
SAP帳號被LOCK  帳號:QCI-PUR4,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap帳號被lock  帳號qcipur4,1
SAP 268 Account 無法登入,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 268 account,1
sap32無法使用  #13003,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap32,1
"USER欲詢問R16工作刪除的進度,煩請Charles協助處理",SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,欲詢問r16工作刪除的進度charles,1
BOM Create job fail,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,bom create job fail,1
按下Download後會有錯誤訊息出現,SAP-2X8(QSMC),PP,BOM,Cost BOM,SAP-2X8,按下download後會有錯誤訊息出現,1
"達丰USER需要詢問關於料號,BOM的問題,煩請Richard協助處理.",SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,達豐需要詢問料號bom的問題richard,1
1.  我想請問一下有沒有辦法查31BQ2MB0071的SAP BOM   因為物料在刷缺料表的時候  發現有幾個料明明是缺料的狀態但是在缺料表中並未出現   所以想確認一下PLM BOM和SAP BOM是否有差異  我們RD有權限可以查SAP BOM嗎    2. 是否有SAP完整的操作手冊可供下載   這樣可以事先查許多料況   也不用等待生產線的時間允許,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,1.  我想有沒有辦法查31bq2mb的sap bom   物料在刷缺料表的  發現有料明明是缺料的狀態在缺料表中並未出現   想一下plm bom和sap bom是否有差異  rd有權限可以查sap bom嗎    2. 是否有sap完整的操作手冊可供下載   可以事先查許多料況   也不用等待生產線的時間允許,1
BOM download error!   #17240,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,bom download error,1
user 在go BOM的時候當掉 想重跑怕重複會有問題 請協助處理,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,在go bom的當掉 想重跑怕重複會有問題,1
268 BOM 的問題,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,268 bom 的問題,1
ECN#: e200510-0879,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,ecn e0,1
"user反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap218相關,1
無法登錄SAP,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法登錄sap,1
"User反應無法logon sap298,已協助處理",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法logon sap298,1
SAP 298 無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 298,1
sap 298無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 298,1
無法logon SAP,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法logon sap,1
連logon的畫面都出不來,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,連logon的畫面都出不來,1
SAP 系統 無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 系統,1
user 重灌電腦後，無法執行。  #15248,SAP-2X8(QSMC),Basis,其他,安裝SAP,SAP-2X8,重灌電腦後無法執行,1
SAP 2X8 無法登入二層帳號,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 2x8 二層帳號,1
無法logon298 但168可以連 請協助處理,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法logon298 但168可以連,1
user 無法登入，最近常發生這種狀況。  #11482,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,常發生這種狀況,1
can not use 268 (QSMC General),SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,can not use 268  general,1
"user反映說268的資料沒有轉進來,無法作業",SAP-2X8(QSMC),SD,Project,Sub SKD,SAP-2X8,268的資料沒有轉進來無法作業,1
"user反應SAP218無法連線,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap218無法連線相關,1
SAP 無法顯示登入畫面,SAP-2X8(QSMC),Basis,其他,安裝SAP,SAP-2X8,sap 無法顯示登入畫面,1
CSPA 原來23 改33  的問題詢問,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,cspa 原來23 改33  的問題詢問,1
無法進入SAP，下載.ica，還是無法開啟,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap下載.ica,1
使用者 無法在SAP 上使用 剪下 貼上功能,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,無法在sap 上使用 剪下 貼上功能,1
SAP速度很慢  請連絡17324,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,sap速度很慢,1
"USER反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap218相關,1
SAP 無法連線,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 無法連線,1
按照mail的步驟做完後還是無法logon SAP,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,mail的步驟做完後無法logon sap,1
"系統很慢, 無法使用  ps.倉庫那邊的user也反應系統很慢",SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,系統很慢   ps.倉庫的也反應系統很慢,1
系統自動後，user就無法登入    #13069,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,系統自動後就,1
"使用者剛申請過帳號,但似乎沒告知密碼, 因此無法登入",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,剛申請過帳號但似乎沒告知密碼,1
無法logon SAP 298,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法logon sap 298,1
無法logon SAP,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法logon sap,1
SAP 2X6無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 2x6,1
使用者帳號被鎖住無法登入 請協助處理,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,帳號被鎖住,1
User 無法登入268系統,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,268系統,1
"user反應無法連到SAP-268(192.168.28.71),並表示他們有一位同仁出差到大陸去也無法連上SAP-268",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法連到sap.168.28.71並表示有一位去也無法連上sap268,1
CSAP30.33 進不去    #17009,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,csap30.33 進不去,1
在sap系統，若是輸入工號為8開頭的就正常，但9開頭的就會找不到工號,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,在sap系統輸入為8開頭的就正常但9開頭的就會,1
Cannot find the SAP form after SAP is upgraded N in 1.,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,cannot find the sap form after sap is upgraded n in,1
User 需要重跑 ZW19  但 ZW19 被 Lock 住  Please call 11285,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,需要重跑 zw19  但 zw19 被 lock 住  please call,1
"268 , T-codeZMD5 ,無法login",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,268  tcodezmd5 無法login,1
使用者反應SAP系統使用有問題，請協助處理,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap系統使用有問題,1
user要登入268修改採購資料同步至298 無法登入268 請協助處理,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,要登入268採購資料同步至298 268,1
SAP 無法連線 #382-71791,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,sap 無法連線,1
sap 298 zm02 error,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,sap 298 zm02 error,1
user有APO相關的SAP request,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,有apo相關的sap request,1
SAP 298 ZMAO Download資料格式有問題,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,sap 298 zmao download資料格式有問題,1
"該user 有R10的問題要問你,我請他聯繫QSMC的mis,但是他說他已經連絡過那邊,但這問題你比較清楚........so...請你回電給他",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,該 有r10的問題要問你我的mis他說他已但這問題你比較清楚........so...請你回電給他,1
"達丰USER有關ZPNB5 PO Table的問題,煩請Sworm聯絡user協助處理",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,達豐zpnb5 po table的問題sworm,1
"user表示操作SAP268 R-10有問題,煩請相關人員協助處理",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,表示操作sap268 r10有問題相關人員,1
"user表示操作SAP268 R-10有問題,煩請相關人員協助處理",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,表示操作sap268 r10有問題相關人員,1
"達丰採購部使用ZMPW於6/21這一天的廠商PO資料抓不到,料頭:AL,廠商代碼:NSC-NSC,分機:13945",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,達豐採購部使用zmpw於6/21這一天的廠商po資料抓不到料頭al廠商代碼nscnsc,1
"大陸SAP系統無法對台灣方面的廠商做下單動作,煩請相關人員協助處理",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,sap系統無法對方面的廠商做下單動作相關人員,1
在order balance report 無法轉成excel檔,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,在order balance report 無法轉成excel檔,1
UPDATE INI後無法登入SAP..錯誤碼為88 分機:2611,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,update ini後sap..錯誤碼為88,1
298 logon fail--重新產生清單,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,298 logon fail重新產生清單,1
sap 218 登入問題,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 218,1
使用者 無法login 218,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法login 218,1
sap TYC 連不上,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap tyc 連不上,1
user can not logon SAP  #15616,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,can not logon sap,1
"user SAP298無法以General方式連線,已協助其設定指定QCCAP4連線",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap298無法以general方式連線已協助其設定指定qccap4連線,1
User反應在268裡要執行程式時被lock住，請幫忙處理，謝謝！分機#15184,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,在268裡要執行程式時被lock住,1
"user反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap218相關,1
無法連線289,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法連線289,1
SAP298無法login,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap298無法login,1
168可以上 但是268上不去 請協助處理,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,168可以上 268上不去,1
登入298即發生error,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,登入298即發生error,1
sap csap26 無法登入  #11421,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap csap26,1
citrix錯誤，連不上sap,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,citrix錯誤連不上sap,1
SAP 298 無法連上,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 298 無法連上,1
SAP開QSMC會有錯誤訊息,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,sap開會有錯誤訊息,1
sap 268 excel 檔不能匯出,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,sap 268 excel 檔不能匯出,1
2筆delivery有問題,SAP-2X8(QSMC),SD,Project,ZMAW Issue,SAP-2X8,2筆delivery有問題,1
"user無法連線使用218/298系統,已協助將其設定改成連線QCCAP4.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法連線使用218/298系統已協助將其設定改成連線qccap4,1
"達丰user反應無法開工單,料號:ebf20002265此料號不存在,BOM解不開,煩請相關同仁協助處理.",SAP-2X8(QSMC),PP,工單,工單收發料問題,SAP-2X8,達豐無法開工單料號ebf此料號不存在bom解不開相關,1
SPOR10有問題，請盡快回覆  ext.24291,SAP-2X8(QSMC),PP,工單,工單Create&Change,SAP-2X8,spor10有問題請回覆,1
"達丰TOP的user反應開工單的job有問題,煩請同仁協助處理",SAP-2X8(QSMC),PP,工單,工單Create&Change,SAP-2X8,達豐top的開工單的job有問題,1
"User在BPM系統中看不到Vendor code的申請進度,請協助處理.  382-25679",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,在bpm系統中看不到vendor code的申請進度.,1
R5和R11的同步性,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,r5和r11的同步性,1
應HP要求修改R2,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,應hp要求r2,1
User 詢問ZPTD修改進度,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,詢問zptd進度,1
"該user說之前有跟你連繫,你mail了一個11碼的料號給他,但是他希望用正常方式產生到公用資料夾. #42627",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,該之前有跟你你mail了一個11碼的料號給他他希望用正常方式產生到公用資料夾.,1
"達丰user需要修改R10 JPNB5 PO的Table,煩請Sworm協助處理.",SAP-2X8(QSMC),MM,Purchasing,PO issue,SAP-2X8,達豐r10 jpnb5 po的tablesworm,1
cancel po 須等4小時 但急著要放量 請協助處理,SAP-2X8(QSMC),MM,Purchasing,放量問題,SAP-2X8,cancel po 須等4小時 但,1
sap 218 M157 沒辦法下單 請協助處理,SAP-2X8(QSMC),MM,Purchasing,放量問題,SAP-2X8,sap 218 m157 沒辦法下單,1
SAP上的料數量與文件的不符合,SAP-2X8(QSMC),MM,Purchasing,放量問題,SAP-2X8,sap上的料數量與文件的不符合,1
"該user反應庫存資料不正確,想請你跟他連繫,分機:1273",SAP-2X8(QSMC),MM,W/H,Authorization,SAP-2X8,該庫存資料不正確想請你跟他,1
查常塾料況. 16409.,SAP-2X8(QSMC),MM,W/H,Authorization,SAP-2X8,查常塾料況.,1
"在查詢ZM03,按確認時出現錯誤訊息,錯誤訊息為亂碼",SAP-2X8(QSMC),MM,W/H,問題解決及操作,SAP-2X8,在zm03訊息錯誤訊息為亂碼,1
268系統warehouse無法扣帳 請協助處理,SAP-2X8(QSMC),MM,W/H,無法扣帳原因,SAP-2X8,268系統warehouse無法扣帳,1
61577 208扣到168的扣帳問題,SAP-2X8(QSMC),MM,W/H,扣帳方式,SAP-2X8,208扣到168的扣帳問題,1
"NB3業務Credit Note Form問題,使用SAP168,但是不知該用哪一個T-code,煩請相關同仁協助處理. #7136",SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,nb3業務credit note form問題使用sap168不知該用哪一個tcode相關.,0
"user無法列印領料單,煩請協助處理",SAP-168(QCI),MM,W/H,問題解決及操作,SAP-168,無法列印領料單,0
第一次使用,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,第一次使用,0
QPM5 Can''t print,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,qpm5 can''t print,0
安裝SAP需求,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,安裝sap需求,0
Can''t login . it show User lock .,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,can''t login . it show  lock,0
"想查詢2003年的客戶資料,要如何查詢?",SAP-168(QCI),SD,Sales Process,Billing issue,SAP-168,想年的客戶資料要,0
無法login,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法login,0
需要申請sap使用權限。分機：16341,SAP-168(QCI),Basis,帳號,新申請,SAP-168,需要申請sap使用權限,0
網路正常，無法使用SAP，顯示無法連線10.243.22.59,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,網路正常sap顯示無法連線10.243.22.59,0
會計使用168無法登入QCIAP11    TEL:11475,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,會計使用168qciap11,0
相關操作詢問。,SAP-168(QCI),Basis,帳號,新申請,SAP-168,相關操作詢問,0
同一台印表機 268可以印 168不行,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,同一臺印表機 268可以印 168不行,0
SAP無法列印請協助處理.  Ext:12387,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,sap無法列印.,0
sap GUI issue,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap gui,0
無法執行列印功能,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,無法執行列印功能,0
SAP34無法登入  分機：13657,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap34,0
sap 168  logon fail,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 168  logon fail,0
user無登入SAP.,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,無登入sap,0
忘記登入帳號密碼,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,忘記登入帳號密碼,0
can''t print out,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,can''t print out,0
希望不要再次輸入密碼,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,希望再次輸入密碼,0
無法出現登入畫面,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法出現登入畫面,0
sap logon problem?,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap logon problem,0
"User 帳號一直被log out,且SAP 系統速度慢",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號被log out且sap 系統速度慢,0
sap 31、34從昨天開始都無法登入  分機：11496,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap 3134從都,0
使用者 欲安裝與申請使用SAP系統.,SAP-168(QCI),Basis,帳號,新申請,SAP-168,欲安裝與申請使用sap系統,0
ctrix 無法使用,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,ctrix,0
SAP 第二層無法LOGON 分機7578,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 第二層無法logon,0
