,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_answer_name,6_y_predict_probability
4182,"授權,已過,知道,去,下載,軟體",0,Outlook與郵件,2,其他,[0.82505214 0.17494781]
9438,"outlook,問題,1,性,發生,錯誤,跑,需要,很長,時間,約,45hr2,每次,啟始,時,收信,跑,很長,時間,約,11.5,hr,信件,數量,龐大,到,需要,跑,久,3,點閱,信件,按下,回信,鈕,後,視窗,上面,發生,反應,需要,等待,510,分鐘",1,SAP,0,Outlook與郵件,[0.39232057 0.6076795 ]
8646,"北棟,2f,b,區,應該,2,0,39,接,反應",0,Outlook與郵件,3,網路,[0.70218074 0.2978193 ]
4976,"遠端,桌面,容易,斷線",0,Outlook與郵件,3,網路,[0.8346216  0.16537839]
9237,"連上,bpm,系統,原,dns,尾碼,一組,強制,套用,dns,原則,後,已有,出現,3,組但,ping,mybpm,ping,不到,ping,qcibpm01,ping,不到",0,Outlook與郵件,3,網路,[0.6819449 0.3180551]
6724,"進入,myquanta,不斷,跳出,驗證,訊息,輸入,網域,帳號密碼,之後,不斷,跳出",0,Outlook與郵件,3,網路,[0.92852134 0.07147867]
11224,"網路,不通,重插",0,Outlook與郵件,3,網路,[0.7491898  0.25081024]
10766,"會議室,投影",0,Outlook與郵件,2,其他,[0.87757486 0.12242518]
669,"廠商,提供,軟體,安裝,問題",1,SAP,2,其他,[0.4735973 0.5264027]
3303,"staff,連線",0,Outlook與郵件,3,網路,[0.88938063 0.11061936]
6917,"正常,上網,收取,信件,本機",1,SAP,0,Outlook與郵件,[0.14532559 0.8546744 ]
1598,"sap25,帳號,bytwb1,密碼",0,Outlook與郵件,1,SAP,[0.60317737 0.39682263]
14202,"網孔,c254,上網,路,試過,網孔",0,Outlook與郵件,3,網路,[0.67974925 0.32025078]
832,"sap,3134",0,Outlook與郵件,1,SAP,[0.78503907 0.2149609 ]
1702,"連線,對外,網站",0,Outlook與郵件,3,網路,[0.55958897 0.44041103]
4619,"win7,想問,cytrix,問題",0,Outlook與郵件,1,SAP,[0.6766746  0.32332534]
3763,"ip,phone,電腦網路,連線,異常,電腦,網孔,直接,連線,正常,ip,phone,透過,網孔,連線,正常",1,SAP,3,網路,[0.44069895 0.559301  ]
10988,"outlook,擋掉,google,客人,系統,傳過來,mail",1,SAP,0,Outlook與郵件,[0.2338368 0.7661632]
1241,"需要,設定,網路,mail",1,SAP,3,網路,[0.027222   0.97277796]
8184,"已,申請,放行,需要,列印,列印,出現,輸入,帳號密碼,畫面",1,SAP,2,其他,[0.3125089  0.68749106]
821,"上傳,合約",0,Outlook與郵件,4,資訊系統,[0.54194796 0.45805198]
12274,"p117,a185",0,Outlook與郵件,3,網路,[0.7017355  0.29826447]
6396,"trt01,連接",0,Outlook與郵件,2,其他,[0.7452885  0.25471154]
5395,"網路,孔未,開通",0,Outlook與郵件,3,網路,[0.7242981  0.27570188]
13003,"upgrade,到,後,電腦,怪怪的",0,Outlook與郵件,2,其他,[0.84628075 0.15371926]
8670,"透過,qci,proxy,連線,速度,異常",0,Outlook與郵件,3,網路,[0.8983436  0.10165633]
2181,"筆電,wifi,連線,時好時壞",0,Outlook與郵件,3,網路,[0.89002544 0.10997458]
8795,"無線網路,設定,問題",0,Outlook與郵件,3,網路,[0.5286647  0.47133535]
6923,"上網,出現,驗證,失敗,訊息",0,Outlook與郵件,3,網路,[0.8269789  0.17302105]
12428,"無線網路,搜尋,不到",0,Outlook與郵件,3,網路,[0.6854664 0.3145336]
11302,"要連,對方,outlook,web,mail,需,協助,設,pop3",1,SAP,0,Outlook與郵件,[0.12241945 0.8775805 ]
2352,"ethnet,port,is,",0,Outlook與郵件,3,網路,[0.7847965  0.21520346]
5396,"公司,網頁,出現,輸入,帳號密碼,視窗",0,Outlook與郵件,3,網路,[0.9403971  0.05960292]
8062,"sap,logon,fail",0,Outlook與郵件,1,SAP,[0.90736586 0.09263422]
12015,"使用,mac,無線網路,不通",0,Outlook與郵件,3,網路,[0.7542058  0.24579422]
1893,"重,開機,後,廣達,網域",1,SAP,3,網路,[0.48503128 0.51496875]
9574,"server,網路,有時,連的,到,有時,不到,不到,server,卻,ping,到,default,gateway,.......",0,Outlook與郵件,3,網路,[0.6515726 0.3484274]
1571,"網路,出現,驗證,訊息,驗證",0,Outlook與郵件,3,網路,[0.8818687  0.11813121]
222,"新,安裝,網路,孔,連線,北棟,5f,實驗室",0,Outlook與郵件,3,網路,[0.5103646 0.4896354]
12897,"請假,8,158,25,未設,bpm,代理人,簽核,設,所有,單據,代理人",0,Outlook與郵件,4,資訊系統,[0.82745945 0.17254056]
3835,"到,網路,收信",0,Outlook與郵件,3,網路,[0.7420599  0.25794008]
271,"調,部門,後,無線網路",0,Outlook與郵件,3,網路,[0.8105447  0.18945521]
11049,"ask,some,question",0,Outlook與郵件,1,SAP,[0.8127161  0.18728389]
10808,"詢問,pdc,發,mail",1,SAP,0,Outlook與郵件,[0.14425361 0.8557464 ]
4581,"so,存檔",0,Outlook與郵件,1,SAP,[0.8231975  0.17680255]
5366,"密碼,過期,現在,更改",0,Outlook與郵件,2,其他,[0.6879112  0.31208885]
4490,"觀看,線上,課程,錯誤,訊息,windows,media,player,檔案,嘗試,播放,燒錄,同步,媒體,櫃中,項目,則此,項目,指向,檔案,已經,移動,重新命名,刪除",0,Outlook與郵件,4,資訊系統,[0.65942305 0.34057692]
6796,"列印,領,料單",0,Outlook與郵件,1,SAP,[0.87389684 0.12610316]
13817,"網路,斷斷續續",0,Outlook與郵件,3,網路,[0.7796333 0.2203667]
1147,"can,t,login,in,please,call",0,Outlook與郵件,3,網路,[0.9090054  0.09099464]
13793,"網孔,編號,pn11c299",0,Outlook與郵件,3,網路,[0.8195665 0.1804335]
9243,"出現,登入,帳號密碼,背景,畫面,上網",0,Outlook與郵件,3,網路,[0.8843474  0.11565261]
4166,"有線網路,不通,無線網路,正常",1,SAP,3,網路,[0.22241454 0.77758545]
11497,"進,會議室,後,有線網路,無線網路,皆,取得,ip",0,Outlook與郵件,3,網路,[0.848628   0.15137205]
12718,"pd03,a051",0,Outlook與郵件,3,網路,[0.66605854 0.3339414 ]
831,"不好意思,我筆,電網,路,10.242,x,x,ping,不到,另一端,192.168,x,x,另一端,192.168,x,x,ping,到,筆電,10.242,x,x,請問,需要,設定",0,Outlook與郵件,3,網路,[0.65939915 0.34060082]
7516,"sap,系統",0,Outlook與郵件,1,SAP,[0.8725904 0.1274096]
757,"bu2,南棟,4f,桌子,旁,孔,d210,不通,座機",1,SAP,3,網路,[0.40899086 0.59100914]
6443,"休眠,後,有線網路,連線,出現,區域,連線,未經,授權",0,Outlook與郵件,3,網路,[0.70931005 0.29068992]
11230,"客戶端,只能,下載,資料,上傳,資料",0,Outlook與郵件,3,網路,[0.8960109  0.10398912]
5494,"sheet,點開,一片空白",0,Outlook與郵件,4,資訊系統,[0.72901875 0.27098128]
11251,"跑,zv33,程式,時,發現,權限,取消",0,Outlook與郵件,1,SAP,[0.77950335 0.22049668]
13620,"有線網路,不通,網孔,c234",0,Outlook與郵件,3,網路,[0.87784284 0.12215713]
10288,"開發,android,app,工具,android,studio,64bitbuilt,number,143.69,version,2.0,canary,channel,防毒,軟體,視為,病毒,加入,白名單",0,Outlook與郵件,2,其他,[0.5207386 0.4792614]
6632,"錯誤,訊息,未,授權,登入",0,Outlook與郵件,1,SAP,[0.9264467  0.07355332]
8873,"網孔,ashutdown,北棟,7f,nb4,請用",1,SAP,3,網路,[0.49188852 0.5081114 ]
3294,"電腦,重灌,網域,是否,需,重新,設定",0,Outlook與郵件,2,其他,[0.7550082  0.24499175]
1679,"電腦網路,不通",0,Outlook與郵件,3,網路,[0.8272086  0.17279138]
659,"qciord01,下,抓取,cis,軟體,繪製,線路,軟體,安裝,過程,正常,到,認證,時,卻,失敗,請求",1,SAP,2,其他,[0.11153942 0.88846064]
13397,"有線網路,不通",0,Outlook與郵件,3,網路,[0.8457112  0.15428884]
4176,"port,shutdown,南棟,6,樓,pi07,d175",1,SAP,3,網路,[0.22292379 0.77707624]
9173,"達豐,採購部,使用,zmpw,6,21,這一天,廠商,po,資料,抓不到,料頭,al,廠商,代碼,nscnsc",0,Outlook與郵件,1,SAP,[0.7384314 0.2615686]
14134,"skype,for,business,outlook,加入,之前,重裝,兩次",0,Outlook與郵件,2,其他,[0.51232237 0.48767757]
4054,"認證,失敗,proxy,outlook,vpn,無效,名稱,密碼,16",0,Outlook與郵件,3,網路,[0.7436817 0.2563183]
10545,"權限,問題,spa,輸入,帳號密碼",0,Outlook與郵件,1,SAP,[0.917184   0.08281599]
13733,"lcbu,印表機,hp,as,不到",0,Outlook與郵件,2,其他,[0.5252375  0.47476253]
12992,"北棟,pobu,5f,多位,有線網路,不通,網孔,編號,mcl13",0,Outlook與郵件,3,網路,[0.6617452  0.33825484]
3526,"nb5,處長,反應,客人,416,會議室,連接,訪客,網路",0,Outlook與郵件,3,網路,[0.71056837 0.28943166]
342,"客人,指定,項目,申請,簽核,通知單,號,簽到,時,表單,簽核,按鈕,tammy,簽核,到,下,一關,vp",0,Outlook與郵件,4,資訊系統,[0.54060197 0.4593981 ]
5060,"pj09b201,網路,孔,不通,linkup",0,Outlook與郵件,3,網路,[0.718045   0.28195497]
9836,"無線網路,有線網路,驗證,訊息",0,Outlook與郵件,3,網路,[0.81310433 0.18689568]
11098,"訓練,教育室,b,地板,網路,孔,移位",0,Outlook與郵件,3,網路,[0.8578129  0.14218709]
143,"n2,訊號,佳",0,Outlook與郵件,3,網路,[0.78032625 0.21967374]
7788,"客人,網路,不通,申請,訪客,網路,會議室,n307",0,Outlook與郵件,3,網路,[0.6099655  0.39003447]
13155,"內網,連線",0,Outlook與郵件,3,網路,[0.5276703  0.47232968]
959,"無線,網卡,似乎,損壞,突然",0,Outlook與郵件,4,資訊系統,[0.51563036 0.4843696 ]
793,"電腦,連不上,網路",0,Outlook與郵件,3,網路,[0.9638718  0.03612817]
12526,"在家,連回,公司",0,Outlook與郵件,3,網路,[0.9381239  0.06187614]
12048,"申報,加班,收不到,通知,mis,早上,送,加班,申請到,下午,收到,mail,說,未,簽核,早上,後,發現,系統,發,通知,信,造成,漏簽,去年,上半年,轉至,現在,部門,通知,設定,有誤,先前,加班,簽核,沒收,到,看看,系統,漏掉,加班,簽核,通知,前,部門,bu5,事業部,開發,二組,系統,產品,工程處,影像部,影像,二課,前,現在,部門,bu5,事業部,開發,二組,系統,產品,工程處,軟體,一部",0,Outlook與郵件,4,資訊系統,[0.68117195 0.31882805]
12940,"my,notebook,wifi,is,not,stable,and,needs,to,disable,enable,couple,of,minutes,even,reboot,can,not,keep,it,work,well",0,Outlook與郵件,3,網路,[0.74105406 0.25894597]
95,"南棟,5f,nb5,無線網路,不斷,出現,驗證,訊息,連線",0,Outlook與郵件,3,網路,[0.6323166  0.36768344]
5288,"電腦網路,不通,有線",0,Outlook與郵件,3,網路,[0.88832945 0.11167055]
3000,"camp,系統,搜尋到,我用,名字,mail,找到",1,SAP,4,資訊系統,[0.12201278 0.87798727]
7633,"廣達,精英,學校,網頁,連線",1,SAP,4,資訊系統,[0.32514912 0.6748509 ]
3300,"工作,機,右下角,網路,連線,出現,黃色,驚嘆號,檢查,網路,連線,顯示,無,網路,存取,狀態,實際上,本機,qco,skype,測試,機種,測試,連線",0,Outlook與郵件,3,網路,[0.57746655 0.4225335 ]
4253,"詢問,sap,授權,帳號,問題",0,Outlook與郵件,1,SAP,[0.7618875  0.23811258]
3005,"登入,問題",0,Outlook與郵件,1,SAP,[0.7811747  0.21882531]
13159,"以下,12,張,單號,異常,需,重新,簽核,自動,關閉,單號,事業部,申請,部門,掛帳,部門,關務,類型,模具,編號,模具,名稱,機種,廠商,名稱,簽核,狀態,簽核,關卡,開單,日期,app13,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,power,button,wjy,力聖,電子,簽核,4,18,下午,app12,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,camera,led,lens,wjy,力聖,電子,簽核,4,18,上午,app11,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,bezel,odd,wjy,力聖,電子,簽核,4,18,上午,app10,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,sidewall,rear,cover,wjy,力聖,電子,簽核,4,18,上午,app09,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,plate,rear,cover,wjy,力聖,電子,簽核,4,18,上午,app08,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,lcd,cover,wjy,力聖,電子,簽核,4,18,上午,app07,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,lcd,bezel,wjy,wjy,力聖,電子,簽核,4,18,上午,app18,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,odd,bezel,dummy,wjy,力聖,電子,簽核,4,18,下午,app17,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,fin,rearwall,wjy,力聖,電子,簽核,4,18,下午,app16,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,led,lens,odd,wjy,力聖,電子,簽核,4,18,下午,app15,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,button,odd,wjy,力聖,電子,簽核,4,18,下午,app14,nb3,事業部,3r403,3r403,塑膠,射出,成型,模具,led,lens,power",0,Outlook與郵件,4,資訊系統,[0.6937416  0.30625835]
9873,"sap,168,client,",0,Outlook與郵件,1,SAP,[0.760677 0.239323]
7913,"sap,帳號",0,Outlook與郵件,1,SAP,[0.8542242  0.14577584]
8911,"網常,需要,重新,驗證,網孔,編號,c293,c498",1,SAP,3,網路,[0.31963027 0.68036973]
6439,"os,授權,問題",0,Outlook與郵件,2,其他,[0.6345864 0.3654136]
612,"之前,進入,問題,進,eps,data,folder,顯示,問題",0,Outlook與郵件,2,其他,[0.88726217 0.11273779]
8162,"sap,帳號",0,Outlook與郵件,1,SAP,[0.8542242  0.14577584]
13044,"開單,發生,系統,錯誤",0,Outlook與郵件,4,資訊系統,[0.8435847  0.15641531]
4417,"開啓,office,顯示,副本,未,啟動,訊息",0,Outlook與郵件,2,其他,[0.84921813 0.15078188]
11490,"舊,工作,機,帳號,移除,ap",0,Outlook與郵件,2,其他,[0.67381686 0.32618317]
9932,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
7348,"網路,驗證,中",0,Outlook與郵件,3,網路,[0.87927544 0.12072457]
7630,"工作,電腦,wifi,連線到,公司,網路,使用,lan,連線,試過,網路,孔,不行",0,Outlook與郵件,3,網路,[0.8233334  0.17666662]
6681,"連接,網路,狀況,下,電腦,拔除,網路,正常,登入",1,SAP,2,其他,[0.3995717  0.60042834]
5121,"有線,無線,上網",0,Outlook與郵件,3,網路,[0.82840794 0.17159203]
10846,"系統,環境,變數,中,包含,cds,lic,fileqcirocad01,執行,orcad,顯示,license",0,Outlook與郵件,4,資訊系統,[0.56517464 0.43482536]
6318,"myquanta,intrasystem,沖銷,平臺,請問,系統,發生,問題,找,哪一位,負責人,invoice,num,沖銷",0,Outlook與郵件,4,資訊系統,[0.70268404 0.29731596]
11592,"印表機,安裝",0,Outlook與郵件,2,其他,[0.64395 0.35605]
209,"詢問,以下,1,自動,assign,功能,目前,是否,work,流程,simple,套用,自動,assign,功能,所有,member,沒收,到,通知,信,2,自訂,報表,功能,jet,tma,這張,報表,部份,條件,撈,不到,data,e,g,stagevits,條件,可查,到,data,3,轉關,時,選擇,負責人,先前,使用,經驗,系統,通知,所有,參與,專案,人員,卻,發現,變成,完全,通知,人,是否,程式",0,Outlook與郵件,4,資訊系統,[0.69955295 0.30044708]
1039,"網域,q1",0,Outlook與郵件,3,網路,[0.7152472  0.28475285]
9617,"連回,公司",0,Outlook與郵件,3,網路,[0.89835054 0.10164948]
389,"網路,不通,網孔,編號,pk07,c206",0,Outlook與郵件,3,網路,[0.7534324 0.2465676]
7822,"廠商,申請,無線網路,帳號,請問,表單,申請",0,Outlook與郵件,3,網路,[0.70591795 0.29408202]
5264,"有線網路,不通",0,Outlook與郵件,3,網路,[0.8457112  0.15428884]
5950,"二位,卻,預約,系統,正常,因該,sda,可互,梘,預約,三個,廠區,所在",1,SAP,4,資訊系統,[0.30697572 0.6930242 ]
597,"正常,收發,郵件",1,SAP,0,Outlook與郵件,[0.4591694 0.5408306]
8108,"error,message,showed,that,do,not,have,authority,to,access,system",0,Outlook與郵件,1,SAP,[0.7041801  0.29581988]
531,"刪除,一筆,packing",0,Outlook與郵件,1,SAP,[0.81681466 0.1831854 ]
5736,"人,達豐,sap218,連線",0,Outlook與郵件,1,SAP,[0.74418133 0.25581864]
6541,"zn35,一個,料號,出貨,數字,run",0,Outlook與郵件,1,SAP,[0.9288417  0.07115836]
10348,"網路,孔,不通",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
12671,"xp,更新,到,sp3,後,上網",0,Outlook與郵件,2,其他,[0.54216737 0.45783263]
9799,"操作,zb34,不小,先,已,先,轉檔,再,數量,jim",0,Outlook與郵件,1,SAP,[0.7981192  0.20188081]
1556,"開啟,outlook,顯示,訊息,正常,開啟",1,SAP,0,Outlook與郵件,[0.41686407 0.5831359 ]
2560,"無線網路,穩定",0,Outlook與郵件,3,網路,[0.71719277 0.28280726]
11382,"對外,mail,前,負責人,tracy,chen,請問,目前,郵箱,設定",1,SAP,0,Outlook與郵件,[0.09009952 0.9099005 ]
7164,"使用,mmbe,查尋,料號,af180bo,出現,無此,料號,發生,同一,料號,間,做,兩次,但前,一次,有詢,到,下,一次,查不到,情形,發生",0,Outlook與郵件,1,SAP,[0.7330147  0.26698527]
8142,"使用,登入,幫忙,簽核,卻,功能,請,協助",0,Outlook與郵件,4,資訊系統,[0.82653356 0.17346646]
11200,"es,無線網路",0,Outlook與郵件,3,網路,[0.8552197  0.14478034]
12487,"申請,訪客,網路,最長,期限,是否,三個,月,系統,申請,最多,星期",0,Outlook與郵件,3,網路,[0.80404425 0.1959558 ]
5683,"上午,還可以,登入,下午,登入,訊息",0,Outlook與郵件,1,SAP,[0.8411486  0.15885134]
12572,"早上,1030,前,正常,收信,1030,後,無,發收,發信,件,週六日,信件,沒收,到",1,SAP,0,Outlook與郵件,[0.24545303 0.75454694]
9310,"操作,加班,系統,點選,儲存,後,異常",0,Outlook與郵件,4,資訊系統,[0.9046419 0.0953581]
7306,"無線網路,staff,連線,無線網路",0,Outlook與郵件,3,網路,[0.8264451 0.1735549]
2258,"密碼,過期,需要,reset",1,SAP,2,其他,[0.26632062 0.7336794 ]
10706,"ebooking,系統,設定,每日,預約,總和,提醒,現,發現,預約,未,收到,提醒",0,Outlook與郵件,4,資訊系統,[0.817795   0.18220507]
5081,"聯線,到,以下,連結,時,要求,輸入,帳密,課程,報名,連結",0,Outlook與郵件,3,網路,[0.50592464 0.4940754 ]
10713,"sap,資料,檔案,另存,到,本機,folder",0,Outlook與郵件,1,SAP,[0.7811703  0.21882977]
12530,"zmd5,跑",0,Outlook與郵件,1,SAP,[0.6098672 0.3901328]
14246,"辦公室,變動,後,c298,不通",0,Outlook與郵件,3,網路,[0.91419166 0.08580839]
6715,"密碼,過期,忘記,開機,密碼,方式",0,Outlook與郵件,2,其他,[0.78045094 0.21954903]
10908,"發生,對方,聽到,我方,聲音,問題,孔號,pr15,a",0,Outlook與郵件,3,網路,[0.80564314 0.19435687]
11299,"連結,外網",0,Outlook與郵件,3,網路,[0.7342549  0.26574507]
6496,csap40,0,Outlook與郵件,1,SAP,[0.7150831  0.28491685]
7304,"開啓,外部,網站",0,Outlook與郵件,3,網路,[0.8014562  0.19854379]
274,"網路,連線,顯示,身分",0,Outlook與郵件,3,網路,[0.65091497 0.349085  ]
7648,"agile,products,life,cycle,management,顯示,密碼,錯誤",0,Outlook與郵件,4,資訊系統,[0.58163625 0.41836372]
6997,"logon,sap,時,按下,enter,鍵,或鍵,發出,大聲,嗶,嗶,警示,音,是否,取消,方法",0,Outlook與郵件,1,SAP,[0.8599523  0.14004771]
5445,"sap,2640",0,Outlook與郵件,1,SAP,[0.78503907 0.2149609 ]
2140,"excel,進行,刪除,作業",0,Outlook與郵件,2,其他,[0.9339242  0.06607576]
8077,"網路,孔,不通,無線網路,不穩,pj02,d194",0,Outlook與郵件,3,網路,[0.62343174 0.37656823]
8213,"家裡,使用,web,mail,帳號密碼,以後",1,SAP,0,Outlook與郵件,[0.3642478 0.6357522]
13718,"無線網路,上網,有線,網路,上網",0,Outlook與郵件,3,網路,[0.68537307 0.3146269 ]
6416,"qcn,report,we,are,unable,to,make,voip,calls,from,our,end,ts,affects,calls,to,all,qci,qcb,qcg,we,get,busy,signals,and,disconnects,ts,happens,since,yesterday",0,Outlook與郵件,2,其他,[0.66263336 0.3373666 ]
649,"收到,mail,附檔,excel,or,word,打開,顯示,元件",1,SAP,0,Outlook與郵件,[0.22539847 0.7746016 ]
11427,"外網,訊息,通知,proxy,錯誤",0,Outlook與郵件,3,網路,[0.9508927  0.04910736]
10232,"公司,電腦,還未,領到,需,使用,電腦,公司,設定,無線,上網",0,Outlook與郵件,3,網路,[0.8550611 0.1449389]
1025,"加入,簽核,後,系統,發,mail,提醒,需要,重新,簽核",1,SAP,4,資訊系統,[0.10217472 0.8978253 ]
7579,"qrdcfs01,資料夾,看不到,資料",0,Outlook與郵件,3,網路,[0.70774686 0.29225317]
11928,"網孔,pk13a229",0,Outlook與郵件,3,網路,[0.82681495 0.17318511]
4132,"換新,電腦,後,網路,連線",0,Outlook與郵件,3,網路,[0.90517855 0.09482148]
8762,"sap,進不去",0,Outlook與郵件,1,SAP,[0.85474676 0.14525327]
3045,"網路,不通,網路,孔號,pa",0,Outlook與郵件,3,網路,[0.7236889  0.27631116]
9590,"電腦,疑似,中毒",0,Outlook與郵件,2,其他,[0.94654775 0.05345221]
9260,"連線到,外網,所有,外部,網頁,不行",0,Outlook與郵件,3,網路,[0.8731541  0.12684585]
6430,"網路,印表機,安裝,方式,出現,驅動程式,錯誤,成功,安裝,印表機",0,Outlook與郵件,2,其他,[0.588236   0.41176403]
1592,"tosbai,boi,price,link,問題",0,Outlook與郵件,1,SAP,[0.7978717  0.20212826]
207,"連結,廣達,內部,網頁,不停,出現,驗證,視窗,要求,輸入,帳號密碼",1,SAP,3,網路,[0.34410304 0.655897  ]
7669,"無線網路,很慢,有線網路,通",0,Outlook與郵件,3,網路,[0.71161985 0.28838015]
365,"線上,考績,系統,異常,部分,網頁,讀取,考績,儲存,檔案",0,Outlook與郵件,4,資訊系統,[0.9051553  0.09484476]
609,"10,14,後,bu9,bios,team,收到,ami,bios,rsc,notification,mail,ami,查看,後,ami,端,未,做,更動,請,廣達,it,部門,查看,是否是,內部,問題",1,SAP,0,Outlook與郵件,[0.17491354 0.8250865 ]
5314,"網孔,c261",0,Outlook與郵件,3,網路,[0.82681495 0.17318511]
6868,"network,is,not,working",0,Outlook與郵件,3,網路,[0.77256185 0.22743812]
13632,"有線網路,驗證,失敗,連線",0,Outlook與郵件,3,網路,[0.85767484 0.14232518]
9435,"申請,下載,所需,軟體",0,Outlook與郵件,2,其他,[0.6494322 0.3505678]
3912,"取得,192.168,x,x,ip",0,Outlook與郵件,3,網路,[0.7936754  0.20632459]
9332,"can,t,access,myquanta",0,Outlook與郵件,3,網路,[0.9038787  0.09612131]
3170,"1,有線網路,不通,2,無線網路,很慢",0,Outlook與郵件,3,網路,[0.6666991  0.33330092]
2594,"放行,申請單,跳出,error",0,Outlook與郵件,4,資訊系統,[0.7743861  0.22561386]
6925,"網路,反應,相當,緩慢,連結",0,Outlook與郵件,3,網路,[0.72295994 0.27704012]
12736,"有線,顯示,已,拔除,無線,順便,能否,更新,driver",0,Outlook與郵件,3,網路,[0.8655056  0.13449438]
12057,"電腦操作,過程,中,已,開啟,應用程式,自動,重複,開啟,數個",0,Outlook與郵件,2,其他,[0.94016844 0.05983151]
10508,"staff,連網",0,Outlook與郵件,3,網路,[0.931362   0.06863799]
3561,"zv06,print,delivery,failed",0,Outlook與郵件,1,SAP,[0.7680326  0.23196737]
9106,"logon,sap",0,Outlook與郵件,1,SAP,[0.8876552  0.11234481]
5269,"網孔,pl02c242",0,Outlook與郵件,3,網路,[0.8769442  0.12305576]
2038,"1,mail,超連結,2,點選,表單,簽核,發生,錯誤,p,s,請以,lync",1,SAP,0,Outlook與郵件,[0.36204404 0.63795596]
5096,"要將,所需,sap,庫存,報表,upload,qrdcfs02,時,發生,權限,不足",0,Outlook與郵件,1,SAP,[0.7971013  0.20289874]
2139,"要查,sibu,sap,第一層,帳號",0,Outlook與郵件,1,SAP,[0.8415435  0.15845655]
5030,"點擊,連接,ocs",0,Outlook與郵件,2,其他,[0.8930192  0.10698077]
5524,"北棟,5f,a155,網孔,不通,此座,為之,前,無人,使用,疑似,hub,room,跳線",0,Outlook與郵件,3,網路,[0.7575158  0.24248423]
6489,"聯線,公司,網路,透過,vpn,mail,發出",1,SAP,3,網路,[0.28658795 0.71341205]
12121,"有線網路,連線,ftp,中斷",0,Outlook與郵件,3,網路,[0.5673232  0.43267682]
10048,"檔案,總管,開啟,ftp,站台,安裝,ie9,前,檔案,總管,開啟,ftp,問題,現在,ie,開啟,後,選擇,檔案,總管,中,開啟,顯示,檔案,總管,開啟,ftp",0,Outlook與郵件,2,其他,[0.7174996  0.28250042]
7411,"北棟,7,樓,a159",1,SAP,3,網路,[0.30036554 0.69963443]
11666,"bpm,peter,oh,看到,si,單子",0,Outlook與郵件,4,資訊系統,[0.7285776  0.27142242]
12845,"使用,機上,outlook,收信,顯示,信箱,已滿,faq,作法,create,pst,檔,正常,收發,信件,目前,只能,收信,發信",1,SAP,0,Outlook與郵件,[0.3863774 0.6136226]
781,"申請單,已,申請,可用,lync,廠商,了卻,希望,問過,是否,嘗試,qcall,廠商,不在,vendor,名單,知道,未試過",0,Outlook與郵件,2,其他,[0.76586497 0.23413502]
9567,"cannot,connect,to,internet,port,num,c593",0,Outlook與郵件,3,網路,[0.8672697  0.13273035]
2339,"登入,298,發生,error",0,Outlook與郵件,1,SAP,[0.9140817  0.08591835]
10392,"bpm,系統,錯誤",0,Outlook與郵件,4,資訊系統,[0.8681096  0.13189045]
9295,"北棟,mis,n405,會議室,網孔,pf16,b112,pf06,b102,兩個,不通,懇請,it,大神,幫忙",0,Outlook與郵件,3,網路,[0.6194746  0.38052535]
8957,"調,部門,導致,現,部門,簽核",0,Outlook與郵件,4,資訊系統,[0.81995034 0.1800496 ]
10171,"公司,外部,使用,nb,透過,sslvpn,登入,from,last,saturday,連入,bpm,pdm",0,Outlook與郵件,3,網路,[0.9185907  0.08140933]
1570,"需要,下載,adobe,軟體",1,SAP,2,其他,[0.25253472 0.7474653 ]
26,"網孔,不通,d282",0,Outlook與郵件,3,網路,[0.8719901  0.12800993]
8239,"return,from,business,trip,cannot,access,outlook,and,internet,cable,port,is,pc14c039",0,Outlook與郵件,3,網路,[0.81778127 0.18221873]
8361,"使用,dell,客戶端,aic,系統,無,防火牆,權限",0,Outlook與郵件,3,網路,[0.79707766 0.20292233]
9990,"10.242,120.123",0,Outlook與郵件,3,網路,[0.83229667 0.16770339]
168,"已經,更改,298,路徑,依然,突然,查明,原因",0,Outlook與郵件,1,SAP,[0.8098637  0.19013625]
2653,"開機,後,插著,網線,輸入,帳號密碼,拔掉,網線,輸入,帳號密碼,則可,登入,希望,能此,問題",0,Outlook與郵件,3,網路,[0.8669599  0.13304006]
9187,"上網,收發,mail",1,SAP,3,網路,[0.47391546 0.52608454]
1991,"批次,檔案,3,月,才換,mail,收到,本機,電腦,卻,顯示,信箱,已滿",1,SAP,0,Outlook與郵件,[0.3622642  0.63773584]
234,"創新,學門,語音,辨識,技術,應用,挑戰,課程,影片,資訊,程試,例外,錯誤,請洽,系統,管理者,課程,播放,影片,使用,問題,電腦,播放,影片,問題",0,Outlook與郵件,4,資訊系統,[0.5486125  0.45138752]
