description,category_a,category_b,category_c,category_d,category,description_clean,category_target
放量的網站無法進入  qsbn.ap...,SAP-168(QCI),PP,其它,SCITS,SAP,的網站無法進入  qsbn.ap..,1
沒有sap跟印表機的使用權限,SAP-168(QCI),PP,其它,SCITS,SAP,沒有sap跟印表機的使用權限,1
"達丰USER反應系統上顯示的訂單數量與實際的訂單數量不相符,煩請Charles協助處理",SAP-168(QCI),PP,其它,SCITS,SAP,達豐系統上顯示的訂單數量與實際的訂單數量不相符 Charles,1
無法進入sap system,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法進入sap system,1
登入一直記錄上次的錯誤無法登入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,登入記錄上次的錯誤無法登入,1
無法將轉成PDF的檔案存到自己桌面。 #15629,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法將轉成PDF的檔案存到桌面,1
連logon畫面都出不來,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,連logon畫面都出不來,1
use突然無法ligon on SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,use突然無法ligon on SAP,1
can not logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,can not logon SAP,1
無法LOGON SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法LOGON SAP,1
"USER反應說無法LOGIN SAP 168,分機15810",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法LOGIN SAP 168,1
"無法開啟雲端Outlook, 會出現錯誤訊息, 請我要重新安裝outlook",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,無法開啟雲端Outlook  會出現錯誤訊息  請我要重新安裝outlook,0
10/17 no call off,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,10/17 no call off,1
HOME KEN CallOff 沒吃進去,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,HOME KEN CallOff 沒吃進去,1
"資料透過FTP上傳,但是沒有寫到Home",SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,資料透過FTP上傳 沒有寫到Home,1
使用者發現有一個Inventory Report有問題，請幫忙處理，謝謝!,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,發現有一個Inventory Report有問題,1
填寫軟體需求申請單時，未出現我電腦上的固定資產編號，無法申請軟體,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,填寫軟體需求申請單時 未出現我電腦上的固定資產編號 無法申請軟體,1
ex:7138 無法連線,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,ex 7138 無法連線,1
168.298.想由NB4查詢TAG,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP,168.298.想由NB4TAG,1
欲開啟年終獎金個人明細出現錯誤訊息,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,欲開啟年終獎金明細出現錯誤訊息,0
"昨天下午至晚上九點下班,這段期間收下來的mail.  在早上發現均已遺失  再請幫忙處理.感謝!!",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,下午至晚上九點下班 這段期間收下來的mail.  在早上發現均已遺失  再.,0
網路版 outlook無法開啟。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,網路版 outlook無法開啟,0
電腦outlook 無法收信 右下工作列有紅色叉叉     #13783,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,電腦outlook 無法收信 右下工作列有紅色叉叉,0
使用搬移規則，但系統提示與伺服器端規則衝突，無法正常使用進行搬移。  分機：13738,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,使用搬移規則 但系統提示與伺服器端規則衝突 無法正常使用進行搬移,0
無法連線outlook,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,無法連線outlook,0
在windows系統內outlook的認證，輸入個人認證密碼，一直無法登入! 但是使用web outlook就能登入收發信件!,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,在windows系統內outlook的認證 輸入認證密碼 無法登入  使用web outlook就能登入收發信件,0
ECN已release但是未導入SAP  ECN#:E201002-3828,SAP-168(QCI),PP,其它,問題詢問及操作,SAP,ECN已release未導入SAP  ECN  E2 8,1
資料無法下載成Excel file,SAP-168(QCI),PP,其它,問題詢問及操作,SAP,資料無法下載成Excel file,1
詢問ZKD9在倒資料時的一些操作問題,SAP-168(QCI),PP,其它,問題詢問及操作,SAP,詢問ZKD9在倒資料時的一些操作問題,1
"user反應有個文件路徑昨晚10點前都還可使用,但在之後就顯示無法找到該文件,煩請Charles協助處理",SAP-168(QCI),PP,其它,問題詢問及操作,SAP,有個文件路徑昨晚10點前都還可使用 但在之後就顯示無法找到該文件 Charles,1
在家用ADSL無法連上CSAP32,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,在家用ADSL無法連上CSAP32,1
"3248 , 168 sap can not log in",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,3248   168 sap can not log in,1
"工號:82041210 使用86031302 之sap 登入,但無法logon SAP, 請連絡EXT17009",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,使用 之sap 登入 但無法logon SAP  請7009,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
CSAP33無法登入 #17043,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,CSAP33無法登入,1
更新後無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,更新後無法logon SAP,1
user 開啟點料單時被告知版本是錯的，但有再確認版本是沒有問題的,SAP-168(QCI),Basis,其它,Performance Issue,SAP,開啟點料單時被告知版本是錯的 但有再版本是沒有問題的,1
user無法從SAP中存檔到Execll,SAP-168(QCI),Basis,其它,Performance Issue,SAP,無法從SAP中存檔到Execll,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
詢問 SAP安裝與操作  TEL:12626,SAP-168(QCI),Basis,其它,安裝SAP,SAP,詢問 SAP安裝與操作,1
請教一下，SAP21的帳號已經申請完成，但是卻無法順利安裝SAP21所需的軟體以及印表機，請問該如何解決呢？    謝謝您,SAP-168(QCI),Basis,其它,安裝SAP,SAP,請教一下 SAP21的帳號已經申請完成 卻無法順利安裝SAP21所需的軟體印表機 呢     您,1
"請問如何安裝SAP21,需要申請使用者帳號嗎？",SAP-168(QCI),Basis,其它,安裝SAP,SAP,請問安裝SAP21 需要申請帳號嗎,1
該同仁無法登入SAP系統 煩請協助處理 該同仁分機:13936,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,該同仁無法登入SAP系統  該同仁,1
"SAP 連線有問題, 跳出錯誤訊息: 未授權該用戶遠端連線",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,SAP 連線有問題  跳出錯誤訊息  未授權該用戶遠端連線,1
無法用media player看公司上課影片,內部資訊系統,人資資訊系統,MyeHR相關服務,系統操作,資訊系統,無法用media player看公司上課影片,4
進去MyeHR系統時跳出帳號密碼輸入後仍無法登入  分機:13289,內部資訊系統,人資資訊系統,MyeHR相關服務,系統操作,資訊系統,進去MyeHR系統時跳出帳號密碼輸入後仍無法登入,4
"Mytc02.quantatw.com這個雲端server經常網速很慢(有時甚至pending 到斷線)尤其是下午時段.嚴重到影響工作進度.(不確定是否是Server本身問題還是本人坐位的有線網孔有問題)  我可以理解如果不是當下monitor這種問題導因有點難抓,,但發生太頻繁,以致不得不請MIS專業技術同仁幫忙關切一下.謝謝",網管,網路,無法連到某台Server,無法連到某些Server,網路,Mytc02.quantatw.com雲端server網速很慢 有時pending 到斷線 尤其是下午時段.嚴重到影響工作進度. 不確定是否是Server問題坐位的有線網孔有問題   我可以理解monitor這種問題導因難抓  但發生太頻繁 不專業技術同仁幫忙關切一下,3
無法連線至 \\QRMCFS01 請協助處理EXT:16210,網管,網路,無法連到某台Server,無法連到某些Server,網路,無法連線至 \\QRMCFS01,3
分機16210  登入HP上傳quote file的網址及error message:ACCESS DENIED  帳號:jill.lin@quantatw.com  密碼: Point#223937517  網址：  https://login.microsoftonline.com/login.srf?wa=wsignin1%2E0&rpsnv=4&ct=1450145901&rver=6%2E1%2E6206%2E0&wp=MBI&wreply=https%3A%2F%2Fhp%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx%3Fapr%3D1&lc=1028&id=500046&guests=1,網管,網路,無法連到某台Server,無法連到某些Server,網路,登入HP上傳quote file的網址及error message ACCESS DENIED  帳號   密碼  Point   網址,3
Pls. help check network port PR07 A391 whether is workable or not ? NAS can not work after I change wall network  port  from PE14 A086 to PR07 A391 . Thanks!,網管,網路,無法連到某台Server,無法連到某些Server,網路,Pls. help check network port PR07 A whether is workable or not   NAS can not work after I change wall network  port  from PE14 A086 to PR07 A .,3
Request access to Dropbox.com for FAB project,網管,網路,無法連到某台Server,無法連到某些Server,網路,Request access to Dropbox.com for FAB project,3
QCN Reports pdmagile is not reachable  I checked the public IP and it''s unreachable. 100% packet loss,網管,網路,無法連到某台Server,無法連到某些Server,網路,QCN Reports pdmagile is not reachable  I checked the public IP and it''s unreachable. 100% packet loss,3
Cannot connect Myquanta at Local computer.,網管,網路,無法連到某台Server,無法連到某些Server,網路,Cannot connect Myquanta at Local computer,3
您好，八月底開始，我的電腦便無法由從網路芳鄰連上公司內部10.242.118.180 以及pobudb 等server  再麻煩您幫忙看一下是哪裡出了問題。,網管,網路,無法連到某台Server,無法連到某些Server,網路,八月底 我的電腦便無法由從網路芳鄰連上公司內部10.242.118.180 pobudb 等server  再您幫忙看一下是出了問題,3
工號:98050416  電話:(385)10102  類型:使用proxy 172.20.168.133 port 80 進行網路連線，但遇到有限制網頁無法使用(例如須點選 我同意 才可進入之網頁),網管,網路,無法連到某台Server,無法連到某些Server,網路,類型 使用proxy 172.20.168.133 port 80 進行網路連線 但遇到有限制網頁無法使用 須點選 我同意 才可進入之網頁,3
"出貨要更新168及208的價格,但現在價格無法更新,請協助處理,謝謝",SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,出貨要更新168及208的價格 但現在價格無法更新,1
"user目前在VA01裡做出貨的動作,要進行簽核,但因為負責簽核的人請假,所以要請我們幫忙,單號:200660088",SAP-168(QCI),SD,Sales Process,shipment issue,SAP,目前在VA01裡做出貨的動作 要進行簽核 但負責簽核的人請假 要請幫忙 單號,1
outlook打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook打不開,0
可以開啟Outlook，但無法收發信，icon上有個X,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,可以開啟Outlook 但無法收發信 icon上有個X,0
#12879  這禮拜開始收不到客戶公司來信  hsues@toyorodot.com   似乎是被公司檔掉，請IT人員協助查明，謝謝。,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,這禮拜收不到客戶公司來信     似乎是被公司檔掉 請IT人員協助查明,0
"使用MAC/Windows雙系統, Windows的信箱在設定網域時MIS已經幫忙設定完成  在MAC系統要將公司email加入,雖然現在可以收發信件,但是出現以下兩個問題,煩請協助,謝謝.  1. 只能寄給QCI同仁, email無法寄送到QSMC的信箱  2. 在寄件者輸入QCI同仁名稱時,並不會出現關聯字/通訊錄做選擇 (ex: 輸入emily, 應該會出現公司內所有的emily來選擇是寄給哪位emily)",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,使用MAC/Windows雙系統  Windows的信箱在設定網域時MIS已經完成  在MAC系統要將公司加入 現在可以收發信件 出現以下兩個問題 協助 .  1. 只能寄給QCI同仁  無法寄送到的信箱  2. 在寄件者輸入QCI同仁名稱時 並出現關聯字/通訊錄做選擇  ex  輸入emily  應該會出現公司內所emily來選擇是寄給哪位emily,0
信件接收速度極慢 (至少5分鐘),網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,信件接收速度極慢  至少5分鐘,0
無法接收外部寄的MAIL,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,無法接收外部寄的MAIL,0
人在大陸，無法收發MAIL 大陸手機#132-51311563,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,無法收發MAIL  132,0
"在QCMS出差,可用OCS聯繫或是長號#18223063015,短號#18801  問題1.信箱已滿無法收發郵件.問題2:修復好的郵件檔案仍無法匯入outlook",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,在QCMS出差 可用OCS聯繫長號短號   問題1.信箱已滿無法收發郵件.問題2 修復好的郵件檔案仍無法匯入outlook,0
無法開啟outlook,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,無法開啟outlook,0
"廠商寄出的mail,有些會收不到.",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,廠商寄出的mail 會收不到,0
無法啟動Microsoft Outlook。無法開啟Outlook視窗。無法開啟資料夾組。上一個使用Outlook料檔XXXXXXX.pst的程式未將其完全關閉。在檔案修復之前，無法再開啟。,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,無法啟動Microsoft Outlook 無法開啟Outlook視窗 無法開啟資料夾組 上一個使用Outlook料檔XXXXXXX.pst的程式未將其完全關閉 在檔案修復之前 無法再開啟,0
"點選公告信, outlook馬上當掉",網管,Outlook與郵件,Outlook,無法開啟公告信,Outlook與郵件,點選公告信  outlook當掉,0
一直出現郵件已滿的訊息，但已經將郵件移至另一個PST檔案  ext:12040,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,出現郵件已滿的訊息 但已經將郵件移至PST檔案,0
"本機outlook會當掉, 點擊更新outlook, 出現update to WIN10的訊息。",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,本機outlook會當掉  點擊更新outlook  出現update to WIN10的訊息,0
信件:管理資訊中心公告 - 年假前請您跟我這麼做  連結都無法點開,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件,信件 管理資訊中心公告   年假前請您跟我做  連結都無法點開,0
outlook容量不足,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook容量不足,0
outlook 無法連線至proxy 伺服器  錯誤代碼30  分機 12561,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,outlook 無法連線至proxy 伺服器  錯誤代碼30,0
"user反應其帳號被lock住了,要請我們MIS協助其處理,分機5477",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,其帳號被lock住了  5477,1
"SAP無法LOGON,申請人分機: 13309",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,SAP無法LOGON 申請人,1
分機11670 SAP 第二層帳號無法Logon,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,SAP 第二層帳號無法Logon,1
SAP ZMD5 Access被Lock請協助處理  Ext:11496,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,SAP ZMD5 Access被Lock,1
"user需要新增一個帳號在NB3sales05的Group ID裡,煩請相關同仁協助處理.",SAP-168(QCI),Basis,帳號,新申請,SAP,需要新增一個帳號在NB3sales05的Group ID裡 相關同仁,1
SAP client 168 can not login.  #16971,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,SAP client 168 can not login.,1
"需要申請銷帳程序,與入料申請,可以幫忙為什麼我的帳號無法進入系統",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,需要申請銷帳程序 與入料申請 可以幫忙我的帳號無法進入系統,1
cannot login CSAP33 #12113,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,cannot login CSAP33,1
"user很久沒登入 SAP  今天需要登入,無法登入SAP218,出現沒有權限的錯誤.    ext:12113",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,很久沒登入 SAP  需要登入 無法登入SAP218 出現沒有權限的錯誤.,1
User not able to login to SAP system,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,not able to login to SAP system,1
在家無法進入SAP，CSAP21。 #15248,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,在家無法進入SAP CSAP21,1
#15307  連結進去查詢「每月確認設備狀態」無任何資料顯示!!,內部資訊系統,QUICK,EMC,系統資料異常問題,資訊系統,連結進去「每月設備狀態」無資料顯示,4
"無法登入SAP, 出現""檔案下載""訊息, 請協助處理!",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法登入SAP  出現 檔案下載 訊息,1
168 無法logon on --created done!,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,168 無法logon on   created done,1
请帮忙转request no：TMPK968022--ttp--238。谢谢！,SAP-168(QCI),Basis,其它,Performance Issue,SAP,請幫忙轉request no TMPK2  ttp  238,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
"User(#11420)反應已有30分鐘無法logon SAP,請相關人員儘速處理. 謝謝",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,反應已有30分鐘無法logon SAP 請相關人員.,1
logon fail,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,logon fail,1
user帳號95091804無法logon in,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,帳號無法logon in,1
user反應登入SAP時有些功能無法使用 #11653,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,登入SAP時功能無法使用,1
user反應無法登入CSAP33.煩請協助處理 #11653,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法登入CSAP33.,1
想要詢問SAP 授權的帳號問題。分機：11496,SAP-168(QCI),Basis,帳號,新申請,SAP,詢問SAP 授權的帳號問題,1
SAP 168無法登入,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,SAP 168無法登入,1
sap168 profile被lock住 請協助處理,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,sap168 profile被lock住,1
使用共同帳號95072403無法登入SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,使用共同帳號無法登入SAP,1
"該user欲申請SAP帳號, 168及128都要",SAP-168(QCI),Basis,帳號,新申請,SAP,該欲申請SAP帳號  168及128都要,1
NB3業務用   帳號 92060219  (Sunny Yu 游采驊)   在輸入密碼後按enter視窗會自動關閉  帳號無法使用,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,NB3業務用   帳號    Sunny Yu 游採驊    在輸入密碼後按enter視窗會自動關閉  帳號無法使用,1
SAP 扣帳功能沒辦法，帳號沒辦法登入  #11147,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,SAP 扣帳功能沒辦法 帳號沒辦法登入,1
要查SIBU的SAP第一層帳號。,SAP-168(QCI),Basis,帳號,新申請,SAP,要查SIBU的SAP第一層帳號,1
user account無法使用,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,account無法使用,1
無法進舊268 download 資料,SAP-168(QCI),Basis,帳號,新申請,SAP,無法進舊268 download 資料,1
Citrix內部應用系統詢問密碼,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,Citrix內部應用系統詢問密碼,1
有可能是資料檔太大了，outlook要好幾分鐘才開得起來，且開起來仍無法正常動作,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,有是資料檔太大了 outlook要好幾分鐘才開來 且開仍無法正常動作,0
點選郵件中連結時會彈出錯誤訊息: 這項作業因電腦上作用上的限制而取消。請聯絡您的系統管理員。,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件,點選郵件中連結時會彈出錯誤訊息  這項作業因電腦上作用上的限制而取消 請您的系統管理員,0
outlook打開就當掉,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook打開就當掉,0
信箱空間不足問題諮詢,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,信箱空間不足問題諮詢,0
couldn''t display chinese characters on mail title,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,couldn''t display cnese characters on mail title,0
本機上的Outlook MAIL收不進來。,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,本機上的Outlook MAIL收不進來,0
Outlook無法使用，錯誤訊息:網站安全憑證有問題  EX:15599,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,Outlook無法使用 錯誤訊息 網站安全憑證有問題  EX,0
OUTLOOK 常當掉,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,OUTLOOK 常當掉,0
QCO Outlook沒反應,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,QCO Outlook沒反應,0
Outlook無法開啟薪資單或公告單等有設密碼的mail.,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件,Outlook無法開啟薪資單或公告單等有設密碼的mail,0
雲端系統下的Outlook速度極緩慢.  近期常常打不開.,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,雲端系統下的Outlook速度極緩慢.  近期打不開,0
outlook打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,outlook打不開,0
廠商反應信件寄不進來,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,廠商反應信件寄不進來,0
今天開始不斷出現驗證需要輸入帳號密碼的畫面. 無法登入outlook收發信,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,不斷出現驗證需要輸入帳號密碼的畫面. 無法登入outlook收發信,0
outlook 預約會議室沒有Lync Icon  分機：15058,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,outlook 預約會議室沒有Lync Icon,0
"Outlook無法收發郵件,一直在離線狀況.",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,Outlook無法收發郵件 在離線狀況,0
"會計部門,無法登入帳號,分機1141,請幫忙,謝謝!!",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,會計部門 無法登入帳號 1141 請幫忙,1
在家裡登入vpn之後，無法使用sap   #15362,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,在家裡登入vpn之後 無法使用sap,1
"查不到MRB申請單, AP0000132979",內部資訊系統,QUICK,PAS,系統資料異常問題,資訊系統,查不到MRB申請單  AP,4
課程名稱: [QEx]_新人訓練必修線上課程  無法撥放影片(跳出認證視窗，輸入Quanta密碼無效)。,內部資訊系統,人資資訊系統,MyeHR相關服務,系統操作,資訊系統,課程名稱   QEx _新人訓練必修線上課程  無法撥放影片 跳出認證視窗 輸入Quanta密碼無效,4
sap168 218皆無法列印 請協助設定,SAP-168(QCI),Basis,印表機,無法列印,SAP,sap168 218皆無法列印 請協助設定,1
zv97 can not upload ;zn34 download file 格式不符,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,zv97 can not upload  zn34 download file 格式不符,1
SAP印出空白文件，需要重新設定,SAP-168(QCI),Basis,印表機,設定,SAP,SAP印出空白文件 需要重新設定,1
"NB6 USER反應sap系統列印時會出現NB3的印表機,請協助修正處理 #12992",SAP-168(QCI),Basis,印表機,無法列印,SAP,NB6 sap系統列印時會出現NB3的印表機 請協助修正,1
can not upload,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,can not upload,1
"想查詢2003年的客戶資料,要如何查詢?",SAP-168(QCI),SD,Sales Process,Billing issue,SAP,想2003年的客戶資料 要,1
User has question about retrieving price with VN26,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,has question about retrieving price with VN26,1
download BOM issue,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,download BOM,1
User 無法透過 Thin Client 列印,SAP-168(QCI),Basis,印表機,無法列印,SAP,無法透過 Tn Client 列印,1
user 欲查詢以前QCI的delivery and SO的資料,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP,欲以前QCI的delivery and SO的資料,1
sap168 298都進不去 請協助處理,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,sap168 298都進不去,1
"User反應無法經由Myquanta進入內部應用系統,系統會要求輸入登入帳密,但輸入後依然無法使用,煩請協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法經由Myquanta進入內部應用系統 系統會要求輸入登入帳密 但輸入後依然無法使用,1
無法連線CSAP21 #18281,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法連線CSAP21,1
user can not access disk V:,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,can not access disk V,1
"USER 無法LOGON SAP 出現ERROR. (會計部門都進不出)QCIAP4,請儘速解決.",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法LOGON SAP 出現ERROR.  會計部門都進不出 QCIAP4,1
"USER無法LOGON SAP,為MSN7.5設定衝突問題,修改登錄檔後已解決",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法LOGON SAP 為MSN7.5設定衝突問題 修改登錄檔後已,1
myquanta頁面沒有可以logon的圖示與安裝cirtix的連結,SAP-168(QCI),Basis,其它,安裝SAP,SAP,myquanta頁面沒有可以logon的圖示與安裝cirtix的連結,1
SAP無法進入(已重開機),SAP-168(QCI),Basis,其它,無法logon SAP,SAP,SAP無法進入 已重開機,1
無法logon SAP  分機:18995,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
"USER無法LOGON SAP,發現為MSN7.5衝突問題,已協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法LOGON SAP 發現為MSN7.5衝突問題 已,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
執行到特定階段卡住~無法關閉,SAP-168(QCI),Basis,其它,Performance Issue,SAP,執行到特定階段卡住 無法關閉,1
無法登入SAP 168,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法登入SAP 168,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
使用者無法登入SAP系統，登入時會一直卡在正在建立連線的畫面。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法登入SAP系統 登入時會卡在建立連線的畫面,1
"user反應SAP 168 跑SE16 速度很慢,其它同事也是如此,煩請相關人員協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,SAP 168 跑SE16 速度很慢 同事也是 相關人員,1
background job 被 cancel  ----報表,SAP-168(QCI),Basis,其它,刪除Job,SAP,background job 被 cancel      報表,1
"user表示目前他是用ACC16的帳號去使用SAP,但是不知為何每次使用時都會去run一支報表的程式,請協助處理",SAP-168(QCI),Basis,其它,刪除Job,SAP,表示目前他是用ACC16的帳號去使用SAP 不知每次使用時都會去run一支報表的程式,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法logon SAP,1
Critix找部道路由...吳法login,SAP-168(QCI),Basis,其它,安裝SAP,SAP,Critix找部道路由...吳法login,1
"無法使用CSAP3x, 請協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法使用CSAP3x,1
無法進入sap system,SAP-168(QCI),Basis,其它,無法logon SAP,SAP,無法進入sap system,1
連結進去查詢「每月確認設備狀態」無回應,內部資訊系統,QUICK,EMC,系統資料異常問題,資訊系統,連結進去「每月設備狀態」無回應,4
私人電腦 SMTP 發信設定失敗  POP3設定成功，可收信，但無法發信,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,私人電腦 SMTP 發信設定失敗  POP3設定成功 可收信 但無法發信,0
20170912 06:30PM ~ 20170913 0830AM 漏信,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,06 30PM    0830AM 漏信,0
使用者反映無法打開outlook 請協助處理,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,反映無法打開outlook,0
寄信時outlook會當掉,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,寄信時outlook會當掉,0
Some emails would be lost.,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件,Some s would be lost,0
載入設定檔，無法開啟OUTLOOK  #12708,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,載入設定檔 無法開啟OUTLOOK,0
"收發信件時常態性卡住,需要等待幾分鐘後才可開始動作,請協助,謝謝.",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件,收發信件時常態性卡住 需要等待幾分鐘後才可動作 請協助,0
