description,category_a,category_b,category_c,category_d,category,description_clean,category_target
"user 93012802,93071208表示之前有使用ZV33 download BOM權限,不知何故目前不行.請協助查詢並加回此權限",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,表示之前有使用ZV33 download BOM權限 不知何故目前不行.並加回此權限,0
"使用者反應連線到Quanta EIP的內部應用時,看不到SAP的圖示,煩請協助處理",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,連線到Quanta EIP的內部應用時 看不到SAP的圖示,0
User can not log into her account by using SAP 268 Thin Client Account  Please help to handle it,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,can not log into her account by using SAP 268 Tn Client Account  Please help to handle it,1
使用者進sap後由QCI-PUR4部門帳號登錄後無法使用自己的帳號登錄使用QSMC General功能，請協助處理,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,進sap後由QCI PUR4部門帳號登錄後無法使用的帳號登錄使用 General功能,1
can''t login SAP old 218 client,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,can''t login SAP old 218 client,1
無法create New Project 請協助處理  EXT:12708,SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,無法create New Project,1
打工號密碼之後~會自動關閉視窗~無法登入。#17380  (SAP 218),SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,打密碼之後 會自動關閉視窗 無法登入     SAP 218,1
wonder if can transfer the account of previous user to another user. please reply to this person.,SAP-168(QCI),Basis,帳號,新申請,SAP-168,wonder if can transfer the account of previous  to another . please reply to ts person,0
使用者欲申請sap citrix 帳號，送出資訊需求單後  出現Sap Group ID 項目需填，不知該如何填寫。分機:16242,SAP-168(QCI),Basis,帳號,新申請,SAP-168,欲申請sap citrix 帳號 送出資訊需求單後  出現Sap Group ID 項目需填 不知該填寫,0
"更換密碼後, 現在無法登入SAP",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,更換密碼後  現在無法登入SAP,0
SAP二層是登入有問題,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP二層是登入有問題,0
需要申請sap使用權限。分機：16341,SAP-168(QCI),Basis,帳號,新申請,SAP-168,需要申請sap使用權限,0
crtrix無法登入 聯絡電話15912,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,crtrix無法登入,0
無法登入SAP  TRD(TCC_General)_218_NEW,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法登入SAP  TRD TCC_General _218_NEW,0
權限不足    client 168  --->  Group ID  WBUSALES02  --- 增加T-code: CS03 / CS11,SAP-168(QCI),Basis,帳號,新申請,SAP-168,權限不足    client 168        Group ID  WBUSALES02      增加T code  CS03 / CS11,0
user表示說SAP帳號進不去,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,表示說SAP帳號進不去,0
使用帳號登入SAP，發生無該授權登入問題,SAP-168(QCI),Basis,帳號,新申請,SAP-168,使用帳號登入SAP 發生無該授權登入問題,0
申請SAP帳號及權限,SAP-168(QCI),Basis,帳號,新申請,SAP-168,申請SAP帳號及權限,0
申請sap 32的權限,SAP-168(QCI),Basis,帳號,新申請,SAP-168,申請sap 32的權限,0
user輸了錯誤的密碼，導致帳號被lock住。現在key正確的密碼也進不去了。    #11423,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,輸了錯誤的密碼 導致帳號被lock住 現在key正確的密碼也進不去了,0
"USER需要開268/208的帳號使用權限,煩請相關同仁協助處理",SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,需要開268/208的帳號使用權限 相關同仁,1
申請以下T-Code權限：   ME1M、ZMD5、ZMAO、ZNST,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,申請以下T Code權限    ME1M ZMD5 ZMAO ZNST,1
據說有申請過權限  但是帳號密碼輸入後無法登入,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,有申請過權限  帳號密碼輸入後無法登入,1
"218轉168要做SALES RETURN,,需要268的第二層權限, 分機:13168",SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,218轉168要做SALES RETURN  需要268的第二層權限,1
之前密碼都可以使用218但是今天突然不行 請協助處理,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,之前密碼都可以使用218突然不行,1
"93050302 became unable to use T-code ZMD5 to download NB3 Ken Projects Cost BOM at SAP 218  (by CSAP 32)  and SAP shows  ""you are not authorized to access to XX project"" at below",SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,became unable to use T code ZMD5 to download NB3 Ken Projects Cost BOM at SAP 218   by CSAP 32   and SAP shows   you are not authorized to access to XX project  at below,1
使用者登入後，系統出現error88,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入後 系統出現error88,0
user帳號不見了，帳號是:97050531，需要新增，user希望能儘快處理  EXT:13624,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號不見了 帳號是  需要新增 希望能,0
分機15927  帳號被lock住，無法進入SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號被lock住 無法進入SAP,0
user登入後當機重新登入時無法登入(顯示已有使用者登入)#66665,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入後當機重新登入時無法登入 顯示已有登入,0
使用97062317登入會發生閃退的情況,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,使用登入會發生閃退的情況,0
SAP無法連接 進168,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP無法連接 進168,0
SAP進不去 帳號無法通過,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP進不去 帳號無法,0
"user ip : 10.243.12.52,無法連線到SAP 168",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,ip   10.243.12.52 無法連線到SAP 168,0
"QSMC User(#61589)表示修改密碼後忘記了,無法登入系統使用,煩請協助處理",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,表示修改密碼後忘記了 無法登入系統使用,0
新進人員-第二曾無法進入---協助建立,SAP-168(QCI),Basis,帳號,新申請,SAP-168,新進人員 第二曾無法進入   協助建立,0
之前25那台修復後，在使用SAP介面時候，切換頁面都會發出逼逼聲(SAP音效)，之前都不會。#13225,SAP-2X8(QSMC),Basis,其他,安裝SAP,SAP-2X8,之前25那台修復後 在使用SAP介面 切換頁面都會發出逼逼聲 SAP音效  之前都,1
"WBU 使用者反映,無法登入SAP,登入群組為wbu sales01及wbu sales02",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,WBU 反映 無法登入SAP 登入群組為wbu sales01及wbu sales02,1
"孔先生 SAP208不能登入, 密碼INIT fail  13457",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,孔先生 SAP208登入  密碼INIT fail,1
無法連上268 client,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法連上268 client,1
"User反應其主管先前都可正常使用SAP268,今日要使用系統時,發生無法登入的情形,煩請協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,其先前都可正常使用SAP268 今日要使用系統時 發生無法登入的情形,1
"298 TFC 無法使用,還有他老闆的也是",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,298 TFC 無法使用 他老闆的也是,1
"USER反應無法連結告SAP268的SERVER,煩請相關同仁協助處理",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法連結告SAP268的SERVER 相關同仁,1
沒有權限進入ZMPV  #18303,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,沒有權限進入ZMPV,1
"工號: 95042409, 95041711  申請權限 : FP 298 , F2 268  分機: 18313",SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,申請權限   FP 298   F2 268,1
"13176  黃先生  SAP account  QSMC rd10 , account 90031212 無使用權限，使用者要查 208,218庫存  需要帳號可以登入",SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,黃先生  SAP account   rd10   account  無使用權限 要查 208 218庫存  需要帳號可以登入,1
欲申請SAP登入權限，但從資訊需求申請單不知Group ID改填什麼,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,欲申請SAP登入權限 但從資訊需求申請單不知Group ID改填,1
ZMD5無法下載BOM表。分機13465,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,ZMD5無法下載BOM表,1
USER使用87101201，87120102帳號登入SAP，部分功能使用權限不足，煩請幫忙處理，謝謝。 ＃16752,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,使用 帳號登入SAP 部分功能使用權限不足,1
"之前有新增一個TYPE:LOGO,但是現在看不到那個選項可選擇,code:ZKD5",SAP-168(QCI),SD,Master Data,Return/Reverse order type,SAP-168,之前有新增一個TYPE LOGO 現在看不到選項可選擇 code ZKD5,0
Customer BPM system,SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,Customer BPM system,0
"USER要建立sold to party,需要申請一個customer code,請協助其處理,分機382-13164",SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,要建立sold to party 需要申請一個customer code,0
"在BPM申請Customer Data, 畫面會出現excpetion",SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,在BPM申請Customer Data  畫面會出現excpetion,0
order type zcrr無法created  分機:17324,SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,order type zcrr無法created,0
user說cost center 12/1已經修改了  但sap cost cnter 並未更新,SAP-168(QCI),SD,Master Data,Cost center issue,SAP-168,說cost center 12/1已經修改了  但sap cost cnter 並未更新,0
"User使用VK11 upload price,想了解該用哪支T-code做查詢,煩請協助處理",SAP-168(QCI),SD,Master Data,其它,SAP-168,使用VK11 upload price 想瞭解該用哪支T code做,0
"無法開DELIVERY,請處理, 分機:15184",SAP-168(QCI),SD,Master Data,Cost center issue,SAP-168,無法開DELIVERY,0
cost center查不到請聯絡電話達豐61605,SAP-168(QCI),SD,Master Data,Cost center issue,SAP-168,cost center查不到請達豐,0
"分機#26801 申請客戶主檔,急件...請負責人員與USER連絡.",SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,申請客戶主檔 ...請負責人員與,0
"USER無法建立PAYER2,煩請相關人員協助處理",SAP-168(QCI),SD,Master Data,其它,SAP-168,無法建立PAYER2 相關人員,0
user之前請Irwin修改ZVFW 但是現在還有一點小問題想再修改 請協助處理,SAP-168(QCI),SD,Master Data,其它,SAP-168,之前請Irwin修改ZVFW 現在一點小問題想再修改,0
請盡快協助處理 user使用order type:ZGOR 扣帳扣不進去 special stock not supproted (check your entry),SAP-168(QCI),SD,Master Data,Return/Reverse order type,SAP-168,使用order type ZGOR 扣帳扣不進去 special stock not supproted  check your entry,0
無法logon SAP,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法logon SAP,1
資料無法DOWNLOAD,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,資料無法DOWNLOAD,1
User無法登入268 system，請協助處理，謝謝！分機#17339,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法登入268 system,1
"人在達丰的user反應SAP218無法連線,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,人在達豐的SAP218無法連線 相關同仁,1
"user反應SAP218無法連線,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,SAP218無法連線 相關同仁,1
can''t log in SAP on Citrix,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,can''t log in SAP on Citrix,1
Logon IP:QCITCLIENT21 /EXT15739,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,Logon IP QCITCLIENT21 /5739,1
操作SAP時會發出聲音，是否可關掉 #15739,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,操作SAP時會發出聲音 是否可關掉,1
SAP 268 logon fail,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,SAP 268 logon fail,1
軟體有異常想要移除重新安裝請求協助,SAP-2X8(QSMC),Basis,其他,安裝SAP,SAP-2X8,軟體有異常移除重新安裝請求協助,1
SAP 298 LOGON,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,SAP 298 LOGON,1
"SAP 268操作到一半會跳出一堆視窗,並顯示Error",SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,SAP 268操作到一半會跳出一堆視窗 並顯示Error,1
SAP 298無法登入，請幫忙檢查，謝謝!!,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,SAP 298無法登入 請幫忙檢查,1
user can''t logon SAP    #11653,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,can''t logon SAP,1
"建立SAP298,288連線設定",SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,建立SAP298 288連線設定,1
SAP 208 第一層帳號被鎖住 無法使用.,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP 208 第一層帳號被鎖住 無法使用,1
"USER的帳號無法登入,為268的系統",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,的帳號無法登入 為268的系統,1
SAP218  帳號沒有權限    #2-18853,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP218  帳號沒有權限,1
"user反應在218系統裡,帳號90091205是被locked...煩請協助重新開通,謝謝! #11429",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,在218系統裡 帳號是被locked...協助重新開通,1
"cs20,cs12,cs40,cs50",SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,cs20 cs12 cs40 cs50,1
SAP 第二層Login無法登入 分機:13452,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP 第二層Login無法登入,1
SAP 268無法LOGIN   分機15090,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP 268無法LOGIN,1
user無法logon SAP,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,無法logon SAP,1
"User反應在268上使用CS03 做display BOM 時只要key入廠區就無法query到任何資料,在ZPA2上也是一樣的狀況,煩請協助處理./",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,在268上使用CS03 做display BOM 時key入廠區就無法query到資料 在ZPA2上也是的狀況 ./,1
"以下料号的描述中出现异常：  1HYYZZZ0870, 1HYYZZZ0888,1HYYZZZ0896,1HYYZZZ08C7,1HYYZZZ08D5,1HYYZZZ08E3",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,以下料號的描述中出現異常   1HYYZZZ0870  1HYYZZZ0888 1HYYZZZ0896 1HYYZZZ08C7 1HYYZZZ08D5 1HYYZZZ08E3,1
"user須要調出前四週MRP的資料,煩請相關同仁協助處理 #13063",SAP-2X8(QSMC),PP,其它,SCITS,SAP-2X8,須要調出前四週MRP的資料 相關同仁,1
"USER反應操作SAP 298  ZP16 一直產生ERROR,煩請Charles協助處理.",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,操作SAP 298  ZP16 產生ERROR Charles,1
user建料狀態有點問題 他說有發mail給你了請協助處理 分機25618,SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,建料狀態問題 他說有發mail給你了,1
"USER使用ZABR有問題,煩請相關同仁協助處理.",SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,使用ZABR有問題 相關同仁,0
"USER反應說放量之後,PO不支被誰下掉了,請幫忙其處理,分機大陸25779",SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,之後 PO不支被誰下掉了,0
會計部門申請修改報廢申請書ext 11408,SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,會計部門申請修改報廢申請書,0
"財務部成本會計課user反應先前請Jim用.NET寫的一支report的程式,用於處理國稅局報廢清冊,user反應某些欄位的長度過小,導致有些數字無法正常顯示,煩請Jim協助處理.",SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,財務部成本會計課先前請Jim用.NET寫的一支report的程式 用於國稅局報廢清冊 欄位的長度過小 導致數字無法正常顯示 Jim,0
"SAP之前登入可以使用的選項,現在不行使用",SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,SAP之前登入可以使用的選項 現在不行使用,0
"USER操作ZB34,不小先已先轉檔,無法再修改數量,煩請Jim協助處理",SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,操作ZB34 不小先已先轉檔 無法再修改數量 Jim,0
"user第一次使用SAP, 詢問操作問題",SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,第一次使用SAP  詢問操作問題,0
"第二層登入帳號密碼忘記了，可否將密碼重新初始化?  (RD10, 93022310)",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,第二層登入帳號密碼忘記了 可否將密碼重新初始化    RD10,1
"can''t login SAP,   and what password to enter?  please contact him at QSMC ext:45195",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,can''t login SAP    and what password to enter   please contact m at,1
"SAP帳號無法登入,請協助(382-71318 Linda )",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP帳號無法登入 請協助  Linda,1
SAP 208連不上,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP 208連不上,1
"使用者反應登入SAP系統時會出現錯誤訊息,請協助處理.",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,登入SAP系統時會出現錯誤訊息,1
從昨天下午過後無法正常進入SAP,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,從下午過後無法正常進入SAP,1
"SAP 34無法登入   ext:15792,15793",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP 34無法登入,1
"1.使用rd10/genius登入sap系統之後,要求輸入工號跟密碼,請問密碼的預設值是多少?  2.NB3是否只能查詢sap 208的庫存,無法查其他廠區的(sap268, 218 etc..)  3.星期天要去QSMC出差,所以希望問題可以明天解決,謝謝",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,1.使用rd10/genius登入sap系統之後 要求輸入跟密碼 請問密碼的預設值是   2.NB3是否只能sap 208的庫存 無法查廠區的 sap268  218 etc..   3.星期天要去 希望問題可以,1
進入SAP208 輸入帳號rd10 密碼genius 無法登入 系統顯示user is locked.,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,進入SAP208 輸入帳號rd10 密碼genius 無法登入 系統顯示 is locked,1
user可連268 但不能連208 請協助處理,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,可連268 但連208,1
"user 欲登入268一直無法登入,請協助處理",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,欲登入268無法登入,1
user(#11653)反應該部門的人皆無法logon 268 SAP.請儘速處理。謝謝！,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,反應該部門的人皆無法logon 268 SAP.,1
268顯示user lock 無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,268顯示 lock 無法登入,1
SAP Client 218 T-code NB51 執行過久無法正常作業,SAP-2X8(QSMC),Basis,其他,Performance Issue,SAP-2X8,SAP Client 218 T code NB51 執行過久無法正常作業,1
user(#19926)反應登入SAP第二層帳號有問題,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,反應登入SAP第二層帳號有問題,1
所有的QSMC CLIENT 無法使用,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,所 CLIENT 無法使用,1
"user反應SAP218無法使用,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,SAP218無法使用 相關同仁,1
after  QCI-PUR6 --passwe 12345  .      input  89080132 .passwd . can''t pass login .,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,after  QCI PUR6   passwe   .      input   .passwd . can''t pass login,1
USER從SAP存取檔案至local端電腦，無法存取(以前是ok),SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,從SAP存取檔案至local端電腦 無法存取 以前是ok,0
sap 跳出視窗 系統資源不足無法完成操作  #16752,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap 跳出視窗 系統資源不足無法完成操作,0
無法連線到SAP，出現錯誤訊息如下:  因為通訊協定錯誤，工作階段的連線將被中斷，請嘗試重新連線到遠端電腦,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法連線到SAP 出現錯誤訊息   通訊協定錯誤 工作階段的連線將被中斷 請嘗試重新連線到遠端電腦,0
在myquanta下看不到sap icon,SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,在myquanta下看不到sap icon,0
"電腦重灌, 想要匯入原本的sap設定檔.",SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,電腦重灌  匯入原本的sap設定檔,0
ESAP26無法登入 #11426,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,ESAP26無法登入,0
"CSAP23無法登入SAP,煩請協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,CSAP23無法登入SAP,0
168   輸入ZBEI時  顯示Err 601  聯絡分機 13346,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,168   輸入ZBEI時  顯示Err 601,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
"日前登入皆可使用,今天登入系統查庫存,系統顯示無權限",SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,日前登入使用 登入系統查庫存 系統顯示無權限,1
申請SAP 218 權限,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,申請SAP 218 權限,1
268 query function not work,SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,268 query function not work,1
使用者?有使用t-code的權限..煩請處理(1405),SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,有使用t code的權限.. 1405,1
"該user反應,他想使用218 裡ZVPF QCI~Customer的選項,但是沒有權限",SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,該 他想使用218 裡ZVPF QCI Customer的選項 沒有權限,1
"User反應早上十點左右操作SAP 298時發生不明原因強制跳出系統,之後再進入SAP系統後部份權限就無法使用,User使用的T-code:MMB1,MD04,煩請相關同仁協助處理.",SAP-2X8(QSMC),Basis,Authorization,權限不足,SAP-2X8,早上十點左右操作SAP 298時發生不明原因強制跳出系統 之後再進入SAP系統後部份權限就無法使用 使用的T code MMB1 MD04 相關同仁,1
SAP 218 ZP33權限被移除,SAP-2X8(QSMC),Basis,Authorization,申請權限,SAP-2X8,SAP 218 ZP33權限被移除,1
User 詢問 ZP87修改進度,SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,詢問 ZP87修改進度,1
"使用AVL功能,輸入廣達料號無法帶出",SAP-2X8(QSMC),PP,其它,問題詢問及操作,SAP-2X8,使用AVL功能 輸入廣達料號無法帶出,1
工單號碼313671887數量更改錯誤，從200改錯到80，希能幫忙更正回200。 分機:QSMC 5661393,SAP-168(QCI),PP,工單,工單Create&Change,SAP-168,工單號碼數量更改錯誤 從200改錯到80 希能幫忙更正回200    93,0
"USER反應ECN的問題,ECN:1200510-0217,煩請charles協助處理.",SAP-168(QCI),PP,ECN,ECN 未同步QSMC,SAP-168,ECN的問題 ECNcharles,0
"ECN: 九月0762, user欲加速ECN,快進SAP, 分機:42627",SAP-168(QCI),PP,ECN,ECN 未同步QSMC,SAP-168,ECN  九月0762  欲加速ECN 快進SAP,0
SO CA03 Schedule line MRP問題想請問你,SAP-168(QCI),HOME,PAL,問題解決及操作詢問,SAP-168,SO CA03 Schedule line MRP問題想請問你,0
無法進入SAP 請打分機382+13845   VNC:172.20.152.104     PW:1031,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法進入SAP     VNC 172.20.152.104     PW 1031,1
登入時需要每次KEY帳號密碼,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,登入時需要每次KEY帳號密碼,1
"無法登入，出現""無法找到輸入點""",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP-2X8,無法登入 出現 無法找到輸入點,1
298 download BOM error,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,298 download BOM error,1
ext . 15191  無法Login入SAP系統,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,無法Login入SAP系統,1
"cs20,cs12,cs40,cs50",SAP-2X8(QSMC),Basis,帳號,新申請,SAP-2X8,cs20 cs12 cs40 cs50,1
SAP帳號被LOCK  帳號:QCI-PUR4,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP帳號被LOCK  帳號 QCI PUR4,1
SAP 268 Account 無法登入,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP-2X8,SAP 268 Account 無法登入,1
"935 Quantity > 933 Quantity , so It can not be processed.",SAP-168(QCI),SD,Master Data,Cost center issue,SAP-168,935 Quantity   933 Quantity   so It can not be processed,0
Customer data maintain 詢問操作. #26068,SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,Customer data maintain 詢問操作.,0
"user反應在Toshibai (BOI) 在price link上有問題,煩請相關同仁協助處理.",SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,在Tosbai  BOI  在price link上有問題 相關同仁,0
ZN26相關問題 煩請聯絡分機2631,SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,ZN26相關問題 2631,0
BPM SYS Create Customer Data save fail.,SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,BPM SYS Create Customer Data save fail,0
BPM顧客資料輸入後，傳送時出現錯誤。,SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,BPM顧客資料輸入後 傳送時出現錯誤,0
請問一下，Sales Order 118502072 裡面有一筆1KALZZU0024 的KZ1 K/B 50pcs，使用VA02 可以看到系統裡面有這一筆，但是使用ZV14 下載資料卻看不到有這筆，不知道是什麼原因？ZV14下載的參數是：  ZV14 Order Balance Report  Plant: CQ2A  Sales Org: S7Q1    V Including Balance =0! (只查未出貨的話就不選)  V Sort by Material  V Created by EDI  V SO TYPE    Thanks!,SAP-168(QCI),SD,Master Data,其它,SAP-168,Sales Order  裡面有一筆1KALZZU0024 的KZ1 K/B 50pcs 使用VA02 可以看到系統裡面有這一筆 使用ZV14 下載資料卻看不到有這筆 不知道是原因 ZV14下載的參數是   ZV14 Order Balance Report  Plant  CQ2A  Sales Org  S7Q1    V Including Balance   只查未出貨就不選   V Sort by Material  V Created by EDI  V SO TYPE,0
Cost Center掛錯,SAP-168(QCI),SD,Master Data,Cost center issue,SAP-168,Cost Center掛錯,0
User 反應Sold to party被block，請MIS人員協助處理。分機3229,SAP-168(QCI),SD,Master Data,其它,SAP-168,Sold to party被block  3229,0
"user反應使用BPM系統裡的Customer Data 有表單資料與原始資料不符情形,需要做修改,煩請相關同仁協助處理.",SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,使用BPM系統裡的Customer Data 有表單資料與原始資料不符情形 需要做修改 相關同仁,0
"達丰USER反應假收假出原為系統自行會帶出資料來,但今日USER發現系統並沒有將資料帶出,煩請相關同#協助處理.",SAP-168(QCI),SD,Master Data,其它,SAP-168,達豐假收假出原為系統自行會帶出資料來 但今日發現系統將資料帶出 相關同,0
"USER欲詢問R16工作刪除的進度,煩請Charles協助處理",SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,欲詢問R16工作刪除的進度 Charles,1
BOM Create job fail,SAP-2X8(QSMC),PP,BOM,BOM Create Error,SAP-2X8,BOM Create job fail,1
按下Download後會有錯誤訊息出現,SAP-2X8(QSMC),PP,BOM,Cost BOM,SAP-2X8,按下Download後會有錯誤訊息出現,1
