,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
712,"表示,點選,薪資,明細,跳出,輸入,身分證,字號,小,視窗",,4,資訊系統,0,Outlook與郵件,"['Outlook與郵件:0.0000075524677', 'SAP:0.0000004269605', '其他:0.00019017447', '網路:0.000000091884985', '資訊系統:0.9998018']"
858,"IE,進入,系統,修改密碼,時會,發生錯誤,請,修復",,2,其他,4,資訊系統,"['Outlook與郵件:0.059806474', 'SAP:0.07226611', '其他:0.48327538', '網路:0.041685343', '資訊系統:0.34296668']"
6218,"無法,無法驗證,發行,檔案,無法,無法播放",,3,網路,4,資訊系統,"['Outlook與郵件:0.010798719', 'SAP:0.011703747', '其他:0.07166768', '網路:0.89543283', '資訊系統:0.010397082']"
7367,"設定,接收,公司,郵件,顯示,無法,無法驗證,繼續,儲存,則會,跳出,訊息,郵件,無法,無法接收,訊息,請問,下,密碼,開機,密碼",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.9999684', 'SAP:0.0000013266023', '其他:0.000011134327', '網路:0.0000031227216', '資訊系統:0.000015951395']"
6621,"不好意思,已經,出現,Outook,通訊錄,無法登入,請,救救",,1,SAP,2,其他,"['Outlook與郵件:0.06309186', 'SAP:0.7069043', '其他:0.099911876', '網路:0.08131142', '資訊系統:0.048780557']"
4657,"附件,超連結,產業,分析,無法,無法打開,出現錯誤,訊息,這項,作業,電腦,作用,限制,取消,....",,2,其他,0,Outlook與郵件,"['Outlook與郵件:0.017443627', 'SAP:0.0040071416', '其他:0.9056875', '網路:0.01608547', '資訊系統:0.05677631']"
1017,"outlook,中,薪資,明細,無,法開,Win10,系統,出現,憑證,驗證",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.97852147', 'SAP:0.00019466048', '其他:0.0008025378', '網路:0.000044310138', '資訊系統:0.020436961']"
540,"password,更改,後,無法連上,網",,1,SAP,3,網路,"['Outlook與郵件:0.065829836', 'SAP:0.75878835', '其他:0.06290876', '網路:0.068380594', '資訊系統:0.044092495']"
4705,"同仁,寄來,excel,無法開啟",,3,網路,0,Outlook與郵件,"['Outlook與郵件:0.032165285', 'SAP:0.030257624', '其他:0.44105077', '網路:0.45985568', '資訊系統:0.036670703']"
4246,"電腦,重,新,安裝,安裝執行,步驟,儲存,檔案,無法,無法打開",,2,其他,1,SAP,"['Outlook與郵件:0.033783875', 'SAP:0.042277582', '其他:0.780141', '網路:0.086934164', '資訊系統:0.056863382']"
6753,"網路卡,driver,需重,新,安裝,安裝目前,速度,異常,過慢",,3,網路,2,其他,"['Outlook與郵件:0.043881457', 'SAP:0.03630985', '其他:0.1378859', '網路:0.75791085', '資訊系統:0.024011975']"
4938,"更改,桌上型電腦,密碼,後,NB,新,密碼,登入,無法連線",,3,網路,2,其他,"['Outlook與郵件:0.00533501', 'SAP:0.005653809', '其他:0.13022341', '網路:0.85396355', '資訊系統:0.004824243']"
1180,"系統,出現錯誤,訊息,無法,無法做,下一步,驟",,2,其他,4,資訊系統,"['Outlook與郵件:0.06590564', 'SAP:0.077064455', '其他:0.4478836', '網路:0.049581073', '資訊系統:0.3595652']"
6618,"出現,limits,of,authority,錯誤訊息",,1,SAP,4,資訊系統,"['Outlook與郵件:0.08975616', 'SAP:0.6964422', '其他:0.096203804', '網路:0.048233632', '資訊系統:0.06936422']"
6141,"連到,QRDC,捉,WIN7,進行,安裝,安裝時,出現,Error,無法登入,資料夾",,3,網路,2,其他,"['Outlook與郵件:0.0031829404', 'SAP:0.0030005362', '其他:0.028134834', '網路:0.96384424', '資訊系統:0.0018375193']"
3295,"無法開啟,附加檔案,pdf,檔",,2,其他,4,資訊系統,"['Outlook與郵件:0.082174614', 'SAP:0.09619777', '其他:0.46267357', '網路:0.24743226', '資訊系統:0.11152177']"
37,"create,credit,時,出現錯誤,訊息,credit,control,error,8100,has,not,been,defined",,2,其他,1,SAP,"['Outlook與郵件:0.06542957', 'SAP:0.18553592', '其他:0.58397347', '網路:0.058158047', '資訊系統:0.106903054']"
4945,"詢問,公司,有沒有,無蝦米,輸入法,安裝,安裝機電,腦中,使用",,3,網路,2,其他,"['Outlook與郵件:0.002305651', 'SAP:0.0018690557', '其他:0.047666278', '網路:0.9466698', '資訊系統:0.0014892197']"
8097,"正常,IP,Physical,Address,00,19,D2,1A,55,D2,Dhcp,Enabled,Yes,Autoconfiguration,Enabled,Yes,Autoconfiguration,IP,Address,169.254,231.206,Subnet,Mask,255.255,0.0,Default,Gateway,",,2,其他,3,網路,"['Outlook與郵件:0.22601454', 'SAP:0.03072891', '其他:0.3993605', '網路:0.07754487', '資訊系統:0.2663512']"
6739,"ProE,Licnse,出現錯誤,訊息,檔案,遺失,無法,無法正常,license",,4,資訊系統,2,其他,"['Outlook與郵件:0.001387935', 'SAP:0.0003645061', '其他:0.008245781', '網路:0.0001262489', '資訊系統:0.9898755']"
251,"第二,台電,腦需,新增,新增帳號",,4,資訊系統,2,其他,"['Outlook與郵件:0.13189444', 'SAP:0.1662471', '其他:0.12420058', '網路:0.05525637', '資訊系統:0.5224015']"
1090,"無法,無法連接,MyQuanta,System",,3,網路,2,其他,"['Outlook與郵件:0.00695098', 'SAP:0.00536721', '其他:0.023256576', '網路:0.9590853', '資訊系統:0.0053398367']"
3478,"1,無法,無法VPN,回,公司,2,放行,無法,無法正常,列印",,2,其他,3,網路,"['Outlook與郵件:0.0014516538', 'SAP:0.00045462605', '其他:0.95069236', '網路:0.03972431', '資訊系統:0.007677106']"
4597,"CITRIX,無法連上",,3,網路,1,SAP,"['Outlook與郵件:0.026383147', 'SAP:0.024027688', '其他:0.07106238', '網路:0.85629004', '資訊系統:0.02223667']"
2922,"出差,時有,更改,電腦,密碼,每次,重,新,進入,系統,登入,頁面,出現,下,信息,需要,無,網路,狀態,下才,登入,伺服器,安全性,資料庫,工作站,信任,關係,帳戶",,3,網路,2,其他,"['Outlook與郵件:0.0021476487', 'SAP:0.00094836584', '其他:0.0066379174', '網路:0.98983955', '資訊系統:0.0004265079']"
2929,"無法,無法下訂,輸入,料,以前,下過,po,現,顯示,info,record",,2,其他,1,SAP,"['Outlook與郵件:0.059059348', 'SAP:0.35056725', '其他:0.40364513', '網路:0.12619294', '資訊系統:0.06053536']"
4091,"server,需重,新,做,連線,設定",,3,網路,2,其他,"['Outlook與郵件:0.007879479', 'SAP:0.004174717', '其他:0.014689069', '網路:0.9695637', '資訊系統:0.0036930074']"
7276,"forgot,password",,1,SAP,2,其他,"['Outlook與郵件:0.08104784', 'SAP:0.6830124', '其他:0.1088258', '網路:0.04641066', '資訊系統:0.080703184']"
2164,"1285,FU2,無法,無法匯出,report,點擊,Print,鈕,後,頁面,出現,Data,Error,訊息",,1,SAP,4,資訊系統,"['Outlook與郵件:0.0959592', 'SAP:0.8290233', '其他:0.023374699', '網路:0.0048629884', '資訊系統:0.046779748']"
2647,"QCO,Outlook2013,無法開啟,出現錯誤,訊息,視窗,OLMAPI32,dll,詢問,是否,安全,模式,中,啟動,嘗試,修復,失敗,出現,訊息,Microsoft,Office,無法,無法在終,伺服器,執行,偵測,修復,功能,需要,資訊,系統管理員,詳細,資料,簽章,事件,名稱,APPCRASH,應用程式,名,稱,OUTLOOK,EXE,應用程式,版本,15.0,4569.1503,應用程式,時間,戳記,52b0c226,錯誤,模組,名,稱,KERNELBASE,dll,錯誤,模組,版本,6.1,7601,錯誤,模組,時間,戳記,50b8479b,例外,狀況,代碼,c06d007e,例外,狀況,位移,009e5d,作業系統,版本,6.1,7601.2,1.0,18.10,區,設定,識別碼,1028,資訊,LCID,1028,skulcid,1028",,2,其他,0,Outlook與郵件,"['Outlook與郵件:0.0005303136', 'SAP:0.00016561287', '其他:0.9930252', '網路:0.0036531193', '資訊系統:0.0026257485']"
6056,"無法,無法create,New,Project",,4,資訊系統,1,SAP,"['Outlook與郵件:0.09022434', 'SAP:0.14280252', '其他:0.110894166', '網路:0.039044354', '資訊系統:0.61703455']"
7018,"I,create,a,Sharepoint,website,underneath,website,name,is,V81,My,supervisor,right,of,V81,website,is,accidently,removed,In,turn,I,cannot,access,maintain,ts,site,Please,resume,my,supervisor,right,of,V81,website,Ref,Full,path,of,V81",,3,網路,2,其他,"['Outlook與郵件:0.00629826', 'SAP:0.0020591374', '其他:0.01086455', '網路:0.9798338', '資訊系統:0.0009442539']"
2149,"電腦開機,廣告,莫名,訊息,出現",,1,SAP,2,其他,"['Outlook與郵件:0.023349244', 'SAP:0.9236853', '其他:0.027419629', '網路:0.006123278', '資訊系統:0.019422524']"
4674,"密碼過期,登入,後,改,密碼,系統,不給,改",,3,網路,2,其他,"['Outlook與郵件:0.0048746453', 'SAP:0.0061704167', '其他:0.13555516', '網路:0.84912175', '資訊系統:0.0042780284']"
2729,"無法存取,廠商,FTP,抓,資料,疑似,防火牆,擋住,開啟,權限,FTP,58.211,70.166",,2,其他,3,網路,"['Outlook與郵件:0.00027363675', 'SAP:0.00009877555', '其他:0.9943499', '網路:0.0038534303', '資訊系統:0.0014242574']"
4739,"客人,網頁,無法登入,出現錯誤,訊息",,3,網路,2,其他,"['Outlook與郵件:0.00019920581', 'SAP:0.00011852817', '其他:0.0031231486', '網路:0.9963936', '資訊系統:0.00016551038']"
6744,"outlook,變更,mail,儲存空間,後,發生,異常狀況",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.9998135', 'SAP:0.000020788426', '其他:0.000035190827', '網路:0.0000090062185', '資訊系統:0.00012151973']"
5698,"請問,南棟,6,樓,bu11,原本,網路,孔,C350,ADSL,現,換座,位到,辦公室,右邊,ADSL,網路,孔有,換,位置",,3,網路,2,其他,"['Outlook與郵件:0.00000031676745', 'SAP:0.000000022499878', '其他:0.0000030137294', '網路:0.99999666', '資訊系統:0.00000004626292']"
5665,"報表,無法,無法列印,知,取消,列印",,2,其他,1,SAP,"['Outlook與郵件:0.015332376', 'SAP:0.015770417', '其他:0.86981785', '網路:0.054986656', '資訊系統:0.04409264']"
7291,"create,新,template,NB2,TOP,TOP,AIO,轉到,NB2,Admin,目前,暫定,設三個,Luis,Hsu,許哲維,Isabel,Chen,陳,佳雯,Cheng,Chung,Chen,陳,政仲",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.9825676', 'SAP:0.0025009753', '其他:0.0034625698', '網路:0.0011670776', '資訊系統:0.010301758']"
1656,"IE,打開,後,頻頻,跳,安全性,警訊",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.2621509', 'SAP:0.22931492', '其他:0.2318004', '網路:0.19766816', '資訊系統:0.079065576']"
7779,"反,應,列印,領料,單時,列印,格式,出現,異常,還可,正常,使用,調整,設定",,2,其他,1,SAP,"['Outlook與郵件:0.025562745', 'SAP:0.07724306', '其他:0.76537067', '網路:0.102260605', '資訊系統:0.029562904']"
7302,"觸控板,觸控,螢幕,功能,disable",,1,SAP,2,其他,"['Outlook與郵件:0.11410465', 'SAP:0.4811886', '其他:0.1990383', '網路:0.08216758', '資訊系統:0.12350084']"
1593,"會議,發,mail,通知",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.8877703', 'SAP:0.015206414', '其他:0.030702794', '網路:0.007436715', '資訊系統:0.05888376']"
5722,"Microsft,系列,軟體,異常,終止,影響,作業,e,g,Microsoft,Powerpoint,Outlook,etc,",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.9997789', 'SAP:0.000012247005', '其他:0.000056170877', '網路:0.0000065502563', '資訊系統:0.00014606805']"
7030,"登,入時,需,每次,KEY,帳號密碼",,2,其他,1,SAP,"['Outlook與郵件:0.06764815', 'SAP:0.030933384', '其他:0.63619417', '網路:0.10529054', '資訊系統:0.15993373']"
6834,"進入表單,會要,求,輸入,帳號密碼",,3,網路,4,資訊系統,"['Outlook與郵件:0.013465238', 'SAP:0.013670048', '其他:0.25712818', '網路:0.69963783', '資訊系統:0.016098695']"
3378,"HR,代理人",,3,網路,4,資訊系統,"['Outlook與郵件:0.10372862', 'SAP:0.17399523', '其他:0.22558042', '網路:0.38890335', '資訊系統:0.10779237']"
393,"密碼過期,人,外,面打",,3,網路,2,其他,"['Outlook與郵件:0.007685397', 'SAP:0.007917826', '其他:0.37532023', '網路:0.5985993', '資訊系統:0.0104772085']"
3482,"密碼,無法,無法換,出現,網域,錯誤",,3,網路,2,其他,"['Outlook與郵件:0.048423443', 'SAP:0.0605499', '其他:0.3330286', '網路:0.49952874', '資訊系統:0.058469296']"
7900,"簽,內部,行文,時,無法使用,開機,密碼,登入,使用,公司內部,AD,帳號,密碼,登入,CAMP,系統,不知,AD,密碼",,3,網路,4,資訊系統,"['Outlook與郵件:0.21843562', 'SAP:0.04439665', '其他:0.13612865', '網路:0.5756743', '資訊系統:0.025364803']"
5363,"無法,無法客戶,FTP,ip,64.166,90.23",,2,其他,3,網路,"['Outlook與郵件:0.00032793547', 'SAP:0.00012696724', '其他:0.9835438', '網路:0.014782789', '資訊系統:0.0012184763']"
7284,"開通,vdtsgw,asus,com,權限,以利,下載,線路圖,工廠",,3,網路,2,其他,"['Outlook與郵件:0.012265862', 'SAP:0.014262199', '其他:0.06935066', '網路:0.89383745', '資訊系統:0.010283818']"
6636,"Adobe,Reader,新,跳出,新,需要,輸入,管理者,帳號密碼,排除",,4,資訊系統,2,其他,"['Outlook與郵件:0.010832914', 'SAP:0.0039189393', '其他:0.18112968', '網路:0.0038405405', '資訊系統:0.80027795']"
2344,"快遞,無法使用",,2,其他,4,資訊系統,"['Outlook與郵件:0.09372871', 'SAP:0.14677718', '其他:0.43720728', '網路:0.16601908', '資訊系統:0.15626772']"
1244,"開啟,點料,單時,告知,版本,錯,再,確認,版本",,4,資訊系統,1,SAP,"['Outlook與郵件:0.02846606', 'SAP:0.0099975215', '其他:0.16083628', '網路:0.008035008', '資訊系統:0.79266506']"
1623,"Pro,e,使用,中會,跳,加,RAM,8G,還會,跳",,3,網路,4,資訊系統,"['Outlook與郵件:0.013897316', 'SAP:0.011558941', '其他:0.0668305', '網路:0.8986827', '資訊系統:0.009030676']"
2318,"Adobe,reader,can,t,show,Cnese,character",,1,SAP,2,其他,"['Outlook與郵件:0.031081067', 'SAP:0.8960147', '其他:0.036583144', '網路:0.010408886', '資訊系統:0.025912102']"
538,"無法連線,印表機,IP,10.242,246.2",,3,網路,2,其他,"['Outlook與郵件:0.00024515137', 'SAP:0.00017189336', '其他:0.0058324733', '網路:0.9935968', '資訊系統:0.00015361443']"
730,"附件,檔案,太,無法上傳,單號,App85",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.4862587', 'SAP:0.21301727', '其他:0.07907752', '網路:0.087257616', '資訊系統:0.13438885']"
696,"Riggi,Ni,倪明宏,無法收到,系統,所發,信,包含,文件,收發,出勤,簽核,MRO,簽核,垃圾郵件,中,找到",,4,資訊系統,0,Outlook與郵件,"['Outlook與郵件:0.002583977', 'SAP:0.000000732259', '其他:0.0000020565524', '網路:0.00000003152792', '資訊系統:0.9974132']"
7307,"PLM,密碼忘記,無法登入,PLM,系統",,4,資訊系統,2,其他,"['Outlook與郵件:0.058684886', 'SAP:0.1898591', '其他:0.08858536', '網路:0.017015584', '資訊系統:0.64585507']"
6683,"寄壓,檔給,廠商,公司,擋住",,3,網路,0,Outlook與郵件,"['Outlook與郵件:0.0077889957', 'SAP:0.0049956976', '其他:0.024012068', '網路:0.9575175', '資訊系統:0.005685666']"
997,"Can,t,get,right,Domain",,1,SAP,3,網路,"['Outlook與郵件:0.043642975', 'SAP:0.84119654', '其他:0.057146765', '網路:0.017916871', '資訊系統:0.040096868']"
4480,"myquanta,內部系統,無法開啟,bpm,放行",,3,網路,4,資訊系統,"['Outlook與郵件:0.00038087886', 'SAP:0.00015855786', '其他:0.0021376102', '網路:0.9970752', '資訊系統:0.00024784877']"
2960,"請問,下,廠商,申請,無線網路,帳號,請問,表單,申請",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.37899503', 'SAP:0.20686956', '其他:0.114276215', '網路:0.18035127', '資訊系統:0.11950789']"
5938,"無法登入,Agile,Products,life,cycle,management,顯示,密碼,錯誤",,2,其他,4,資訊系統,"['Outlook與郵件:0.018100573', 'SAP:0.00844962', '其他:0.7181868', '網路:0.016220124', '資訊系統:0.23904292']"
1193,"需求內容,無線網路,申請,會議室,加,入時,出現錯誤",,3,網路,4,資訊系統,"['Outlook與郵件:0.00007146956', 'SAP:0.00002447366', '其他:0.0005591767', '網路:0.9993042', '資訊系統:0.000040718136']"
4019,"星期,電腦,每天,無故,當機,2,次以,只,強制,關機,重開,機",,3,網路,2,其他,"['Outlook與郵件:0.0020189027', 'SAP:0.0014432728', '其他:0.028275015', '網路:0.9670018', '資訊系統:0.0012610275']"
3358,"ORCAD,Allegro,軟體,無法使用",,2,其他,4,資訊系統,"['Outlook與郵件:0.000641222', 'SAP:0.00027852366', '其他:0.9863138', '網路:0.009954978', '資訊系統:0.002811495']"
2820,"換,密碼,後,無法登入",,3,網路,2,其他,"['Outlook與郵件:0.0886695', 'SAP:0.24164952', '其他:0.23767108', '網路:0.34957734', '資訊系統:0.08243254']"
6763,"懷疑,電腦中毒,時常,跳出,訊息,影響到,outlook,使用,下",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.99940896', 'SAP:0.000051177096', '其他:0.00020640624', '網路:0.000033460045', '資訊系統:0.00029994347']"
6486,"wireless,network,keeps,checking,ID,and,always,disconnect,happens,on,office,desk,other,people,has,no,problem",,2,其他,3,網路,"['Outlook與郵件:0.003851242', 'SAP:0.0009928554', '其他:0.5006458', '網路:0.49111322', '資訊系統:0.0033968235']"
5743,"派駐,返台,支援,台幹,設定,網路,收發,mail",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.9783065', 'SAP:0.000071036186', '其他:0.00018149259', '網路:0.021044306', '資訊系統:0.00039680323']"
6923,"ID,NB2WENY",,1,SAP,3,網路,"['Outlook與郵件:0.122149035', 'SAP:0.38303906', '其他:0.21951781', '網路:0.14503083', '資訊系統:0.13026322']"
828,"進入,內部網頁,跳出,windows,安全性驗證,視窗,求,輸入密碼",,2,其他,3,網路,"['Outlook與郵件:0.006534768', 'SAP:0.0055525983', '其他:0.93188095', '網路:0.03878227', '資訊系統:0.01724947']"
4387,"Outlook,無法,無法打開",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.99950325', 'SAP:0.0000492922', '其他:0.000104601975', '網路:0.000028200453', '資訊系統:0.00031460647']"
199,"頁面,Platform,QIC1822B,UVC15,EVB,submit,後,stage,無,異動",,1,SAP,4,資訊系統,"['Outlook與郵件:0.05645874', 'SAP:0.7997', '其他:0.06751066', '網路:0.023757447', '資訊系統:0.05257314']"
544,"六月,新,進,卻,出現,合約,歸檔,號,APP90,合約,名,稱,The,title,of,contract,CDA,Confidential,Disclosure,Agreement,合約,經法,務組,審核,後,已經,超過,21,天,請,儘速,合約,資料,送至,法,務組,歸檔,未,完成,歸檔,動作,前,通知,信將,7,天,通知,一次,提醒",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.9597373', 'SAP:0.014301679', '其他:0.007052502', '網路:0.0025603306', '資訊系統:0.016348256']"
180,"2,開,下麵,畫面,2.5,分鐘,左右,leo,lin,Daisy,Yu",,2,其他,4,資訊系統,"['Outlook與郵件:0.0275808', 'SAP:0.0116742365', '其他:0.8085914', '網路:0.099555805', '資訊系統:0.052597847']"
5090,"無法進入,os,check,畫面,check,到,8%,不動",,3,網路,2,其他,"['Outlook與郵件:0.008461563', 'SAP:0.012315688', '其他:0.08164598', '網路:0.888906', '資訊系統:0.008670724']"
2498,"無法連結,內部系統,需,輸入密碼,BPM,myHR",,3,網路,2,其他,"['Outlook與郵件:0.00047913607', 'SAP:0.0002007351', '其他:0.0025216162', '網路:0.99647444', '資訊系統:0.00032404155']"
2549,"無法,無法網路,下載,軟體,檔掉",,2,其他,3,網路,"['Outlook與郵件:0.0031114176', 'SAP:0.0020312686', '其他:0.93683386', '網路:0.049685583', '資訊系統:0.008337897']"
7080,"請教,電腦,掃毒,每天,中午,一定,執行,可否,修訂為,週,個月,掃毒,一次,每天,掃毒,後,電腦,卡卡,跑不動,一定,重開,機才行,正常,可否",,3,網路,2,其他,"['Outlook與郵件:0.02198905', 'SAP:0.020230195', '其他:0.35781232', '網路:0.58401597', '資訊系統:0.015952477']"
7288,"出現,線道,active,directory,rights,management,services,伺服器,時,發生錯誤,導致,信件,無法開啟",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.9922477', 'SAP:0.00051787065', '其他:0.0008324857', '網路:0.00017128664', '資訊系統:0.006230649']"
6258,"無法開啟薪資單,出現,無法,無法針對,伺服器,使用,測試,資訊,清單",,3,網路,0,Outlook與郵件,"['Outlook與郵件:0.021663189', 'SAP:0.024891399', '其他:0.059869505', '網路:0.87273514', '資訊系統:0.020840844']"
6328,"cannot,reach,QCA,server,192.168,80.101,for,downloading,ADS,updated,system",,1,SAP,3,網路,"['Outlook與郵件:0.0073773647', 'SAP:0.9842689', '其他:0.003306608', '網路:0.0024686966', '資訊系統:0.0025784324']"
6163,"是否,連到,廠商,FTP",,3,網路,2,其他,"['Outlook與郵件:0.0012406121', 'SAP:0.00085203914', '其他:0.33722585', '網路:0.65882105', '資訊系統:0.0018604452']"
4707,"IP,Phone,重新,插,網路線,後,無法,無法完成,IP,設定,無法進入,初始,頁面,停,留在,T,FTP,P0,loads",,3,網路,2,其他,"['Outlook與郵件:0.0008354578', 'SAP:0.00037882014', '其他:0.47701198', '網路:0.5209362', '資訊系統:0.0008375982']"
408,"password,fail",,1,SAP,3,網路,"['Outlook與郵件:0.03344347', 'SAP:0.8804164', '其他:0.041881785', '網路:0.011745485', '資訊系統:0.03251291']"
5013,"位置,2,網路,孔,網路,通,PF03C099,完全,通,PF16C112,我後面,同事,2,網路,孔,2,網路,通,工作,需要,使用到,2,網路,孔,可以查,一下,不通",,3,網路,2,其他,"['Outlook與郵件:0.00000000016508526', 'SAP:0.0000000000031754293', '其他:0.000000005291888', '網路:1.0', '資訊系統:0.000000000013600532']"
6929,"開,PROE,出現,藍屏",,1,SAP,4,資訊系統,"['Outlook與郵件:0.0804209', 'SAP:0.36175534', '其他:0.35889012', '網路:0.116131976', '資訊系統:0.082801655']"
7715,"帳號,AP,已作報,資產,報廢,減損,單號,APP77",,4,資訊系統,2,其他,"['Outlook與郵件:0.00020254619', 'SAP:0.000066647', '其他:0.00019392876', '網路:0.000005246963', '資訊系統:0.9995316']"
6564,"連外,網會,出現,下,訊息,Proxy,伺服器,回應,•,檢查,Proxy,設定,proxy,80,移至,工具,網際網路,選項,連線,位在,區域網路,請,一下,LAN,設定,•,請,確定,防火牆,設定,封鎖,網頁,存取,•,要求,系統管理員,提供",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.9875969', 'SAP:0.0012647461', '其他:0.0024204515', '網路:0.0018095655', '資訊系統:0.0069082077']"
4386,"需,申請,銷帳,程序,入料,申請,帳號,無法進入,系統",,4,資訊系統,1,SAP,"['Outlook與郵件:0.15770486', 'SAP:0.13472567', '其他:0.17696063', '網路:0.093923405', '資訊系統:0.4366854']"
7060,"廣達研究院,課程,無法觀看",,4,資訊系統,2,其他,"['Outlook與郵件:0.0047936332', 'SAP:0.0016993877', '其他:0.002868459', '網路:0.00029065277', '資訊系統:0.99034786']"
5091,"預約,完成,2017,9,7,16,00,18,00,會議室,123,號,收到,系統,寄,通知,信",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.9977975', 'SAP:0.00007085166', '其他:0.00017175602', '網路:0.000020193935', '資訊系統:0.0019396793']"
3091,"STN,customers,seriously,complain,out,wireless,quality,for,them,to,hook,up,their,server,Please,ask,MIS,to,support,and,improve,it,Please,ask,MIS,to,support,it,with,can,do,attitude,We,need,to,serve,our,customer,well",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.53651553', 'SAP:0.11283369', '其他:0.09979591', '網路:0.15909867', '資訊系統:0.0917562']"
1665,"登,入時,顯示,帳號不存在",,2,其他,3,網路,"['Outlook與郵件:0.07105108', 'SAP:0.15534951', '其他:0.5439741', '網路:0.11386171', '資訊系統:0.11576361']"
6073,"pro,E,抓取,license,錯誤",,4,資訊系統,2,其他,"['Outlook與郵件:0.0013002314', 'SAP:0.00021935567', '其他:0.0059151105', '網路:0.00008979659', '資訊系統:0.99247545']"
4587,"硬碟損壞,換,硬碟,後,無法連線,到,網域,顯示,錯誤",,1,SAP,2,其他,"['Outlook與郵件:0.09836055', 'SAP:0.6822282', '其他:0.05213786', '網路:0.12863335', '資訊系統:0.038640056']"
5756,"伺服器,要求,發生,未知,錯誤,伺服器,傳回,狀態,500",,3,網路,4,資訊系統,"['Outlook與郵件:0.035390485', 'SAP:0.010560651', '其他:0.035274357', '網路:0.90937114', '資訊系統:0.009403341']"
7833,"無法,無法會員,登入,顯示,訊息,無效,帳號,不存,帳號",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.8597347', 'SAP:0.09584923', '其他:0.017144695', '網路:0.008568363', '資訊系統:0.018702896']"
1718,"Password,is,overdue",,1,SAP,2,其他,"['Outlook與郵件:0.09350263', 'SAP:0.35388306', '其他:0.17042434', '網路:0.2974725', '資訊系統:0.08471743']"
2899,"QSMC,無法寄信",,1,SAP,0,Outlook與郵件,"['Outlook與郵件:0.1077116', 'SAP:0.5438681', '其他:0.15294883', '網路:0.09348215', '資訊系統:0.10198926']"
5340,"未,改過,帳號密碼,上午,還可以,登入,現,系統,卻,不斷,顯示,Invalid,ID,or,password,不曉得,能否,重,新設,密碼,急",,3,網路,4,資訊系統,"['Outlook與郵件:0.0044748047', 'SAP:0.0020697168', '其他:0.015341679', '網路:0.976925', '資訊系統:0.0011887508']"
5123,"使用,C,SAP,25,登入,出現,下列,錯誤訊息,Cannot,connect,to,Citrix,MetaFrame,server,Proxy,connection,failed,The,configured,proxy,server,refused,to,establish,a,connection",,3,網路,1,SAP,"['Outlook與郵件:0.0028952926', 'SAP:0.014747937', '其他:0.00038089606', '網路:0.9818381', '資訊系統:0.0001377625']"
4034,"自行,移除,網域,再,加回",,3,網路,2,其他,"['Outlook與郵件:0.0048539555', 'SAP:0.0037972536', '其他:0.19901416', '網路:0.78701794', '資訊系統:0.005316669']"
4594,"已,連上,Staff,wifi,仍聯,無法,無法網路,",,3,網路,2,其他,"['Outlook與郵件:0.0010416254', 'SAP:0.00068868045', '其他:0.071312666', '網路:0.9258636', '資訊系統:0.0010933033']"
5990,"網站,無法進入,qsbn,ap",,3,網路,1,SAP,"['Outlook與郵件:0.0012928473', 'SAP:0.0007212739', '其他:0.0066881953', '網路:0.9903257', '資訊系統:0.0009719478']"
2602,"部門,一位,新進,同仁,Stanley,Tsai,蔡宜澤,需,出差,需,辦理,電腦,外帶證,但才領,nb,還沒有,資產編號,導致,無法,無法申請,請問,方法,可將,nb,帶出",,2,其他,4,資訊系統,"['Outlook與郵件:0.0015320565', 'SAP:0.00024137905', '其他:0.969024', '網路:0.004370335', '資訊系統:0.02483223']"
5386,"cannot,connect,to,SAP",,3,網路,1,SAP,"['Outlook與郵件:0.00417142', 'SAP:0.013233882', '其他:0.006230929', '網路:0.9746739', '資訊系統:0.001689873']"
7929,"舞法,升級,Office,Scan,代理,程式,etc,畫面",,2,其他,4,資訊系統,"['Outlook與郵件:0.000037506747', 'SAP:0.000011169157', '其他:0.99298733', '網路:0.006755163', '資訊系統:0.000208754']"
5494,"無法登入,公司網域,猜測,移除,MSN,元件,造成",,2,其他,3,網路,"['Outlook與郵件:0.0013675021', 'SAP:0.0008543824', '其他:0.8252058', '網路:0.16958788', '資訊系統:0.0029844062']"
